,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
21,A. Farensis,N/R,juvenile,,Creeping under the cover of seagrass.,"['Shrimp', 'Sea Anemone', 'Sea Star']",8.0,17.011820536737815,22.240774544658095,17.46693265363221,22.4222303993609,,,21
22,A. Farensis,female,adult,True,Interaction with nearby hermit crab.,"['Shrimp', 'Algae']",10.0,10.71183665129956,11.257926893431222,7.4939075781824895,8.64543747455633,,,22
23,A. Farensis,male,adult,,Sheltering under broken shell piece.,"['Barnacle', 'Sea Sponge', 'Sea Star']",8.0,81.0,88.47051920192214,69.72128383676014,4822.3372740886025,,,23
24,u. olhanen.,male,adult,,Retreating swiftly from perceived danger.,"['Crab (Other Species)', 'Sea Sponge']",10.0,39.0,42.368828566499054,37.812397740004904,1200.94860960959,,,24
25,U. olhanensis,female,adult,True,Consuming algae scraped from barnacles.,"['Barnacle', 'Sea Star', 'Sea Urchin', 'Polychaete Worm', 'Algae']",8.0,51.518825385978396,45.36725080905628,35.97696958220761,38.63898994854917,,,25
26,u. olhanen.,male,sub_adult,,"Stationary, blending into rocky backdrop.","['Barnacle', 'Sea Anemone', 'Snail', 'Coral Fragment']",6.0,28.75,31.622478449503436,23.566874234895746,706.8056955777895,,,26
27,A farensis,male,juvenile,,Searching tidal pools for nutrients.,"['Hermit Crab', 'Sea Star', 'Sea Sponge']",8.0,15.0,9.19079644062727,6.761668719449723,65.59884148253207,,,27
28,u. olhanen.,male,adult,,Camouflaging with nearby mud.,"['Barnacle', 'Shrimp']",8.0,61.5,60.788676943665834,1998.9827431228748,51.32572149293974,,,28
29,A. Farensis,male or female,sub_adult,,Picking algae carefully off rock faces.,"['Hermit Crab', 'Sea Star', 'Crab (Other Species)']",8.0,12.993430419682934,15.734855196689406,12.017807879756708,15.841740612143758,,,29
30,A farensis,male,pre_puberty,True,Feeding on decaying matter among rocks.,['Sea Sponge'],6.0,30.75,35.20106822276415,931.536985182611,24.985520722745235,,,30
31,U. olhanensis,female,adult,True,Escaping from pursuing predator silhouette.,"['Hermit Crab', 'Sea Sponge', 'Algae', 'Snail', 'Coral Fragment']",11.0,26.67063354697128,27.41201978335769,19.018153197903608,20.522355144951582,,,31
32,U. olhanensis,female,pre_puberty,True,Group migration across shallow seabed.,['Sea Anemone'],9.0,18.01312662777723,20.791730779568315,13.25901161915117,16.46278772320357,,,32
33,A farensis,male,adult,,Brief social contact with fellow crabs.,"['Algae', 'Small Fish']",6.0,18.0,17.649058267564676,182.40887587577203,14.42233708846874,,,33
34,A farensis,male,juvenile,,Interaction with nearby hermit crab.,['Jellyfish'],6.0,19.5,22.549662833779333,19.47019215254929,362.55776887386827,,,34
35,u. olhanen.,male,pre_puberty,,Grazing on mollusks among debris.,"['Small Fish', 'Sea Anemone', 'Mussel', 'Barnacle', 'Algae']",7.0,12.0,11.635881806123749,9.02331911019235,82.73783197871973,,,35
36,u. olhanen.,female,sub_adult,True,Resting in shaded crevice along cliff.,"['Sea Urchin', 'Polychaete Worm', 'Shrimp', 'Small Fish', 'Mussel']",12.0,22.692170181448766,17.79002919802276,17.50889089307946,14.714746113643358,,,36
37,A farensis,female,pre_puberty,True,Creeping under the cover of seagrass.,"['Sea Star', 'Crab (Other Species)', 'Hermit Crab']",9.0,9.60024990144839,11.368250060381957,8.81492018672241,8.82760048976193,,,37
38,A. Farensis,male,pre_puberty,,Inspecting remains of another crab.,['Shrimp'],8.0,21.0,16.183904202590966,12.576170669610386,158.57895276385105,,,38
39,U. olhanensis,female,pre_puberty,True,Harvesting food beneath floating debris.,"['Sea Sponge', 'Jellyfish']",8.0,32.71178724494953,40.542629274944765,31.407876886612776,33.817266352936855,,,39
40,A. Farensis,male,juvenile,True,Entering burrow after disturbance.,"['Coral Fragment', 'Jellyfish', 'Barnacle', 'Sea Star', 'Polychaete Worm']",10.0,7.0,4.578490134304721,3.4034453769305717,12.10101313983078,,,40
41,u. olhanen.,male,adult,,Engaging in antennae-to-antennae contact.,['Sea Urchin'],9.0,84.0,85.05053549509888,5011.5556587423225,71.09024797859081,,,41
42,A. Farensis,female,adult,False,Claw shaking post-contact gesture.,"['Sea Urchin', 'Sea Sponge', 'Barnacle']",12.0,24.819281278985454,23.033779104057253,22.682631553805873,20.362136859379994,,,42
43,A. Farensis,male,juvenile,,Filtering detritus from shallow bottom.,"['Hermit Crab', 'Sea Sponge', 'Crab (Other Species)', 'Algae', 'Sea Star']",8.0,24.5,23.716801717922486,396.592597996041,19.67833542213686,,,43
44,u. olhanen.,male,sub_adult,,Approaching small fish with curiosity.,"['Sea Sponge', 'Small Fish', 'Polychaete Worm']",8.0,75.0,65.48530950485308,56.14091397492933,2951.0312511096795,,,44
45,A farensis,male,sub_adult,,"Burrowing into soft, sandy sediment.",['Sea Sponge'],5.0,10.0,9.418962712119312,48.96269600894537,7.62018182419629,,,45
46,A farensis,male,adult,,Progressing cautiously through new area.,"['Sea Anemone', 'Sea Star', 'Hermit Crab', 'Coral Fragment']",16.0,25.5,24.189095359219504,21.709424687234534,374.44722610945223,,,46
47,u. olhanen.,female,adult,True,Swimming briefly to avoid disturbance.,"['Algae', 'Sea Star', 'Sea Anemone']",10.0,71.47420338518221,71.88706658348016,65.58497213187451,54.675866915228646,,,47
48,A. Farensis,female,pre_puberty,False,Performing dominance display by body lifting.,"['Snail', 'Algae', 'Jellyfish', 'Barnacle']",9.0,30.099149650995457,34.07876593759684,33.91272166169002,29.422032693487754,,,48
49,A farensis,male,sub_adult,,Camouflaging with nearby mud.,['Jellyfish'],9.0,48.75,57.645168331273624,48.61099620698284,2615.247519122119,,,49
50,u. olhanen.,female,adult,True,Scaling steep rock faces near shore.,"['Jellyfish', 'Hermit Crab', 'Sea Star']",8.0,28.208050841644926,28.440342917513316,24.05131159713464,24.51759310019248,,,50
51,u. olhanen.,male,pre_puberty,,Displaying territorial behavior against intruder.,"['Small Fish', 'Sea Urchin', 'Hermit Crab']",7.0,16.5,14.72217914446048,156.51071592103926,11.351060832411557,,,51
52,u. olhanen.,female,pre_puberty,True,Harvesting food beneath floating debris.,"['Mussel', 'Snail', 'Sea Star']",7.0,20.346547892055924,16.78588155713271,15.059075196247665,12.962906208758957,,,52
53,U. olhanensis,female,pre_puberty,False,Performing dominance display by body lifting.,"['Mussel', 'Shrimp', 'Crab (Other Species)', 'Sea Star']",7.0,17.162756874045996,19.88966272524699,19.692917022179994,17.782712689942418,,,53
54,Ucides alvorensis,male,sub_adult,,Searching tidal pools for nutrients.,"['Sea Star', 'Algae']",6.0,23.75,27.84623724687726,404.04940960578926,23.293901778739915,,,54
55,u. olhanen.,male,pre_puberty,,Performing dominance display by body lifting.,"['Shrimp', 'Sea Urchin', 'Jellyfish']",6.0,4.5,3.8325303984848738,3.4213738007931878,8.64945269940833,,,55
56,u. olhanen.,male,sub_adult,,Sheltering under broken shell piece.,"['Crab (Other Species)', 'Shrimp', 'Hermit Crab', 'Coral Fragment']",3.0,11.25,12.990279385546529,132.6631387983942,11.01981778809962,,,56
57,u. olhanen.,female,sub_adult,True,Advancing toward bait in water.,"['Small Fish', 'Crab (Other Species)', 'Polychaete Worm', 'Sea Sponge']",10.0,40.98451490951392,42.5605906530786,31.634159969027294,33.670324155790816,,,57
58,Ucides alvorensis,-,juvenile,,Mating ritual involving antennae brushing.,"['Sea Sponge', 'Crab (Other Species)', 'Sea Anemone', 'Shrimp', 'Sea Urchin']",7.0,11.5215255173681,10.939237074043199,8.226397829863537,11.4362727958348,,,58
59,Ucides alvorensis,N/R,pre_puberty,,Lying still to avoid detection.,"['Small Fish', 'Sea Anemone', 'Hermit Crab', 'Shrimp']",8.0,30.75,27.631594352238473,233.39700248602827,24.744613793069963,,,59
60,A farensis,male,adult,True,Swiftly dashing across exposed sand.,"['Mussel', 'Sea Anemone', 'Sea Star']",8.0,40.5,40.3565646429213,31.475318819463133,1031.2663359652895,,,60
61,U. olhanensis,male,sub_adult,,Frequent pausing while exploring.,"['Sea Star', 'Sea Sponge']",9.0,43.75,44.80551978477494,1243.2798012623766,40.06614633845385,,,61
62,u. olhanen.,-,pre_puberty,,Reacting to sudden changes in temperature.,['Sea Star'],5.0,19.0369428527649,23.444300375548853,19.975920845358548,25.033245045825396,,,62
63,Ucides alvorensis,male or female,adult,,Swiftly dashing across exposed sand.,"['Mussel', 'Shrimp', 'Sea Sponge', 'Polychaete Worm']",8.0,19.5,21.248803394432194,144.75014210881335,15.746844042813084,,,63
64,u. olhanen.,female,sub_adult,True,Frequent pausing while exploring.,"['Small Fish', 'Sea Urchin']",10.0,25.950890833110336,24.325406368637083,20.30068941271916,19.994357310481508,,,64
65,u. olhanen.,female,adult,False,Guarding eggs beneath body flap.,['Jellyfish'],8.0,33.86395739616223,36.62844898008391,27.613816851439946,27.487830646732167,,,65
66,U. olhanensis,female,pre_puberty,False,Emerging slowly after perceived threat.,"['Barnacle', 'Snail']",12.0,21.359404618978953,17.74298592922397,17.11864457266567,14.664428527721626,,,66
67,A. Farensis,male,sub_adult,,Escaping from pursuing predator silhouette.,"['Sea Star', 'Coral Fragment', 'Sea Anemone', 'Sea Sponge']",7.0,20.0,21.170853105121772,16.885463855739026,288.52324354511984,,,67
68,u. olhanen.,female,pre_puberty,True,Defensive claw movement in water.,"['Sea Sponge', 'Barnacle', 'Algae']",10.0,3.3813382734922723,3.7206262788330022,2.2585461265483002,2.938425294458452,,,68
69,A. Farensis,male,sub_adult,,Camouflaging with nearby mud.,"['Small Fish', 'Shrimp', 'Mussel', 'Barnacle']",10.0,16.25,17.60013786820534,162.6728325054995,12.610898095796442,,,69
70,U. olhanensis,male,adult,True,Group migration across shallow seabed.,"['Sea Star', 'Jellyfish']",4.0,36.0,35.63606803202292,31.325390553277018,886.840257083253,,,70
71,A farensis,-,sub_adult,,Staying half-submerged in loose sand.,['Crab (Other Species)'],8.0,34.61872070482391,34.42763696105248,24.866465436515675,31.77906061970727,,,71
72,A. Farensis,-,juvenile,,Resisting aggressive fish encounter.,"['Hermit Crab', 'Shrimp']",11.0,15.217019181622398,17.459381600042477,15.388515538943864,16.248836267423325,,,72
73,U. olhanensis,male,pre_puberty,,Harvesting food beneath floating debris.,"['Snail', 'Crab (Other Species)', 'Mussel']",7.0,11.25,13.66444280096708,9.930839225558769,143.7586423538108,,,73
74,A. Farensis,female,sub_adult,False,Progressing cautiously through new area.,"['Snail', 'Mussel', 'Small Fish']",10.0,35.689128014874925,32.900944434143526,28.64659278968194,26.976042841297563,,,74
75,A farensis,male,pre_puberty,,Slowly navigating around seagrass beds.,"['Shrimp', 'Jellyfish', 'Sea Star', 'Crab (Other Species)']",7.0,24.0,26.075415124364397,405.4883588137107,18.988696914597277,,,75
76,A. Farensis,female,adult,False,Vibrating antennae in flowing current.,['Sea Urchin'],7.0,27.963040439638107,27.93729851204821,23.296228987945685,23.024618370450302,,,76
77,U. olhanensis,female,adult,True,Defensive claw movement in water.,"['Mussel', 'Shrimp']",7.0,45.45811840318402,40.93222974653108,38.3473503796292,30.745319779545323,,,77
78,U. olhanensis,male,pre_puberty,,Swiftly dashing across exposed sand.,['Snail'],5.0,21.75,27.884187728705218,546.5213887405249,22.02853466198712,,,78
79,U. olhanensis,female,pre_puberty,True,Harvesting food beneath floating debris.,['Small Fish'],8.0,17.83100244465494,17.072128683871426,13.451184741963324,13.769494811714576,,,79
80,U. olhanensis,female,adult,True,Escaping from pursuing predator silhouette.,"['Shrimp', 'Sea Star', 'Sea Anemone', 'Small Fish']",11.0,40.01682043092748,42.192079657227644,35.45649751665793,32.649174834106,,,80
81,A farensis,male,adult,,Retreating quickly into hidden burrow.,"['Hermit Crab', 'Sea Star', 'Sea Urchin']",10.0,63.0,59.045637526744464,48.48519873953105,2714.581660541206,,,81
82,A farensis,male,sub_adult,,Collecting biofilm from sunken wood.,"['Small Fish', 'Sea Urchin', 'Sea Star', 'Coral Fragment']",8.0,50.0,58.045683140214045,50.89511667427151,2246.2243668393735,,,82
83,Ucides alvorensis,female,juvenile,True,Frequent pausing while exploring.,"['Mussel', 'Algae']",8.0,4.2298541472798235,4.668578069396683,3.2118002141841995,3.546325690213666,,,83
84,A farensis,female,pre_puberty,False,Slowly navigating around seagrass beds.,"['Sea Anemone', 'Sea Star']",5.0,17.49918039192599,23.599517983275025,21.673352197473502,18.016584897861968,,,84
85,A farensis,male,adult,,Scavenging at the edge of tidal pools.,"['Hermit Crab', 'Polychaete Worm', 'Jellyfish']",6.0,19.5,18.934667672502282,13.797481715756652,266.10124762932764,,,85
86,U. olhanensis,male,adult,,Brief social contact with fellow crabs.,"['Sea Star', 'Polychaete Worm', 'Sea Anemone', 'Mussel']",9.0,39.0,35.20507556167376,28.791061430024747,686.5682064977241,,,86
87,Ucides alvorensis,male or female,juvenile,,Searching tidal pools for nutrients.,"['Algae', 'Sea Anemone']",9.0,5.61137760580559,6.2897914334485305,4.631710911592744,6.854690090306847,,,87
88,U. olhanensis,female,adult,True,Approaching small fish with curiosity.,"['Small Fish', 'Hermit Crab', 'Algae']",7.0,42.65151237494343,41.22267261218132,38.482542433132934,34.305623380316575,,,88
89,u. olhanen.,female,pre_puberty,True,Sheltering under broken shell piece.,"['Small Fish', 'Sea Sponge']",7.0,6.466636246565317,6.072874085501019,5.744555258038287,5.028168325984112,,,89
90,u. olhanen.,female,adult,False,Vibrating antennae in flowing current.,['Algae'],7.0,9.316169131393405,9.029680558953748,5.42999390048754,6.66870400306162,,,90
91,U. olhanensis,male,juvenile,,Engaging in struggle with seaweed entanglement.,"['Crab (Other Species)', 'Sea Urchin']",10.0,11.5,9.2089240494024,7.116515634640929,53.16647688524657,,,91
92,u. olhanen.,male,sub_adult,,Inspecting remains of another crab.,"['Small Fish', 'Polychaete Worm', 'Sea Star', 'Hermit Crab', 'Barnacle']",7.0,43.75,43.67069613364208,31.061870459303062,1226.2920470056981,,,92
93,U. olhanensis,N/R,sub_adult,,Scaling steep rock faces near shore.,['Sea Star'],6.0,11.796011018139087,11.43678252505127,8.741648455856838,12.287647352729259,,,93
94,U. olhanensis,female,pre_puberty,False,Inspecting remains of another crab.,"['Algae', 'Shrimp', 'Coral Fragment', 'Sea Anemone', 'Hermit Crab']",7.0,6.473835576312457,6.550195196081263,5.275149386450495,5.324405759212252,,,94
95,U. olhanensis,male,sub_adult,,Nibbling detritus off seabed patches.,"['Small Fish', 'Sea Anemone']",9.0,55.0,54.62293837096539,1893.368983849975,47.27672500921232,,,95
96,A farensis,male,juvenile,,Taking cover beneath seagrass leaves.,['Sea Urchin'],9.0,12.5,14.528308489866157,10.709676367986635,118.8217819096188,,,96
97,A farensis,male,pre_puberty,,Camouflaging with nearby mud.,"['Jellyfish', 'Sea Sponge', 'Sea Anemone', 'Hermit Crab']",10.0,10.5,11.035226806844594,64.65066530706453,9.345055412678223,,,97
98,A farensis,female,sub_adult,True,Grazing on mollusks among debris.,"['Small Fish', 'Polychaete Worm']",6.0,34.61429178711818,35.51343070983224,25.691906493012976,30.825669114683485,,,98
99,u. olhanen.,female,juvenile,True,Escaping from pursuing predator silhouette.,"['Polychaete Worm', 'Sea Sponge', 'Snail', 'Sea Anemone']",9.0,15.67619128943609,13.04679133668819,12.845660501479966,10.741068057202359,,,99
100,A. Farensis,female,adult,False,Mating ritual involving antennae brushing.,"['Coral Fragment', 'Snail', 'Small Fish', 'Jellyfish', 'Hermit Crab']",9.0,17.546074157727492,15.516106997549326,14.340330362463945,11.82596023811662,,,100
101,A farensis,male,pre_puberty,,Entering burrow after disturbance.,"['Sea Anemone', 'Jellyfish', 'Coral Fragment']",10.0,19.5,23.63426597929857,432.6966744851153,21.230250227348414,,,101
102,Ucides alvorensis,male,juvenile,,Retreating quickly into hidden burrow.,"['Hermit Crab', 'Barnacle', 'Snail', 'Sea Sponge']",8.0,24.5,20.544972997321675,315.8958611487355,17.64431746699827,,,102
103,Ucides alvorensis,N/R,pre_puberty,,Guarding hole in substrate from intruders.,['Jellyfish'],9.0,18.22450975988349,20.93801135656567,15.55176990290803,19.825402670396617,,,103
104,u. olhanen.,female,adult,False,"Stationary, blending into rocky backdrop.",['Algae'],6.0,16.38910199853378,18.729132353062898,12.86827092439834,13.638247537478362,,,104
105,U. olhanensis,female,sub_adult,False,Feeding on decaying matter among rocks.,['Snail'],10.0,39.62707514451731,45.534433500690085,33.44419994911103,35.31726327600212,,,105
106,A. Farensis,male,adult,,Interaction with nearby hermit crab.,"['Crab (Other Species)', 'Algae', 'Mussel']",7.0,40.5,37.010519650788424,30.901889338417,730.3877273059277,,,106
107,U. olhanensis,female,sub_adult,False,Group migration across shallow seabed.,"['Snail', 'Sea Star', 'Sea Sponge', 'Coral Fragment']",7.0,31.302848534792112,28.790583161007493,27.983890549820224,24.96146410510199,,,107
108,A. Farensis,male,adult,,Swiftly dashing across exposed sand.,"['Snail', 'Crab (Other Species)', 'Sea Star']",8.0,18.0,19.423608285611763,17.421076944879378,198.99677018022098,,,108
109,A farensis,female,juvenile,False,Brief social contact with fellow crabs.,"['Coral Fragment', 'Sea Urchin', 'Shrimp', 'Snail', 'Barnacle']",10.0,12.031970300341476,12.316987620507469,8.87812891632976,10.00226719429221,,,109
110,A farensis,male or female,juvenile,True,Darting away in response to sudden shadow.,"['Small Fish', 'Barnacle', 'Coral Fragment']",9.0,11.073998240932102,12.236179191337516,10.195887700221213,12.055672627005837,,,110
111,u. olhanen.,female,adult,True,Gradual movement in cold conditions.,"['Coral Fragment', 'Small Fish']",7.0,113.52161707033012,108.90256790360502,102.98915364889629,87.05980859649229,,,111
112,A farensis,male,adult,,Vibrating antennae in flowing current.,"['Barnacle', 'Sea Star', 'Hermit Crab', 'Jellyfish', 'Mussel']",6.0,22.5,20.570239387187957,14.496666350699893,239.91590819479646,,,112
113,A farensis,male,adult,,"Burrowing into soft, sandy sediment.","['Small Fish', 'Jellyfish', 'Shrimp']",9.0,30.0,28.209143218994004,20.322161883690946,562.3431886304983,,,113
114,U. olhanensis,male,adult,,Retreating swiftly from perceived danger.,"['Sea Urchin', 'Polychaete Worm', 'Coral Fragment', 'Sea Anemone', 'Sea Sponge']",6.0,28.5,29.435864364734737,20.952191362897484,488.68681310791084,,,114
115,u. olhanen.,male or female,pre_puberty,,Mating ritual involving antennae brushing.,['Algae'],10.0,33.40918793403398,33.009596722894045,27.887163043452517,34.0721426967255,,,115
116,A farensis,female,pre_puberty,False,Grazing on mollusks among debris.,"['Snail', 'Sea Star']",9.0,4.979094136886682,4.978411348879781,4.292869678420989,3.7974423265794908,,,116
117,A. Farensis,female,adult,False,Rhythmic waving as social cue.,"['Jellyfish', 'Small Fish', 'Crab (Other Species)', 'Sea Star', 'Algae']",8.0,31.481385264732037,32.76246871344541,23.348972351598782,26.395994601992157,,,117
118,A. Farensis,female,adult,False,Swiftly dashing across exposed sand.,"['Coral Fragment', 'Sea Star']",14.0,15.941040884338937,15.73993426061338,11.321994537775977,14.043456286902385,,,118
119,U. olhanensis,male,adult,,Clambering up submerged tree trunks.,['Snail'],10.0,46.5,47.108951749024065,1728.9430149885234,33.68612781980351,,,119
120,A farensis,male,sub_adult,True,Harvesting food beneath floating debris.,['Coral Fragment'],10.0,47.5,40.87083758504772,919.5876983175949,35.56204471665951,,,120
121,u. olhanen.,female,adult,False,Entering burrow after disturbance.,"['Snail', 'Algae', 'Crab (Other Species)', 'Sea Urchin']",8.0,83.79817493481711,88.537289144792,65.1733862658652,64.22165515004963,,,121
122,U. olhanensis,female,sub_adult,False,Camouflaging with nearby mud.,"['Small Fish', 'Jellyfish', 'Coral Fragment']",8.0,20.076553901279762,25.288138247881243,23.14718619470175,19.477952956271857,,,122
123,u. olhanen.,female,sub_adult,False,Swimming briefly to avoid disturbance.,"['Coral Fragment', 'Crab (Other Species)', 'Sea Urchin', 'Barnacle']",9.0,19.73270799561043,15.192180159038166,12.349966714226477,13.082674942016652,,,123
124,A farensis,male,adult,,Side-stepping along sandy coastal floor.,['Sea Urchin'],9.0,34.5,37.85259735502891,961.8705836007982,32.55534528823093,,,124
125,A. Farensis,male,adult,,Waving claw in signal to another crab.,"['Sea Urchin', 'Coral Fragment']",10.0,40.5,40.776618439837634,1149.1192196287577,34.28105426549663,,,125
126,Ucides alvorensis,N/R,pre_puberty,,Defensive claw movement in water.,"['Jellyfish', 'Snail', 'Coral Fragment', 'Algae']",7.0,17.43880751561637,18.235455635680275,15.394212497612141,19.276702911199312,,,126
127,A. Farensis,female,sub_adult,True,Feeding on small crustaceans in crevices.,"['Hermit Crab', 'Coral Fragment']",12.0,50.05168768774334,46.051344771077915,33.98068943084825,37.9458838393192,,,127
128,A farensis,male or female,pre_puberty,,Taking cover beneath seagrass leaves.,"['Coral Fragment', 'Shrimp', 'Sea Anemone', 'Sea Star']",9.0,8.737631783630729,7.864757888899487,6.860545162489141,7.641299869593479,,,128
129,A. Farensis,male,pre_puberty,,Waving claw in signal to another crab.,"['Snail', 'Mussel', 'Sea Star', 'Sea Sponge']",7.0,18.75,15.838843262897143,13.50452149095982,135.76474055027313,,,129
130,A. Farensis,male,pre_puberty,True,Hiding beneath overhanging rock.,"['Polychaete Worm', 'Sea Star', 'Mussel']",6.0,11.25,10.684494171153043,8.964697956025157,84.82558675488104,,,130
131,A. Farensis,male,sub_adult,,Progressing cautiously through new area.,"['Polychaete Worm', 'Jellyfish', 'Crab (Other Species)', 'Sea Star', 'Algae']",6.0,26.25,21.5885003623332,17.11863026704061,261.9088255628233,,,131
132,u. olhanen.,male,sub_adult,,Gradual movement in cold conditions.,"['Sea Sponge', 'Algae', 'Barnacle']",4.0,55.0,50.88207617531411,44.415195530063066,1408.9333399776706,,,132
133,A. Farensis,female,juvenile,False,Retreating quickly into hidden burrow.,['Snail'],7.0,9.256471887266416,9.435035900685975,8.259057593852898,7.467969107280824,,,133
134,u. olhanen.,female,sub_adult,True,Brief social contact with fellow crabs.,"['Sea Anemone', 'Small Fish', 'Hermit Crab', 'Mussel']",7.0,36.71037825337791,33.62515679742764,23.95414311755335,24.352148681686256,,,134
135,U. olhanensis,female,pre_puberty,False,Interaction with nearby hermit crab.,"['Jellyfish', 'Sea Star', 'Polychaete Worm']",10.0,16.150850887110767,16.908002097837233,12.53595227825033,14.52973688993692,,,135
136,A farensis,male,pre_puberty,,Adopting threatening stance when approached.,"['Small Fish', 'Polychaete Worm', 'Barnacle', 'Crab (Other Species)', 'Sea Urchin']",5.0,29.25,28.604553664191318,459.83245401315645,23.790212800780065,,,136
137,U. olhanensis,male,pre_puberty,,Mating ritual involving antennae brushing.,"['Polychaete Worm', 'Snail']",9.0,9.75,7.434831950576824,38.04933594304995,6.434467249733432,,,137
138,u. olhanen.,female,sub_adult,True,Color change during molting stress.,"['Jellyfish', 'Crab (Other Species)', 'Polychaete Worm', 'Shrimp']",8.0,12.298075575592376,12.839123935597577,10.060723134389688,9.01541162287747,,,138
139,A. Farensis,female,pre_puberty,True,Staying half-submerged in loose sand.,['Small Fish'],9.0,9.369540365221837,6.56251466069668,6.229538421111587,5.309158012026562,,,139
140,A farensis,male,pre_puberty,True,Creeping under the cover of seagrass.,['Shrimp'],10.0,15.75,12.205175524102208,95.60230748658682,9.10968030651544,,,140
141,u. olhanen.,male,pre_puberty,,Rapid clawing during feeding bouts.,['Sea Anemone'],6.0,18.75,20.747934000312274,14.590109901933873,236.31663811991515,,,141
