species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
u. olhanen., ,pre_puberty,,Cleaning claws with rubbing motion.,"['Sea Anemone', 'Algae', 'Jellyfish', 'Hermit Crab']",7.0,0.5454545454545454,0.4230838282209437,0.5356493924662923,0.573008378575199,2.0,2022-09-11,,,21
A. Farensis,male,sub_adult,,Interaction with hermit crabs.,"['Crab (Other Species)', 'Jellyfish', 'Barnacle', 'Small Fish', 'Coral Fragment']",6.0,4.318181818181818,3.686280023647191,4.505873573779299,4.656267870493526,2.0,2022-09-11,,,22
u. olhanen.,male,adult,,Hiding under floating debris.,"['Hermit Crab', 'Polychaete Worm', 'Small Fish', 'Shrimp', 'Sea Anemone']",8.0,6.681818181818182,6.671417066507015,9.780775449113834,6.849638729993369,2.0,2022-09-11,,,23
A. Farensis,male,pre_puberty,,Inspecting discarded crab shell.,"['Algae', 'Crab (Other Species)', 'Shrimp', 'Sea Star']",6.0,4.431818181818182,4.705415363585396,6.696772125305618,4.798372236258297,1.9090909090909092,2022-09-11,,,24
A. Farensis,female,adult,False,Guarding a small hole in sediment.,['Mussel'],4.0,4.946436018847566,4.7773664772930715,6.059428901769823,5.054031976053927,1.9090909090909092,2022-09-11,,,25
A farensis,male,sub_adult,,Feeding on detritus in shallow water.,"['Jellyfish', 'Polychaete Worm', 'Coral Fragment', 'Algae']",8.0,4.204545454545454,4.237897548260094,5.844472044509092,4.448657202136617,1.8181818181818181,2022-09-11,,,26
u. olhanen.,male,adult,,Picking algae from rock surface.,"['Barnacle', 'Coral Fragment']",7.0,5.318181818181818,5.716756688761819,6.870891181746145,5.754156869958562,2.0,2022-09-11,,,27
U. olhanensis,male,sub_adult,,Inspecting discarded crab shell.,"['Mussel', 'Snail', 'Small Fish', 'Sea Sponge', 'Jellyfish']",8.0,3.2954545454545454,3.919085102689074,4.828202244938411,3.5258107268942322,2.0,2022-09-11,,,28
u. olhanen.,male,adult,,Defensive posture when approached.,"['Sea Anemone', 'Mussel', 'Algae', 'Barnacle', 'Polychaete Worm']",12.0,6.954545454545454,6.703856337722687,8.610187455582953,6.963209484147701,2.0,2022-09-11,,,29
U. olhanensis,female,pre_puberty,False,Hiding beneath rocks.,"['Barnacle', 'Sea Star', 'Sea Sponge']",5.0,1.116760204470979,0.766470244945658,1.0873379477517822,1.1890163168876038,1.8181818181818181,2022-09-11,,,30
A farensis,male,sub_adult,,Climbing seaweed stalks.,"['Mussel', 'Algae', 'Shrimp']",5.0,4.545454545454546,3.951963371594563,5.5603961604608685,4.989766199498269,1.9090909090909092,2022-09-11,,,31
U. olhanensis,female,adult,False,Feeding on detritus in shallow water.,"['Jellyfish', 'Snail', 'Sea Anemone', 'Sea Star', 'Sea Urchin']",8.0,3.9294922488523016,4.336395498874944,6.387582210164842,4.238365246572649,1.9090909090909092,2022-09-11,,,32
u. olhanen.,male,sub_adult,,Moving toward bait.,"['Barnacle', 'Jellyfish']",8.0,3.409090909090909,3.5522144023832154,4.7868153525875785,3.5921650240953955,1.9090909090909092,2022-09-11,,,33
A farensis,male,juvenile,,Climbing algae-covered rocks.,['Sea Sponge'],8.0,2.727272727272727,2.340221259557985,3.4420829044515973,2.8186414713499386,2.0,2022-09-11,,,34
A. Farensis,-,pre_puberty,,Feeding on detritus in shallow water.,"['Mussel', 'Algae', 'Sea Anemone', 'Shrimp']",6.0,1.5681818181818181,1.1331628333873605,1.4374809353218192,1.7160403173612837,2.0,2022-09-11,,,35
u. olhanen.,nan,adult,,Moving toward bait.,"['Shrimp', 'Sea Star', 'Barnacle']",7.0,6.409090909090909,6.643191737762931,8.427280283443487,6.55270113037835,1.9090909090909092,2022-09-11,,,36
U. olhanensis, ,adult,,Mating behavior with antenna touching.,"['Sea Urchin', 'Polychaete Worm', 'Hermit Crab', 'Crab (Other Species)']",9.0,1.5,1.5944075270337088,2.1492665804914037,1.6015404805260773,2.0,2022-09-11,,,37
u. olhanen.,male,sub_adult,,Searching for mates at twilight.,"['Sea Anemone', 'Jellyfish', 'Crab (Other Species)', 'Small Fish', 'Sea Star']",8.0,5.340909090909091,4.305037420054523,5.753316284119176,5.829195898601094,2.090909090909091,2022-09-11,,,38
A farensis,female,adult,False,Inspecting discarded crab shell.,"['Mussel', 'Coral Fragment', 'Algae', 'Snail', 'Sea Sponge']",5.0,2.63615159633825,2.6641237300132805,3.9491782741907575,2.8728613127388507,1.9090909090909092,2022-09-11,,,39
U. olhanensis,male,adult,True,Hiding in sandy burrow.,"['Small Fish', 'Polychaete Worm', 'Coral Fragment', 'Snail', 'Barnacle']",8.0,3.272727272727273,3.5223090718945147,4.720755276268121,3.458456103117248,1.9090909090909092,2022-09-11,,,40
u. olhanen.,male,sub_adult,,Picking biofilm on submerged wood.,['Snail'],7.0,3.522727272727273,3.584699084812641,4.5654999178683475,3.7790374115936687,1.9090909090909092,2022-09-11,,,41
u. olhanen.,female,sub_adult,False,Defensive posture when approached.,"['Coral Fragment', 'Snail']",5.0,3.215706367822375,3.20902216381557,4.191874891965088,3.2297152435303116,2.0,2022-09-11,,,42
u. olhanen.,male,adult,,Climbing algae-covered rocks.,"['Jellyfish', 'Snail', 'Hermit Crab', 'Barnacle', 'Small Fish']",5.0,4.636363636363637,4.954368713681195,6.218838782715176,4.880513853724836,1.8181818181818181,2022-09-11,,,43
U. olhanensis,female,sub_adult,False,Guarding a small hole in sediment.,"['Hermit Crab', 'Crab (Other Species)', 'Shrimp', 'Polychaete Worm']",8.0,2.3990214872727873,2.2580114699745035,3.0951806716818653,2.5863015813553556,2.0,2022-09-11,,,44
A farensis,male,adult,,Moving in groups.,"['Shrimp', 'Coral Fragment', 'Small Fish']",4.0,7.363636363636363,7.923263275201484,9.915582492329547,7.630399221326105,1.8181818181818181,2022-09-11,,,45
U. olhanensis,female,adult,True,Inspecting discarded crab shell.,"['Shrimp', 'Sea Sponge', 'Jellyfish', 'Barnacle']",8.0,2.025471622983129,2.0641888032034292,3.0280492452675247,2.1489553047348897,1.8181818181818181,2022-09-11,,,46
u. olhanen.,female,adult,False,Resting under shell fragment.,"['Small Fish', 'Sea Sponge', 'Jellyfish', 'Snail', 'Hermit Crab']",4.0,3.081876279813896,3.1981590552570114,4.097944456223671,3.3115025549041714,2.1818181818181817,2022-09-11,,,47
U. olhanensis,male,sub_adult,,Climbing algae-covered rocks.,['Shrimp'],8.0,2.840909090909091,3.3569736487454334,4.173372927265809,3.044095843439325,2.0,2022-09-11,,,48
A farensis,male,adult,,Half buried in sand.,"['Polychaete Worm', 'Coral Fragment', 'Crab (Other Species)', 'Barnacle']",3.0,6.954545454545454,7.625297886710746,10.159168528382656,7.598876050095328,1.9090909090909092,2022-09-11,,,49
A farensis,female,adult,False,Guarding eggs under abdominal flap.,"['Crab (Other Species)', 'Jellyfish']",3.0,3.370043937774463,3.4500958453680837,4.470960268415298,3.593255718671689,2.0,2022-09-11,,,50
U. olhanensis,-,sub_adult,,Color changes during molting.,"['Barnacle', 'Mussel']",6.0,3.977272727272727,4.119944232116033,5.21383939151638,4.123604422543253,2.090909090909091,2022-09-11,,,51
Ucides alvorensis,male or female,juvenile,,Feeding on small mollusks.,['Snail'],6.0,1.4545454545454546,1.5222590998524261,2.0251560258056576,1.5386838344672753,2.0,2022-09-11,,,52
u. olhanen.,male,sub_adult,,Exchanging antenna taps.,"['Algae', 'Barnacle', 'Sea Sponge', 'Small Fish']",7.0,3.522727272727273,3.193171778186151,4.342181692808308,3.5265757153848822,1.9090909090909092,2022-09-11,,,53
A farensis,female,adult,False,Hiding under seagrass blades.,['Small Fish'],5.0,4.268073712601159,4.16843172607636,5.218655849093744,4.327172958849936,2.0,2022-09-11,,,54
u. olhanen.,male,adult,,Resting under shell fragment.,"['Coral Fragment', 'Sea Urchin', 'Shrimp', 'Jellyfish', 'Algae']",6.0,6.0,6.49278971181788,7.9207388633335825,6.08334830971329,1.7272727272727273,2022-09-11,,,55
u. olhanen.,male,sub_adult,,Displaying dominance by lifting body.,"['Sea Urchin', 'Sea Sponge', 'Barnacle']",6.0,4.545454545454546,4.781265939613359,5.985693408432757,4.631268008022003,2.0,2022-09-11,,,56
A. Farensis, ,adult,,Moving toward bait.,"['Snail', 'Sea Star', 'Crab (Other Species)', 'Jellyfish', 'Sea Anemone']",7.0,5.318181818181818,4.793665101914875,6.496343043105828,5.482747636981968,2.0,2022-09-11,,,57
u. olhanen.,female,sub_adult,False,Defensive posture when approached.,['Crab (Other Species)'],7.0,3.4325039056775477,2.9131173406793454,3.7131323093016237,3.76518155678572,1.9090909090909092,2022-09-11,,,58
U. olhanensis,female,sub_adult,True,Resting under shell fragment.,"['Sea Urchin', 'Barnacle', 'Sea Anemone']",10.0,1.4454390767573349,1.5094915624082093,2.1750432766026475,1.5326486893863345,2.0,2022-09-11,,,59
A farensis,male,pre_puberty,True,Moving in groups.,"['Mussel', 'Polychaete Worm']",5.0,0.9545454545454546,1.0322062315647247,1.295564609561674,1.0277666857604648,1.8181818181818181,2022-09-11,,,60
u. olhanen., ,pre_puberty,,Scavenging near tidal pools.,"['Barnacle', 'Small Fish', 'Jellyfish', 'Sea Star']",5.0,0.5454545454545454,0.6093623799181739,0.8471013281195422,0.5710381553111307,1.9090909090909092,2022-09-11,,,61
U. olhanensis,female,pre_puberty,True,Emerging cautiously from hiding.,['Shrimp'],3.0,1.0197203997585396,1.393021482845275,1.8746794288986324,1.0839062892005558,2.0,2022-09-11,,,62
U. olhanensis,male,sub_adult,,Using claws to dig into sediment.,"['Small Fish', 'Sea Urchin', 'Shrimp', 'Sea Anemone', 'Algae']",7.0,5.681818181818182,4.756208422043957,6.9268057588729075,5.757538117744525,1.9090909090909092,2022-09-11,,,63
u. olhanen.,female,sub_adult,False,Rapid crossing of open sand.,['Mussel'],5.0,4.7503644845695066,5.530583940844224,7.214513078631489,5.092617501862539,1.9090909090909092,2022-09-11,,,64
u. olhanen.,female,sub_adult,False,Crab moving quickly across rocks.,"['Jellyfish', 'Crab (Other Species)', 'Sea Urchin', 'Mussel', 'Sea Star']",6.0,2.1165551175750914,2.1755805124103507,2.6400400913467177,2.295486864691012,1.9090909090909092,2022-09-11,,,65
u. olhanen.,male,sub_adult,,Camouflaging with surrounding mud.,"['Jellyfish', 'Polychaete Worm', 'Coral Fragment', 'Mussel', 'Snail']",6.0,4.7727272727272725,4.481041119269803,6.457597826254482,4.847391053289752,2.0,2022-09-11,,,66
A farensis,female,adult,False,Hiding under seagrass blades.,"['Jellyfish', 'Sea Anemone', 'Algae', 'Sea Star']",8.0,3.8052269558598066,4.602993948744764,6.778546413064515,3.879174620364945,1.8181818181818181,2022-09-11,,,67
A farensis,female,adult,False,Hiding in sandy burrow.,"['Hermit Crab', 'Coral Fragment', 'Algae']",6.0,1.3635358250421097,1.5002145991385634,2.0444735009147044,1.4982330362455853,1.8181818181818181,2022-09-11,,,68
U. olhanensis,female,pre_puberty,False,Climbing vertical rock face.,"['Snail', 'Jellyfish', 'Small Fish']",4.0,1.8964235055023735,1.508460907395822,1.9408249043435288,1.982331707032689,2.0,2022-09-11,,,69
u. olhanen.,male,sub_adult,True,Feeding on algae scraped from rocks.,['Hermit Crab'],7.0,3.977272727272727,4.10293557389095,5.931516868525811,4.315484284664291,1.9090909090909092,2022-09-11,,,70
U. olhanensis,female,adult,False,Hiding under seagrass blades.,"['Small Fish', 'Barnacle']",7.0,5.370578177563039,5.723389407759733,7.923469970837777,5.620533300139859,1.7272727272727273,2022-09-11,,,71
A. Farensis,male,adult,,Hiding in sandy burrow.,['Shrimp'],7.0,2.0454545454545454,2.0072176862590414,2.460109375563382,2.2154648878940413,1.8181818181818181,2022-09-11,,,72
A farensis,male,sub_adult,,Searching for food in tidal pools.,"['Sea Urchin', 'Coral Fragment', 'Crab (Other Species)', 'Small Fish']",8.0,2.0454545454545454,2.0627980634953555,2.742684285856823,2.214765298103853,2.0,2022-09-11,,,73
Ucides alvorensis,male,sub_adult,,Retreating into burrow.,"['Small Fish', 'Polychaete Worm', 'Snail']",5.0,5.0,5.023152553567485,7.119260159106833,5.4106854416580825,1.9090909090909092,2022-09-11,,,74
A farensis,male,adult,,Moving toward bait.,"['Sea Sponge', 'Snail', 'Polychaete Worm']",7.0,1.6363636363636365,1.6617491496625825,2.1238729187394787,1.6578469311863964,2.090909090909091,2022-09-11,,,75
U. olhanensis,female,juvenile,False,Using claws to dig into sediment.,['Sea Anemone'],7.0,2.5111014383835344,3.7999445760390884,5.092290054768336,2.518346758897994,2.0,2022-09-11,,,76
A farensis,female,adult,False,Sitting still blending with environment.,"['Crab (Other Species)', 'Barnacle']",7.0,1.3913086632075728,1.4446813467845108,1.866090512276289,1.3940815278480654,2.0,2022-09-11,,,77
u. olhanen.,male,pre_puberty,,Moving toward warmer water pockets.,"['Sea Sponge', 'Barnacle', 'Crab (Other Species)', 'Snail']",8.0,4.0227272727272725,2.8250720018252724,4.037303854656967,4.039800679530747,2.0,2022-09-11,,,78
A. Farensis,male,adult,,Guarding eggs under abdominal flap.,"['Sea Sponge', 'Small Fish', 'Hermit Crab']",9.0,3.5454545454545454,3.194886475750671,3.879982473188309,3.735701967529003,1.8181818181818181,2022-09-11,,,79
A. Farensis,female,adult,False,Displaying dominance by lifting body.,"['Shrimp', 'Crab (Other Species)']",7.0,3.9549429123024282,3.718270053830537,4.781212323379047,4.173886252493329,2.0,2022-09-11,,,80
A. Farensis,male,adult,,Climbing barnacle-covered surfaces.,"['Mussel', 'Coral Fragment']",3.0,5.7272727272727275,5.42092166969656,8.127048581554941,5.732000205908377,2.0,2022-09-11,,,81
U. olhanensis,-,pre_puberty,,Exchanging antenna taps.,['Mussel'],7.0,2.0454545454545454,2.2896451279847922,3.2134473505079026,2.1604866841150208,1.9090909090909092,2022-09-11,,,82
U. olhanensis,male,adult,,Using claws to dig into sediment.,"['Hermit Crab', 'Crab (Other Species)', 'Algae', 'Sea Anemone', 'Polychaete Worm']",6.0,3.5454545454545454,3.4618632637155695,4.913166600176316,3.7734080456036456,1.8181818181818181,2022-09-11,,,83
Ucides alvorensis,-,pre_puberty,,Struggling with entangled seaweed.,"['Small Fish', 'Algae', 'Coral Fragment', 'Crab (Other Species)']",4.0,3.0,3.1047653696197557,4.389761020799758,3.133392541032036,1.6363636363636365,2022-09-11,,,84
A farensis,male,sub_adult,,Climbing vertical rock face.,"['Hermit Crab', 'Sea Star']",6.0,5.2272727272727275,5.603097278171325,7.965749911618524,5.74135685014339,1.8181818181818181,2022-09-11,,,85
U. olhanensis,female,sub_adult,True,Moving sideways along sandy bottom.,['Polychaete Worm'],10.0,2.063831604936421,1.6702467667878624,2.2290701299540747,2.242833270870936,1.8181818181818181,2022-09-11,,,86
u. olhanen.,male,pre_puberty,,Hiding in sandy burrow.,"['Hermit Crab', 'Crab (Other Species)', 'Polychaete Worm']",7.0,1.5,1.8662669135358052,2.7419197253578016,1.6092752790373004,2.0,2022-09-11,,,87
A. Farensis,female,juvenile,False,Using claws to dig into sediment.,['Sea Anemone'],3.0,0.8500867827112318,0.6003537964165242,0.7215257197628283,0.8884732114392624,1.9090909090909092,2022-09-11,,,88
A farensis,female,adult,True,Foraging among seagrass roots.,"['Sea Anemone', 'Snail', 'Barnacle', 'Sea Sponge', 'Small Fish']",4.0,3.5395497248458243,3.8089648825521683,5.539627066040294,3.584288699276907,1.8181818181818181,2022-09-11,,,89
U. olhanensis,male,pre_puberty,True,Mating behavior with antenna touching.,['Shrimp'],10.0,2.4545454545454546,2.8605496201638805,3.5040723478930405,2.5716954763335735,1.9090909090909092,2022-09-11,,,90
U. olhanensis,male,juvenile,,Exchanging antenna taps.,['Sea Star'],8.0,0.8181818181818182,0.7299933226670067,1.0148035362356282,0.8626092114912443,2.0,2022-09-11,,,91
U. olhanensis,male,adult,,Dragging shell fragment backward.,"['Hermit Crab', 'Barnacle', 'Algae']",5.0,1.5,1.5201618445804996,1.994225319121253,1.6278527211412064,1.9090909090909092,2022-09-11,,,92
A. Farensis,female,pre_puberty,False,Climbing seaweed stalks.,"['Small Fish', 'Sea Urchin']",4.0,0.8618581994864946,0.8128164145743324,1.0210682042019812,0.8827547391009882,2.090909090909091,2022-09-11,,,93
A. Farensis,female,adult,True,Moving toward bait.,"['Small Fish', 'Jellyfish', 'Polychaete Worm', 'Sea Sponge', 'Mussel']",4.0,1.3634995562692849,1.4939202066674242,1.8679786288075138,1.3729870205635484,1.9090909090909092,2022-09-11,,,94
u. olhanen.,male,sub_adult,,Climbing algae-covered rocks.,"['Sea Anemone', 'Shrimp', 'Hermit Crab', 'Sea Urchin', 'Polychaete Worm']",6.0,4.659090909090909,5.286093590363912,6.653698262403754,4.7429700506649235,1.9090909090909092,2022-09-11,,,95
U. olhanensis,male,pre_puberty,,Waving claws rhythmically.,"['Small Fish', 'Snail', 'Polychaete Worm']",8.0,2.590909090909091,2.8023605220235077,3.544599774868476,2.7611976448278464,1.9090909090909092,2022-09-11,,,96
U. olhanensis,male,sub_adult,,Climbing onto submerged logs.,"['Small Fish', 'Algae']",5.0,6.25,5.124582923389725,6.736717171964353,6.516760013973052,1.9090909090909092,2022-09-11,,,97
u. olhanen.,-,adult,,Using claws to dig into sediment.,"['Mussel', 'Polychaete Worm', 'Crab (Other Species)', 'Jellyfish', 'Algae']",4.0,1.0909090909090908,0.9870385190060925,1.3206682746526253,1.1387835595393538,2.0,2022-09-11,,,98
A. Farensis,male,sub_adult,,Claw snapping at diver.,"['Polychaete Worm', 'Algae']",10.0,5.0,4.0216932764384365,5.843099700735911,5.476949113639843,2.0,2022-09-11,,,99
A farensis,male,juvenile,True,Moving sideways along sandy bottom.,['Crab (Other Species)'],6.0,0.5909090909090909,0.49732629616165114,0.6336947535978605,0.60400893043413,2.090909090909091,2022-09-11,,,100
Ucides alvorensis,male,juvenile,,Retreating into burrow.,['Polychaete Worm'],7.0,2.5454545454545454,3.3346534967390116,4.9032921094560775,2.6483303216147647,1.9090909090909092,2022-09-11,,,101
A. Farensis,male,juvenile,,Pausing frequently during exploration.,"['Crab (Other Species)', 'Sea Anemone']",8.0,1.8181818181818181,1.9484930179028217,2.907952959144517,1.9190512127864503,2.1818181818181817,2022-09-11,,,102
U. olhanensis,male,adult,,Feeding on detritus in shallow water.,['Barnacle'],5.0,5.181818181818182,5.2103424930881665,7.407009914995388,5.317099848940843,1.8181818181818181,2022-09-11,,,103
u. olhanen.,male,sub_adult,,Pausing frequently during exploration.,['Sea Anemone'],10.0,2.5,2.570074437355822,3.7606219796684672,2.6506604949126387,1.9090909090909092,2022-09-11,,,104
u. olhanen.,male,adult,,Burrowing into sandy sediment.,['Hermit Crab'],8.0,3.272727272727273,3.5887887477988882,4.819948083253512,3.552955611156176,2.090909090909091,2022-09-11,,,105
A farensis, ,sub_adult,,Escaping from aggressive fish.,"['Mussel', 'Sea Sponge', 'Shrimp']",6.0,3.409090909090909,3.29930066812922,4.789749626894599,3.529231794214325,1.9090909090909092,2022-09-11,,,106
u. olhanen.,female,pre_puberty,False,Social contact with other crabs.,"['Barnacle', 'Algae', 'Small Fish', 'Crab (Other Species)', 'Jellyfish']",6.0,1.8463423073597547,2.0627104583902294,3.044174364756297,2.0240140226580388,1.9090909090909092,2022-09-11,,,107
U. olhanensis,male,juvenile,,Retreating quickly from shadow.,"['Barnacle', 'Sea Urchin']",9.0,1.2272727272727273,1.0126298047074787,1.3259887849417717,1.2468852535318415,2.0,2022-09-11,,,108
A farensis,female,adult,False,Exploring new territory.,"['Jellyfish', 'Sea Star', 'Sea Sponge', 'Sea Anemone', 'Sea Urchin']",6.0,3.758980699039338,3.600263494202721,5.093826781320519,4.0870558939357515,2.090909090909091,2022-09-11,,,109
u. olhanen.,male,pre_puberty,True,Climbing vertical rock face.,"['Sea Urchin', 'Polychaete Worm', 'Snail']",5.0,2.8636363636363638,3.7147032529110247,5.008127913576292,3.0083173145564754,1.8181818181818181,2022-09-11,,,110
A. Farensis,female,juvenile,False,Hiding beneath rocks.,"['Shrimp', 'Crab (Other Species)', 'Algae', 'Hermit Crab', 'Coral Fragment']",5.0,0.5250140612437224,0.5477530785745676,0.7561746743540183,0.5414844117153922,2.0,2022-09-11,,,111
A. Farensis,female,adult,False,Moving toward warmer water pockets.,"['Shrimp', 'Sea Star', 'Coral Fragment', 'Sea Urchin']",6.0,2.010127254410728,2.081432951275471,2.5531886344128125,2.14237422963943,2.090909090909091,2022-09-11,,,112
U. olhanensis,female,adult,False,Inspecting discarded crab shell.,"['Mussel', 'Crab (Other Species)', 'Polychaete Worm']",9.0,4.458402069328972,4.588354141320665,6.784543925038184,4.7866273319332615,2.0,2022-09-11,,,113
u. olhanen.,male,sub_adult,,Emerging cautiously from hiding.,['Barnacle'],8.0,1.5909090909090908,1.5056099664499967,1.9339420121452326,1.731352526263675,2.0,2022-09-11,,,114
A. Farensis,female,adult,False,Defensive posture when approached.,['Crab (Other Species)'],7.0,4.814489856581374,4.522423509041965,5.729158764728226,4.846623950166689,2.090909090909091,2022-09-11,,,115
A. Farensis,male,sub_adult,,Picking algae from rock surface.,['Coral Fragment'],8.0,1.1363636363636365,1.173383344941997,1.7456052147123946,1.2349872873097503,1.8181818181818181,2022-09-11,,,116
Ucides alvorensis, ,adult,,Using claws to dig into sediment.,"['Polychaete Worm', 'Sea Star', 'Crab (Other Species)', 'Snail', 'Algae']",5.0,5.318181818181818,5.110267812285335,6.253378389519058,5.364746907000008,1.9090909090909092,2022-09-11,,,117
U. olhanensis,female,juvenile,False,Sitting still blending with environment.,"['Small Fish', 'Coral Fragment', 'Hermit Crab', 'Jellyfish']",8.0,1.169405122535836,0.9802253791084534,1.2725004448174804,1.1916400384657106,2.090909090909091,2022-09-11,,,118
u. olhanen.,female,sub_adult,True,Camouflaging with surrounding mud.,"['Snail', 'Mussel', 'Crab (Other Species)']",3.0,3.6389884466726357,3.3686721700753464,4.836579538136795,3.760294853182056,2.090909090909091,2022-09-11,,,119
A. Farensis,female,sub_adult,False,Climbing vertical rock face.,"['Hermit Crab', 'Sea Urchin', 'Snail', 'Coral Fragment', 'Sea Star']",8.0,8.68990963056736,9.60414528213298,13.795549590864965,9.095183929873276,1.9090909090909092,2022-09-11,,,120
u. olhanen.,male,sub_adult,,Cleaning claws with rubbing motion.,"['Small Fish', 'Sea Anemone']",7.0,2.9545454545454546,2.442654317612549,2.9515458840422024,3.2066387306585598,1.8181818181818181,2022-09-11,,,121
A. Farensis,male,adult,,Guarding a small hole in sediment.,"['Algae', 'Polychaete Worm', 'Sea Anemone', 'Sea Star', 'Jellyfish']",6.0,2.590909090909091,2.7573866521447425,3.7245563604709435,2.781838637053513,2.0,2022-09-11,,,122
A. Farensis,male,sub_adult,,Struggling with entangled seaweed.,"['Snail', 'Polychaete Worm', 'Shrimp', 'Algae']",6.0,4.7727272727272725,3.8816176899239068,5.140557673895413,5.033989937784309,1.9090909090909092,2022-09-11,,,123
