species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,male,adult,u. olhanen.,,Resting in shaded rock crevice.,"['Sea Anemone', 'Barnacle', 'Jellyfish', 'Mussel', 'Sea Star']",6.0,3.6818181818181817,3.515057057880273,4.26944412811572,3.9203016477706556,3.0,2021-01-10,,,14
,male,pre_puberty,u. olhanen.,,Picking biofilm on submerged wood.,"['Hermit Crab', 'Polychaete Worm', 'Snail']",4.0,1.5681818181818181,1.8909860660316105,2.392494867512729,1.6669611675530789,3.090909090909091,2021-01-10,,,15
,female,adult,A. Farensis,False,Interaction with hermit crabs.,['Sea Urchin'],4.0,2.0324528590511473,2.2283132513343804,3.0461845289700125,2.0537485798872313,2.8181818181818183,2021-01-10,,,16
,-,juvenile,Ucides alvorensis,,Foraging among seagrass roots.,"['Shrimp', 'Sea Star', 'Crab (Other Species)', 'Sea Anemone']",4.0,1.6818181818181819,1.6055072682733744,1.9335772387027994,1.806266807369717,3.0,2021-01-10,,,17
,female,sub_adult,U. olhanensis,False,Resting in shaded rock crevice.,"['Crab (Other Species)', 'Algae', 'Coral Fragment']",2.0,1.4160703643746013,1.4778109794209613,1.8781993190610493,1.4469126738867557,2.909090909090909,2021-01-10,,,18
,female,juvenile,Ucides alvorensis,True,Exploring new territory.,"['Sea Star', 'Hermit Crab']",3.0,0.3140308015557632,0.4556386700692972,0.5821013052800855,0.31496419454915825,2.909090909090909,2021-01-10,,,19
,nan,sub_adult,Ucides alvorensis,True,Escaping from aggressive fish.,"['Hermit Crab', 'Crab (Other Species)', 'Sea Anemone']",7.0,1.5909090909090908,1.6616953239000267,2.2346892894086876,1.6620166702383548,2.8181818181818183,2021-01-10,,,20
,female,adult,U. olhanensis,False,Hiding under seagrass blades.,"['Shrimp', 'Hermit Crab', 'Mussel']",3.0,2.428363564035556,2.5393850502660515,3.113239343070616,2.59246900463718,2.909090909090909,2021-01-10,,,21
,female,sub_adult,A. Farensis,False,Struggling with entangled seaweed.,"['Jellyfish', 'Algae', 'Hermit Crab', 'Sea Sponge']",8.0,0.9054773819479525,0.9558901388584716,1.2987308528674808,0.94750757023151,2.909090909090909,2021-01-10,,,22
,female,juvenile,A. Farensis,False,Climbing barnacle-covered surfaces.,"['Barnacle', 'Shrimp', 'Small Fish', 'Coral Fragment']",6.0,1.2486733773630752,1.5149039585751305,2.1502423406391356,1.2732427046283448,3.0,2021-01-10,,,23
,-,juvenile,A farensis,,Interaction with hermit crabs.,"['Sea Urchin', 'Sea Star']",6.0,1.1363636363636365,1.2928757555134849,1.904343795039785,1.2159045819159582,2.909090909090909,2021-01-10,,,24
,female,sub_adult,U. olhanensis,False,Mating behavior with antenna touching.,"['Barnacle', 'Hermit Crab', 'Snail', 'Mussel']",9.0,2.531178009961969,2.136847431799657,2.864246944901195,2.782192666131245,2.909090909090909,2021-01-10,,,25
,male,pre_puberty,A. Farensis,,Picking algae from rock surface.,"['Crab (Other Species)', 'Sea Star', 'Snail', 'Sea Sponge', 'Mussel']",5.0,0.8863636363636364,0.722132677583088,1.0729427051146878,0.9414300759331865,2.909090909090909,2021-01-10,,,26
,female,pre_puberty,A farensis,False,Displaying dominance by lifting body.,"['Algae', 'Sea Anemone', 'Snail', 'Jellyfish', 'Small Fish']",8.0,1.1570275726688655,1.0686077999859254,1.4536587598393675,1.2454625841178313,2.909090909090909,2021-01-10,,,27
,male,sub_adult,A. Farensis,,Mating behavior with antenna touching.,"['Shrimp', 'Sea Urchin', 'Small Fish', 'Sea Star']",4.0,3.8636363636363638,3.883238100344769,5.773750254386032,3.900406072497513,3.0,2021-01-10,,,28
,male,juvenile,u. olhanen.,,Interaction with hermit crabs.,"['Sea Urchin', 'Barnacle', 'Jellyfish', 'Sea Star']",6.0,0.5909090909090909,0.7388757338913167,0.9612308281710231,0.6397905695757686,2.909090909090909,2021-01-10,,,29
,male,sub_adult,A farensis,True,Scavenging near tidal pools.,"['Crab (Other Species)', 'Sea Anemone', 'Sea Sponge']",5.0,1.9318181818181819,2.0038018310237393,2.760394147817007,2.116777970365202,2.909090909090909,2021-01-10,,,30
,female,pre_puberty,A farensis,False,Emerging cautiously from hiding.,"['Sea Urchin', 'Coral Fragment', 'Algae']",7.0,1.5601558221610683,1.3112665633472618,1.801246781959535,1.6466847249942063,3.0,2021-01-10,,,31
,female,adult,u. olhanen.,False,Feeding on detritus in shallow water.,"['Coral Fragment', 'Sea Anemone']",5.0,1.386626530945395,1.5027599313515287,2.0280372355762566,1.5240480281412006,2.909090909090909,2021-01-10,,,32
,male,adult,Ucides alvorensis,,Escaping from aggressive fish.,"['Mussel', 'Algae', 'Barnacle', 'Jellyfish', 'Snail']",4.0,2.727272727272727,2.9057393388937958,4.3133730086307525,2.9635713765120713,2.909090909090909,2021-01-10,,,33
,male,sub_adult,Ucides alvorensis,,Picking biofilm on submerged wood.,"['Snail', 'Hermit Crab']",7.0,2.0454545454545454,1.9089407287011064,2.336825596189111,2.0698040231428596,3.0,2021-01-10,,,34
,female,sub_adult,A. Farensis,False,Interaction with hermit crabs.,"['Sea Sponge', 'Crab (Other Species)', 'Polychaete Worm', 'Sea Urchin', 'Barnacle']",8.0,2.494586469301355,2.2162625238276843,3.2484335332453256,2.5072118161985295,3.0,2021-01-10,,,35
,female,sub_adult,A. Farensis,False,Climbing barnacle-covered surfaces.,"['Sea Sponge', 'Shrimp']",6.0,3.428378355911542,3.217850310480039,4.473026532092546,3.48475546045545,2.909090909090909,2021-01-10,,,36
,female,adult,A. Farensis,False,Swimming short distance to escape.,['Crab (Other Species)'],9.0,2.225647439960596,2.2124165356485013,2.8454513863880977,2.371352557813769,3.0,2021-01-10,,,37
,N/R,sub_adult,A. Farensis,,Moving toward bait.,"['Hermit Crab', 'Jellyfish', 'Sea Anemone']",5.0,1.25,1.411961626892049,1.7175488528046876,1.2990044793737463,3.0,2021-01-10,,,38
,female,adult,A farensis,False,Camouflaging with surrounding mud.,"['Algae', 'Coral Fragment', 'Polychaete Worm', 'Crab (Other Species)']",5.0,0.7462981107318132,0.8354095972098478,1.2077353876040553,0.7953613054344238,2.909090909090909,2021-01-10,,,39
,male,adult,A farensis,True,Guarding a small hole in sediment.,"['Barnacle', 'Snail']",10.0,0.8181818181818182,0.8591714844558918,1.275248490498522,0.853934853229222,3.090909090909091,2021-01-10,,,40
,female,juvenile,u. olhanen.,False,Territorial display against intruder.,"['Barnacle', 'Sea Anemone', 'Small Fish', 'Jellyfish', 'Sea Urchin']",5.0,1.187437391110863,1.2883633595447161,1.8953130217268808,1.2230333798833781,2.909090909090909,2021-01-10,,,41
,male,adult,u. olhanen.,,Hiding beneath rocks.,"['Algae', 'Sea Urchin', 'Shrimp', 'Small Fish', 'Snail']",5.0,2.0454545454545454,1.884393635352736,2.7512376548120163,2.171947055638731,2.8181818181818183,2021-01-10,,,42
,female,sub_adult,U. olhanensis,False,Struggling with entangled seaweed.,"['Crab (Other Species)', 'Coral Fragment', 'Snail', 'Mussel']",7.0,2.5223441568522116,2.2975522551742396,3.0090623458456665,2.6293399541089486,2.8181818181818183,2021-01-10,,,43
,male,adult,U. olhanensis,,Climbing seaweed stalks.,"['Mussel', 'Coral Fragment', 'Sea Anemone', 'Sea Star', 'Snail']",3.0,5.590909090909091,5.290196288786455,7.89426376304371,6.049329460941395,3.0,2021-01-10,,,44
,female,pre_puberty,A farensis,False,Hiding beneath rocks.,"['Sea Urchin', 'Jellyfish', 'Sea Sponge']",3.0,1.1009183167800218,0.9656761079952257,1.2518233541727888,1.208807634227095,3.1818181818181817,2021-01-10,,,45
,nan,adult,u. olhanen.,,Escaping predator silhouette overhead.,['Small Fish'],4.0,3.8181818181818183,3.7819644515636823,5.497879760872689,3.878715424717738,2.909090909090909,2021-01-10,,,46
,male,juvenile,u. olhanen.,,Feeding on small crustaceans.,"['Sea Urchin', 'Sea Star', 'Shrimp']",8.0,2.0,1.910410614976513,2.848080350725903,2.0524859105493154,3.090909090909091,2021-01-10,,,47
,female,adult,u. olhanen.,False,Escaping from aggressive fish.,"['Algae', 'Sea Star', 'Barnacle', 'Mussel', 'Coral Fragment']",6.0,2.253318854648443,2.1891947753242555,2.6543164383036046,2.474644443072046,2.909090909090909,2021-01-10,,,48
,male,pre_puberty,A farensis,,Defensive posture when approached.,['Sea Urchin'],4.0,0.75,0.5741754713187096,0.7932443935953315,0.8157749375867944,2.909090909090909,2021-01-10,,,49
,female,adult,u. olhanen.,False,Climbing seaweed stalks.,"['Mussel', 'Snail', 'Jellyfish', 'Sea Urchin']",3.0,2.4823594177335977,3.1351088099481244,4.088403293010771,2.4954701764732103,3.0,2021-01-10,,,50
,male,sub_adult,A farensis,,Cleaning claws with rubbing motion.,['Hermit Crab'],4.0,2.0454545454545454,1.99174261269859,2.49538305954235,2.05283292663286,3.090909090909091,2021-01-10,,,51
,female,adult,A farensis,False,Territorial display against intruder.,"['Sea Anemone', 'Coral Fragment']",8.0,4.194181071504094,4.017496813589189,5.656076638920025,4.51984275267004,2.909090909090909,2021-01-10,,,52
,male,juvenile,U. olhanensis,,Sideways walking along bay edge.,"['Barnacle', 'Mussel']",9.0,2.6363636363636362,2.5148178929241776,3.1988439776418947,2.6668479349085876,3.0,2021-01-10,,,53
,male,pre_puberty,A. Farensis,,Moving toward warmer water pockets.,"['Polychaete Worm', 'Snail', 'Jellyfish']",8.0,2.9318181818181817,2.374492261260732,3.5114060038193475,3.0680847921398784,3.1818181818181817,2021-01-10,,,54
,female,adult,U. olhanensis,False,Climbing seaweed stalks.,['Snail'],7.0,5.139705303667979,4.92242512138269,7.258035218436586,5.4735635677988235,3.090909090909091,2021-01-10,,,55
,male,adult,U. olhanensis,,Burrowing into sandy sediment.,['Jellyfish'],8.0,1.6363636363636365,1.5824606132336478,1.9419487309919197,1.6475389214838854,2.909090909090909,2021-01-10,,,56
,male,sub_adult,A farensis,,Feeding on small mollusks.,"['Hermit Crab', 'Mussel']",7.0,2.5,2.099771032345108,3.130637844157844,2.5589328310366266,2.8181818181818183,2021-01-10,,,57
,female,sub_adult,A. Farensis,False,Feeding on small crustaceans.,"['Sea Anemone', 'Barnacle', 'Sea Sponge', 'Shrimp']",6.0,2.6058221240440163,2.164271297458737,2.9695248391865494,2.614405153529781,2.909090909090909,2021-01-10,,,58
,female,sub_adult,A. Farensis,False,Hiding under seagrass blades.,"['Snail', 'Sea Star', 'Algae', 'Sea Sponge', 'Crab (Other Species)']",5.0,2.1940815432204825,2.3008216455469457,2.950168590268517,2.3070110779622635,3.090909090909091,2021-01-10,,,59
,female,adult,U. olhanensis,False,Picking biofilm on submerged wood.,"['Sea Urchin', 'Polychaete Worm']",7.0,2.24687021895097,2.4649519336385755,3.3311870732932407,2.3055844524861455,3.0,2021-01-10,,,60
,male,sub_adult,A farensis,,Territorial display against intruder.,"['Snail', 'Shrimp', 'Coral Fragment']",4.0,4.545454545454546,3.7785472999034626,5.550096811471487,4.980660735820044,3.090909090909091,2021-01-10,,,61
,female,sub_adult,A. Farensis,False,Picking detritus from seabed.,"['Polychaete Worm', 'Coral Fragment', 'Snail', 'Hermit Crab']",5.0,1.659906592912906,2.038079578837007,2.5261034505478666,1.7326296387416233,2.909090909090909,2021-01-10,,,62
,female,adult,A farensis,False,Moving toward bait.,"['Shrimp', 'Sea Star', 'Sea Urchin', 'Crab (Other Species)']",6.0,0.603336999934614,0.5920788183896015,0.794264188681947,0.6088101290092371,2.909090909090909,2021-01-10,,,63
,male,pre_puberty,u. olhanen.,,Claw waving directed at nearby crab.,"['Snail', 'Mussel']",8.0,1.1590909090909092,1.1197837116361178,1.5558287434974483,1.1619780461439246,2.909090909090909,2021-01-10,,,64
,male,pre_puberty,u. olhanen.,,Moving toward warmer water pockets.,"['Snail', 'Sea Star', 'Hermit Crab']",8.0,1.4318181818181819,1.4745429074666432,2.052537205187476,1.528168819770079,3.0,2021-01-10,,,65
,female,pre_puberty,u. olhanen.,False,Slow movement near seagrass patches.,"['Polychaete Worm', 'Mussel', 'Shrimp', 'Sea Star']",4.0,1.099475690832071,0.8326072168972494,1.2434806793682902,1.1257783751661317,3.090909090909091,2021-01-10,,,66
,male,sub_adult,u. olhanen.,,Resting under shell fragment.,"['Sea Star', 'Snail']",7.0,6.4772727272727275,6.932732054677297,9.315676957273496,6.963255923215743,2.8181818181818183,2021-01-10,,,67
,male,sub_adult,U. olhanensis,,Scavenging near tidal pools.,"['Crab (Other Species)', 'Algae', 'Sea Star', 'Sea Urchin']",7.0,3.0681818181818183,2.7376472963302856,3.6640836537558275,3.2904764729584675,2.8181818181818183,2021-01-10,,,68
,female,sub_adult,u. olhanen.,False,Claw snapping in competition.,"['Snail', 'Algae', 'Sea Anemone', 'Shrimp', 'Mussel']",1.0,2.7870259937532165,2.5676616712773117,3.5269318924752087,2.947277990688664,3.090909090909091,2021-01-10,,,69
,female,sub_adult,u. olhanen.,False,Stillness in cold water.,"['Algae', 'Mussel', 'Shrimp']",7.0,2.082654912955074,1.8071793573586206,2.3893187723239953,2.0842242844346113,2.909090909090909,2021-01-10,,,70
,-,pre_puberty,A farensis,,Struggling with entangled seaweed.,"['Small Fish', 'Polychaete Worm', 'Algae', 'Crab (Other Species)', 'Barnacle']",7.0,1.6363636363636365,1.8881419431102864,2.825030853021613,1.7386377455870259,2.909090909090909,2021-01-10,,,71
,female,sub_adult,A. Farensis,False,Social contact with other crabs.,['Crab (Other Species)'],4.0,1.7514932647088366,2.064481367320064,2.554247169111613,1.8032038167958468,3.272727272727273,2021-01-10,,,72
,male,pre_puberty,A farensis,,Climbing barnacle-covered surfaces.,"['Hermit Crab', 'Crab (Other Species)', 'Algae']",5.0,1.5,1.8962275354811602,2.311789382077146,1.619901131365347,3.090909090909091,2021-01-10,,,73
,male,juvenile,A farensis,,Interaction with hermit crabs.,"['Barnacle', 'Crab (Other Species)', 'Algae', 'Mussel']",7.0,1.2272727272727273,1.3324634142957266,1.78796805323031,1.291778348895579,2.909090909090909,2021-01-10,,,74
,female,sub_adult,A. Farensis,True,Hiding beneath rocks.,"['Barnacle', 'Snail']",5.0,3.051649666244532,2.9923624514551337,3.638733505849254,3.2051961427888567,2.909090909090909,2021-01-10,,,75
,male,pre_puberty,A. Farensis,,Climbing algae-covered rocks.,['Sea Urchin'],7.0,1.9090909090909092,1.666123868468351,2.4713454862813715,1.9715955922648105,2.909090909090909,2021-01-10,,,76
,male,adult,A farensis,,Crab moving quickly across rocks.,"['Shrimp', 'Hermit Crab', 'Sea Star']",4.0,7.363636363636363,7.654037311171809,11.476706459316118,7.892546359898285,2.909090909090909,2021-01-10,,,77
,male,sub_adult,A. Farensis,,Guarding a small hole in sediment.,"['Sea Star', 'Polychaete Worm', 'Jellyfish', 'Sea Anemone', 'Coral Fragment']",6.0,5.0,4.37908897109104,6.2001002462851185,5.403166539032849,3.090909090909091,2021-01-10,,,78
,female,sub_adult,Ucides alvorensis,False,Climbing vertical rock face.,['Jellyfish'],6.0,3.5639475819118918,3.7756212169514796,5.218000190978747,3.594223035663161,3.090909090909091,2021-01-10,,,79
,male,adult,u. olhanen.,True,Moving sideways along sandy bottom.,"['Coral Fragment', 'Crab (Other Species)', 'Sea Anemone', 'Mussel']",7.0,0.9545454545454546,0.9086612670916321,1.3201005532857268,0.9978880125153055,2.909090909090909,2021-01-10,,,80
,female,adult,A farensis,False,Exploring new territory.,"['Hermit Crab', 'Algae']",4.0,2.237748966662728,2.408139824456154,3.2847836208883936,2.2678894677432417,2.909090909090909,2021-01-10,,,81
,female,juvenile,U. olhanensis,False,Retreating into burrow.,"['Algae', 'Crab (Other Species)', 'Barnacle', 'Coral Fragment']",7.0,0.6699037513547326,0.6126790843952675,0.8638871833316294,0.7010037991046008,2.909090909090909,2021-01-10,,,82
,male,pre_puberty,Ucides alvorensis,,Claw waving directed at nearby crab.,"['Snail', 'Polychaete Worm', 'Sea Star']",6.0,3.0681818181818183,3.9304695139821804,5.1177429219969985,3.3748999366036103,2.909090909090909,2021-01-10,,,83
,female,adult,u. olhanen.,False,Guarding a small hole in sediment.,"['Algae', 'Hermit Crab', 'Crab (Other Species)']",7.0,3.874891737371989,3.6022087756413765,4.492576222612772,4.090163163449003,3.0,2021-01-10,,,84
,female,adult,A. Farensis,False,Climbing algae-covered rocks.,"['Mussel', 'Sea Urchin', 'Crab (Other Species)', 'Hermit Crab']",6.0,4.95074761043944,4.531311964740927,5.532461083454844,5.137800688784536,2.8181818181818183,2021-01-10,,,85
,male,adult,Ucides alvorensis,,Claw waving directed at nearby crab.,"['Crab (Other Species)', 'Sea Anemone', 'Sea Urchin', 'Barnacle']",5.0,3.409090909090909,3.1980129636239836,4.757465955892971,3.4202180922282763,3.0,2021-01-10,,,86
,male,pre_puberty,u. olhanen.,,Claw waving directed at nearby crab.,"['Sea Sponge', 'Barnacle', 'Crab (Other Species)']",6.0,1.8409090909090908,2.3820578318629804,2.93182986765447,1.8999529990680926,2.909090909090909,2021-01-10,,,87
,male,sub_adult,u. olhanen.,,Rapid crossing of open sand.,"['Snail', 'Hermit Crab', 'Sea Star', 'Jellyfish', 'Sea Sponge']",6.0,6.25,7.454279892281651,10.15048519221198,6.478908785916261,2.8181818181818183,2021-01-10,,,88
,male,sub_adult,u. olhanen.,,Stillness in cold water.,"['Hermit Crab', 'Small Fish', 'Crab (Other Species)', 'Shrimp', 'Algae']",3.0,1.3636363636363635,1.1672719882781681,1.674185818364004,1.471322384438772,3.0,2021-01-10,,,89
,female,juvenile,A farensis,False,Waving claws rhythmically.,"['Crab (Other Species)', 'Coral Fragment', 'Mussel', 'Sea Anemone', 'Algae']",4.0,0.26922013943104567,0.417847389462105,0.5618680212971542,0.28682689337602074,3.0,2021-01-10,,,90
,male,pre_puberty,Ucides alvorensis,,Guarding a small hole in sediment.,"['Mussel', 'Crab (Other Species)', 'Snail', 'Sea Anemone', 'Jellyfish']",8.0,2.1136363636363638,2.6702540460723174,3.2053322723027553,2.1261303202875004,2.8181818181818183,2021-01-10,,,91
,female,sub_adult,u. olhanen.,False,Waving claws rhythmically.,"['Algae', 'Mussel', 'Small Fish', 'Jellyfish']",8.0,1.9575115196225623,2.6066292188874285,3.5771952792037727,1.964490694356413,3.0,2021-01-10,,,92
,male,adult,A farensis,,Vibrating antennae in water currents.,['Jellyfish'],5.0,2.727272727272727,2.5030941767467985,3.610024327164355,2.8613974124308097,3.0,2021-01-10,,,93
,male,juvenile,A. Farensis,,Interacting with small fish nearby.,"['Sea Anemone', 'Crab (Other Species)']",3.0,1.8181818181818181,1.8636762524136878,2.4450661576032466,1.8662829313016287,3.0,2021-01-10,,,94
,male,sub_adult,U. olhanensis,,Exploring new territory.,"['Snail', 'Jellyfish', 'Sea Urchin']",7.0,3.6363636363636362,3.2799695021591457,4.322366775273803,3.7216658464428183,3.090909090909091,2021-01-10,,,95
,male,sub_adult,u. olhanen.,,Rapid claw movement while feeding.,"['Barnacle', 'Sea Sponge']",7.0,2.9545454545454546,3.4692407453727516,4.524785738047567,3.19336758402648,3.0,2021-01-10,,,96
,male,juvenile,A farensis,,Hiding under floating debris.,"['Jellyfish', 'Snail', 'Polychaete Worm', 'Algae', 'Shrimp']",6.0,1.8636363636363635,1.7705082078019705,2.5934820478977407,1.9583446781928098,3.0,2021-01-10,,,97
,male,adult,A. Farensis,,Displaying dominance by lifting body.,"['Barnacle', 'Hermit Crab', 'Algae', 'Shrimp']",7.0,2.4545454545454546,2.3775401337892763,3.2802517492001213,2.483962454809681,3.090909090909091,2021-01-10,,,98
,female,adult,u. olhanen.,False,Escaping predator silhouette overhead.,"['Hermit Crab', 'Sea Star', 'Sea Sponge']",6.0,3.1034775142957467,3.255081713845236,4.700436568450903,3.3021404840805535,2.909090909090909,2021-01-10,,,99
,male,sub_adult,u. olhanen.,True,Camouflaging with surrounding mud.,"['Hermit Crab', 'Polychaete Worm']",4.0,1.25,1.3132216660319551,1.654637560438666,1.27221429396578,3.0,2021-01-10,,,100
,male,pre_puberty,A. Farensis,,Picking biofilm on submerged wood.,"['Hermit Crab', 'Jellyfish', 'Mussel']",8.0,2.3181818181818183,2.227423767845339,3.025514660310169,2.4819002242762274,3.0,2021-01-10,,,101
,male,adult,u. olhanen.,,Climbing onto submerged logs.,['Hermit Crab'],8.0,2.727272727272727,2.9961461125342392,3.774576916963302,2.7839436061025813,3.0,2021-01-10,,,102
,male,pre_puberty,u. olhanen.,,Vibrating antennae in water currents.,"['Shrimp', 'Mussel', 'Sea Star']",7.0,0.4772727272727273,0.46664418975380034,0.6548357719096671,0.49211349029491896,3.0,2021-01-10,,,103
,female,adult,U. olhanensis,True,Feeding on small crustaceans.,"['Jellyfish', 'Small Fish']",9.0,1.1954129937824771,1.4182592781300518,1.72773224444909,1.2775766552949253,3.0,2021-01-10,,,104
,male,adult,u. olhanen.,,Moving toward warmer water pockets.,"['Barnacle', 'Sea Sponge', 'Sea Star']",5.0,2.0454545454545454,1.9929578098094096,2.7340942634978194,2.054566269659226,2.909090909090909,2021-01-10,,,105
,female,adult,U. olhanensis,True,Slow movement near seagrass patches.,"['Sea Anemone', 'Hermit Crab']",8.0,1.9452711135832934,2.040364558551094,2.482727611565185,2.110426868908816,3.090909090909091,2021-01-10,,,106
,male or female,pre_puberty,Ucides alvorensis,,Pausing frequently during exploration.,"['Crab (Other Species)', 'Sea Anemone']",9.0,2.0454545454545454,2.64824405036255,3.6023386374001394,2.1373501313614303,2.8181818181818183,2021-01-10,,,107
,female,sub_adult,A. Farensis,False,Moving toward bait.,"['Coral Fragment', 'Algae', 'Hermit Crab', 'Shrimp']",4.0,1.0013467563669196,1.1764912981371591,1.602426970039766,1.04909388402839,3.0,2021-01-10,,,108
,female,adult,Ucides alvorensis,False,Foraging among seagrass roots.,"['Shrimp', 'Sea Star', 'Jellyfish', 'Small Fish']",10.0,5.384640869315066,5.8189832766031335,7.177974030271418,5.676128188164719,2.8181818181818183,2021-01-10,,,109
,female,juvenile,Ucides alvorensis,False,Interaction with hermit crabs.,"['Snail', 'Shrimp']",5.0,0.23549263301266077,0.30593606740822593,0.43790853171218075,0.2419123441089795,2.909090909090909,2021-01-10,,,110
,male,adult,u. olhanen.,,Social contact with other crabs.,"['Sea Anemone', 'Algae', 'Shrimp', 'Barnacle', 'Crab (Other Species)']",8.0,3.1363636363636362,2.8391178754210595,3.602910116598365,3.312011244959784,3.0,2021-01-10,,,111
,female,pre_puberty,A farensis,False,Escaping from aggressive fish.,"['Hermit Crab', 'Sea Star', 'Sea Anemone', 'Small Fish']",5.0,0.5283397860686384,0.41728431443381686,0.5753916772882285,0.5356083689223393,3.0,2021-01-10,,,112
,female,juvenile,A farensis,False,Pausing frequently during exploration.,"['Barnacle', 'Small Fish']",8.0,0.9756402189290754,0.8987565819425144,1.3189327505477648,1.041424799785795,3.0,2021-01-10,,,113
,female,adult,u. olhanen.,False,Climbing barnacle-covered surfaces.,"['Snail', 'Algae']",10.0,3.548519423015236,3.6577368164698076,5.409442503458674,3.6192273913307074,3.0,2021-01-10,,,114
,female,adult,u. olhanen.,False,Slow movement near seagrass patches.,"['Crab (Other Species)', 'Algae', 'Jellyfish', 'Mussel']",5.0,1.798572644257991,1.894270587627996,2.6830490279320762,1.9656660826456003,3.0,2021-01-10,,,115
,nan,pre_puberty,A farensis,,Picking algae from rock surface.,"['Barnacle', 'Algae', 'Sea Urchin', 'Mussel']",2.0,2.727272727272727,2.849175586333214,3.727226281824278,2.870135061169539,2.909090909090909,2021-01-10,,,116
,female,pre_puberty,A. Farensis,False,Shaking claws after contact.,"['Hermit Crab', 'Sea Star', 'Polychaete Worm', 'Barnacle']",8.0,0.9632660222696958,0.9220045283364158,1.2470647653110576,0.9714956683318118,2.909090909090909,2021-01-10,,,117
,male,pre_puberty,Ucides alvorensis,,Searching for food in tidal pools.,['Sea Sponge'],7.0,3.2045454545454546,4.135775229181525,5.388593187161777,3.2872364060249577,3.1818181818181817,2021-01-10,,,118
,female,adult,A farensis,False,Stillness in cold water.,"['Algae', 'Mussel', 'Jellyfish', 'Polychaete Worm', 'Shrimp']",7.0,3.3785609149111466,3.6025647793212388,4.754909026434592,3.63214302035333,2.909090909090909,2021-01-10,,,119
