species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
Ucides alvorensis,female,sub_adult,False,Escaping predator silhouette overhead.,"['Shrimp', 'Small Fish', 'Polychaete Worm']",8.0,0.7716363231498158,0.8592943533014584,1.2195465897524576,0.8460648093385491,2.1818181818181817,2022-04-20,,,17
U. olhanensis,female,pre_puberty,False,Displaying dominance by lifting body.,"['Algae', 'Mussel', 'Sea Anemone', 'Shrimp', 'Hermit Crab']",5.0,2.1478203298843423,1.9875778125058203,2.668474351118015,2.359228840376186,2.272727272727273,2022-04-20,,,18
A farensis,female,pre_puberty,False,Picking algae from rock surface.,['Snail'],5.0,2.3431413112868102,1.6699265607309852,2.3329506409882006,2.4010203502442478,2.272727272727273,2022-04-20,,,19
u. olhanen.,female,adult,False,Feeding on algae scraped from rocks.,"['Mussel', 'Shrimp', 'Sea Star']",6.0,5.552201371873275,6.224979272976234,7.806871729105379,5.56251008535931,2.3636363636363638,2022-04-20,,,20
U. olhanensis,female,pre_puberty,False,Interaction with hermit crabs.,"['Sea Urchin', 'Algae', 'Crab (Other Species)']",11.0,1.9586270011934621,2.3673084129422786,3.200746519812333,2.0263069906670634,2.272727272727273,2022-04-20,,,21
U. olhanensis,female,sub_adult,False,Retreating into burrow.,"['Hermit Crab', 'Polychaete Worm', 'Sea Anemone', 'Sea Star']",7.0,2.1402529927323317,1.7861592566924946,2.317045265130098,2.2646972366025984,2.272727272727273,2022-04-20,,,22
A farensis,female,sub_adult,False,Burrowing into sandy sediment.,"['Sea Urchin', 'Crab (Other Species)', 'Mussel']",9.0,2.5527608952309997,2.9288063421339,3.527896918796881,2.6511056321595565,2.1818181818181817,2022-04-20,,,23
U. olhanensis,female,sub_adult,False,Climbing seaweed stalks.,"['Snail', 'Jellyfish', 'Sea Sponge']",7.0,3.1330954501898205,2.6202181413411556,3.8991270229500987,3.2161999250216056,2.1818181818181817,2022-04-20,,,24
A farensis,female,pre_puberty,False,Color changes during molting.,"['Sea Anemone', 'Algae', 'Hermit Crab', 'Polychaete Worm']",5.0,1.714972384683668,1.3965784788550222,1.8659300911188152,1.8837968670532519,2.1818181818181817,2022-04-20,,,25
A farensis,female,juvenile,False,Climbing barnacle-covered surfaces.,"['Shrimp', 'Barnacle', 'Mussel', 'Algae']",4.0,1.9856609097893334,1.2430122421904286,1.5052537447236802,1.9895129024521365,2.1818181818181817,2022-04-20,,,26
A. Farensis,female,sub_adult,False,Territorial display against intruder.,"['Sea Urchin', 'Coral Fragment', 'Crab (Other Species)', 'Barnacle', 'Small Fish']",6.0,5.308894382789468,4.835266090493627,6.3326955743306845,5.458614758969433,2.090909090909091,2022-04-20,,,27
u. olhanen.,female,adult,False,Half buried in sand.,"['Shrimp', 'Hermit Crab', 'Snail', 'Barnacle', 'Polychaete Worm']",8.0,3.122607327493472,3.4499905668016893,4.383831120847261,3.133144594616175,2.1818181818181817,2022-04-20,,,28
U. olhanensis,female,adult,True,Interacting with small fish nearby.,"['Coral Fragment', 'Sea Star', 'Jellyfish', 'Small Fish', 'Crab (Other Species)']",9.0,2.2116990581515883,2.6678941308141906,3.709643666273798,2.389254414204315,2.272727272727273,2022-04-20,,,29
U. olhanensis,female,adult,False,Struggling with entangled seaweed.,"['Sea Urchin', 'Algae', 'Jellyfish', 'Barnacle']",8.0,4.214648361372645,4.429220683625239,6.637406419141772,4.2718387065248695,2.1818181818181817,2022-04-20,,,30
Ucides alvorensis,male or female,adult,,Color changes during molting.,['Crab (Other Species)'],9.0,5.863636363636363,5.279472887729539,6.698925516531339,6.371625391534303,2.090909090909091,2022-04-20,,,31
A farensis,male,juvenile,,Scavenging near tidal pools.,['Coral Fragment'],5.0,1.3181818181818181,0.8626985658255149,1.1918467712951601,1.3663060014313761,2.1818181818181817,2022-04-20,,,32
A. Farensis, ,adult,,Retreating into burrow.,"['Mussel', 'Sea Sponge', 'Polychaete Worm']",8.0,3.272727272727273,3.4433883705473742,5.161821283040237,3.5299552496578865,2.1818181818181817,2022-04-20,,,33
U. olhanensis,female,sub_adult,False,Feeding on small mollusks.,"['Sea Star', 'Polychaete Worm', 'Jellyfish', 'Sea Sponge']",5.0,2.3768015611506317,1.9342520307015372,2.614328669859207,2.613777868537958,2.1818181818181817,2022-04-20,,,34
u. olhanen.,female,sub_adult,False,Moving in groups.,"['Polychaete Worm', 'Sea Anemone']",8.0,2.8982800489544944,2.7515264984956924,3.566414982650035,2.9925021870970725,2.272727272727273,2022-04-20,,,35
A. Farensis,N/R,sub_adult,,Crab moving quickly across rocks.,"['Snail', 'Sea Sponge', 'Hermit Crab', 'Shrimp']",4.0,2.3863636363636362,2.081850502150803,2.907010335652633,2.5318469311358025,2.4545454545454546,2022-04-20,,,36
u. olhanen.,male,sub_adult,,Sideways walking along bay edge.,"['Algae', 'Mussel', 'Polychaete Worm']",6.0,3.8636363636363638,3.3414289782341737,4.823517409792948,4.056217731240424,2.1818181818181817,2022-04-20,,,37
U. olhanensis,male,adult,,Resting in shaded rock crevice.,"['Mussel', 'Algae', 'Coral Fragment']",8.0,3.0,3.232676180816259,4.218892226436187,3.2639438083281034,2.272727272727273,2022-04-20,,,38
A. Farensis,male,pre_puberty,,Slow movement near seagrass patches.,"['Polychaete Worm', 'Hermit Crab']",4.0,2.522727272727273,3.088165952400138,4.322697382635578,2.726973907601556,2.1818181818181817,2022-04-20,,,39
U. olhanensis,female,juvenile,False,Picking algae from rock surface.,"['Shrimp', 'Snail', 'Algae']",6.0,0.37439615421124556,0.39174685436008083,0.5460523896645914,0.3814060717267114,2.090909090909091,2022-04-20,,,40
u. olhanen.,male,adult,,Guarding eggs under abdominal flap.,"['Small Fish', 'Hermit Crab', 'Coral Fragment', 'Mussel', 'Sea Sponge']",9.0,4.636363636363637,4.426185001693667,5.884266383492926,4.792353783929592,2.3636363636363638,2022-04-20,,,41
u. olhanen.,male,sub_adult,,Exploring new territory.,"['Sea Urchin', 'Mussel', 'Algae', 'Hermit Crab', 'Barnacle']",3.0,2.6136363636363638,2.1444292025229084,3.0624470468519265,2.7341261624631112,2.272727272727273,2022-04-20,,,42
U. olhanensis,male,sub_adult,,Retreating into burrow.,['Sea Anemone'],6.0,7.386363636363637,7.23139766194435,8.95421295445169,8.014419992067754,2.3636363636363638,2022-04-20,,,43
U. olhanensis,male,sub_adult,,Moving toward bait.,"['Mussel', 'Sea Anemone', 'Coral Fragment', 'Jellyfish', 'Hermit Crab']",3.0,5.2272727272727275,4.23471113970539,5.9742004979539844,5.724217282367044,2.1818181818181817,2022-04-20,,,44
u. olhanen.,male,adult,,Foraging among seagrass roots.,"['Sea Anemone', 'Jellyfish', 'Crab (Other Species)']",5.0,3.9545454545454546,3.675251756914658,5.383666905461824,4.33946736020148,2.090909090909091,2022-04-20,,,45
A. Farensis,female,adult,False,Searching for food in tidal pools.,"['Sea Urchin', 'Algae']",6.0,5.157467136488977,4.810377970355845,6.226367152329711,5.268309401707774,2.272727272727273,2022-04-20,,,46
Ucides alvorensis,male or female,adult,,Dragging shell fragment backward.,"['Algae', 'Polychaete Worm', 'Mussel', 'Crab (Other Species)', 'Sea Anemone']",7.0,7.090909090909091,7.749475018879696,10.888451234232685,7.706778602307846,2.0,2022-04-20,,,47
A. Farensis,male,adult,,Climbing barnacle-covered surfaces.,"['Hermit Crab', 'Snail', 'Barnacle', 'Algae']",4.0,1.9090909090909092,1.7999975361061151,2.5647785031133292,2.007123078920218,2.1818181818181817,2022-04-20,,,48
U. olhanensis,male,adult,,Claw snapping in competition.,"['Algae', 'Hermit Crab', 'Jellyfish']",6.0,5.454545454545454,5.5402569019939305,7.112622653938169,5.536052463159144,2.272727272727273,2022-04-20,,,49
A farensis,male,adult,True,Displaying dominance by lifting body.,"['Sea Anemone', 'Polychaete Worm', 'Sea Sponge', 'Crab (Other Species)']",8.0,4.909090909090909,4.571472485137968,6.763708006174749,5.088253567356606,2.272727272727273,2022-04-20,,,50
Ucides alvorensis,male,adult,,Retreating quickly from shadow.,"['Algae', 'Barnacle', 'Jellyfish', 'Small Fish', 'Crab (Other Species)']",6.0,6.409090909090909,6.4267224307319175,8.539368035694553,6.548319379607303,2.1818181818181817,2022-04-20,,,51
A farensis,male,adult,,Hiding in sandy burrow.,['Sea Sponge'],5.0,4.2272727272727275,4.4533844851109174,5.403782279983813,4.334236328474975,2.1818181818181817,2022-04-20,,,52
A farensis,male,pre_puberty,,Climbing barnacle-covered surfaces.,"['Algae', 'Small Fish', 'Snail']",4.0,2.590909090909091,2.012491736858102,2.644541210223343,2.7307960634336363,2.1818181818181817,2022-04-20,,,53
A. Farensis,male,pre_puberty,,Moving toward warmer water pockets.,"['Mussel', 'Sea Anemone', 'Snail', 'Shrimp']",6.0,2.3181818181818183,2.2616464126758054,3.2660848073128763,2.546894746278218,2.1818181818181817,2022-04-20,,,54
A farensis,male,pre_puberty,,Sideways walking along bay edge.,"['Sea Anemone', 'Shrimp', 'Sea Sponge']",6.0,1.6363636363636365,1.484110761178053,2.1393161730785804,1.780365175381859,2.0,2022-04-20,,,55
u. olhanen.,female,sub_adult,False,Hiding in sandy burrow.,"['Snail', 'Sea Star', 'Coral Fragment', 'Jellyfish']",8.0,3.5111448609054987,3.649977415448059,4.8160304118573825,3.533944789518175,2.1818181818181817,2022-04-20,,,56
u. olhanen.,female,adult,False,Stillness in cold water.,"['Hermit Crab', 'Polychaete Worm', 'Small Fish', 'Snail']",7.0,4.1518646798437215,3.790503722685081,4.773684603807971,4.385783363909687,2.1818181818181817,2022-04-20,,,57
u. olhanen.,female,pre_puberty,False,Exchanging antenna taps.,"['Snail', 'Barnacle', 'Sea Urchin', 'Polychaete Worm']",3.0,3.5113133213086742,3.9468584903110897,5.071233803423376,3.550853698107437,2.1818181818181817,2022-04-20,,,58
A farensis,male,adult,,Shaking claws after contact.,"['Sea Star', 'Polychaete Worm', 'Coral Fragment', 'Snail', 'Sea Sponge']",9.0,4.363636363636363,4.225329843630956,5.9404317483755955,4.622807562881426,2.1818181818181817,2022-04-20,,,59
Ucides alvorensis,female,juvenile,False,Sitting still blending with environment.,"['Coral Fragment', 'Barnacle', 'Small Fish', 'Crab (Other Species)']",7.0,2.0987952286041254,1.5472380579001006,2.2107666434125126,2.208958679793999,2.272727272727273,2022-04-20,,,60
A farensis,male,juvenile,,Climbing barnacle-covered surfaces.,"['Crab (Other Species)', 'Sea Sponge', 'Algae', 'Sea Anemone']",8.0,1.2272727272727273,1.4096424780427737,1.9749987869073806,1.2558006491337392,2.272727272727273,2022-04-20,,,61
U. olhanensis,female,sub_adult,False,Cleaning claws with rubbing motion.,"['Sea Sponge', 'Shrimp', 'Algae', 'Barnacle', 'Crab (Other Species)']",6.0,2.763445968186936,2.6622512294325653,3.8665370437506854,2.789798720445581,2.090909090909091,2022-04-20,,,62
A. Farensis,female,pre_puberty,False,Pausing frequently during exploration.,['Coral Fragment'],6.0,0.8472922377610378,0.9255024160404872,1.200870780069683,0.867829124176087,2.272727272727273,2022-04-20,,,63
U. olhanensis,female,pre_puberty,False,Claw snapping at diver.,"['Sea Star', 'Shrimp', 'Small Fish', 'Barnacle']",4.0,3.185976832344402,3.290327204440524,4.414380095921403,3.3187718701901803,2.1818181818181817,2022-04-20,,,64
u. olhanen.,female,adult,False,Cleaning claws with rubbing motion.,"['Hermit Crab', 'Crab (Other Species)', 'Snail', 'Sea Urchin', 'Polychaete Worm']",9.0,1.5626475930785426,1.8948308784370682,2.4953602309921066,1.6997194134106166,2.090909090909091,2022-04-20,,,65
A farensis,female,adult,False,Cleaning claws with rubbing motion.,"['Polychaete Worm', 'Jellyfish', 'Hermit Crab', 'Shrimp', 'Barnacle']",4.0,3.644872162837426,4.559115259330503,6.792305019031428,3.845253147489866,2.1818181818181817,2022-04-20,,,66
A. Farensis,male,adult,,Territorial display against intruder.,"['Sea Anemone', 'Hermit Crab', 'Crab (Other Species)', 'Jellyfish']",10.0,4.090909090909091,4.372800620754907,5.932994493310059,4.229776771176551,2.1818181818181817,2022-04-20,,,67
A. Farensis,male,pre_puberty,,Climbing vertical rock face.,"['Mussel', 'Hermit Crab']",10.0,1.7727272727272727,1.5485181517997757,2.066020686414694,1.8674392251453513,2.1818181818181817,2022-04-20,,,68
A farensis,male,pre_puberty,,Climbing algae-covered rocks.,"['Sea Star', 'Polychaete Worm', 'Barnacle']",4.0,1.1590909090909092,0.8715979756834354,1.0836362886623827,1.2289374893849687,2.1818181818181817,2022-04-20,,,69
A farensis,male,adult,True,Moving sideways along sandy bottom.,"['Polychaete Worm', 'Crab (Other Species)', 'Sea Urchin', 'Snail', 'Barnacle']",6.0,3.0,2.825012177395136,3.7761393349275654,3.215015281848309,2.272727272727273,2022-04-20,,,70
Ucides alvorensis,male,juvenile,,Color changes during molting.,"['Small Fish', 'Jellyfish', 'Shrimp', 'Snail', 'Algae']",8.0,0.9090909090909091,0.5901092079422755,0.737445312027125,0.9845655528488714,2.090909090909091,2022-04-20,,,71
U. olhanensis,male,adult,,Feeding on detritus in shallow water.,"['Sea Urchin', 'Algae', 'Sea Sponge', 'Mussel', 'Sea Star']",9.0,6.136363636363637,6.102679494624926,7.511788909010528,6.3635069755883675,2.1818181818181817,2022-04-20,,,72
u. olhanen.,female,sub_adult,False,Slow movement near seagrass patches.,"['Small Fish', 'Sea Star']",8.0,4.355946599074258,4.474806967057532,5.893722061112313,4.680955734987034,2.1818181818181817,2022-04-20,,,73
U. olhanensis,female,adult,False,Feeding on small crustaceans.,['Jellyfish'],4.0,0.6502963327122063,0.620051351077575,0.9010477146895561,0.6891819094057031,2.272727272727273,2022-04-20,,,74
u. olhanen.,male,adult,,Climbing vertical rock face.,['Algae'],5.0,4.7727272727272725,4.462211556607064,5.6977714067590775,5.216627536128773,2.3636363636363638,2022-04-20,,,75
A farensis,male,pre_puberty,,Retreating quickly from shadow.,"['Snail', 'Sea Sponge']",5.0,1.9090909090909092,2.1501998851862782,3.220394622823942,2.077804805835343,2.1818181818181817,2022-04-20,,,76
u. olhanen.,female,adult,False,Escaping predator silhouette overhead.,"['Sea Anemone', 'Shrimp']",8.0,3.167046573296112,3.0419990352457678,4.346799810612864,3.1934117707964207,2.1818181818181817,2022-04-20,,,77
A. Farensis,male,adult,,Climbing vertical rock face.,"['Coral Fragment', 'Hermit Crab']",7.0,3.6818181818181817,3.68436791630251,5.374878053420834,3.789844797860138,2.1818181818181817,2022-04-20,,,78
U. olhanensis,female,adult,False,Guarding a small hole in sediment.,"['Sea Sponge', 'Algae', 'Crab (Other Species)']",6.0,2.361765571786218,2.7813910155612005,3.4128546383279654,2.5669682979563047,2.1818181818181817,2022-04-20,,,79
A. Farensis,female,adult,False,Rapid crossing of open sand.,"['Sea Urchin', 'Hermit Crab', 'Sea Anemone']",6.0,8.842529550384281,9.566489376959902,11.643885564262883,9.096569782074821,2.3636363636363638,2022-04-20,,,80
U. olhanensis,female,adult,False,Escaping from aggressive fish.,"['Snail', 'Crab (Other Species)', 'Jellyfish', 'Mussel', 'Sea Anemone']",8.0,6.935158555766909,6.447029341633931,9.438185423706829,6.974886068110559,2.272727272727273,2022-04-20,,,81
u. olhanen.,male,sub_adult,,Climbing barnacle-covered surfaces.,"['Hermit Crab', 'Sea Anemone']",5.0,3.0681818181818183,3.1435182417993106,3.9364687141284262,3.0895936778568145,2.1818181818181817,2022-04-20,,,82
A. Farensis,female,pre_puberty,False,Struggling with entangled seaweed.,"['Snail', 'Sea Sponge', 'Polychaete Worm', 'Sea Anemone']",4.0,1.7904768072256467,1.8329169513624903,2.217330943378089,1.7993598655739453,2.1818181818181817,2022-04-20,,,83
U. olhanensis,female,pre_puberty,False,Climbing onto submerged logs.,"['Barnacle', 'Hermit Crab', 'Snail', 'Shrimp', 'Coral Fragment']",5.0,1.9322316766528365,1.8431022486183188,2.5523873073328254,2.1166388361332276,2.090909090909091,2022-04-20,,,84
u. olhanen.,female,adult,False,Waving claws rhythmically.,"['Sea Star', 'Mussel', 'Crab (Other Species)']",6.0,0.7788138555604395,0.7440745398390823,1.0473507376160256,0.7837099282155287,2.1818181818181817,2022-04-20,,,85
Ucides alvorensis,female,adult,True,Rapid crossing of open sand.,"['Sea Anemone', 'Snail', 'Barnacle']",8.0,2.602996589438716,2.6879012086266343,3.460641582763527,2.645063585183684,2.1818181818181817,2022-04-20,,,86
u. olhanen.,male,sub_adult,,Social contact with other crabs.,"['Coral Fragment', 'Snail', 'Hermit Crab']",9.0,4.659090909090909,4.01915909504408,5.571446300611364,4.81734412008695,2.3636363636363638,2022-04-20,,,87
u. olhanen.,female,sub_adult,False,Foraging among seagrass roots.,"['Crab (Other Species)', 'Barnacle', 'Small Fish', 'Snail']",4.0,2.1944647090910063,2.229694924769353,2.7619845749879417,2.232803852749663,2.090909090909091,2022-04-20,,,88
u. olhanen.,female,sub_adult,False,Claw snapping in competition.,"['Coral Fragment', 'Polychaete Worm', 'Sea Star', 'Jellyfish', 'Snail']",6.0,3.898943059033647,3.179378307872963,3.8650720267809886,4.017418545121311,2.1818181818181817,2022-04-20,,,89
U. olhanensis,female,sub_adult,False,Feeding on detritus in shallow water.,['Mussel'],6.0,1.6509596056737872,1.6060092288025247,2.275107113799024,1.7639578924382504,2.272727272727273,2022-04-20,,,90
u. olhanen.,male,juvenile,,Moving toward warmer water pockets.,"['Crab (Other Species)', 'Coral Fragment', 'Sea Urchin', 'Jellyfish']",5.0,0.5909090909090909,0.7809096590730796,1.0141434326173842,0.595758887914363,2.1818181818181817,2022-04-20,,,91
U. olhanensis,male,sub_adult,,Sitting still blending with environment.,"['Barnacle', 'Coral Fragment', 'Small Fish', 'Hermit Crab', 'Sea Urchin']",6.0,2.727272727272727,3.2421928518704863,4.536983910554984,2.856728033154296,2.0,2022-04-20,,,92
U. olhanensis, ,sub_adult,,Cleaning claws with rubbing motion.,"['Barnacle', 'Snail']",6.0,4.204545454545454,3.7877304474915676,4.7826050493464285,4.394765390993134,2.272727272727273,2022-04-20,,,93
u. olhanen.,male,adult,,Slow movement near seagrass patches.,['Hermit Crab'],3.0,3.272727272727273,3.593768608777325,4.678887362967566,3.2930837828309723,2.1818181818181817,2022-04-20,,,94
U. olhanensis,female,pre_puberty,False,Escaping predator silhouette overhead.,"['Sea Urchin', 'Sea Sponge', 'Shrimp']",4.0,2.443857723961488,1.9505662555335073,2.806556138486159,2.6007073784671104,2.272727272727273,2022-04-20,,,95
A farensis,male,adult,,Slow movement near seagrass patches.,['Polychaete Worm'],6.0,3.8181818181818183,3.825310099489306,5.016730018540739,3.854407025517023,2.090909090909091,2022-04-20,,,96
U. olhanensis,female,sub_adult,False,Defensive posture when approached.,"['Small Fish', 'Snail', 'Shrimp']",8.0,4.486255472686278,5.134637847492369,6.695364240173223,4.500171954174424,2.3636363636363638,2022-04-20,,,97
A farensis,nan,adult,,Climbing algae-covered rocks.,"['Shrimp', 'Polychaete Worm']",9.0,8.454545454545455,8.379184669208582,10.976098328677532,8.932310790967087,2.1818181818181817,2022-04-20,,,98
A farensis,male or female,adult,,Retreating quickly from shadow.,['Small Fish'],9.0,4.363636363636363,4.595764193035247,6.296133332215106,4.449129693264771,2.272727272727273,2022-04-20,,,99
U. olhanensis,female,pre_puberty,False,Claw snapping at diver.,['Coral Fragment'],6.0,2.4136893356745115,2.789822865505819,3.7546631317040307,2.4744644048247464,2.3636363636363638,2022-04-20,,,100
A farensis,female,pre_puberty,False,Feeding on algae scraped from rocks.,"['Sea Sponge', 'Shrimp', 'Hermit Crab', 'Jellyfish', 'Coral Fragment']",6.0,1.193116472662249,1.3754656224186046,1.9259092285148052,1.300738750740707,2.272727272727273,2022-04-20,,,101
A farensis,male,pre_puberty,,Swimming short distance to escape.,"['Sea Anemone', 'Shrimp']",10.0,0.6818181818181818,0.8751496760173798,1.0574993459099356,0.7042111993175388,2.090909090909091,2022-04-20,,,102
u. olhanen.,female,adult,False,Vibrating antennae in water currents.,"['Small Fish', 'Polychaete Worm', 'Hermit Crab', 'Snail']",6.0,0.9249044485582453,0.9288667812708868,1.306670160489579,0.9562997483590322,2.272727272727273,2022-04-20,,,103
u. olhanen.,male or female,adult,,Escaping from aggressive fish.,"['Small Fish', 'Sea Star', 'Hermit Crab', 'Barnacle', 'Polychaete Worm']",4.0,5.318181818181818,5.170755446936685,6.393942068081938,5.717378233089337,2.1818181818181817,2022-04-20,,,104
Ucides alvorensis,male,juvenile,,Burrowing into sandy sediment.,"['Sea Anemone', 'Sea Sponge', 'Crab (Other Species)']",9.0,1.2272727272727273,0.8154610473278985,0.9877535895658712,1.2955593068066333,2.3636363636363638,2022-04-20,,,105
u. olhanen.,male,adult,,Guarding eggs under abdominal flap.,"['Sea Urchin', 'Small Fish', 'Coral Fragment']",6.0,6.954545454545454,6.572399788039638,9.133296344885009,7.380059989057756,2.272727272727273,2022-04-20,,,106
u. olhanen.,female,pre_puberty,False,Struggling with entangled seaweed.,"['Hermit Crab', 'Snail']",8.0,2.427483762672571,2.3528469311726927,3.122804734735857,2.521934660365084,2.272727272727273,2022-04-20,,,107
U. olhanensis,male,sub_adult,,Dragging shell fragment backward.,"['Coral Fragment', 'Sea Urchin', 'Algae', 'Polychaete Worm', 'Sea Star']",10.0,2.5,2.9320463131199914,3.744965981279758,2.564145960318191,2.1818181818181817,2022-04-20,,,108
U. olhanensis,female,adult,False,Foraging among seagrass roots.,['Barnacle'],10.0,2.3677705548357717,2.3995217663501687,3.5865333983092103,2.3736088546836367,2.1818181818181817,2022-04-20,,,109
A farensis,male,adult,True,Climbing onto submerged logs.,"['Snail', 'Algae']",6.0,4.363636363636363,4.518176402290909,5.594272766059549,4.50239869987599,2.272727272727273,2022-04-20,,,110
u. olhanen.,female,pre_puberty,False,Picking algae from rock surface.,['Crab (Other Species)'],6.0,1.9147935631255335,1.3514751739813353,1.7090449982622813,2.024951511393545,2.090909090909091,2022-04-20,,,111
A farensis,male,adult,,Camouflaging with surrounding mud.,"['Sea Star', 'Barnacle', 'Algae', 'Mussel', 'Sea Sponge']",8.0,3.409090909090909,3.5843138356622997,4.756707908626714,3.5867834881389897,2.1818181818181817,2022-04-20,,,112
u. olhanen.,male,sub_adult,,Hiding under floating debris.,"['Hermit Crab', 'Sea Anemone', 'Coral Fragment', 'Small Fish']",10.0,1.7045454545454546,1.545030695592173,2.0127635436618245,1.7932890299505173,2.272727272727273,2022-04-20,,,113
u. olhanen.,female,pre_puberty,False,Hiding in sandy burrow.,"['Hermit Crab', 'Small Fish']",6.0,2.2965363247903396,1.986706591696722,2.8053066729195666,2.4127830037715423,2.090909090909091,2022-04-20,,,114
u. olhanen.,female,adult,False,Hiding in sandy burrow.,"['Shrimp', 'Algae', 'Mussel', 'Hermit Crab']",9.0,2.4000572524801265,2.246263052193036,2.8759341522928032,2.4218602684990675,2.090909090909091,2022-04-20,,,115
U. olhanensis,male,adult,,Searching for food in tidal pools.,"['Barnacle', 'Sea Urchin']",8.0,3.0,3.1177808495147783,4.340580243274476,3.0008879523890855,2.1818181818181817,2022-04-20,,,116
u. olhanen., ,pre_puberty,,Dragging shell fragment backward.,"['Polychaete Worm', 'Sea Sponge', 'Crab (Other Species)', 'Snail']",7.0,2.727272727272727,2.7174561424325643,3.4866934616543515,2.830452804231418,2.0,2022-04-20,,,117
A. Farensis,female,adult,False,Territorial display against intruder.,"['Barnacle', 'Polychaete Worm', 'Mussel']",4.0,0.7270605105749368,0.7839319222307165,1.1696970481797768,0.7328421149330481,2.272727272727273,2022-04-20,,,118
u. olhanen.,female,adult,True,Claw snapping at diver.,"['Sea Anemone', 'Shrimp']",7.0,4.038273659620445,4.718847364000754,5.937678296293021,4.279132059090111,2.1818181818181817,2022-04-20,,,119
A farensis,female,adult,False,Climbing seaweed stalks.,"['Jellyfish', 'Mussel']",6.0,1.062370046850854,1.0811307507784813,1.3746158080501958,1.0968375851662815,2.1818181818181817,2022-04-20,,,120
