,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
22,A. Farensis,male,sub_adult,,Rhythmic waving as social cue.,"['Sea Star', 'Algae', 'Shrimp', 'Coral Fragment', 'Small Fish']",8.0,56.25,67.37572270115179,58.40867485647562,2659.97260498938,,,22
23,U. olhanensis,female,adult,False,Emerging slowly after perceived threat.,"['Small Fish', 'Sea Anemone', 'Snail', 'Sea Star', 'Sea Sponge']",11.0,31.927451157527326,32.80510935019852,26.536299234161024,24.740152402982947,,,23
24,A. Farensis,male,adult,,Engaging in antennae-to-antennae contact.,"['Polychaete Worm', 'Sea Anemone']",10.0,21.0,19.537013396772398,219.6051233956039,16.773744755997434,,,24
25,A farensis,male,adult,,Protecting territory in confined space.,"['Barnacle', 'Polychaete Worm', 'Sea Urchin', 'Sea Star', 'Small Fish']",9.0,39.0,39.26329217674289,29.532811900200784,1219.9678070418381,,,25
26,u. olhanen.,nan,adult,,Clambering up submerged tree trunks.,"['Barnacle', 'Sea Star', 'Sea Urchin']",10.0,57.0,58.918109502388596,836.4108632333962,48.29249757676055,,,26
27,u. olhanen.,female,pre_puberty,True,Grazing on mollusks among debris.,"['Sea Urchin', 'Sea Sponge', 'Shrimp']",5.0,22.441968050171564,23.004138963619063,16.270135229426444,17.638838392515055,,,27
28,u. olhanen., ,pre_puberty,,Protecting territory in confined space.,"['Shrimp', 'Sea Anemone', 'Algae', 'Sea Sponge']",13.0,10.5,12.147915191876828,51.06317143097345,9.024898365742809,,,28
29,u. olhanen.,N/R,sub_adult,,Inspecting remains of another crab.,"['Barnacle', 'Sea Anemone']",9.0,29.379819027934115,34.06892962751222,23.859265079339345,35.935471901924714,,,29
30,u. olhanen.,female,adult,False,"Stationary, blending into rocky backdrop.","['Sea Sponge', 'Sea Star', 'Polychaete Worm', 'Sea Urchin', 'Snail']",9.0,27.150193233223096,25.532367046971792,18.7680385516488,20.687201618161662,,,30
31,u. olhanen.,female,sub_adult,False,Resting in shaded crevice along cliff.,"['Hermit Crab', 'Jellyfish']",9.0,13.990921330126271,13.334414941600677,9.501103676326563,10.8560523378026,,,31
32,U. olhanensis,male,adult,,"Stationary, blending into rocky backdrop.",['Sea Anemone'],10.0,9.0,8.64866815235241,7.122929636831528,41.39974300315965,,,32
33,u. olhanen.,female,pre_puberty,False,Inspecting remains of another crab.,"['Coral Fragment', 'Sea Sponge', 'Hermit Crab']",7.0,9.037800102878387,11.735095251777686,11.171162736828236,8.48149400671615,,,33
34,U. olhanensis,male,adult,,Inspecting remains of another crab.,['Mussel'],8.0,22.5,20.844912785638478,261.652114563092,16.98540492366777,,,34
35,A farensis,female,sub_adult,False,Waving claw in signal to another crab.,['Coral Fragment'],10.0,27.68921913991404,23.042046335935805,22.74053909425134,16.5253482082477,,,35
36,U. olhanensis,male,adult,,Gradual movement in cold conditions.,"['Barnacle', 'Sea Urchin', 'Polychaete Worm', 'Sea Star']",9.0,42.0,38.648076702385936,1061.8709994522974,33.444838137460025,,,36
37,u. olhanen.,male,sub_adult,,Harvesting food beneath floating debris.,"['Shrimp', 'Barnacle', 'Polychaete Worm', 'Sea Urchin']",7.0,46.25,45.15890556996348,1381.2656974564852,38.9057354415721,,,37
38,U. olhanensis,male,adult,,Slowly navigating around seagrass beds.,"['Algae', 'Snail', 'Small Fish', 'Sea Urchin']",8.0,69.0,73.41751169868232,2829.859660930427,56.05207645809122,,,38
39,A. Farensis,female,juvenile,True,Filtering detritus from shallow bottom.,"['Sea Sponge', 'Jellyfish', 'Mussel']",8.0,10.950969563638504,13.21028659658888,9.947737988160174,10.935212946901435,,,39
40,A farensis,female,adult,True,Retreating swiftly from perceived danger.,"['Sea Anemone', 'Barnacle', 'Sea Urchin']",6.0,15.10589539254012,15.993059065366488,10.95769843292659,13.860089076908869,,,40
41,A. Farensis,female,adult,False,Slowly navigating around seagrass beds.,['Sea Sponge'],9.0,46.527142721093014,49.34952905603789,47.95709556682597,38.55945776994176,,,41
42,A farensis,female,adult,False,Scuttling swiftly over rocky terrain.,"['Hermit Crab', 'Polychaete Worm']",7.0,53.00700412782946,49.359110045513546,36.58463365790747,37.53725249202426,,,42
43,u. olhanen.,female,adult,False,Side-stepping along sandy coastal floor.,['Snail'],9.0,37.632176957274794,45.1160086638081,29.476848175770243,32.350563372631626,,,43
44,u. olhanen.,male,adult,,Nibbling detritus off seabed patches.,"['Mussel', 'Sea Anemone']",10.0,64.5,60.794204427631115,2614.190554359564,44.97791955182853,,,44
45,A farensis,female,sub_adult,False,Rapid clawing during feeding bouts.,"['Sea Urchin', 'Small Fish', 'Barnacle', 'Algae']",5.0,44.69396958324639,36.13402345509744,31.45791964115193,26.06978436655564,,,45
46,U. olhanensis,female,adult,False,Scaling steep rock faces near shore.,"['Mussel', 'Algae', 'Barnacle']",10.0,23.963136628160573,24.608621429360042,20.07588110779093,21.91408491850579,,,46
47,u. olhanen.,male,pre_puberty,,Claw shaking post-contact gesture.,['Jellyfish'],6.0,8.25,8.497787332592189,6.752603269391949,37.044121412125754,,,47
48,U. olhanensis,male,pre_puberty,,Picking algae carefully off rock faces.,"['Coral Fragment', 'Algae', 'Hermit Crab', 'Barnacle']",8.0,22.5,18.37782534682792,249.2100861314927,13.227365903127867,,,48
49,U. olhanensis,male,pre_puberty,,Color change during molting stress.,['Shrimp'],9.0,21.0,22.07710127594429,269.0667503507515,17.874800852838355,,,49
50,A. Farensis,female,juvenile,True,Rapid clawing during feeding bouts.,"['Polychaete Worm', 'Hermit Crab']",10.0,3.8578008746784582,3.414411276842571,2.5981135749618107,2.5995435145158017,,,50
51,u. olhanen.,female,adult,False,Scavenging at the edge of tidal pools.,"['Coral Fragment', 'Sea Anemone', 'Snail', 'Sea Urchin', 'Algae']",5.0,55.3629439934455,58.672909918359494,37.46537251400674,50.43804645855067,,,51
52,U. olhanensis,female,pre_puberty,False,Feeding on decaying matter among rocks.,"['Sea Star', 'Sea Sponge', 'Snail', 'Algae']",10.0,18.769200126915205,13.698771032212813,13.57848787718588,11.13465539892234,,,52
53,u. olhanen.,female,sub_adult,False,Defensive claw movement in water.,"['Small Fish', 'Barnacle', 'Crab (Other Species)', 'Coral Fragment']",7.0,13.187303122726828,13.51636458265489,12.880039977393253,11.689080563171862,,,53
54,A farensis,female,adult,False,Progressing cautiously through new area.,['Algae'],9.0,47.48220649498792,50.37798490550238,38.76087553793352,38.014121234085664,,,54
55,A. Farensis,female,juvenile,False,Reacting to sudden changes in temperature.,"['Shrimp', 'Sea Star', 'Sea Sponge', 'Jellyfish', 'Hermit Crab']",9.0,7.601656574331388,11.684627574669989,11.000293308082624,9.188223525053592,,,55
56,A farensis,male,pre_puberty,,Picking algae carefully off rock faces.,"['Barnacle', 'Mussel', 'Sea Urchin']",8.0,15.75,19.752792705284627,14.809829523597722,268.7540060641931,,,56
57,U. olhanensis,male,adult,,Progressing cautiously through new area.,"['Sea Sponge', 'Hermit Crab']",8.0,30.0,28.039375283164162,575.1945006561959,23.697906653953886,,,57
58,u. olhanen.,male,juvenile,,Progressing cautiously through new area.,"['Polychaete Worm', 'Coral Fragment']",6.0,9.5,12.695371731965912,10.517383027804097,122.33146742227889,,,58
59,u. olhanen.,female,adult,False,Traversing algae-slick rock surfaces.,"['Algae', 'Polychaete Worm', 'Sea Urchin', 'Small Fish']",13.0,20.08066724646548,20.426029655611107,18.1631753278036,16.471294888987995,,,59
60,U. olhanensis,male,adult,True,Darting away in response to sudden shadow.,"['Sea Urchin', 'Sea Star']",9.0,58.5,61.034562852869655,2630.7412280532662,44.920914615262234,,,60
61,u. olhanen.,male,adult,,Guarding hole in substrate from intruders.,['Sea Star'],8.0,18.0,19.04313698413411,189.2417854560861,16.361497250028517,,,61
62,Ucides alvorensis,male,sub_adult,,Resting in shaded crevice along cliff.,"['Sea Anemone', 'Shrimp', 'Mussel']",10.0,51.25,41.63665102360785,29.195922032621805,1074.6439566131808,,,62
63,u. olhanen.,male,adult,,Brief social contact with fellow crabs.,"['Coral Fragment', 'Sea Urchin', 'Crab (Other Species)', 'Shrimp']",8.0,24.0,21.61107302106649,15.947450876116966,305.9363060955735,,,63
64,u. olhanen.,male,juvenile,,Claw snapping in aggressive encounter.,"['Jellyfish', 'Snail']",12.0,10.5,13.570555679472367,10.102355007676493,122.26167997663691,,,64
65,U. olhanensis,male,adult,,Traversing algae-slick rock surfaces.,"['Crab (Other Species)', 'Sea Anemone', 'Snail']",7.0,46.5,43.57192911154073,37.48625154024782,1366.0100615963654,,,65
66,U. olhanensis,-,juvenile,,Hiding beneath overhanging rock.,['Sea Star'],8.0,21.5,30.011946377404794,206.98239165544936,24.632771265493734,,,66
67,U. olhanensis,female,adult,True,Clambering up submerged tree trunks.,"['Sea Anemone', 'Hermit Crab', 'Crab (Other Species)', 'Shrimp']",8.0,12.587930550548796,11.873016344606365,10.756625830248955,10.619300564932844,,,67
68,A. Farensis,male,pre_puberty,,Hiding beneath overhanging rock.,"['Barnacle', 'Small Fish', 'Coral Fragment', 'Shrimp']",8.0,12.0,12.327754009272912,120.92615793124651,8.832661080399266,,,68
69,u. olhanen.,female,adult,False,Protecting territory in confined space.,['Sea Sponge'],9.0,31.721959932110604,34.8736932716813,22.923873253266144,26.862235932407188,,,69
70,u. olhanen.,female,adult,False,Entering burrow after disturbance.,"['Hermit Crab', 'Crab (Other Species)', 'Polychaete Worm']",5.0,13.07718983963685,12.292016670230367,11.991345092074868,10.367842313889906,,,70
71,U. olhanensis,female,sub_adult,True,Retreating quickly into hidden burrow.,['Coral Fragment'],6.0,43.40446969624156,44.593386745446324,36.902633237075996,35.07229150700603,,,71
72,U. olhanensis,female,sub_adult,False,Entering burrow after disturbance.,"['Algae', 'Sea Urchin']",7.0,11.513349855149324,13.503146516688865,8.402428760449768,11.668893304923081,,,72
73,A farensis,male,sub_adult,,Retreating swiftly from perceived danger.,"['Hermit Crab', 'Crab (Other Species)', 'Sea Urchin', 'Polychaete Worm']",8.0,42.5,47.62416719221979,1433.4132259624414,39.69984705136969,,,73
74,A. Farensis,male,sub_adult,,Searching tidal pools for nutrients.,"['Mussel', 'Hermit Crab']",7.0,26.25,27.149448372898696,23.797501032524888,542.9216369620802,,,74
75,U. olhanensis,female,sub_adult,False,Staying half-submerged in loose sand.,"['Mussel', 'Crab (Other Species)']",10.0,9.662935668841437,11.081023178627802,9.548959006738638,8.833227663488305,,,75
76,A farensis,female,sub_adult,True,Scuttling swiftly over rocky terrain.,"['Shrimp', 'Snail', 'Barnacle', 'Algae']",7.0,40.66224878128855,40.99170723789881,35.374189027603656,32.620624552260914,,,76
77,u. olhanen.,male,adult,,Rapid clawing during feeding bouts.,"['Polychaete Worm', 'Crab (Other Species)', 'Algae', 'Sea Urchin']",8.0,33.0,34.59068407791474,30.476569701680358,767.8606042655837,,,77
78,U. olhanensis,-,sub_adult,,Nibbling detritus off seabed patches.,"['Mussel', 'Shrimp']",6.0,48.21034650551592,37.77656591098923,26.84035396391332,39.28877045278299,,,78
79,U. olhanensis,male,adult,,Scuttling swiftly over rocky terrain.,"['Sea Sponge', 'Hermit Crab', 'Mussel', 'Sea Urchin']",9.0,49.5,45.62629472155518,39.72366198643548,1457.8109354165838,,,79
80,U. olhanensis,male,adult,True,Claw snapping in diver confrontation.,"['Mussel', 'Sea Star']",8.0,31.5,28.792260469496277,21.321390772602562,448.2050923255512,,,80
81,u. olhanen.,female,sub_adult,True,Guarding hole in substrate from intruders.,"['Crab (Other Species)', 'Shrimp', 'Small Fish', 'Sea Sponge', 'Jellyfish']",5.0,42.176723381744615,34.377446457377275,24.467330971433285,28.55312025328787,,,81
82,Ucides alvorensis,male,adult,,Lying still to avoid detection.,"['Algae', 'Jellyfish', 'Shrimp', 'Sea Sponge', 'Hermit Crab']",7.0,61.5,61.696800068067915,46.31695207994562,2486.597593246598,,,82
83,A farensis,male,adult,,Hiding beneath overhanging rock.,"['Snail', 'Jellyfish', 'Algae']",9.0,34.5,37.663177839310926,928.3381781934191,32.30367536755236,,,83
84,Ucides alvorensis,male,adult,,Frequent pausing while exploring.,"['Snail', 'Shrimp', 'Polychaete Worm']",8.0,16.5,15.745079453268245,12.90777004411088,131.69039914046164,,,84
85,U. olhanensis,female,adult,True,Progressing cautiously through new area.,"['Small Fish', 'Sea Sponge', 'Coral Fragment', 'Barnacle', 'Sea Urchin']",8.0,32.943311714501846,38.58822113879501,32.3093803652844,33.83497618024305,,,85
86,u. olhanen.,male,adult,,Resisting aggressive fish encounter.,"['Small Fish', 'Polychaete Worm', 'Sea Anemone', 'Sea Urchin']",6.0,22.5,23.648339333402138,18.534195810533046,356.41756076487746,,,86
87,u. olhanen.,male,juvenile,,Resting in shaded crevice along cliff.,"['Coral Fragment', 'Crab (Other Species)', 'Mussel', 'Algae', 'Sea Sponge']",7.0,15.5,11.201621615510213,9.907445332180469,69.40536627093402,,,87
88,A. Farensis,male,adult,,Consuming algae scraped from barnacles.,"['Snail', 'Crab (Other Species)']",8.0,36.0,39.0061595117946,32.852641630829986,1121.701925476484,,,88
89,u. olhanen.,female,sub_adult,True,Filtering detritus from shallow bottom.,"['Hermit Crab', 'Mussel', 'Shrimp']",4.0,10.520251523448028,14.176950071321862,8.815433216001274,12.692193440300642,,,89
90,u. olhanen.,male,sub_adult,True,Guarding hole in substrate from intruders.,"['Hermit Crab', 'Jellyfish', 'Sea Urchin', 'Sea Sponge']",9.0,26.25,22.508526135031328,333.4714613761812,19.282425315508124,,,90
91,U. olhanensis,female,sub_adult,False,Approaching small fish with curiosity.,['Small Fish'],10.0,23.512177416492882,25.978871862130763,23.100576853023192,22.80376268908017,,,91
92,A. Farensis,male,sub_adult,,Collecting biofilm from sunken wood.,"['Small Fish', 'Algae']",6.0,42.5,44.482425964727895,1532.5244852229375,35.52841973438728,,,92
93,U. olhanensis,male,pre_puberty,,Filtering detritus from shallow bottom.,"['Sea Sponge', 'Shrimp', 'Crab (Other Species)']",8.0,8.25,9.290218413148363,50.1752785039087,6.736960390900294,,,93
94,A farensis,male,sub_adult,,Resisting aggressive fish encounter.,"['Jellyfish', 'Sea Urchin', 'Snail', 'Sea Star', 'Coral Fragment']",3.0,36.25,42.59549838714021,29.833342244365742,1111.1725820093543,,,94
95,u. olhanen.,male,sub_adult,,Emerging slowly after perceived threat.,"['Sea Star', 'Mussel', 'Algae']",10.0,51.25,56.337068969599,1864.0067083449785,40.737113355825315,,,95
96,u. olhanen.,male,pre_puberty,,Progressing cautiously through new area.,"['Small Fish', 'Shrimp', 'Sea Anemone']",8.0,17.25,14.022278444397799,10.18395723863997,138.69329578258947,,,96
97,Ucides alvorensis,female,juvenile,True,Frequent pausing while exploring.,"['Hermit Crab', 'Coral Fragment', 'Small Fish', 'Barnacle', 'Mussel']",9.0,5.470119411280416,5.642728440033528,5.514592064480599,4.233817229456415,,,97
98,U. olhanensis,female,juvenile,True,Emerging slowly after perceived threat.,"['Sea Sponge', 'Hermit Crab']",3.0,22.39451835505455,23.399466475109534,17.6997196709113,18.08692810672688,,,98
99,u. olhanen., ,sub_adult,,Advancing toward bait in water.,"['Sea Star', 'Coral Fragment']",7.0,11.102379197549922,12.40440615350451,9.443736862776136,12.392655779024038,,,99
100,U. olhanensis,female,pre_puberty,False,Approaching small fish with curiosity.,"['Crab (Other Species)', 'Algae', 'Sea Star', 'Coral Fragment']",11.0,17.20228762436669,16.470778004252193,15.97729952767587,14.389859346623302,,,100
101,A. Farensis,female,adult,False,Resisting aggressive fish encounter.,['Crab (Other Species)'],10.0,22.267473935433753,23.37291008469838,15.651820148272789,19.655359679372552,,,101
102,U. olhanensis,female,adult,False,Engaging in antennae-to-antennae contact.,['Sea Star'],6.0,29.110120078110484,31.980383565151186,23.375688061890916,23.039336511714755,,,102
103,A farensis,male,adult,,Scuttling swiftly over rocky terrain.,"['Jellyfish', 'Hermit Crab', 'Sea Anemone', 'Sea Star', 'Sea Urchin']",11.0,28.5,30.90114281296213,22.543109172789062,757.062831023813,,,103
104,u. olhanen.,male,pre_puberty,,Resisting aggressive fish encounter.,['Jellyfish'],9.0,30.75,28.168821659890654,24.665104082929794,616.2963224033452,,,104
105,A. Farensis,female,juvenile,False,Claw snapping in diver confrontation.,['Sea Anemone'],7.0,4.916947716980339,5.364776985959165,3.2933577785070653,3.9151075022034587,,,105
106,U. olhanensis,male,adult,,Staying half-submerged in loose sand.,['Sea Sponge'],7.0,31.5,31.848222720123857,28.64783541528992,691.0484482468928,,,106
107,u. olhanen.,N/R,sub_adult,,Escaping from pursuing predator silhouette.,"['Crab (Other Species)', 'Polychaete Worm', 'Hermit Crab', 'Shrimp']",9.0,37.862219480346155,35.96394186119672,28.01505441648452,36.62852109314934,,,107
108,u. olhanen.,female,pre_puberty,False,Gradual movement in cold conditions.,"['Snail', 'Sea Urchin', 'Polychaete Worm', 'Hermit Crab', 'Crab (Other Species)']",7.0,19.952428403725193,25.309317847112332,21.745864516915397,21.79035248721124,,,108
109,u. olhanen.,female,pre_puberty,False,Darting away in response to sudden shadow.,"['Barnacle', 'Sea Star', 'Hermit Crab', 'Small Fish']",4.0,7.577705687317591,7.883117225780755,6.4562322663855465,5.730381490207322,,,109
110,A farensis,female,sub_adult,True,Clambering up submerged tree trunks.,['Snail'],8.0,12.113234877734044,12.985673879986827,12.897226458579608,11.574714631668423,,,110
111,A. Farensis,female,adult,False,Creeping under the cover of seagrass.,"['Coral Fragment', 'Shrimp', 'Hermit Crab', 'Barnacle', 'Crab (Other Species)']",9.0,36.56978277064648,37.31539766162289,30.313898246907215,31.63273448198498,,,111
112,A farensis,male,sub_adult,,Peering out cautiously from cover.,"['Crab (Other Species)', 'Sea Urchin']",7.0,11.25,12.920818374998122,9.775359096175869,98.48450442316772,,,112
113,U. olhanensis,male,sub_adult,,Side-stepping along sandy coastal floor.,"['Shrimp', 'Snail']",12.0,68.75,60.110432459037945,2759.891973315675,50.686441337320325,,,113
114,u. olhanen.,female,adult,False,Consuming algae scraped from barnacles.,"['Barnacle', 'Sea Anemone']",8.0,23.055725286210045,26.0736758790893,21.157067500494023,21.95806091533424,,,114
115,U. olhanensis,-,adult,,Creeping under the cover of seagrass.,"['Barnacle', 'Mussel', 'Algae']",5.0,48.0,46.15838407149266,477.38175076534844,41.426877852992064,,,115
116,U. olhanensis,female,sub_adult,False,Waving claw in signal to another crab.,"['Mussel', 'Small Fish', 'Jellyfish', 'Coral Fragment', 'Algae']",10.0,50.32547302030719,43.47390903143125,35.076623520779734,31.996158601053008,,,116
117,U. olhanensis,male,adult,,Feeding on small crustaceans in crevices.,"['Algae', 'Shrimp']",10.0,67.5,69.8169299182823,3487.7683509090098,59.79807086268821,,,117
118,u. olhanen.,male,sub_adult,,Engaging in antennae-to-antennae contact.,"['Shrimp', 'Crab (Other Species)']",9.0,17.5,16.924096623677553,12.597731769560605,159.08663794960023,,,118
119,u. olhanen.,male,pre_puberty,,Grazing on mollusks among debris.,"['Algae', 'Hermit Crab']",9.0,26.25,23.95895796567937,312.26291654725065,19.507496159401597,,,119
120,u. olhanen.,female,adult,False,Approaching small fish with curiosity.,"['Crab (Other Species)', 'Mussel', 'Hermit Crab']",11.0,9.757735896367233,10.106857565940864,6.301168915117106,7.702814724780158,,,120
121,u. olhanen.,male,sub_adult,,Color change during molting stress.,"['Mussel', 'Small Fish', 'Coral Fragment', 'Crab (Other Species)']",8.0,10.0,10.299851056788146,8.178506359665988,83.53380208296164,,,121
122,U. olhanensis,male,pre_puberty,,Slowly navigating around seagrass beds.,"['Polychaete Worm', 'Barnacle', 'Mussel', 'Coral Fragment', 'Sea Urchin']",8.0,25.5,20.08139025590859,17.26731751531091,283.7704044667878,,,122
123,U. olhanensis,male,pre_puberty,,Swiftly dashing across exposed sand.,"['Coral Fragment', 'Mussel', 'Hermit Crab']",9.0,11.25,-999.0,11.315648705000987,111.72341674055146,,,123
124,A. Farensis,female,adult,False,Waving claw in signal to another crab.,"['Coral Fragment', 'Sea Anemone', 'Crab (Other Species)', 'Polychaete Worm', 'Snail']",10.0,26.750072447059924,28.090101329362053,20.672920052982516,23.057835318009023,,,124
125,A farensis,male,juvenile,,Entering burrow after disturbance.,['Hermit Crab'],9.0,32.5,23.249808931818407,415.7522339569861,18.91716554168165,,,125
126,U. olhanensis,female,adult,False,Escaping from pursuing predator silhouette.,"['Polychaete Worm', 'Crab (Other Species)', 'Small Fish']",8.0,9.673699936896261,10.671456378449252,9.94037410380365,8.109289453460535,,,126
127,A farensis,female,adult,False,Engaging in antennae-to-antennae contact.,['Sea Star'],8.0,33.915759547255554,39.555777644096814,26.025495057257093,30.884008814909837,,,127
128,U. olhanensis,female,sub_adult,True,Picking algae carefully off rock faces.,"['Jellyfish', 'Hermit Crab']",7.0,9.399846475668777,9.843988767914322,6.979153012927685,8.022977951199339,,,128
129,u. olhanen.,female,adult,False,Engaging in struggle with seaweed entanglement.,"['Shrimp', 'Polychaete Worm', 'Small Fish', 'Coral Fragment']",11.0,38.7772051450205,35.20440563582729,22.8416390015797,27.100814205747607,,,129
130,A. Farensis,female,adult,False,Approaching small fish with curiosity.,['Sea Anemone'],6.0,19.711862540977844,19.46742183914656,14.379192041055935,17.403404779982033,,,130
131,A. Farensis,male,adult,,Color change during molting stress.,"['Sea Star', 'Barnacle', 'Snail']",7.0,40.5,40.952004545699566,36.52318362616294,1099.0046312815816,,,131
132,u. olhanen.,female,sub_adult,False,Entering burrow after disturbance.,"['Shrimp', 'Sea Anemone', 'Mussel']",10.0,25.014376697814747,24.377066503986903,21.44253914379448,20.907673699040608,,,132
133,u. olhanen.,male,adult,,Feeding on small crustaceans in crevices.,"['Mussel', 'Hermit Crab', 'Coral Fragment', 'Polychaete Worm']",6.0,66.0,72.2012878908353,57.029566894242116,2628.366793913147,,,133
134,U. olhanensis,female,sub_adult,False,Retreating swiftly from perceived danger.,"['Mussel', 'Hermit Crab']",11.0,10.516444469611768,9.084614084012843,9.078386202147737,7.884910431626778,,,134
135,U. olhanensis,female,sub_adult,True,Feeding on small crustaceans in crevices.,"['Small Fish', 'Barnacle', 'Algae']",4.0,12.609916343075733,10.121563808804837,9.107690742945858,8.432181470115186,,,135
136,u. olhanen.,female,sub_adult,True,Concealing self beneath floating matter.,"['Sea Sponge', 'Mussel']",8.0,33.351914558402044,32.38528367641912,30.637472521680206,23.353797075959648,,,136
137,u. olhanen.,male,pre_puberty,,Searching tidal pools for nutrients.,"['Sea Star', 'Mussel', 'Coral Fragment']",10.0,18.75,14.40685355150088,10.308007071546607,120.4437980560193,,,137
138,U. olhanensis,male,adult,,Rapid clawing during feeding bouts.,"['Snail', 'Mussel']",11.0,24.0,22.18311450911673,19.26341509327562,292.8940263030884,,,138
139,u. olhanen.,female,adult,False,Rhythmic waving as social cue.,"['Small Fish', 'Mussel']",4.0,28.849111350983435,32.281060975005076,22.500857958430117,24.803771563715312,,,139
140,U. olhanensis,male,juvenile,True,Camouflaging with nearby mud.,"['Algae', 'Shrimp', 'Coral Fragment', 'Crab (Other Species)', 'Sea Sponge']",9.0,4.5,3.6617927822979937,3.2598953196824767,7.329649196816644,,,140
