,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
55,u. olhanen.,male,juvenile,,Rhythmic waving as social cue.,['Polychaete Worm'],7.0,11.5,8.160702072747648,6.361135845824441,51.71063140295545,,,55
56,A farensis,male,adult,,Creeping under the cover of seagrass.,['Sea Anemone'],8.0,9.0,9.388875438964384,8.298001369723467,46.24287008993322,,,56
57,A. Farensis,female,adult,False,Scuttling swiftly over rocky terrain.,"['Small Fish', 'Shrimp', 'Sea Anemone']",7.0,29.9932949328067,28.39065195050633,25.895976499482142,21.302907342647323,,,57
58,A. Farensis,male,pre_puberty,,Mating ritual involving antennae brushing.,"['Algae', 'Hermit Crab', 'Small Fish', 'Sea Star', 'Sea Urchin']",11.0,9.0,7.516598769163146,6.442245192877527,38.61650874903573,,,58
59,A. Farensis,male,pre_puberty,,Color change during molting stress.,"['Sea Urchin', 'Coral Fragment', 'Crab (Other Species)', 'Barnacle']",7.0,6.0,5.761005359775506,4.65225631353104,22.555165722462636,,,59
60,A. Farensis,male,pre_puberty,True,Rhythmic waving as social cue.,['Polychaete Worm'],9.0,11.25,11.797566272865895,81.52865221328597,10.075348877437392,,,60
61,A. Farensis,female,sub_adult,False,Defensive claw movement in water.,"['Algae', 'Shrimp', 'Sea Anemone', 'Small Fish']",5.0,4.9444912981326885,4.333029426750057,2.717670420318632,3.2431745906857703,,,61
62,U. olhanensis,male,sub_adult,,Defensive claw movement in water.,"['Shrimp', 'Mussel', 'Algae', 'Snail', 'Jellyfish']",8.0,7.5,6.380238936884951,4.995799989587779,23.818595445432734,,,62
63,A farensis,male,sub_adult,,Hiding beneath overhanging rock.,['Algae'],6.0,18.75,19.68392834393667,284.7041938763102,16.076184169540884,,,63
64,u. olhanen.,male,pre_puberty,,Consuming algae scraped from barnacles.,"['Mussel', 'Small Fish']",8.0,4.5,4.262204673225147,9.685722261305253,3.5108218466403285,,,64
65,U. olhanensis,female,juvenile,False,Resisting aggressive fish encounter.,"['Algae', 'Jellyfish']",11.0,5.651358828567045,5.667173271511934,5.150185026011734,4.702770747064479,,,65
66,u. olhanen.,male,juvenile,,Collecting biofilm from sunken wood.,"['Sea Sponge', 'Sea Urchin', 'Sea Anemone', 'Jellyfish', 'Hermit Crab']",9.0,6.0,7.1354580137753745,32.21283031010767,5.325475694407992,,,66
67,A. Farensis,female,pre_puberty,False,Guarding eggs beneath body flap.,"['Small Fish', 'Crab (Other Species)', 'Sea Sponge', 'Snail']",9.0,12.010693463473782,14.351658568967295,12.239409388855865,11.993090148812485,,,67
68,Ucides alvorensis,male,juvenile,,Vibrating antennae in flowing current.,"['Jellyfish', 'Hermit Crab', 'Sea Sponge', 'Sea Urchin', 'Shrimp']",11.0,6.0,4.920804318621892,4.40760570917165,12.654476506094248,,,68
69,u. olhanen.,male,juvenile,,Rapid clawing during feeding bouts.,"['Snail', 'Sea Anemone', 'Sea Urchin']",10.0,3.0,2.185984526657487,1.593819178316715,2.5337021171437866,,,69
70,A. Farensis,female,adult,True,Reacting to sudden changes in temperature.,['Crab (Other Species)'],10.0,20.842581788411604,22.7082349699154,18.857870418982976,18.97390805249394,,,70
71,A farensis,male,juvenile,,"Stationary, blending into rocky backdrop.","['Snail', 'Small Fish', 'Sea Sponge']",10.0,11.0,10.486286431227306,72.39165136060211,8.34474985980189,,,71
72,A. Farensis,female,sub_adult,False,Feeding on decaying matter among rocks.,"['Snail', 'Jellyfish', 'Shrimp', 'Sea Anemone']",5.0,13.752601936815136,15.197908361639444,15.045570176351726,12.39467936029119,,,72
73,A. Farensis,male,sub_adult,,"Burrowing into soft, sandy sediment.","['Mussel', 'Crab (Other Species)', 'Jellyfish', 'Sea Urchin', 'Hermit Crab']",7.0,20.0,22.030078596711057,15.688690276969306,360.62558447497076,,,73
74,U. olhanensis,female,juvenile,False,Adopting threatening stance when approached.,['Small Fish'],9.0,4.42489864119582,3.593063879040776,2.519790701134054,2.545870698438012,,,74
75,A farensis,male,sub_adult,,Defensive claw movement in water.,"['Coral Fragment', 'Sea Star']",8.0,40.0,40.19483372469124,844.7668755485435,30.75627394742803,,,75
76,u. olhanen.,female,pre_puberty,False,Collecting biofilm from sunken wood.,['Crab (Other Species)'],7.0,8.283572381099267,6.003522771699274,4.216529208873704,4.995675091487256,,,76
77,u. olhanen.,male,sub_adult,,Emerging slowly after perceived threat.,['Shrimp'],4.0,30.0,29.202942580172138,22.94107515543682,494.9987873711236,,,77
78,A farensis,male,sub_adult,,Adopting threatening stance when approached.,"['Snail', 'Hermit Crab', 'Sea Anemone']",5.0,7.5,8.354916543580991,6.582026258258736,35.94116621953071,,,78
79,Ucides alvorensis,male,juvenile,,Hiding beneath overhanging rock.,"['Sea Star', 'Crab (Other Species)']",8.0,11.0,10.607602069971938,7.648947910522333,68.22694396358152,,,79
80,u. olhanen.,female,adult,False,Slowly navigating around seagrass beds.,"['Algae', 'Sea Urchin', 'Sea Star']",8.0,10.463405243832565,9.53383089639246,8.861177260079279,8.352748643938046,,,80
81,U. olhanensis,male,sub_adult,,Harvesting food beneath floating debris.,"['Algae', 'Coral Fragment', 'Hermit Crab', 'Jellyfish', 'Sea Urchin']",7.0,30.0,33.77164939635313,668.2135562230807,25.09885287574953,,,81
82,U. olhanensis,female,adult,False,Retreating swiftly from perceived danger.,['Polychaete Worm'],8.0,12.226178115197822,13.956703045913455,12.87142855251063,12.323808121381646,,,82
83,A. Farensis,female,juvenile,False,Grazing on mollusks among debris.,"['Small Fish', 'Algae', 'Polychaete Worm', 'Coral Fragment']",11.0,9.973198159681395,12.68563207504563,10.826928545636315,10.317301271587391,,,83
84,A farensis,female,adult,True,Creeping under the cover of seagrass.,['Shrimp'],6.0,18.703972578382178,20.524064483507157,13.029205562629802,16.885723577610662,,,84
85,U. olhanensis,male,juvenile,,Peering out cautiously from cover.,"['Snail', 'Polychaete Worm', 'Crab (Other Species)']",11.0,8.0,5.15177851578799,4.467356098348602,18.336353297281843,,,85
86,A farensis,female,adult,True,Hiding beneath overhanging rock.,"['Crab (Other Species)', 'Polychaete Worm', 'Sea Sponge']",8.0,13.341770097366984,12.075316944562822,7.60117307474882,8.536850254495317,,,86
87,u. olhanen.,male,adult,,Group migration across shallow seabed.,"['Sea Anemone', 'Sea Urchin', 'Coral Fragment']",9.0,15.0,13.952592265304494,10.255522803621036,146.9932927914569,,,87
88,A farensis,male,pre_puberty,,Clambering up submerged tree trunks.,"['Hermit Crab', 'Sea Sponge', 'Polychaete Worm', 'Barnacle', 'Sea Star']",10.0,18.0,18.619792581064367,16.009536284774633,269.26032890390746,,,88
89,U. olhanensis,male,sub_adult,,Resting in shaded crevice along cliff.,"['Jellyfish', 'Sea Anemone', 'Sea Sponge', 'Hermit Crab']",11.0,20.0,23.615189215829908,17.334309331673982,343.52888530777915,,,89
90,U. olhanensis,female,adult,True,Group migration across shallow seabed.,"['Mussel', 'Polychaete Worm', 'Shrimp', 'Hermit Crab', 'Sea Urchin']",6.0,17.15549039006646,19.501187318682337,12.861594018003768,16.642195711886224,,,90
91,A farensis,female,pre_puberty,False,Scaling steep rock faces near shore.,['Mussel'],7.0,11.42515609784363,11.303989402016846,10.76762515278594,9.161093654646917,,,91
92,A. Farensis,female,sub_adult,False,Consuming algae scraped from barnacles.,"['Small Fish', 'Snail', 'Jellyfish', 'Hermit Crab', 'Algae']",10.0,4.5642796016080425,5.080393118739744,3.741553456446494,4.231392202166626,,,92
93,A. Farensis,female,adult,False,Rapid clawing during feeding bouts.,['Small Fish'],7.0,22.233788597967486,23.97130228648849,16.40974239885176,17.035014599313563,,,93
94,u. olhanen.,male,sub_adult,,Swimming briefly to avoid disturbance.,"['Sea Anemone', 'Shrimp']",5.0,18.75,21.37546427245223,17.104245645719764,236.03107326049658,,,94
95,A farensis,female,adult,False,Entering burrow after disturbance.,"['Barnacle', 'Sea Urchin', 'Snail', 'Crab (Other Species)', 'Coral Fragment']",11.0,20.00226642864319,17.651665521796254,13.421404889057413,13.430274022961372,,,95
96,U. olhanensis,female,juvenile,False,Hiding beneath overhanging rock.,"['Sea Sponge', 'Barnacle']",9.0,6.9786594727338676,9.20688161350362,6.543998885105911,6.7632554632726025,,,96
97,A. Farensis,female,pre_puberty,False,Entering burrow after disturbance.,"['Hermit Crab', 'Sea Sponge']",8.0,10.713013334544577,9.654281991911732,8.360039164184627,6.895371670176051,,,97
98,U. olhanensis,female,adult,False,Mating ritual involving antennae brushing.,"['Polychaete Worm', 'Algae', 'Sea Sponge']",6.0,14.808188951834445,15.436298735892764,13.30933578446261,12.668096507475761,,,98
99,A farensis,male,adult,,Mating ritual involving antennae brushing.,"['Sea Urchin', 'Crab (Other Species)', 'Sea Star']",9.0,12.0,12.938180626390453,87.36287443522183,11.298010726514729,,,99
100,u. olhanen.,male,juvenile,True,Claw snapping in diver confrontation.,"['Sea Sponge', 'Snail', 'Sea Star', 'Shrimp', 'Sea Urchin']",10.0,3.0,3.032896343156416,2.2509917730028297,7.3018607908407835,,,100
101,U. olhanensis,male,sub_adult,,Scavenging at the edge of tidal pools.,"['Hermit Crab', 'Shrimp', 'Small Fish', 'Sea Anemone', 'Sea Sponge']",8.0,26.25,24.55397087672574,19.641905957729595,408.3753454043881,,,101
102,A farensis,female,pre_puberty,True,Waving claw in signal to another crab.,"['Polychaete Worm', 'Sea Star', 'Sea Anemone']",7.0,7.132625431764695,6.182015117008987,6.022167245830461,4.775558117904325,,,102
103,Ucides alvorensis,female,adult,False,Resting in shaded crevice along cliff.,['Jellyfish'],6.0,6.16612093139952,5.737535896105855,3.6042969359211434,4.3156145703206565,,,103
104,A farensis,female,sub_adult,False,Sifting through sediment for scraps.,"['Crab (Other Species)', 'Sea Anemone']",5.0,20.424368413984578,16.100154681642227,13.594257377766727,14.265357995475688,,,104
105,u. olhanen.,female,sub_adult,False,Claw snapping in aggressive encounter.,"['Coral Fragment', 'Mussel', 'Sea Urchin', 'Hermit Crab', 'Snail']",11.0,14.327628228794705,14.922534510530014,13.14794167798745,10.679241848609024,,,105
106,U. olhanensis,female,juvenile,False,Swiftly dashing across exposed sand.,"['Hermit Crab', 'Barnacle', 'Small Fish', 'Sea Anemone', 'Shrimp']",10.0,11.12320464228531,13.547181092299848,8.876235056464372,10.78951567875145,,,106
107,Ucides alvorensis,female,adult,True,Swiftly dashing across exposed sand.,"['Sea Star', 'Barnacle', 'Polychaete Worm']",7.0,9.097487340878981,9.459880949687197,8.20914326876013,8.399890497418014,,,107
108,U. olhanensis,male,pre_puberty,,Group migration across shallow seabed.,"['Sea Anemone', 'Hermit Crab', 'Sea Star', 'Algae', 'Shrimp']",8.0,19.5,18.344134092273393,230.00603992269018,12.861040374658847,,,108
109,A. Farensis,male,juvenile,,Interaction with nearby hermit crab.,['Sea Star'],7.0,8.5,10.18390622481454,7.597122502035314,56.78917616593376,,,109
110,U. olhanensis,male,juvenile,True,Foraging through tangled seagrass roots.,"['Snail', 'Barnacle', 'Sea Sponge']",6.0,5.5,3.32772659026089,8.031859506184656,2.7490576814850445,,,110
111,Ucides alvorensis,male or female,sub_adult,,Claw snapping in diver confrontation.,"['Shrimp', 'Sea Star', 'Sea Sponge']",8.0,9.983876003876597,8.11457807162232,6.098582109997645,8.032330203464035,,,111
112,Ucides alvorensis,-,juvenile,,Sifting through sediment for scraps.,"['Small Fish', 'Sea Sponge', 'Crab (Other Species)', 'Algae', 'Sea Star']",7.0,8.77208949574937,6.704679379655256,5.862401466344011,6.038993239390088,,,112
113,A. Farensis,female,adult,True,Feeding on decaying matter among rocks.,"['Sea Sponge', 'Coral Fragment', 'Jellyfish', 'Shrimp', 'Barnacle']",11.0,8.59766527988679,8.726274631188776,8.446882319657547,7.582899905619524,,,113
114,U. olhanensis,female,sub_adult,False,Claw shaking post-contact gesture.,"['Sea Anemone', 'Hermit Crab']",8.0,45.64736792668063,61.07030475180567,47.44991788176662,51.1033015221078,,,114
115,U. olhanensis,male,adult,,Rhythmic waving as social cue.,"['Sea Urchin', 'Sea Sponge', 'Small Fish', 'Sea Star']",10.0,28.5,27.72663600698751,556.6660795810066,20.53246561530404,,,115
116,Ucides alvorensis,female,adult,False,Scuttling swiftly over rocky terrain.,"['Sea Sponge', 'Coral Fragment', 'Sea Anemone', 'Hermit Crab', 'Barnacle']",7.0,4.791328533152403,5.111751339871705,3.8115852427797208,4.174678510828379,,,116
117,A farensis,female,sub_adult,True,Scavenging at the edge of tidal pools.,"['Mussel', 'Polychaete Worm', 'Algae', 'Barnacle', 'Shrimp']",7.0,16.46795944361793,16.39887579001691,12.667341279660981,14.423437796710925,,,117
118,u. olhanen.,N/R,sub_adult,,Swimming briefly to avoid disturbance.,"['Hermit Crab', 'Coral Fragment', 'Jellyfish', 'Shrimp', 'Crab (Other Species)']",7.0,20.0,21.9320545462203,129.54207214924313,18.68797305895956,,,118
119,u. olhanen.,female,adult,False,Color change during molting stress.,['Snail'],5.0,15.796068379354416,14.804157741381943,9.39752425083039,12.055308294629784,,,119
120,U. olhanensis,nan,pre_puberty,True,Camouflaging with nearby mud.,"['Sea Anemone', 'Polychaete Worm', 'Coral Fragment', 'Sea Star', 'Mussel']",3.0,4.179933099605484,4.174697075806682,3.2349067702565573,4.008592772289731,,,120
121,U. olhanensis,female,adult,True,Performing dominance display by body lifting.,"['Small Fish', 'Sea Urchin', 'Crab (Other Species)']",7.0,17.33432104195223,14.771014858386938,11.045944503795624,11.402441049929946,,,121
122,Ucides alvorensis,male,adult,,Engaging in struggle with seaweed entanglement.,"['Crab (Other Species)', 'Jellyfish', 'Coral Fragment']",10.0,55.5,60.35265869731998,45.24524864327373,2613.715120504875,,,122
123,u. olhanen.,female,sub_adult,False,Mating ritual involving antennae brushing.,"['Shrimp', 'Jellyfish', 'Algae']",10.0,20.089537363800126,21.873571219725715,17.905267695889275,17.900727338821913,,,123
124,Ucides alvorensis,male or female,adult,,Gradual movement in cold conditions.,"['Hermit Crab', 'Mussel', 'Shrimp']",12.0,7.313295919943358,7.543856708411251,6.135908016675707,7.1067632473856515,,,124
125,A. Farensis,male,adult,,Feeding on small crustaceans in crevices.,"['Crab (Other Species)', 'Coral Fragment']",6.0,10.5,10.22427676917348,60.09384859926376,7.235489310868434,,,125
126,u. olhanen.,male,pre_puberty,,Traversing algae-slick rock surfaces.,"['Sea Star', 'Barnacle', 'Polychaete Worm']",8.0,13.5,13.143730577528984,10.595576963194532,132.03142845887183,,,126
127,A farensis,female,adult,True,Brief social contact with fellow crabs.,"['Sea Sponge', 'Small Fish', 'Jellyfish', 'Sea Star', 'Shrimp']",6.0,20.240315208206265,23.58053367208022,21.333889855377343,18.35608047923958,,,127
128,A farensis,male,adult,,Engaging in antennae-to-antennae contact.,"['Sea Sponge', 'Coral Fragment', 'Small Fish', 'Jellyfish']",14.0,18.0,19.762098739255375,17.092598292738803,275.6744493770412,,,128
129,A. Farensis,female,pre_puberty,False,Harvesting food beneath floating debris.,"['Polychaete Worm', 'Sea Anemone']",7.0,5.29704831331311,5.753362705924696,5.61743510748942,4.460734960252187,,,129
130,U. olhanensis,female,pre_puberty,True,Group migration across shallow seabed.,"['Polychaete Worm', 'Sea Anemone', 'Algae']",5.0,8.451619197134729,7.043190655616937,5.136289163282141,6.076993185886323,,,130
131,u. olhanen.,male,sub_adult,,Defensive claw movement in water.,"['Sea Anemone', 'Jellyfish', 'Shrimp', 'Small Fish', 'Algae']",9.0,28.75,27.875943497366983,451.60435760250533,24.868862800013936,,,131
132,U. olhanensis,male,adult,,Claw shaking post-contact gesture.,"['Crab (Other Species)', 'Sea Sponge', 'Hermit Crab']",8.0,18.0,18.28944028493175,14.93419741383429,175.3362100795012,,,132
133,A. Farensis,male,sub_adult,,Filtering detritus from shallow bottom.,['Algae'],8.0,25.0,22.856965977471962,20.094501546208622,289.16953561000156,,,133
134,U. olhanensis,male,adult,,Retreating quickly into hidden burrow.,"['Crab (Other Species)', 'Snail']",10.0,12.0,11.708367056139325,9.338804327398988,103.76529942473199,,,134
135,A farensis,male,adult,,Reacting to sudden changes in temperature.,"['Polychaete Worm', 'Snail']",9.0,22.5,23.339962515664283,16.81398096447019,395.48725331760636,,,135
136,U. olhanensis,male,juvenile,,Creeping under the cover of seagrass.,['Sea Star'],7.0,10.5,6.419479723894094,5.551382795980416,30.493548617808205,,,136
137,u. olhanen.,female,juvenile,False,Brief social contact with fellow crabs.,"['Algae', 'Sea Anemone', 'Crab (Other Species)', 'Barnacle', 'Sea Star']",12.0,4.2752563974545,3.80022082895977,3.148765259311268,2.759572643594356,,,137
138,u. olhanen.,male,sub_adult,,Frequent pausing while exploring.,['Algae'],9.0,5.0,5.57725152339864,4.48818278389086,18.230720081948725,,,138
139,u. olhanen.,male,adult,,Swiftly dashing across exposed sand.,"['Snail', 'Small Fish']",9.0,24.0,22.15367717121577,283.4916654857228,18.75874713940793,,,139
140,Ucides alvorensis,female,adult,False,Scaling steep rock faces near shore.,"['Jellyfish', 'Small Fish', 'Mussel']",8.0,37.33407345839479,41.70218468631611,27.18306691201288,36.41402077503904,,,140
141,U. olhanensis,female,pre_puberty,False,Escaping from pursuing predator silhouette.,['Sea Anemone'],11.0,8.863404868741718,6.908500638547323,4.774396908584315,6.033998625983165,,,141
