species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,female,juvenile,u. olhanen.,False,Climbing vertical rock face.,"['Snail', 'Hermit Crab', 'Sea Urchin', 'Barnacle']",1.0,1.1084339139106225,1.0912898029362201,1.3232411038348126,1.204514728506158,3.3636363636363638,2020-04-21,,,10
,male,sub_adult,A farensis,,Claw snapping in competition.,"['Barnacle', 'Jellyfish', 'Coral Fragment']",9.0,3.6363636363636362,3.214254252606702,4.281704097792533,3.99574412225717,3.4545454545454546,2020-04-21,,,11
,male,adult,u. olhanen.,,Moving toward bait.,['Sea Star'],7.0,1.7727272727272727,1.8843660850937354,2.3661326874285167,1.8338860703445625,3.272727272727273,2020-04-21,,,12
,female,sub_adult,u. olhanen.,True,Interaction with hermit crabs.,"['Sea Anemone', 'Snail', 'Sea Urchin', 'Small Fish']",8.0,0.4961700388264953,0.6093479640812193,0.8485876411111196,0.526951110072734,3.5454545454545454,2020-04-21,,,13
,female,sub_adult,U. olhanensis,False,Swimming short distance to escape.,"['Coral Fragment', 'Algae', 'Sea Anemone', 'Crab (Other Species)']",9.0,0.7759439749899841,0.6868363929121611,0.8301575567645375,0.7926796315332596,3.4545454545454546,2020-04-21,,,14
,male,pre_puberty,A farensis,,Moving sideways along sandy bottom.,['Jellyfish'],8.0,1.3636363636363635,1.671456912915694,2.276422393776824,1.409315352003742,3.4545454545454546,2020-04-21,,,15
,female,adult,A. Farensis,False,Climbing submerged rocks.,"['Small Fish', 'Hermit Crab']",9.0,1.5692312712932432,1.612842775257429,2.360137731198956,1.721270591858064,3.6363636363636362,2020-04-21,,,16
,male,adult,A farensis,,Retreating into burrow.,"['Small Fish', 'Sea Urchin', 'Sea Sponge']",6.0,3.1363636363636362,3.049031209048208,4.086232499194603,3.406172273322336,3.6363636363636362,2020-04-21,,,17
,male,sub_adult,U. olhanensis,,Exchanging antenna taps.,"['Jellyfish', 'Barnacle', 'Polychaete Worm']",7.0,3.522727272727273,3.1688845417059595,4.434162730023815,3.609357531233528,3.272727272727273,2020-04-21,,,18
,female,pre_puberty,A farensis,False,Escaping from aggressive fish.,"['Hermit Crab', 'Coral Fragment', 'Mussel']",8.0,2.5531790550826,3.319187759073377,4.30798840366159,2.634544559724158,3.4545454545454546,2020-04-21,,,19
,female,adult,A farensis,False,Retreating quickly from shadow.,"['Sea Star', 'Snail', 'Mussel']",6.0,2.991420697940354,3.2328093226986754,4.82629872795472,3.032410542103339,3.3636363636363638,2020-04-21,,,20
,N/R,sub_adult,U. olhanensis,,Climbing seaweed stalks.,"['Sea Anemone', 'Hermit Crab', 'Mussel', 'Snail', 'Sea Star']",7.0,2.6136363636363638,3.0188124254382065,3.730197982831093,2.8738426415418505,3.5454545454545454,2020-04-21,,,21
,female,adult,u. olhanen.,True,Sitting still blending with environment.,"['Jellyfish', 'Sea Star']",4.0,2.0072113881690905,2.0441848346027314,3.062879746033866,2.1096550967226904,3.3636363636363638,2020-04-21,,,22
,female,juvenile,A farensis,True,Picking detritus from seabed.,"['Small Fish', 'Coral Fragment', 'Algae']",5.0,1.4394329174863527,1.8477519832919667,2.4912253574011056,1.4683845573910361,3.272727272727273,2020-04-21,,,23
,female,juvenile,A farensis,False,Picking detritus from seabed.,"['Hermit Crab', 'Jellyfish', 'Crab (Other Species)', 'Mussel', 'Sea Urchin']",6.0,1.0471417451011147,1.2945208103487909,1.5625987316018408,1.1006697656179159,3.3636363636363638,2020-04-21,,,24
,female,adult,A. Farensis,False,Scavenging near tidal pools.,['Shrimp'],7.0,1.72828426727528,1.9388929428207802,2.3748591272842936,1.8696149172996839,3.3636363636363638,2020-04-21,,,25
,male,adult,U. olhanensis,,Displaying dominance by lifting body.,"['Barnacle', 'Sea Urchin', 'Polychaete Worm', 'Small Fish']",6.0,4.363636363636363,4.623557055060465,6.884194118785725,4.778307678429503,3.3636363636363638,2020-04-21,,,26
,male,adult,u. olhanen.,,Shaking claws after contact.,"['Polychaete Worm', 'Sea Urchin', 'Sea Sponge']",6.0,4.090909090909091,3.9496708199129857,5.5234761378051465,4.361067878887982,3.3636363636363638,2020-04-21,,,27
,female,sub_adult,A farensis,False,Displaying dominance by lifting body.,"['Crab (Other Species)', 'Snail', 'Sea Urchin', 'Shrimp', 'Polychaete Worm']",8.0,3.554256442590665,4.192112297776846,5.165891437454241,3.612355231942566,3.3636363636363638,2020-04-21,,,28
,female,adult,U. olhanensis,False,Feeding on small crustaceans.,['Algae'],7.0,2.9949538807437217,3.827116826480534,4.8133349135467185,3.0521057403751226,3.3636363636363638,2020-04-21,,,29
, ,pre_puberty,Ucides alvorensis,True,Scavenging near tidal pools.,"['Jellyfish', 'Sea Sponge']",5.0,1.1590909090909092,1.229848575117545,1.6079553959013297,1.238455580631568,3.4545454545454546,2020-04-21,,,30
,female,sub_adult,A farensis,False,Camouflaging with surrounding mud.,"['Sea Urchin', 'Snail', 'Algae', 'Mussel']",8.0,3.407508567602871,4.092716435296563,5.467978547938373,3.521941809224238,3.4545454545454546,2020-04-21,,,31
,female,adult,A farensis,False,Half buried in sand.,"['Polychaete Worm', 'Mussel', 'Crab (Other Species)', 'Sea Sponge']",6.0,3.471690315108059,3.7386269258185547,5.287568657301129,3.804566189266225,3.4545454545454546,2020-04-21,,,32
,female,adult,A farensis,False,Waving claws rhythmically.,"['Polychaete Worm', 'Coral Fragment', 'Mussel', 'Jellyfish', 'Hermit Crab']",7.0,3.173162513758828,3.0550895343894124,3.7958246066468617,3.4146132103170426,3.4545454545454546,2020-04-21,,,33
,male,pre_puberty,u. olhanen.,,Cleaning claws with rubbing motion.,"['Shrimp', 'Mussel']",5.0,1.0909090909090908,1.0359178496579096,1.3172138044860295,1.1521829094219884,3.272727272727273,2020-04-21,,,34
,female,adult,u. olhanen.,True,Exploring new territory.,"['Sea Anemone', 'Sea Urchin']",11.0,2.0332232641750547,2.5553170617744856,3.09643043018261,2.1546059344942723,3.4545454545454546,2020-04-21,,,35
, ,adult,Ucides alvorensis,,Color changes during molting.,"['Shrimp', 'Mussel', 'Crab (Other Species)']",9.0,3.5454545454545454,3.670133147672837,5.146267693081106,3.598545678347496,3.4545454545454546,2020-04-21,,,36
,male,adult,A. Farensis,,Guarding eggs under abdominal flap.,['Barnacle'],8.0,0.5454545454545454,0.5006640320504949,0.6314415886372208,0.5500749659334077,3.5454545454545454,2020-04-21,,,37
,male,adult,A farensis,,Interacting with small fish nearby.,"['Sea Urchin', 'Shrimp', 'Mussel', 'Sea Sponge', 'Polychaete Worm']",6.0,2.0454545454545454,1.9202509914644745,2.4892365279246738,2.0565446510979006,3.3636363636363638,2020-04-21,,,38
,female,sub_adult,u. olhanen.,False,Stillness in cold water.,"['Crab (Other Species)', 'Jellyfish']",7.0,3.3271561703717683,3.4435316810591385,5.108431700647773,3.3352058390115022,3.3636363636363638,2020-04-21,,,39
,female,adult,u. olhanen.,True,Feeding on small crustaceans.,"['Sea Sponge', 'Shrimp', 'Mussel']",6.0,2.31377271332914,2.3258038398962646,3.4714546604941803,2.4890518417220626,3.5454545454545454,2020-04-21,,,40
,male,sub_adult,A farensis,,Dragging shell fragment backward.,"['Crab (Other Species)', 'Snail', 'Barnacle', 'Sea Sponge', 'Sea Star']",4.0,3.1818181818181817,3.3966386431560363,4.475657794292453,3.2358244752680956,3.6363636363636362,2020-04-21,,,41
,male,sub_adult,U. olhanensis,,Climbing onto submerged logs.,"['Shrimp', 'Coral Fragment']",5.0,2.6136363636363638,3.0294759245215657,3.785817043739535,2.633135666651917,3.5454545454545454,2020-04-21,,,42
,male,pre_puberty,U. olhanensis,,Feeding on algae scraped from rocks.,"['Crab (Other Species)', 'Shrimp']",3.0,1.9090909090909092,1.6882420943114094,2.124064122559463,1.9593081597785884,3.5454545454545454,2020-04-21,,,43
,male,juvenile,A farensis,,Scavenging near tidal pools.,['Crab (Other Species)'],2.0,1.7727272727272727,1.6573491838650363,2.4480144979512177,1.855890643957821,3.3636363636363638,2020-04-21,,,44
,female,sub_adult,A farensis,False,Dragging shell fragment backward.,"['Coral Fragment', 'Algae', 'Crab (Other Species)', 'Mussel', 'Shrimp']",6.0,1.833881023915939,1.950725677337614,2.446195447167671,2.0091559367421272,3.3636363636363638,2020-04-21,,,45
,female,adult,u. olhanen.,False,Defensive posture when approached.,"['Sea Urchin', 'Barnacle']",8.0,2.6335571394571056,2.954357600231862,4.0065528130592005,2.681368351465417,3.5454545454545454,2020-04-21,,,46
,male,sub_adult,A farensis,,Shaking claws after contact.,"['Jellyfish', 'Shrimp', 'Small Fish', 'Algae']",6.0,1.5909090909090908,1.6916594297417584,2.193839227295891,1.7272644560220598,3.4545454545454546,2020-04-21,,,47
,male,adult,A. Farensis,,Sitting still blending with environment.,['Sea Star'],9.0,2.3181818181818183,2.4624300770125456,3.1867911632586328,2.439218493690009,3.3636363636363638,2020-04-21,,,48
,male,sub_adult,U. olhanensis,,Scavenging near tidal pools.,"['Algae', 'Small Fish', 'Sea Urchin']",9.0,1.3636363636363635,1.1977154624909363,1.6950892677703622,1.399590301373338,3.5454545454545454,2020-04-21,,,49
,male,pre_puberty,u. olhanen.,True,Climbing algae-covered rocks.,['Crab (Other Species)'],5.0,1.5,1.3980587705128136,2.0342552170194295,1.599351014980648,3.5454545454545454,2020-04-21,,,50
,male,adult,A farensis,,Struggling with entangled seaweed.,['Barnacle'],6.0,3.9545454545454546,4.078437726506164,5.22012510118873,3.9758179695400853,3.4545454545454546,2020-04-21,,,51
,male,adult,A farensis,,Claw snapping in competition.,"['Hermit Crab', 'Mussel']",6.0,1.7727272727272727,1.8797084979085739,2.3676944807267257,1.8855152483602922,3.4545454545454546,2020-04-21,,,52
,female,adult,A. Farensis,False,Exploring new territory.,"['Sea Sponge', 'Shrimp', 'Crab (Other Species)', 'Jellyfish', 'Coral Fragment']",8.0,0.7203429717773402,0.800833338296161,0.9732576502628735,0.7713661553894492,3.4545454545454546,2020-04-21,,,53
,female,juvenile,U. olhanensis,False,Moving toward bait.,['Sea Sponge'],3.0,0.7764946061494471,1.0086028601328814,1.3009579639094129,0.817000618132538,3.4545454545454546,2020-04-21,,,54
,female,sub_adult,u. olhanen.,False,Escaping predator silhouette overhead.,"['Sea Star', 'Small Fish', 'Shrimp']",5.0,0.8867488568594097,0.9629346248959486,1.1557874804534458,0.973521711114396,3.6363636363636362,2020-04-21,,,55
,male,adult,A farensis,,Exchanging antenna taps.,"['Algae', 'Coral Fragment', 'Polychaete Worm', 'Mussel', 'Crab (Other Species)']",9.0,1.2272727272727273,1.305269146927329,1.7104262290183987,1.297220805187756,3.5454545454545454,2020-04-21,,,56
,female,adult,A farensis,True,Hiding under seagrass blades.,['Snail'],5.0,2.5468380594652333,2.4198634462436144,3.251738609758362,2.786334205103025,3.3636363636363638,2020-04-21,,,57
,female,sub_adult,A. Farensis,False,Resting under shell fragment.,"['Snail', 'Jellyfish', 'Algae', 'Hermit Crab', 'Sea Sponge']",5.0,2.585782306404466,2.727586065284912,4.023624261929775,2.7385576210375615,3.272727272727273,2020-04-21,,,58
,female,sub_adult,U. olhanensis,False,Guarding a small hole in sediment.,"['Coral Fragment', 'Mussel', 'Hermit Crab', 'Sea Sponge', 'Crab (Other Species)']",5.0,0.8874111847238848,1.1685243778394492,1.587789958152436,0.9490026044913581,3.4545454545454546,2020-04-21,,,59
,male,juvenile,A. Farensis,True,Burrowing into sandy sediment.,"['Sea Sponge', 'Small Fish']",5.0,0.8181818181818182,0.9454493499427685,1.398504343212846,0.8400110804808815,3.3636363636363638,2020-04-21,,,60
,female,pre_puberty,A farensis,False,Cleaning claws with rubbing motion.,"['Barnacle', 'Jellyfish', 'Snail', 'Coral Fragment', 'Algae']",7.0,1.124837938830881,1.1792539081768498,1.750981455108979,1.1809590489244908,3.272727272727273,2020-04-21,,,61
,male,sub_adult,A. Farensis,,Picking detritus from seabed.,['Hermit Crab'],5.0,1.8181818181818181,1.6292994723585927,2.269127121693995,1.9790939508967298,3.4545454545454546,2020-04-21,,,62
,male,sub_adult,A farensis,,Feeding on detritus in shallow water.,"['Mussel', 'Jellyfish', 'Sea Sponge', 'Snail', 'Barnacle']",5.0,2.6136363636363638,2.733884125494865,3.9459196650884905,2.7663518108665297,3.3636363636363638,2020-04-21,,,63
,male,adult,U. olhanensis,,Picking biofilm on submerged wood.,"['Barnacle', 'Sea Anemone']",7.0,3.1363636363636362,3.1308540144289534,4.460611919625579,3.4379358537513585,3.3636363636363638,2020-04-21,,,64
,female,sub_adult,A farensis,False,Escaping predator silhouette overhead.,['Polychaete Worm'],4.0,1.7817302066577054,1.9261965288050873,2.543415594173777,1.8939248662540842,3.5454545454545454,2020-04-21,,,65
,male,adult,A farensis,,Inspecting discarded crab shell.,['Sea Anemone'],8.0,1.2272727272727273,1.2507412709741248,1.6351199732037165,1.2804686996046275,3.4545454545454546,2020-04-21,,,66
,male,pre_puberty,u. olhanen.,,Exploring new territory.,['Snail'],5.0,1.1590909090909092,1.067792962810623,1.4912741618699221,1.2478373635786701,3.5454545454545454,2020-04-21,,,67
,male,pre_puberty,A farensis,,Resting in shaded rock crevice.,"['Small Fish', 'Sea Sponge']",3.0,1.0227272727272727,1.1133565064616335,1.5666041525757037,1.0942891096092857,3.3636363636363638,2020-04-21,,,68
,male,adult,A. Farensis,,Climbing seaweed stalks.,"['Sea Star', 'Algae', 'Small Fish']",9.0,1.0909090909090908,1.0879606475696602,1.3406489528731511,1.1095884333085069,3.4545454545454546,2020-04-21,,,69
,female,pre_puberty,A farensis,False,Struggling with entangled seaweed.,['Jellyfish'],8.0,0.6016175735690121,0.7470491171105476,1.079443632601189,0.6383357809942745,3.4545454545454546,2020-04-21,,,70
,male,pre_puberty,u. olhanen.,,Crab moving quickly across rocks.,['Jellyfish'],4.0,1.7727272727272727,1.6787486366985627,2.4081619644624355,1.7865571274852947,3.4545454545454546,2020-04-21,,,71
,female,sub_adult,Ucides alvorensis,False,Escaping from aggressive fish.,"['Jellyfish', 'Algae', 'Crab (Other Species)', 'Sea Sponge', 'Coral Fragment']",7.0,1.6486583425089527,1.6344756542739993,2.2253355946789,1.7008667986336747,3.3636363636363638,2020-04-21,,,72
,male,sub_adult,u. olhanen.,,Resting in shaded rock crevice.,"['Jellyfish', 'Snail', 'Mussel', 'Polychaete Worm']",7.0,0.9090909090909091,0.8088978149857511,0.9879799846994739,0.9637074424610085,3.3636363636363638,2020-04-21,,,73
,male,adult,U. olhanensis,,Climbing barnacle-covered surfaces.,"['Mussel', 'Coral Fragment', 'Shrimp', 'Hermit Crab']",7.0,1.6363636363636365,1.5550636957516821,2.0752431806923366,1.6655803428888147,3.3636363636363638,2020-04-21,,,74
,female,pre_puberty,u. olhanen.,False,Crab moving quickly across rocks.,"['Crab (Other Species)', 'Sea Star', 'Mussel']",8.0,1.1453745975442364,1.0235653860476797,1.3564427754492279,1.1492289933213602,3.4545454545454546,2020-04-21,,,75
,male,adult,A. Farensis,,Searching for mates at twilight.,"['Shrimp', 'Polychaete Worm', 'Jellyfish']",14.0,4.363636363636363,4.480246333559736,6.147990869022975,4.612606704012094,3.3636363636363638,2020-04-21,,,76
,male,pre_puberty,A. Farensis,,Scavenging near tidal pools.,"['Polychaete Worm', 'Shrimp', 'Small Fish', 'Sea Star', 'Barnacle']",7.0,1.0909090909090908,0.7912597543900884,1.033444893842079,1.128014987342314,3.3636363636363638,2020-04-21,,,77
,male,adult,u. olhanen.,,Searching for mates at twilight.,['Shrimp'],9.0,5.181818181818182,5.05965885694548,6.616666104042891,5.487738925804032,3.6363636363636362,2020-04-21,,,78
,female,juvenile,U. olhanensis,False,Retreating into burrow.,['Sea Star'],7.0,0.7746374902101724,1.0161041042260477,1.3085768707628875,0.8474865261854834,3.3636363636363638,2020-04-21,,,79
,male,sub_adult,u. olhanen.,True,Half buried in sand.,"['Snail', 'Coral Fragment', 'Crab (Other Species)']",6.0,3.8636363636363638,3.286768945828969,4.520559873041306,4.163799297874345,3.4545454545454546,2020-04-21,,,80
,female,sub_adult,A. Farensis,False,Claw snapping at diver.,['Sea Anemone'],6.0,1.4705076547401925,1.9648200319474218,2.408355123018421,1.4782373455045041,3.5454545454545454,2020-04-21,,,81
,male,juvenile,U. olhanensis,,Struggling with entangled seaweed.,"['Jellyfish', 'Small Fish', 'Sea Sponge', 'Sea Star']",7.0,1.0909090909090908,0.8258338205308854,1.1308733453269808,1.133791005997053,3.3636363636363638,2020-04-21,,,82
,-,sub_adult,A farensis,,Foraging among seagrass roots.,"['Sea Anemone', 'Mussel', 'Coral Fragment', 'Small Fish']",8.0,5.2272727272727275,4.613629927542065,5.805957832949411,5.589306465055058,3.6363636363636362,2020-04-21,,,83
,female,sub_adult,U. olhanensis,False,Half buried in sand.,"['Mussel', 'Snail', 'Crab (Other Species)', 'Sea Anemone']",4.0,1.1762721818168742,1.3149451099305012,1.7174336508969013,1.2196401799136753,3.5454545454545454,2020-04-21,,,84
,male,juvenile,A farensis,,Moving in groups.,"['Algae', 'Small Fish', 'Barnacle', 'Sea Anemone']",4.0,1.5909090909090908,1.5482000400778255,2.2337424603453893,1.6342046153904313,3.272727272727273,2020-04-21,,,85
,female,adult,U. olhanensis,False,Interacting with small fish nearby.,['Polychaete Worm'],5.0,0.3952996316715478,0.47933453439977053,0.6982355869147365,0.4191470299339212,3.3636363636363638,2020-04-21,,,86
,male,sub_adult,U. olhanensis,,Crab moving quickly across rocks.,"['Mussel', 'Jellyfish', 'Shrimp']",6.0,1.3636363636363635,1.4021895079777116,1.8377730287093377,1.4856771999988303,3.4545454545454546,2020-04-21,,,87
,male,sub_adult,U. olhanensis,,Guarding a small hole in sediment.,"['Sea Sponge', 'Barnacle', 'Small Fish']",7.0,3.6363636363636362,3.2426674543585507,4.082648769763238,3.8224338752351668,3.4545454545454546,2020-04-21,,,88
,male,sub_adult,A. Farensis,,Picking algae from rock surface.,['Sea Anemone'],9.0,3.0681818181818183,3.0797744754213907,4.218622546309209,3.077416696799882,3.5454545454545454,2020-04-21,,,89
,female,juvenile,U. olhanensis,False,Escaping from aggressive fish.,"['Hermit Crab', 'Snail', 'Sea Star']",4.0,0.26553917958538314,0.18670747020813366,0.24601138047188345,0.29012589296082847,3.272727272727273,2020-04-21,,,90
,female,sub_adult,A farensis,False,Scavenging near tidal pools.,"['Hermit Crab', 'Sea Anemone', 'Jellyfish', 'Crab (Other Species)', 'Barnacle']",3.0,1.6001254202814037,1.6000833858009456,2.065057926855463,1.6708221658353126,3.272727272727273,2020-04-21,,,91
,male,juvenile,U. olhanensis,,Burrowing into sandy sediment.,"['Algae', 'Mussel']",5.0,1.6818181818181819,2.220301905026094,3.3285989413291217,1.8499952521005687,3.4545454545454546,2020-04-21,,,92
,male,sub_adult,Ucides alvorensis,,Shaking claws after contact.,"['Barnacle', 'Algae']",8.0,1.1363636363636365,1.271822845817505,1.9033023560757087,1.156303848717275,3.4545454545454546,2020-04-21,,,93
,male,pre_puberty,u. olhanen.,,Crab moving quickly across rocks.,"['Barnacle', 'Sea Sponge', 'Sea Star', 'Small Fish']",3.0,1.9090909090909092,1.6039353906430962,2.115103000511946,1.9965822879845683,3.3636363636363638,2020-04-21,,,94
,male,adult,A. Farensis,,Retreating quickly from shadow.,['Shrimp'],7.0,2.4545454545454546,2.3765764640321243,3.270453366445381,2.66627209447551,3.5454545454545454,2020-04-21,,,95
,male,sub_adult,U. olhanensis,,Defensive posture when approached.,"['Coral Fragment', 'Sea Star', 'Polychaete Worm', 'Jellyfish', 'Algae']",7.0,2.6136363636363638,2.608459552272248,3.1545535124366135,2.6799155420302045,3.4545454545454546,2020-04-21,,,96
,female,pre_puberty,A farensis,False,Sideways walking along bay edge.,['Coral Fragment'],4.0,0.9184652875499069,0.7855019240109263,1.0898084734044804,0.9559223237382555,3.4545454545454546,2020-04-21,,,97
,female,sub_adult,U. olhanensis,False,Half buried in sand.,['Barnacle'],7.0,0.40889116922733487,0.5052829488751457,0.7230484030101569,0.4143493442347349,3.4545454545454546,2020-04-21,,,98
,male,juvenile,A. Farensis,,Territorial display against intruder.,"['Crab (Other Species)', 'Small Fish']",7.0,1.1363636363636365,1.0833630960199694,1.4252217791414363,1.2041337619411794,3.3636363636363638,2020-04-21,,,99
,male,sub_adult,u. olhanen.,True,Shaking claws after contact.,"['Coral Fragment', 'Barnacle', 'Small Fish', 'Jellyfish', 'Sea Urchin']",4.0,1.7045454545454546,1.8801142655941296,2.3615590570038894,1.817024364460626,3.3636363636363638,2020-04-21,,,100
,male,sub_adult,A. Farensis,,Hiding in sandy burrow.,['Hermit Crab'],7.0,2.0454545454545454,1.688583569201395,2.4265255566852115,2.1412971222267916,3.3636363636363638,2020-04-21,,,101
,male,sub_adult,A farensis,,Interacting with small fish nearby.,"['Sea Urchin', 'Coral Fragment', 'Snail', 'Shrimp']",6.0,1.5909090909090908,1.6618623585386751,2.3762635493007243,1.6857059062473707,3.1818181818181817,2020-04-21,,,102
,female,sub_adult,u. olhanen.,False,Territorial display against intruder.,"['Algae', 'Sea Sponge', 'Hermit Crab']",5.0,2.020298510914326,2.098994818468949,2.6148150619984714,2.1714665078318953,3.4545454545454546,2020-04-21,,,103
,male,pre_puberty,A farensis,,Stillness in cold water.,"['Small Fish', 'Sea Sponge', 'Shrimp', 'Mussel', 'Algae']",9.0,1.5,1.167979814119302,1.54873382895338,1.5466846145880717,3.5454545454545454,2020-04-21,,,104
,male,juvenile,A farensis,,Hiding in sandy burrow.,"['Mussel', 'Sea Star']",5.0,1.0,0.9294450944559866,1.2664807182839375,1.0604852965418268,3.3636363636363638,2020-04-21,,,105
,male,adult,A. Farensis,,Emerging cautiously from hiding.,"['Jellyfish', 'Shrimp', 'Coral Fragment', 'Crab (Other Species)']",6.0,4.2272727272727275,3.8956151356371764,5.810162672606153,4.269686195750827,3.6363636363636362,2020-04-21,,,106
,male,pre_puberty,U. olhanensis,,Mating behavior with antenna touching.,"['Barnacle', 'Small Fish', 'Hermit Crab', 'Algae']",7.0,1.8409090909090908,1.664658723607747,2.331525419517521,2.023912461424203,3.4545454545454546,2020-04-21,,,107
,nan,sub_adult,Ucides alvorensis,,Exchanging antenna taps.,"['Algae', 'Shrimp']",5.0,5.113636363636363,4.614486767670373,6.696529785288701,5.490923442361778,3.6363636363636362,2020-04-21,,,108
,female,pre_puberty,A. Farensis,False,Sitting still blending with environment.,"['Small Fish', 'Polychaete Worm']",6.0,0.8777389790216392,0.8198198180957639,1.1957683838725233,0.8966210474028884,3.5454545454545454,2020-04-21,,,109
,female,pre_puberty,U. olhanensis,False,Moving in groups.,['Jellyfish'],7.0,1.286610273016184,1.8025294123777278,2.645838421314844,1.415085022802912,3.4545454545454546,2020-04-21,,,110
,male,adult,A. Farensis,,Guarding a small hole in sediment.,"['Polychaete Worm', 'Snail', 'Sea Urchin']",6.0,1.2272727272727273,1.1195601302410696,1.3501875543247548,1.3464651538384407,3.3636363636363638,2020-04-21,,,111
,male,juvenile,u. olhanen.,,Swimming short distance to escape.,"['Barnacle', 'Crab (Other Species)']",6.0,0.5,0.5167078465013407,0.6530076475878098,0.5327764630381704,3.3636363636363638,2020-04-21,,,112
,female,adult,Ucides alvorensis,False,Vibrating antennae in water currents.,"['Sea Sponge', 'Sea Urchin']",8.0,3.5128245184327045,3.6851739114761206,4.813444359792643,3.733226321848625,3.5454545454545454,2020-04-21,,,113
,female,sub_adult,A farensis,False,Exchanging antenna taps.,"['Jellyfish', 'Crab (Other Species)', 'Small Fish', 'Coral Fragment', 'Hermit Crab']",7.0,1.7334360216151525,1.602088087974706,2.151986227191712,1.8150508071697138,3.4545454545454546,2020-04-21,,,114
,female,sub_adult,u. olhanen.,False,Claw waving directed at nearby crab.,"['Mussel', 'Sea Star', 'Polychaete Worm']",7.0,0.9459862758675414,1.149128864658019,1.6986038811572037,0.9819862241408923,3.3636363636363638,2020-04-21,,,115
,male,adult,A. Farensis,,Feeding on detritus in shallow water.,"['Sea Star', 'Sea Sponge', 'Crab (Other Species)', 'Snail']",6.0,6.2727272727272725,6.779695245628505,10.098260817027038,6.692630100594879,3.4545454545454546,2020-04-21,,,116
,male,sub_adult,u. olhanen.,,Picking biofilm on submerged wood.,['Polychaete Worm'],8.0,1.25,1.293714835466648,1.9017910359577728,1.2609302801707944,3.3636363636363638,2020-04-21,,,117
,male,juvenile,U. olhanensis,,Resting in shaded rock crevice.,"['Shrimp', 'Coral Fragment']",5.0,0.7272727272727273,0.9552770158875721,1.2730701447376591,0.7957126661342987,3.4545454545454546,2020-04-21,,,118
,female,pre_puberty,A. Farensis,False,Moving toward bait.,"['Shrimp', 'Snail', 'Sea Urchin', 'Sea Anemone']",7.0,0.505596250484519,0.4202554060108677,0.6239875589221655,0.5076450370176433,3.4545454545454546,2020-04-21,,,119
,N/R,adult,A farensis,True,Guarding eggs under abdominal flap.,"['Sea Urchin', 'Polychaete Worm', 'Mussel', 'Algae']",7.0,0.9545454545454546,1.0277521567260022,1.4796750704387422,0.9682520782295291,3.5454545454545454,2020-04-21,,,120
,male,sub_adult,A. Farensis,,Searching for food in tidal pools.,['Hermit Crab'],5.0,4.431818181818182,5.127869721650134,6.397192260435944,4.789912825438264,3.4545454545454546,2020-04-21,,,121
