species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,male,sub_adult,U. olhanensis,True,Hiding beneath rocks.,"['Hermit Crab', 'Mussel', 'Sea Sponge', 'Polychaete Worm', 'Coral Fragment']",7.0,1.9318181818181819,2.191690883346887,3.0748468240823255,1.9841568999663222,2.1818181818181817,2022-02-27,,,10
,female,juvenile,A farensis,False,Exploring new territory.,"['Sea Urchin', 'Sea Sponge']",9.0,0.9789220714971628,0.9005358789225334,1.1363246045942892,1.0000716209088731,2.3636363636363638,2022-02-27,,,11
,female,adult,A. Farensis,False,Moving toward warmer water pockets.,"['Sea Anemone', 'Sea Sponge', 'Sea Star', 'Barnacle']",6.0,3.657942895548486,3.442512782729516,4.430675757695207,3.942391500452303,2.4545454545454546,2022-02-27,,,12
,male,adult,A farensis,,Claw waving directed at nearby crab.,"['Sea Sponge', 'Sea Urchin', 'Sea Anemone', 'Algae', 'Coral Fragment']",9.0,5.045454545454546,5.208511773515772,6.816833972215238,5.133421685581224,2.3636363636363638,2022-02-27,,,13
,female,sub_adult,u. olhanen.,False,Moving toward bait.,"['Jellyfish', 'Coral Fragment', 'Hermit Crab']",5.0,2.6234199425459632,2.6725654949071647,3.472010836422359,2.6986750409172675,2.1818181818181817,2022-02-27,,,14
,female,sub_adult,U. olhanensis,False,Territorial display against intruder.,['Hermit Crab'],8.0,1.7866255820890518,2.018620162566456,2.893590520686398,1.8006854285609213,2.1818181818181817,2022-02-27,,,15
,female,sub_adult,A. Farensis,False,Emerging cautiously from hiding.,['Hermit Crab'],9.0,2.463603037413689,2.980822351345417,3.988011015213871,2.5586156039976418,2.3636363636363638,2022-02-27,,,16
,male,adult,U. olhanensis,,Claw waving directed at nearby crab.,"['Algae', 'Polychaete Worm']",6.0,6.0,5.503528868207131,8.080108962709774,6.4846935116066655,2.272727272727273,2022-02-27,,,17
,female,adult,u. olhanen.,False,Emerging cautiously from hiding.,"['Sea Anemone', 'Snail', 'Sea Urchin', 'Jellyfish']",6.0,3.6414428030259374,4.191933632522987,6.025520861432193,3.667565521709306,2.272727272727273,2022-02-27,,,18
,-,sub_adult,A farensis,,Camouflaging with surrounding mud.,"['Jellyfish', 'Shrimp', 'Polychaete Worm']",7.0,1.3636363636363635,1.2888650938311086,1.5584162904573637,1.4520657225605547,2.3636363636363638,2022-02-27,,,19
,female,adult,u. olhanen.,False,Defensive posture when approached.,"['Sea Sponge', 'Sea Star', 'Snail', 'Coral Fragment', 'Mussel']",8.0,2.560112219917161,2.320649584263154,3.0184986765427695,2.7766264215872827,2.272727272727273,2022-02-27,,,20
,female,juvenile,u. olhanen.,True,Resting in shaded rock crevice.,"['Hermit Crab', 'Sea Urchin', 'Sea Star', 'Mussel', 'Algae']",5.0,1.0281370661737255,1.1782505847365297,1.7474469511190847,1.0730861627516726,2.3636363636363638,2022-02-27,,,21
,female,juvenile,u. olhanen.,False,Sideways walking along bay edge.,"['Sea Urchin', 'Coral Fragment', 'Sea Star', 'Crab (Other Species)', 'Hermit Crab']",8.0,0.8966061054568744,0.9405385711069517,1.2457703214576439,0.9422334556770363,2.3636363636363638,2022-02-27,,,22
,male,sub_adult,U. olhanensis,,Escaping from aggressive fish.,"['Algae', 'Sea Urchin', 'Coral Fragment']",7.0,2.272727272727273,2.346171311091461,3.4388779196089785,2.281800418330109,2.1818181818181817,2022-02-27,,,23
,female,sub_adult,U. olhanensis,False,Moving sideways along sandy bottom.,"['Polychaete Worm', 'Jellyfish', 'Sea Star']",6.0,2.2750478077664593,2.2277094600016323,3.2172189050608924,2.296191080837524,2.3636363636363638,2022-02-27,,,24
,male or female,adult,u. olhanen.,,Hiding in sandy burrow.,"['Mussel', 'Barnacle', 'Small Fish', 'Algae']",5.0,3.6818181818181817,3.942484535228711,5.830548508403564,4.034842768931463,2.3636363636363638,2022-02-27,,,25
,male,adult,A farensis,,Resting under shell fragment.,"['Snail', 'Sea Star', 'Sea Sponge', 'Algae']",5.0,4.2272727272727275,4.577910799031285,6.155109947780622,4.46412260365856,2.272727272727273,2022-02-27,,,26
,male,sub_adult,U. olhanensis,,Waving claws rhythmically.,"['Crab (Other Species)', 'Coral Fragment', 'Algae']",6.0,3.0681818181818183,3.4929652945384224,5.192415707667634,3.1469783038358683,2.1818181818181817,2022-02-27,,,27
,male,adult,u. olhanen.,,Vibrating antennae in water currents.,"['Small Fish', 'Sea Urchin', 'Algae', 'Sea Star']",7.0,2.727272727272727,2.807446855233939,4.123958780304308,2.904578009453683,2.3636363636363638,2022-02-27,,,28
,female,pre_puberty,A farensis,False,Picking algae from rock surface.,['Shrimp'],8.0,0.7501295688611624,0.852434932981652,1.2691658977368263,0.8123467699286278,2.1818181818181817,2022-02-27,,,29
,male,pre_puberty,U. olhanensis,True,Feeding on small mollusks.,"['Sea Sponge', 'Shrimp', 'Sea Star', 'Barnacle', 'Crab (Other Species)']",8.0,3.409090909090909,4.354368806665092,5.3866641700014375,3.723212020373826,2.272727272727273,2022-02-27,,,30
,male,adult,u. olhanen.,,Rapid claw movement while feeding.,"['Shrimp', 'Polychaete Worm', 'Hermit Crab']",8.0,2.1818181818181817,2.2237595697348045,3.216477829811615,2.2967535278042543,2.1818181818181817,2022-02-27,,,31
,male,adult,A farensis,,Climbing seaweed stalks.,"['Algae', 'Coral Fragment']",7.0,2.4545454545454546,2.4700797911441352,3.0279232716253386,2.456496079913448,2.3636363636363638,2022-02-27,,,32
,female,adult,A. Farensis,False,Crab moving quickly across rocks.,"['Jellyfish', 'Sea Sponge', 'Snail']",3.0,4.469141217954182,5.386999422282968,7.910732877742155,4.5904524917988745,2.272727272727273,2022-02-27,,,33
,male,pre_puberty,u. olhanen.,,Escaping from aggressive fish.,"['Small Fish', 'Jellyfish', 'Polychaete Worm']",8.0,1.7727272727272727,1.743348869812057,2.120204393464273,1.8134219769266353,2.1818181818181817,2022-02-27,,,34
,female,sub_adult,u. olhanen.,False,Escaping predator silhouette overhead.,['Sea Sponge'],8.0,4.03846348305528,4.501599643602932,6.545508895167219,4.342697991316644,2.272727272727273,2022-02-27,,,35
,female,juvenile,u. olhanen.,False,Interacting with small fish nearby.,"['Shrimp', 'Hermit Crab']",7.0,0.3782808218090468,0.32723525484785543,0.4260456072294432,0.38659397026564224,2.4545454545454546,2022-02-27,,,36
,female,pre_puberty,Ucides alvorensis,True,Hiding beneath rocks.,"['Crab (Other Species)', 'Shrimp', 'Sea Star', 'Algae']",4.0,2.060439178383301,2.090512280124511,2.8440151874545694,2.2021755782147334,2.3636363636363638,2022-02-27,,,37
,male,pre_puberty,A. Farensis,,Escaping from aggressive fish.,"['Hermit Crab', 'Polychaete Worm']",6.0,2.7954545454545454,2.070155631552423,2.5736963021665447,2.977370361126864,2.272727272727273,2022-02-27,,,38
,female,sub_adult,U. olhanensis,False,Interacting with small fish nearby.,"['Barnacle', 'Sea Anemone', 'Polychaete Worm', 'Snail']",6.0,1.7894706505408413,1.702014964237356,2.40877739098035,1.8628863567452354,2.272727272727273,2022-02-27,,,39
,male,adult,U. olhanensis,True,Foraging among seagrass roots.,"['Crab (Other Species)', 'Small Fish', 'Algae']",5.0,1.9090909090909092,2.0748602273158605,2.6251457129722913,2.00003618345982,2.090909090909091,2022-02-27,,,40
,male,pre_puberty,A farensis,,Claw snapping at diver.,"['Polychaete Worm', 'Snail']",7.0,2.727272727272727,2.4717154920670805,3.319919644260254,2.8486799122237283,2.272727272727273,2022-02-27,,,41
,female,adult,U. olhanensis,False,Dragging shell fragment backward.,['Barnacle'],6.0,2.005634274062557,1.9126206352039794,2.3117953754702167,2.114395817216473,2.272727272727273,2022-02-27,,,42
,female,juvenile,A. Farensis,False,Climbing barnacle-covered surfaces.,['Small Fish'],5.0,1.0136793953251093,0.874770080079303,1.1122318008582992,1.0904068811311491,2.3636363636363638,2022-02-27,,,43
,male,juvenile,U. olhanensis,,Sitting still blending with environment.,"['Polychaete Worm', 'Algae']",3.0,2.8636363636363638,3.6241483650813278,5.251399285592899,3.1430658805154454,2.3636363636363638,2022-02-27,,,44
,male,adult,A farensis,,Retreating into burrow.,"['Hermit Crab', 'Barnacle']",6.0,3.1363636363636362,3.148279253182373,4.66030760070387,3.1875849111229515,2.3636363636363638,2022-02-27,,,45
,female,sub_adult,Ucides alvorensis,False,Rapid crossing of open sand.,"['Hermit Crab', 'Snail']",3.0,3.6477995635839475,3.819366269596864,4.829803820328913,3.749960744907114,2.272727272727273,2022-02-27,,,46
,female,sub_adult,U. olhanensis,False,Displaying dominance by lifting body.,"['Polychaete Worm', 'Barnacle', 'Mussel', 'Algae']",7.0,3.7051785992612096,3.6012836444772756,5.094328401055626,3.8847238398924584,2.1818181818181817,2022-02-27,,,47
,male,adult,U. olhanensis,,Pausing frequently during exploration.,['Snail'],3.0,6.136363636363637,6.130359432121915,8.365074915048737,6.733529415980181,2.3636363636363638,2022-02-27,,,48
,male,adult,U. olhanensis,,Claw waving directed at nearby crab.,"['Polychaete Worm', 'Sea Sponge']",4.0,1.2272727272727273,1.3118256061643618,1.7771438352207107,1.2634496126041628,2.4545454545454546,2022-02-27,,,49
,male,pre_puberty,U. olhanensis,True,Climbing seaweed stalks.,"['Hermit Crab', 'Snail', 'Coral Fragment']",8.0,1.2954545454545454,1.1201102747195053,1.3676346072025518,1.305398728358357,2.272727272727273,2022-02-27,,,50
,male,sub_adult,u. olhanen.,,Using claws to dig into sediment.,"['Shrimp', 'Small Fish']",7.0,1.9318181818181819,1.667219523935416,2.0309258333733045,2.0478999718800694,2.272727272727273,2022-02-27,,,51
,female,sub_adult,U. olhanensis,False,Claw waving directed at nearby crab.,['Algae'],10.0,3.127063281656916,3.2762522116994037,4.365966708622566,3.388022168908073,2.1818181818181817,2022-02-27,,,52
,male,adult,A farensis,,Escaping from aggressive fish.,"['Sea Sponge', 'Sea Anemone']",8.0,4.090909090909091,4.118967101082747,5.64890674772188,4.204826923315536,2.3636363636363638,2022-02-27,,,53
,male,adult,A farensis,,Exchanging antenna taps.,"['Coral Fragment', 'Algae', 'Sea Star', 'Sea Anemone']",7.0,8.045454545454545,8.162754953672502,10.66045542712043,8.482342094627427,2.3636363636363638,2022-02-27,,,54
,female,pre_puberty,A. Farensis,False,Using claws to dig into sediment.,"['Snail', 'Barnacle', 'Coral Fragment', 'Polychaete Worm', 'Sea Urchin']",9.0,1.2041374926984052,1.4503614749281253,2.1249853452860474,1.2449940672799331,2.1818181818181817,2022-02-27,,,55
,male,sub_adult,U. olhanensis,,Swimming short distance to escape.,['Coral Fragment'],5.0,3.6363636363636362,3.1711005364185882,4.588772424599767,3.8623484281175653,2.272727272727273,2022-02-27,,,56
,male or female,adult,U. olhanensis,,Pausing frequently during exploration.,"['Sea Anemone', 'Polychaete Worm', 'Hermit Crab', 'Jellyfish', 'Shrimp']",3.0,3.409090909090909,3.4294255038682295,4.726655150484962,3.4344239341146685,2.272727272727273,2022-02-27,,,57
,female,sub_adult,A farensis,True,Picking algae from rock surface.,['Polychaete Worm'],6.0,2.668840287010995,3.243060759886919,4.433202680644202,2.690355248835641,2.4545454545454546,2022-02-27,,,58
,female,adult,U. olhanensis,False,Crab moving quickly across rocks.,"['Crab (Other Species)', 'Small Fish']",5.0,6.459080022197526,5.799082261932336,8.079927324364112,6.844060119643081,2.3636363636363638,2022-02-27,,,59
,female,adult,u. olhanen.,False,Displaying dominance by lifting body.,['Sea Urchin'],8.0,3.5792845353434646,3.772227309059516,5.616508381841396,3.834100062943651,2.1818181818181817,2022-02-27,,,60
,male,adult,u. olhanen.,,Feeding on small crustaceans.,"['Algae', 'Snail', 'Sea Anemone', 'Hermit Crab']",4.0,6.0,5.516357169709892,7.653183932884414,6.224278098263803,2.3636363636363638,2022-02-27,,,61
,female,adult,u. olhanen.,False,Interacting with small fish nearby.,['Coral Fragment'],5.0,4.1722548491061024,3.849969064725407,5.375471603438722,4.301804812355802,2.5454545454545454,2022-02-27,,,62
,female,adult,A. Farensis,False,Hiding beneath rocks.,"['Jellyfish', 'Crab (Other Species)', 'Barnacle', 'Sea Urchin']",8.0,2.3107109181753582,2.691451672987048,3.5916250464883883,2.4621487785008056,2.3636363636363638,2022-02-27,,,63
,female,adult,A farensis,True,Rapid crossing of open sand.,"['Barnacle', 'Crab (Other Species)', 'Coral Fragment']",5.0,6.437359676182333,6.523370503201855,8.358799709347087,7.07728095012634,2.1818181818181817,2022-02-27,,,64
,male,juvenile,u. olhanen.,,Using claws to dig into sediment.,['Polychaete Worm'],6.0,1.5909090909090908,1.8135091316683096,2.345842593820954,1.6527377596000614,2.272727272727273,2022-02-27,,,65
,female,pre_puberty,U. olhanensis,False,Sitting still blending with environment.,['Sea Star'],9.0,2.1419353404027044,2.712767461796799,3.582717799512285,2.190922986079288,2.1818181818181817,2022-02-27,,,66
,male,pre_puberty,U. olhanensis,,Feeding on detritus in shallow water.,"['Jellyfish', 'Barnacle']",8.0,1.9090909090909092,1.8738422410030238,2.415185070456833,2.0961858456623066,2.4545454545454546,2022-02-27,,,67
,female,adult,A. Farensis,False,Pausing frequently during exploration.,"['Shrimp', 'Jellyfish', 'Small Fish']",5.0,2.9914781034172027,3.488144468182704,4.82636912513376,3.23575601183974,2.090909090909091,2022-02-27,,,68
,female,adult,u. olhanen.,False,Moving toward warmer water pockets.,['Sea Anemone'],6.0,1.7413604390789053,1.756538417554648,2.115213884349386,1.89983488430318,2.272727272727273,2022-02-27,,,69
,male or female,juvenile,Ucides alvorensis,True,Feeding on small mollusks.,"['Polychaete Worm', 'Sea Urchin', 'Mussel', 'Barnacle', 'Crab (Other Species)']",4.0,1.0454545454545454,1.2425154969045356,1.661084373425475,1.0486012921164822,2.272727272727273,2022-02-27,,,70
,male,juvenile,Ucides alvorensis,,Claw snapping at diver.,"['Hermit Crab', 'Sea Sponge', 'Coral Fragment']",8.0,1.2727272727272727,1.0304148231185237,1.436467136754718,1.3612101012782403,2.3636363636363638,2022-02-27,,,71
,female,sub_adult,u. olhanen.,False,Moving toward warmer water pockets.,"['Sea Star', 'Sea Urchin', 'Mussel']",6.0,5.0224531010229985,5.4535589593285625,6.748750902781989,5.335828455163031,2.272727272727273,2022-02-27,,,72
,male,adult,u. olhanen.,,Claw snapping at diver.,['Coral Fragment'],5.0,3.9545454545454546,4.342233101362217,5.795395706991505,4.145479786525626,2.1818181818181817,2022-02-27,,,73
,female,pre_puberty,U. olhanensis,False,Inspecting discarded crab shell.,"['Jellyfish', 'Hermit Crab']",9.0,2.7310497962868197,3.4381779101430636,4.863085345545028,2.7563763723458887,2.3636363636363638,2022-02-27,,,74
,male,sub_adult,A farensis,,Moving in groups.,"['Snail', 'Sea Sponge', 'Sea Anemone', 'Barnacle', 'Hermit Crab']",8.0,6.363636363636363,6.957919168692723,8.633988734914496,6.776100592092653,2.1818181818181817,2022-02-27,,,75
,male,sub_adult,u. olhanen.,,Escaping from aggressive fish.,"['Snail', 'Barnacle', 'Hermit Crab']",8.0,3.8636363636363638,4.156200199086751,5.544157733144536,4.155436317577537,2.3636363636363638,2022-02-27,,,76
,female,sub_adult,u. olhanen.,False,Hiding under floating debris.,['Algae'],6.0,2.5442670224120927,2.731817606966605,3.292043635294685,2.7581960176452296,2.272727272727273,2022-02-27,,,77
,male,juvenile,U. olhanensis,,Defensive posture when approached.,"['Hermit Crab', 'Crab (Other Species)', 'Sea Sponge']",5.0,0.5909090909090909,0.4044643613885018,0.563384996338998,0.6269320881182746,2.272727272727273,2022-02-27,,,78
,male,sub_adult,U. olhanensis,,Feeding on detritus in shallow water.,['Hermit Crab'],9.0,1.8181818181818181,1.9583785591019451,2.377803601549556,1.9115360104545571,2.5454545454545454,2022-02-27,,,79
,male,adult,U. olhanensis,True,Stillness in cold water.,['Jellyfish'],8.0,4.5,4.195818154158806,6.006551272437194,4.725197673496468,2.3636363636363638,2022-02-27,,,80
,female,juvenile,A farensis,False,Hiding in sandy burrow.,"['Jellyfish', 'Shrimp', 'Hermit Crab', 'Crab (Other Species)', 'Mussel']",11.0,0.6237917604039354,0.5320458696710488,0.688378976047689,0.6857325730977156,2.1818181818181817,2022-02-27,,,81
,female,sub_adult,u. olhanen.,False,Claw waving directed at nearby crab.,"['Mussel', 'Shrimp', 'Polychaete Worm', 'Barnacle']",5.0,3.0978878656332154,3.7098000944777243,5.389979489227443,3.3399071089665195,2.272727272727273,2022-02-27,,,82
,female,pre_puberty,Ucides alvorensis,False,Social contact with other crabs.,"['Coral Fragment', 'Small Fish', 'Sea Sponge', 'Sea Anemone']",9.0,1.645387212285327,1.6295774137144472,2.0675683766080692,1.8086292374741255,2.1818181818181817,2022-02-27,,,83
,male,sub_adult,U. olhanensis,,Retreating quickly from shadow.,"['Coral Fragment', 'Polychaete Worm', 'Mussel', 'Barnacle']",7.0,4.090909090909091,4.51116905216587,6.080195015730007,4.178339845234387,2.272727272727273,2022-02-27,,,84
,female,pre_puberty,A. Farensis,False,Emerging cautiously from hiding.,"['Sea Star', 'Polychaete Worm', 'Crab (Other Species)']",7.0,1.6748262814932575,2.0065109761048556,2.7720240348941676,1.8160516473178943,2.1818181818181817,2022-02-27,,,85
,male,adult,A farensis,,Guarding eggs under abdominal flap.,"['Sea Star', 'Polychaete Worm', 'Algae']",7.0,5.045454545454546,4.62140731419524,5.908441410301632,5.511838637652898,2.3636363636363638,2022-02-27,,,86
,female,pre_puberty,u. olhanen.,False,Crab moving quickly across rocks.,"['Hermit Crab', 'Small Fish', 'Sea Star']",9.0,2.2175002859048525,2.140877030351585,2.663384080904955,2.2199432727129533,2.1818181818181817,2022-02-27,,,87
,female,adult,u. olhanen.,False,Foraging among seagrass roots.,"['Sea Anemone', 'Snail', 'Small Fish', 'Coral Fragment']",4.0,5.590413149543906,5.234922311992253,6.8446743177068505,5.805199494354087,2.1818181818181817,2022-02-27,,,88
,female,adult,A. Farensis,False,Mating behavior with antenna touching.,"['Sea Star', 'Sea Anemone', 'Small Fish']",4.0,4.88688915838454,5.88565260118518,8.620306639541825,4.996164536421812,2.1818181818181817,2022-02-27,,,89
,male,adult,u. olhanen.,True,Emerging cautiously from hiding.,"['Coral Fragment', 'Barnacle', 'Algae', 'Sea Urchin', 'Hermit Crab']",9.0,3.1363636363636362,3.1506607256174446,4.404809063760691,3.3134578981932874,2.1818181818181817,2022-02-27,,,90
,male,pre_puberty,A farensis,,Hiding under floating debris.,"['Polychaete Worm', 'Algae', 'Barnacle']",4.0,4.568181818181818,4.188797452847172,5.447603043334848,4.979594552746534,2.3636363636363638,2022-02-27,,,91
,female,sub_adult,U. olhanensis,False,Half buried in sand.,"['Algae', 'Sea Sponge', 'Sea Star', 'Sea Anemone']",6.0,2.554961212456438,2.817406862683727,3.8243274634742943,2.615864013695307,2.1818181818181817,2022-02-27,,,92
,male,adult,A. Farensis,,Escaping from aggressive fish.,"['Sea Anemone', 'Shrimp', 'Small Fish']",8.0,3.0,2.8551454359000026,3.9736395840656344,3.1024922791025564,2.1818181818181817,2022-02-27,,,93
,female,sub_adult,Ucides alvorensis,False,Hiding under seagrass blades.,"['Algae', 'Mussel']",5.0,2.808901962219807,2.6693477609391167,3.333957881244414,3.0467964296014576,2.272727272727273,2022-02-27,,,94
,male,adult,u. olhanen.,,Feeding on small crustaceans.,"['Coral Fragment', 'Jellyfish']",9.0,2.8636363636363638,2.991285330996223,4.091505207764366,3.1069996227386354,2.272727272727273,2022-02-27,,,95
,female,adult,U. olhanensis,False,Hiding under seagrass blades.,"['Snail', 'Shrimp', 'Coral Fragment']",6.0,2.7421373208242406,2.891151919367226,3.7556484685593476,3.007610179169984,2.272727272727273,2022-02-27,,,96
,female,adult,U. olhanensis,False,Searching for food in tidal pools.,"['Mussel', 'Jellyfish']",5.0,1.7641010850266126,1.7093876087862412,2.318265710158116,1.898286729827908,2.1818181818181817,2022-02-27,,,97
,female,juvenile,u. olhanen.,False,Camouflaging with surrounding mud.,['Sea Urchin'],9.0,1.8788244104588059,1.5281862201850702,1.8703442526831398,1.9930917852170646,2.1818181818181817,2022-02-27,,,98
,male,sub_adult,U. olhanensis,,Rapid crossing of open sand.,"['Shrimp', 'Small Fish']",7.0,3.522727272727273,3.654638857909053,5.107958748363962,3.6323268780382163,2.3636363636363638,2022-02-27,,,99
,male,sub_adult,A. Farensis,True,Mating behavior with antenna touching.,"['Coral Fragment', 'Crab (Other Species)', 'Sea Sponge', 'Barnacle']",8.0,5.681818181818182,4.89575141778854,6.647719175578161,5.885064640748426,2.3636363636363638,2022-02-27,,,100
,female,pre_puberty,A farensis,False,Picking algae from rock surface.,['Hermit Crab'],6.0,2.358097481680819,1.9541349923399627,2.4318872502819384,2.5448441123210817,2.3636363636363638,2022-02-27,,,101
, ,juvenile,A farensis,,Climbing vertical rock face.,"['Polychaete Worm', 'Coral Fragment', 'Hermit Crab', 'Shrimp']",4.0,3.1818181818181817,2.5901692575065485,3.3453886960447266,3.4840232231450528,2.272727272727273,2022-02-27,,,102
,female,sub_adult,U. olhanensis,False,Camouflaging with surrounding mud.,['Polychaete Worm'],5.0,3.2879086050371744,3.396801990428581,4.408331225756812,3.536066677492379,2.272727272727273,2022-02-27,,,103
,male,juvenile,u. olhanen.,,Climbing algae-covered rocks.,"['Sea Anemone', 'Mussel', 'Crab (Other Species)', 'Small Fish', 'Jellyfish']",5.0,1.5454545454545454,1.9416511381917443,2.6331624410631407,1.5664178221846548,2.272727272727273,2022-02-27,,,104
,female,juvenile,U. olhanensis,False,Vibrating antennae in water currents.,"['Sea Sponge', 'Barnacle']",6.0,1.3444332290120826,1.2360242191359991,1.6910197227571844,1.3576154967311131,2.272727272727273,2022-02-27,,,105
,female,sub_adult,u. olhanen.,False,Climbing vertical rock face.,"['Sea Urchin', 'Jellyfish', 'Sea Anemone']",8.0,1.1361371625877517,0.904692473124425,1.1963126841444502,1.1564580270395841,2.3636363636363638,2022-02-27,,,106
,female,sub_adult,U. olhanensis,False,Burrowing into sandy sediment.,"['Sea Sponge', 'Polychaete Worm', 'Snail', 'Mussel']",6.0,3.983617008036073,3.1936507329203168,4.300912243286094,4.072751184563154,2.272727272727273,2022-02-27,,,107
,male,sub_adult,A. Farensis,,Climbing barnacle-covered surfaces.,"['Mussel', 'Crab (Other Species)', 'Sea Anemone', 'Sea Sponge', 'Hermit Crab']",5.0,3.1818181818181817,2.781085808260725,3.458821359666989,3.220238020632709,2.4545454545454546,2022-02-27,,,108
,female,adult,U. olhanensis,False,Interaction with hermit crabs.,"['Hermit Crab', 'Jellyfish', 'Polychaete Worm']",10.0,3.434742292403456,3.2506959274574,4.480719572748854,3.460405097163249,2.3636363636363638,2022-02-27,,,109
,female,adult,U. olhanensis,False,Feeding on small crustaceans.,"['Hermit Crab', 'Shrimp', 'Snail', 'Sea Urchin', 'Barnacle']",4.0,2.4886643735589655,2.4168696199565236,3.6182244964750763,2.5197055489724143,2.272727272727273,2022-02-27,,,110
,male,sub_adult,Ucides alvorensis,,Foraging among seagrass roots.,['Sea Urchin'],9.0,4.431818181818182,5.162613157715298,6.836557670050312,4.756481826246,2.3636363636363638,2022-02-27,,,111
,male or female,sub_adult,u. olhanen.,,Escaping from aggressive fish.,"['Sea Anemone', 'Small Fish', 'Barnacle', 'Coral Fragment', 'Hermit Crab']",8.0,4.090909090909091,3.392497576565377,4.776903707203585,4.1486798078676035,2.272727272727273,2022-02-27,,,112
,female,juvenile,u. olhanen.,False,Rapid claw movement while feeding.,"['Small Fish', 'Jellyfish', 'Polychaete Worm']",7.0,0.5072053229675025,0.4651117674956937,0.6696417462086203,0.5564032476590981,2.272727272727273,2022-02-27,,,113
,male,adult,A farensis,,Escaping predator silhouette overhead.,"['Hermit Crab', 'Sea Star', 'Sea Urchin']",4.0,5.045454545454546,5.454234723163823,7.504198741755515,5.544772641096661,2.3636363636363638,2022-02-27,,,114
,-,sub_adult,A farensis,,Mating behavior with antenna touching.,"['Jellyfish', 'Crab (Other Species)', 'Hermit Crab', 'Coral Fragment']",3.0,4.431818181818182,5.247341752882872,7.054615173897008,4.542579351631226,2.3636363636363638,2022-02-27,,,115
,female,adult,U. olhanensis,False,Climbing barnacle-covered surfaces.,['Hermit Crab'],2.0,3.5263855505558,3.5611366271918485,5.016332214764385,3.835856966915529,2.090909090909091,2022-02-27,,,116
,female,pre_puberty,U. olhanensis,False,Waving claws rhythmically.,['Sea Urchin'],7.0,1.7916222585054002,1.4082466320549676,1.8830624767727207,1.8677027820053267,2.1818181818181817,2022-02-27,,,117
,male,pre_puberty,U. olhanensis,,Claw snapping in competition.,"['Crab (Other Species)', 'Sea Star', 'Small Fish']",9.0,2.0454545454545454,1.6098086073297608,2.2777603220323246,2.0477730184982055,2.272727272727273,2022-02-27,,,118
,female,adult,A. Farensis,False,Resting in shaded rock crevice.,"['Sea Urchin', 'Shrimp', 'Coral Fragment', 'Mussel']",6.0,6.328705005083841,5.837644290848337,7.747866289546696,6.579883229748228,2.1818181818181817,2022-02-27,,,119
,male,adult,U. olhanensis,True,Territorial display against intruder.,"['Small Fish', 'Sea Star']",7.0,2.4545454545454546,2.394206752646514,2.9461485617574636,2.5930809279328084,2.3636363636363638,2022-02-27,,,120
