,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
40,A farensis,female,adult,False,Scavenging near tidal pools.,"['Small Fish', 'Sea Urchin', 'Snail', 'Sea Star', 'Hermit Crab']",4.0,3.8508791111467975,4.060969932941623,5.402857350851888,4.119345656219438,2.272727272727273,2022-03-04,,,40
41,u. olhanen.,female,adult,False,Camouflaging with surrounding mud.,"['Sea Sponge', 'Small Fish', 'Algae', 'Snail', 'Polychaete Worm']",6.0,1.6253570894156262,1.9496406688621937,2.8888677824175306,1.7789143105513263,2.272727272727273,2022-03-04,,,41
42,U. olhanensis,female,pre_puberty,False,Moving sideways along sandy bottom.,"['Mussel', 'Hermit Crab', 'Sea Sponge']",8.0,2.93247411770199,3.401446656658528,4.97916235119882,2.9990473163606945,2.1818181818181817,2022-03-04,,,42
43,Ucides alvorensis,female,sub_adult,False,Escaping from aggressive fish.,"['Shrimp', 'Hermit Crab', 'Sea Anemone']",8.0,3.8292884324679375,3.5958168959812524,5.230951908450634,3.843968329629647,2.4545454545454546,2022-03-04,,,43
44,u. olhanen.,male,sub_adult,,Rapid claw movement while feeding.,['Crab (Other Species)'],4.0,3.977272727272727,4.267390543448722,5.899878686717185,4.308253749546863,2.272727272727273,2022-03-04,,,44
45,u. olhanen.,male,adult,,Climbing onto submerged logs.,"['Polychaete Worm', 'Sea Sponge', 'Sea Urchin', 'Barnacle']",8.0,3.9545454545454546,4.09275542706585,5.917560942089094,4.003518625704293,2.090909090909091,2022-03-04,,,45
46,A. Farensis,male,adult,,Feeding on small crustaceans.,"['Crab (Other Species)', 'Hermit Crab', 'Barnacle', 'Shrimp', 'Jellyfish']",8.0,3.5454545454545454,3.6478185464438124,5.323812418600437,3.626442920124539,2.3636363636363638,2022-03-04,,,46
47,U. olhanensis, ,pre_puberty,,Dragging shell fragment backward.,"['Small Fish', 'Snail', 'Coral Fragment', 'Mussel']",3.0,2.522727272727273,3.0658300424667733,3.7606055598496906,2.542285336083602,2.4545454545454546,2022-03-04,,,47
48,U. olhanensis,female,sub_adult,False,Swimming short distance to escape.,"['Sea Star', 'Crab (Other Species)', 'Small Fish', 'Shrimp']",4.0,1.4849419474959098,1.240545708516565,1.635859234544168,1.4895230528108838,2.1818181818181817,2022-03-04,,,48
49,U. olhanensis,female,sub_adult,False,Guarding eggs under abdominal flap.,"['Snail', 'Coral Fragment']",5.0,4.595727243637296,4.648315849291,5.642127574957225,4.627473777408881,2.090909090909091,2022-03-04,,,49
50,Ucides alvorensis,female,sub_adult,True,Guarding eggs under abdominal flap.,"['Barnacle', 'Jellyfish', 'Algae', 'Sea Sponge', 'Coral Fragment']",5.0,3.3735933224943717,3.3266276957552576,4.756511561735019,3.550236856394109,2.272727272727273,2022-03-04,,,50
51,A farensis,male,adult,,Climbing vertical rock face.,"['Sea Anemone', 'Shrimp']",4.0,2.8636363636363638,2.6438002552278927,3.7940160277998576,2.999625328183912,2.3636363636363638,2022-03-04,,,51
52,u. olhanen.,female,sub_adult,True,Climbing barnacle-covered surfaces.,"['Jellyfish', 'Sea Sponge', 'Sea Urchin', 'Coral Fragment']",5.0,1.9552728945474285,1.7723476198588046,2.6103258430024585,2.09166936371879,2.1818181818181817,2022-03-04,,,52
53,Ucides alvorensis,male or female,sub_adult,,Stillness in cold water.,['Snail'],9.0,6.136363636363637,5.206072697234095,6.35496338701601,6.481899100814821,2.1818181818181817,2022-03-04,,,53
54,U. olhanensis,female,juvenile,False,Stillness in cold water.,"['Sea Urchin', 'Sea Sponge', 'Polychaete Worm']",4.0,1.8181328818096283,2.5280805703033153,3.6725793773044413,1.98095916748031,2.1818181818181817,2022-03-04,,,54
55,u. olhanen.,male,sub_adult,,Color changes during molting.,"['Sea Sponge', 'Sea Star', 'Polychaete Worm', 'Mussel', 'Sea Urchin']",4.0,3.2954545454545454,3.7717243432581995,4.736774053303569,3.5523926365541296,2.1818181818181817,2022-03-04,,,55
56,u. olhanen.,male,adult,,Retreating into burrow.,['Sea Sponge'],7.0,4.090909090909091,3.844264435959808,5.002790532308008,4.222138611206509,2.272727272727273,2022-03-04,,,56
57,A farensis,female,adult,False,Feeding on small mollusks.,['Barnacle'],4.0,0.7100038735353835,0.8492741094625953,1.0970303872519447,0.7470283937653233,2.272727272727273,2022-03-04,,,57
58,A. Farensis,male,juvenile,,Climbing algae-covered rocks.,"['Sea Sponge', 'Algae', 'Snail']",8.0,1.5,1.537886295243152,1.9716990571646902,1.5423317179617546,2.272727272727273,2022-03-04,,,58
59,A farensis,female,sub_adult,False,Mating behavior with antenna touching.,"['Sea Sponge', 'Sea Star', 'Mussel']",6.0,2.735477174077971,3.422700488567192,4.7799627549732415,2.7596686277717537,2.0,2022-03-04,,,59
60,A. Farensis,male,adult,True,Climbing algae-covered rocks.,"['Sea Anemone', 'Polychaete Worm', 'Barnacle']",9.0,4.363636363636363,4.724086496031035,6.857116834242363,4.612746998186634,2.1818181818181817,2022-03-04,,,60
61,u. olhanen.,male,sub_adult,,Picking detritus from seabed.,"['Mussel', 'Coral Fragment', 'Sea Sponge']",7.0,1.9318181818181819,2.11708256067022,2.652626627808213,1.992393500032778,2.272727272727273,2022-03-04,,,61
62,u. olhanen.,female,sub_adult,False,Emerging cautiously from hiding.,['Shrimp'],5.0,5.1510041754149345,5.7974762749834206,7.920750204345478,5.350838037208188,2.090909090909091,2022-03-04,,,62
63,u. olhanen.,male,sub_adult,,Climbing submerged rocks.,['Jellyfish'],6.0,6.4772727272727275,7.752120006206415,10.114719709245882,6.664637319838116,2.1818181818181817,2022-03-04,,,63
64,u. olhanen.,female,juvenile,False,Feeding on small mollusks.,['Mussel'],7.0,0.31496403176034354,0.28486468642736823,0.4132164898879154,0.3434888306830887,2.3636363636363638,2022-03-04,,,64
65,A farensis,female,sub_adult,False,Claw snapping at diver.,"['Hermit Crab', 'Coral Fragment', 'Shrimp', 'Sea Anemone']",5.0,2.3804124709063994,2.655007339726268,3.8110763657874513,2.556487339419973,2.272727272727273,2022-03-04,,,65
66,A. Farensis,male,adult,,Scavenging near tidal pools.,"['Small Fish', 'Algae', 'Snail']",7.0,12.272727272727273,11.327789220350498,14.413258057359913,12.558191155982202,2.4545454545454546,2022-03-04,,,66
67,u. olhanen.,male,sub_adult,,Climbing vertical rock face.,"['Algae', 'Sea Anemone', 'Sea Urchin']",5.0,1.9318181818181819,2.2783461739724102,3.2921651349650958,1.9518951909085516,2.3636363636363638,2022-03-04,,,67
68,u. olhanen.,female,juvenile,True,Claw snapping at diver.,"['Sea Star', 'Barnacle']",7.0,2.6121598613758876,2.5506183724170937,3.7549549635294937,2.7693993058278172,2.272727272727273,2022-03-04,,,68
69,A farensis,female,sub_adult,False,Claw waving directed at nearby crab.,"['Hermit Crab', 'Sea Sponge', 'Coral Fragment']",6.0,2.187986554528308,2.80470630256769,4.130175802709402,2.3042160023447305,2.090909090909091,2022-03-04,,,69
70,u. olhanen.,female,sub_adult,False,Claw snapping at diver.,"['Sea Star', 'Hermit Crab', 'Polychaete Worm', 'Small Fish', 'Jellyfish']",5.0,4.251982365897846,5.426756753268854,8.056471941183572,4.470278842898015,2.272727272727273,2022-03-04,,,70
71,A. Farensis,male,adult,,Using claws to dig into sediment.,"['Sea Urchin', 'Polychaete Worm', 'Small Fish']",6.0,4.5,4.583627186931849,5.805668556414845,4.883747040311337,2.1818181818181817,2022-03-04,,,71
72,u. olhanen.,female,sub_adult,False,Foraging among seagrass roots.,"['Shrimp', 'Sea Urchin', 'Barnacle']",8.0,1.758616733976919,1.6809969953082609,2.259312284299948,1.8894506543612244,2.1818181818181817,2022-03-04,,,72
73,A. Farensis,female,adult,False,Swimming short distance to escape.,"['Coral Fragment', 'Hermit Crab', 'Shrimp']",5.0,4.590336547906347,4.901863285111483,6.507976860153139,4.684395755216567,2.272727272727273,2022-03-04,,,73
74,A farensis,female,pre_puberty,False,Slow movement near seagrass patches.,"['Crab (Other Species)', 'Sea Urchin', 'Sea Sponge', 'Sea Anemone', 'Barnacle']",4.0,2.0663149738888293,2.5335950009615553,3.2189491176590153,2.241514059369458,2.1818181818181817,2022-03-04,,,74
75,U. olhanensis,female,adult,False,Rapid crossing of open sand.,"['Sea Anemone', 'Sea Urchin', 'Snail', 'Mussel']",8.0,3.5116152889086094,3.5421965105465403,4.3089227040498175,3.7689939934384142,2.1818181818181817,2022-03-04,,,75
76,A farensis,male,juvenile,,Feeding on algae scraped from rocks.,"['Crab (Other Species)', 'Algae', 'Sea Star', 'Mussel']",5.0,1.3181818181818181,1.8099425338161799,2.258873677121807,1.4199310805597607,2.272727272727273,2022-03-04,,,76
77,A farensis,female,adult,False,Defensive posture when approached.,"['Shrimp', 'Hermit Crab', 'Jellyfish', 'Polychaete Worm']",5.0,5.759290358187508,5.6504006671389835,7.32900662909092,6.162469815973981,2.3636363636363638,2022-03-04,,,77
78,u. olhanen.,male,sub_adult,,Moving sideways along sandy bottom.,"['Sea Sponge', 'Small Fish', 'Sea Star', 'Barnacle']",6.0,2.6136363636363638,2.8761224484783985,3.6584324446410235,2.694108148419394,2.090909090909091,2022-03-04,,,78
79,Ucides alvorensis, ,juvenile,,Scavenging near tidal pools.,"['Mussel', 'Snail', 'Sea Star', 'Shrimp', 'Algae']",4.0,2.1818181818181817,2.2109155948472785,2.684574959605318,2.230606015470414,2.4545454545454546,2022-03-04,,,79
80,U. olhanensis,female,adult,False,Swimming short distance to escape.,"['Snail', 'Coral Fragment', 'Sea Urchin']",7.0,3.84292917681836,3.4279547811625957,4.294131998102624,3.877592555440096,2.3636363636363638,2022-03-04,,,80
81,U. olhanensis,male,sub_adult,,Resting in shaded rock crevice.,"['Sea Star', 'Hermit Crab', 'Mussel', 'Coral Fragment']",7.0,6.363636363636363,6.345659318071313,8.231513748660875,6.694859205876797,2.4545454545454546,2022-03-04,,,81
82,U. olhanensis,male,adult,,Exchanging antenna taps.,"['Algae', 'Snail']",5.0,2.590909090909091,2.736834958787418,4.031791404862784,2.597941381980464,2.1818181818181817,2022-03-04,,,82
83,U. olhanensis,male,juvenile,,Defensive posture when approached.,"['Shrimp', 'Sea Sponge', 'Algae']",6.0,1.9545454545454546,2.1084873639776855,3.122278233985664,2.0614955382779176,2.1818181818181817,2022-03-04,,,83
84,A farensis,male,juvenile,,Claw waving directed at nearby crab.,"['Jellyfish', 'Barnacle']",9.0,0.5,0.6846173468857649,0.9715492156375553,0.5163534516512033,2.272727272727273,2022-03-04,,,84
85,A farensis,male,sub_adult,,Shaking claws after contact.,"['Sea Star', 'Jellyfish', 'Polychaete Worm']",7.0,4.090909090909091,3.608520049482806,5.0054219766994485,4.392449235213554,2.272727272727273,2022-03-04,,,85
86,U. olhanensis,female,sub_adult,False,Escaping predator silhouette overhead.,"['Coral Fragment', 'Crab (Other Species)']",7.0,3.936532509204865,4.727101425248616,6.015582839711931,4.061976224389564,2.272727272727273,2022-03-04,,,86
87,A farensis,female,pre_puberty,False,Picking detritus from seabed.,['Sea Sponge'],9.0,1.7156114661079078,1.233094695756916,1.48009750708106,1.8109734373012927,2.1818181818181817,2022-03-04,,,87
88,A. Farensis,female,juvenile,False,Guarding a small hole in sediment.,"['Barnacle', 'Jellyfish']",5.0,1.1040983471213026,1.2443704480722337,1.8035453291412227,1.2060218712417934,2.3636363636363638,2022-03-04,,,88
89,A farensis,female,adult,False,Social contact with other crabs.,['Algae'],7.0,4.652763402287163,4.277870465848004,6.038613075781689,4.772006002425253,2.1818181818181817,2022-03-04,,,89
90,A. Farensis,female,adult,False,Retreating quickly from shadow.,['Coral Fragment'],4.0,3.039902064253312,3.3605439633601293,4.542399956807813,3.041097674650121,2.272727272727273,2022-03-04,,,90
91,u. olhanen.,male,adult,,Feeding on detritus in shallow water.,['Mussel'],8.0,2.1818181818181817,2.263322552535795,2.894544211495867,2.2419048973413878,2.1818181818181817,2022-03-04,,,91
92,U. olhanensis,male,pre_puberty,,Stillness in cold water.,"['Mussel', 'Jellyfish', 'Crab (Other Species)', 'Polychaete Worm', 'Coral Fragment']",8.0,2.7954545454545454,2.2399439718301886,2.700538612922712,2.934355521913855,2.1818181818181817,2022-03-04,,,92
93,u. olhanen.,male,adult,,Exchanging antenna taps.,"['Sea Star', 'Shrimp']",4.0,1.2272727272727273,1.177999941149606,1.701618449635092,1.2993268334823915,2.1818181818181817,2022-03-04,,,93
94,Ucides alvorensis,male,pre_puberty,,Escaping predator silhouette overhead.,['Jellyfish'],6.0,1.1590909090909092,1.0534731335945866,1.4479589201886895,1.237041220881599,2.1818181818181817,2022-03-04,,,94
95,A. Farensis,female,adult,False,Climbing barnacle-covered surfaces.,['Sea Sponge'],9.0,2.6184452905119175,2.5408174790577354,3.657157299959333,2.754894494454016,2.090909090909091,2022-03-04,,,95
96,A. Farensis,female,sub_adult,False,Feeding on small crustaceans.,"['Sea Urchin', 'Mussel', 'Jellyfish']",4.0,3.8746792969845796,3.120042052017563,4.249400530615751,4.174802409328227,2.272727272727273,2022-03-04,,,96
97,A farensis,N/R,juvenile,,Swimming short distance to escape.,['Algae'],7.0,0.6818181818181818,0.7089400326368758,0.943911970916997,0.6847202664278264,2.1818181818181817,2022-03-04,,,97
98,U. olhanensis,male,adult,,Moving in groups.,"['Sea Anemone', 'Polychaete Worm']",8.0,3.6818181818181817,3.3142978129595786,4.2052370698733075,3.959968205470827,2.272727272727273,2022-03-04,,,98
99,u. olhanen.,male,sub_adult,,Cleaning claws with rubbing motion.,"['Coral Fragment', 'Polychaete Worm']",3.0,4.204545454545454,4.1868562251978405,5.226548458977576,4.356500453167917,2.3636363636363638,2022-03-04,,,99
100,A. Farensis,N/R,adult,True,Interacting with small fish nearby.,['Sea Sponge'],7.0,2.727272727272727,2.663605972866497,3.7828574859982975,2.9865621534455227,2.272727272727273,2022-03-04,,,100
101,A. Farensis,male,adult,,Picking biofilm on submerged wood.,"['Barnacle', 'Sea Urchin', 'Small Fish']",4.0,5.7272727272727275,6.044799665269749,7.435805488276867,5.752239216932656,2.3636363636363638,2022-03-04,,,101
102,u. olhanen.,female,adult,False,Foraging among seagrass roots.,"['Sea Urchin', 'Sea Star', 'Hermit Crab', 'Algae']",8.0,3.8432646923599534,4.591552215939189,6.248416351235061,4.0391650673198205,2.3636363636363638,2022-03-04,,,102
103,u. olhanen.,female,adult,False,Defensive posture when approached.,"['Coral Fragment', 'Polychaete Worm', 'Crab (Other Species)', 'Mussel', 'Small Fish']",8.0,3.41724794468922,3.5312244252471428,4.525957250281952,3.7016480292812157,2.1818181818181817,2022-03-04,,,103
104,A. Farensis,male,sub_adult,,Hiding under seagrass blades.,"['Algae', 'Coral Fragment', 'Barnacle']",5.0,4.204545454545454,3.5292101434025027,4.677027247419709,4.366122089289553,2.3636363636363638,2022-03-04,,,104
105,A. Farensis,female,juvenile,False,Inspecting discarded crab shell.,"['Snail', 'Polychaete Worm', 'Algae', 'Mussel']",5.0,1.0244186979882746,1.5228066205436426,1.9749614103030815,1.1130686132120442,2.272727272727273,2022-03-04,,,105
106,A. Farensis,female,sub_adult,False,Picking detritus from seabed.,"['Small Fish', 'Mussel', 'Algae']",7.0,0.605914624082869,0.632396136689053,0.7777198929160494,0.622802471983256,2.3636363636363638,2022-03-04,,,106
107,U. olhanensis,male,adult,,Interaction with hermit crabs.,"['Hermit Crab', 'Barnacle', 'Sea Sponge', 'Crab (Other Species)', 'Sea Anemone']",7.0,2.0454545454545454,2.0469842501895483,2.572106191799034,2.2031064610372866,2.3636363636363638,2022-03-04,,,107
108,A farensis,male,pre_puberty,,Rapid claw movement while feeding.,"['Polychaete Worm', 'Coral Fragment']",8.0,0.6818181818181818,0.5703799974455156,0.7495350023177565,0.7360406505413676,2.272727272727273,2022-03-04,,,108
109,A farensis,male,adult,,Climbing barnacle-covered surfaces.,"['Sea Urchin', 'Small Fish']",7.0,3.409090909090909,3.282776694315259,4.001539167968431,3.6369726713120722,2.3636363636363638,2022-03-04,,,109
110,u. olhanen.,female,adult,False,Picking algae from rock surface.,['Mussel'],6.0,2.8013195410645637,2.827051386478018,3.5480953984195405,2.846400944669577,2.272727272727273,2022-03-04,,,110
111,u. olhanen.,male,pre_puberty,,Moving sideways along sandy bottom.,"['Sea Sponge', 'Crab (Other Species)', 'Mussel', 'Sea Urchin']",3.0,2.8636363636363638,2.096952078769433,2.7015810009014682,2.8786904740770316,2.1818181818181817,2022-03-04,,,111
112,U. olhanensis,male,sub_adult,,Interacting with small fish nearby.,"['Shrimp', 'Snail', 'Sea Star', 'Sea Anemone']",6.0,4.090909090909091,3.526799719741533,4.464223252916211,4.1878458662203455,2.1818181818181817,2022-03-04,,,112
113,A farensis,male,sub_adult,,Scavenging near tidal pools.,"['Polychaete Worm', 'Sea Anemone', 'Sea Sponge']",7.0,4.7727272727272725,5.173146104905046,6.694616301344726,5.214708185396128,2.5454545454545454,2022-03-04,,,113
114,A farensis,male,juvenile,,Hiding beneath rocks.,"['Barnacle', 'Small Fish', 'Mussel']",3.0,1.0454545454545454,0.7518583251098814,1.0434119019661325,1.0638562330035375,2.1818181818181817,2022-03-04,,,114
115,U. olhanensis,male,sub_adult,,Picking algae from rock surface.,['Sea Anemone'],6.0,4.090909090909091,4.798777674474249,7.129591401630356,4.366334797837241,2.090909090909091,2022-03-04,,,115
116,U. olhanensis,male,sub_adult,,Retreating quickly from shadow.,"['Crab (Other Species)', 'Sea Urchin', 'Sea Anemone', 'Mussel']",2.0,2.727272727272727,2.1825654473594933,3.237538521954997,2.8863749145836795,2.272727272727273,2022-03-04,,,116
117,u. olhanen.,male,pre_puberty,,Climbing algae-covered rocks.,"['Coral Fragment', 'Mussel', 'Shrimp', 'Crab (Other Species)']",9.0,2.1818181818181817,2.4236018037833964,3.357003788006284,2.397911933209574,2.272727272727273,2022-03-04,,,117
118,Ucides alvorensis,male,pre_puberty,,Rapid crossing of open sand.,"['Crab (Other Species)', 'Barnacle', 'Coral Fragment', 'Hermit Crab']",6.0,2.4545454545454546,2.5034043614717025,3.0894837054728495,2.4867987237704234,2.1818181818181817,2022-03-04,,,118
119,U. olhanensis,female,juvenile,True,Picking algae from rock surface.,['Snail'],10.0,0.9354865290545955,0.9291458910685825,1.3903458416025332,0.9859001544942715,2.0,2022-03-04,,,119
