,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
15,u. olhanen.,female,sub_adult,True,Advancing toward bait in water.,"['Small Fish', 'Crab (Other Species)', 'Sea Anemone', 'Polychaete Worm']",10.0,18.615657545543552,17.6977494220792,14.665601130856908,14.253387670091302,,,15
16,Ucides alvorensis,male,sub_adult,,Advancing toward bait in water.,"['Polychaete Worm', 'Crab (Other Species)', 'Snail']",9.0,43.75,48.688891191243165,1757.2927697474513,40.20027625619214,,,16
17,A farensis,female,juvenile,False,Vibrating antennae in flowing current.,"['Sea Anemone', 'Coral Fragment', 'Small Fish', 'Mussel', 'Algae']",9.0,9.740865014811824,12.635743250217798,9.826835932082334,10.812748521538849,,,17
18,A. Farensis,female,pre_puberty,False,Engaging in antennae-to-antennae contact.,"['Sea Sponge', 'Hermit Crab', 'Polychaete Worm']",7.0,9.99320896451955,12.294256069651654,8.89717152538641,10.94702421028973,,,18
19,A farensis,male,sub_adult,,Inspecting remains of another crab.,"['Algae', 'Mussel', 'Polychaete Worm', 'Small Fish']",7.0,27.5,24.6502455077096,20.57894796430496,416.1264845702168,,,19
20,u. olhanen.,female,adult,True,Traversing algae-slick rock surfaces.,"['Sea Urchin', 'Crab (Other Species)', 'Shrimp', 'Algae', 'Snail']",7.0,32.128074823363704,34.36773494511694,27.993860769991947,26.589672086989104,,,20
21,U. olhanensis,male,pre_puberty,,"Burrowing into soft, sandy sediment.","['Barnacle', 'Shrimp', 'Sea Sponge', 'Snail']",6.0,31.5,32.914264049548244,26.848285148972355,802.3286123447014,,,21
22,U. olhanensis,male,adult,,Resting in shaded crevice along cliff.,"['Snail', 'Shrimp', 'Mussel', 'Sea Anemone']",7.0,64.5,60.42012899125128,49.843097737757894,2357.8220568720985,,,22
23,A. Farensis,N/R,adult,,Inspecting remains of another crab.,"['Sea Anemone', 'Sea Urchin', 'Sea Star', 'Sea Sponge']",9.0,36.0,34.60746715069041,325.67618554451735,26.830691089289274,,,23
24,A farensis,male,adult,,Swiftly dashing across exposed sand.,"['Shrimp', 'Sea Anemone']",6.0,30.0,32.57250422813294,781.1156607793727,22.85684340596527,,,24
25,U. olhanensis,female,adult,False,Reacting to sudden changes in temperature.,['Hermit Crab'],8.0,24.983144469274617,22.78412521654104,15.702692514010957,18.405593691211937,,,25
26,U. olhanensis,male,adult,,Frequent pausing while exploring.,"['Polychaete Worm', 'Small Fish', 'Sea Anemone']",7.0,27.0,24.994464968896203,387.70163249180763,20.130241728631514,,,26
27,u. olhanen.,nan,adult,,Grazing on mollusks among debris.,"['Polychaete Worm', 'Crab (Other Species)', 'Algae']",8.0,93.69021629396855,85.20143358973165,63.6906028724378,91.78896944096186,,,27
28,U. olhanensis,female,sub_adult,True,Darting away in response to sudden shadow.,"['Coral Fragment', 'Small Fish']",8.0,9.929029554859127,10.660106787942008,7.885991586368471,9.518836982978593,,,28
29,A farensis,male,pre_puberty,,Progressing cautiously through new area.,"['Hermit Crab', 'Mussel', 'Shrimp']",9.0,11.25,13.425885385602356,138.37670514115425,10.247848555436802,,,29
30,A. Farensis,female,adult,False,Claw snapping in aggressive encounter.,['Mussel'],7.0,9.361954819472466,9.185073612839709,7.613346092506152,6.8069525627881,,,30
31,u. olhanen.,female,adult,True,"Stationary, blending into rocky backdrop.","['Sea Anemone', 'Snail', 'Mussel']",10.0,82.02058894589311,79.57761146883773,57.40072407520152,70.71700446927863,,,31
32,U. olhanensis,male,adult,,Peering out cautiously from cover.,"['Mussel', 'Polychaete Worm', 'Small Fish', 'Sea Sponge', 'Sea Anemone']",9.0,25.5,23.32041129753676,20.693086372951193,352.6962512475572,,,32
33,u. olhanen.,female,sub_adult,True,Collecting biofilm from sunken wood.,['Shrimp'],11.0,27.781711396860928,27.427285733534195,26.52676747078658,23.539519114026408,,,33
34,A. Farensis,male,adult,,Gradual movement in cold conditions.,"['Jellyfish', 'Barnacle']",10.0,27.0,25.946189562167792,21.09411674296419,445.1246077538637,,,34
35,u. olhanen.,male,adult,,Hiding beneath overhanging rock.,"['Small Fish', 'Sea Urchin', 'Sea Sponge']",11.0,52.5,48.135095075273696,39.02427423469032,1506.5594704447094,,,35
36,Ucides alvorensis,female,sub_adult,True,Guarding hole in substrate from intruders.,"['Jellyfish', 'Hermit Crab']",10.0,12.97540728173111,14.6381296813321,13.059602386933024,12.097447215481154,,,36
37,u. olhanen., ,sub_adult,,Grazing on mollusks among debris.,['Mussel'],9.0,10.025297012613885,11.947338974454688,8.388646074008054,12.364219327573036,,,37
38,U. olhanensis,male,sub_adult,,Reacting to sudden changes in temperature.,"['Jellyfish', 'Shrimp', 'Sea Star', 'Barnacle', 'Hermit Crab']",6.0,7.5,6.932463332743078,31.012540002875827,6.146399063262896,,,38
39,A. Farensis,female,sub_adult,False,Inspecting remains of another crab.,"['Algae', 'Sea Star', 'Crab (Other Species)']",3.0,29.773309021631285,32.13516774391395,19.57648045445394,28.392297589553362,,,39
40,U. olhanensis,male,adult,True,Inspecting remains of another crab.,"['Hermit Crab', 'Barnacle', 'Sea Star', 'Polychaete Worm']",7.0,42.0,40.24462560697264,30.651487935235952,846.8637823259103,,,40
41,A. Farensis,male,juvenile,,Lying still to avoid detection.,['Mussel'],9.0,17.0,16.918508659637865,13.68354133273366,192.1369217824588,,,41
42,U. olhanensis,male,adult,,Consuming algae scraped from barnacles.,['Polychaete Worm'],8.0,34.5,35.036969701994245,24.674354069938076,834.655694700688,,,42
43,A farensis,male,pre_puberty,,Searching tidal pools for nutrients.,['Crab (Other Species)'],4.0,30.75,39.75844166495829,28.215449219855717,959.5628044267319,,,43
44,A farensis,male,pre_puberty,,Color change during molting stress.,"['Polychaete Worm', 'Coral Fragment']",11.0,6.75,7.435858894557033,5.986421757721407,39.88991542858516,,,44
45,A. Farensis,female,sub_adult,False,Rhythmic waving as social cue.,"['Sea Urchin', 'Sea Sponge', 'Sea Anemone', 'Small Fish']",13.0,17.58925640252914,14.36058894004291,13.773037099221964,11.941081361471058,,,45
46,u. olhanen.,male,sub_adult,,Foraging through tangled seagrass roots.,['Snail'],7.0,38.75,36.82777201182196,26.99299368006703,796.8148437784617,,,46
47,A. Farensis,male,sub_adult,,Guarding hole in substrate from intruders.,"['Algae', 'Shrimp', 'Sea Sponge']",9.0,22.5,24.767340737173004,18.27080021318386,404.18433419275965,,,47
48,u. olhanen.,male,sub_adult,,Brief social contact with fellow crabs.,['Hermit Crab'],10.0,13.75,11.494728192845493,8.189080537389772,102.68966898443927,,,48
49,A farensis,N/R,pre_puberty,,Creeping under the cover of seagrass.,"['Hermit Crab', 'Jellyfish', 'Sea Sponge', 'Algae']",8.0,15.0,11.154775472966463,38.29723486525067,9.879107917101711,,,49
50,u. olhanen.,male,adult,True,Scavenging at the edge of tidal pools.,"['Barnacle', 'Shrimp']",9.0,48.0,44.75781212094474,37.01853272238053,1271.4932409481107,,,50
51,u. olhanen.,male,adult,,Staying half-submerged in loose sand.,"['Crab (Other Species)', 'Algae']",10.0,31.5,30.846956125835234,26.74088943081401,668.2566421313431,,,51
52,U. olhanensis,male,adult,,Swiftly dashing across exposed sand.,"['Shrimp', 'Sea Star']",11.0,40.5,44.25381259108317,36.928148172592216,1163.9707678039936,,,52
53,u. olhanen.,female,adult,True,Consuming algae scraped from barnacles.,"['Jellyfish', 'Small Fish', 'Hermit Crab', 'Coral Fragment', 'Shrimp']",10.0,6.452669849313305,6.773287311774974,6.072955202964042,5.349018307728528,,,53
54,U. olhanensis,female,sub_adult,False,Swiftly dashing across exposed sand.,"['Sea Urchin', 'Polychaete Worm', 'Sea Anemone', 'Small Fish']",8.0,8.360651326696317,9.526747041565363,7.276118485844681,7.360881070390224,,,54
55,A farensis,male,pre_puberty,,Swimming briefly to avoid disturbance.,"['Small Fish', 'Shrimp', 'Hermit Crab']",8.0,14.25,17.8055041694279,12.991832763055024,182.3613122334052,,,55
56,Ucides alvorensis,male or female,adult,,Traversing algae-slick rock surfaces.,"['Sea Anemone', 'Small Fish', 'Hermit Crab']",11.0,14.745042124308593,15.113660572834599,13.460574076278835,16.393709380262507,,,56
57,u. olhanen.,female,sub_adult,True,Nibbling detritus off seabed patches.,"['Sea Anemone', 'Coral Fragment', 'Snail']",10.0,25.886465579499948,27.555361135790122,19.190855901365996,20.864928377709525,,,57
58,u. olhanen.,male,adult,,Foraging through tangled seagrass roots.,"['Algae', 'Hermit Crab', 'Sea Urchin']",8.0,37.5,40.16055485832667,1091.5414857588855,33.96088374998353,,,58
59,u. olhanen.,female,adult,False,Sheltering under broken shell piece.,"['Sea Urchin', 'Sea Sponge', 'Mussel', 'Polychaete Worm']",6.0,21.32336685400657,22.86719487265078,13.839393697256964,18.63019591169972,,,59
60,u. olhanen., ,adult,True,Resting in shaded crevice along cliff.,"['Sea Star', 'Coral Fragment']",5.0,39.58010746534474,38.16837800531621,32.14490436401478,38.26933305315486,,,60
61,A. Farensis,female,adult,False,Filtering detritus from shallow bottom.,['Jellyfish'],8.0,36.27461691382793,41.42649549332695,34.647300347253356,34.29287161568452,,,61
62,U. olhanensis,female,adult,False,Defensive claw movement in water.,"['Crab (Other Species)', 'Hermit Crab', 'Sea Urchin', 'Shrimp', 'Small Fish']",11.0,46.9093083426763,44.61582618625902,30.1597111174725,32.09577542944823,,,62
63,A farensis,male,adult,,Inspecting remains of another crab.,['Snail'],13.0,24.0,26.35284510051772,22.505109916082137,529.3655035717156,,,63
64,A farensis,female,juvenile,True,Color change during molting stress.,"['Coral Fragment', 'Sea Star']",11.0,6.586122862115608,9.377933908014295,9.3181929825398,6.940853746232299,,,64
65,A farensis,female,adult,True,Protecting territory in confined space.,"['Sea Sponge', 'Sea Urchin', 'Snail', 'Polychaete Worm']",9.0,22.59826217352262,27.25248240538128,25.006974253620015,24.492012533867968,,,65
66,A farensis,male or female,pre_puberty,,Slowly navigating around seagrass beds.,"['Coral Fragment', 'Barnacle']",8.0,10.81613433446681,12.166985053652725,8.9641352121132,13.202679747000412,,,66
67,u. olhanen.,female,sub_adult,True,Taking cover beneath seagrass leaves.,['Jellyfish'],8.0,31.434828795684318,25.81937110049601,20.731705173895392,18.7766862646145,,,67
68,u. olhanen.,male,sub_adult,,Collecting biofilm from sunken wood.,['Small Fish'],5.0,8.75,10.1707521863465,74.3224975143098,7.719528074612492,,,68
69,U. olhanensis,male,adult,,Progressing cautiously through new area.,['Jellyfish'],11.0,19.5,18.61106535063625,274.5262850764157,13.210470091049476,,,69
70,u. olhanen.,female,adult,False,Harvesting food beneath floating debris.,"['Small Fish', 'Mussel', 'Sea Sponge', 'Polychaete Worm']",8.0,19.500871409209267,17.433006831390355,11.097897411347649,13.225324609964842,,,70
71,u. olhanen.,female,sub_adult,False,Adopting threatening stance when approached.,"['Sea Urchin', 'Polychaete Worm', 'Hermit Crab', 'Sea Star']",5.0,21.259833980430656,22.152831680344274,19.70724575684531,15.561542719376073,,,71
72,u. olhanen.,male,juvenile,,Traversing algae-slick rock surfaces.,['Polychaete Worm'],9.0,12.0,15.419298508230444,122.47590036606384,12.024215319955383,,,72
73,u. olhanen.,female,adult,False,Entering burrow after disturbance.,"['Barnacle', 'Jellyfish', 'Coral Fragment']",12.0,25.900598889327778,24.332701449119533,22.084697745241062,17.81331511443401,,,73
74,U. olhanensis,female,pre_puberty,False,Feeding on decaying matter among rocks.,"['Sea Urchin', 'Jellyfish', 'Sea Star']",5.0,20.323281090702746,16.94895846765447,12.99059943471962,15.11175427498852,,,74
75,A farensis,female,sub_adult,False,Staying half-submerged in loose sand.,"['Algae', 'Sea Urchin', 'Sea Anemone']",7.0,12.884999318320888,11.555965859962008,11.30089764176245,8.341625122912186,,,75
76,u. olhanen.,female,pre_puberty,True,Taking cover beneath seagrass leaves.,"['Hermit Crab', 'Crab (Other Species)', 'Shrimp', 'Algae']",7.0,35.48742317397854,32.05924956106429,29.296259517343014,23.44013260709636,,,76
77,Ucides alvorensis,male or female,pre_puberty,,Claw snapping in diver confrontation.,"['Sea Sponge', 'Small Fish', 'Coral Fragment']",9.0,16.5,16.756684214911033,69.68421327089358,13.784779022285367,,,77
78,U. olhanensis,female,adult,False,Entering burrow after disturbance.,['Sea Sponge'],7.0,24.89264024906612,23.14356227227262,19.439525730033655,18.451304354446286,,,78
79,u. olhanen.,female,pre_puberty,False,Searching tidal pools for nutrients.,"['Crab (Other Species)', 'Hermit Crab', 'Coral Fragment', 'Small Fish', 'Jellyfish']",6.0,9.254106545254448,6.071445387052829,3.671837038319407,4.84339490473866,,,79
80,A farensis,female,adult,False,Darting away in response to sudden shadow.,"['Small Fish', 'Mussel', 'Sea Urchin', 'Hermit Crab', 'Jellyfish']",7.0,20.562440793955272,21.531689129032863,15.233378670153174,17.184943906190192,,,80
81,u. olhanen.,male,pre_puberty,,Waving claw in signal to another crab.,"['Snail', 'Mussel', 'Algae', 'Polychaete Worm', 'Jellyfish']",7.0,13.5,11.25907107467117,8.711628183258206,77.69742458247693,,,81
82,A. Farensis,male,pre_puberty,,Hiding beneath overhanging rock.,"['Hermit Crab', 'Sea Sponge', 'Sea Star', 'Mussel', 'Sea Anemone']",5.0,31.5,35.415337006462494,654.8392370086636,29.288666652327525,,,82
83,U. olhanensis,male,sub_adult,,Nibbling detritus off seabed patches.,['Small Fish'],8.0,12.5,13.252572914404231,10.401777527306797,133.66334170859028,,,83
84,A. Farensis,male,adult,,Filtering detritus from shallow bottom.,['Sea Anemone'],5.0,30.0,32.23477971298388,744.9424054987363,28.5179391881516,,,84
85,U. olhanensis,male,pre_puberty,,Guarding hole in substrate from intruders.,"['Mussel', 'Barnacle', 'Hermit Crab', 'Crab (Other Species)']",7.0,26.25,22.106608809246758,18.393136456278683,319.8222640746741,,,85
86,u. olhanen.,female,pre_puberty,True,Waving claw in signal to another crab.,"['Sea Urchin', 'Sea Star', 'Polychaete Worm', 'Jellyfish', 'Shrimp']",12.0,19.53081230259509,20.555211684870173,14.098519635988845,14.64150722033706,,,86
87,u. olhanen.,male,adult,,Adopting threatening stance when approached.,"['Jellyfish', 'Coral Fragment']",7.0,45.0,47.57086107976869,1497.769729619846,36.386811508095924,,,87
88,Ucides alvorensis,male,adult,,Swimming briefly to avoid disturbance.,"['Snail', 'Sea Urchin']",8.0,12.0,11.266229726691153,8.449026970438283,86.8247275568227,,,88
89,A. Farensis,female,adult,False,Staying half-submerged in loose sand.,"['Polychaete Worm', 'Barnacle']",8.0,25.757833829025817,29.176238465978685,25.319060160156734,21.170430716834755,,,89
90,A farensis,female,pre_puberty,True,Guarding hole in substrate from intruders.,"['Mussel', 'Crab (Other Species)', 'Sea Star', 'Coral Fragment']",10.0,11.198048580027786,12.954798908804987,8.05710294495304,11.31833918028137,,,90
91,A farensis,male,adult,,Camouflaging with nearby mud.,"['Coral Fragment', 'Shrimp']",12.0,61.5,60.348681042220015,49.04718573632003,2575.144331053658,,,91
92,u. olhanen.,male,adult,,Mating ritual involving antennae brushing.,"['Sea Anemone', 'Mussel', 'Shrimp', 'Snail', 'Small Fish']",7.0,22.5,20.636864693539735,302.3137172568012,15.04283857161744,,,92
93,U. olhanensis,male or female,adult,,Feeding on decaying matter among rocks.,['Hermit Crab'],10.0,19.006943170553374,16.10186042885636,12.709057092466653,15.60529689557759,,,93
94,u. olhanen.,male,pre_puberty,,Harvesting food beneath floating debris.,"['Coral Fragment', 'Crab (Other Species)', 'Sea Anemone', 'Barnacle']",10.0,9.75,10.625947113796201,7.4621216134634505,66.28064541881128,,,94
95,U. olhanensis,female,pre_puberty,True,Traversing algae-slick rock surfaces.,"['Crab (Other Species)', 'Sea Anemone', 'Hermit Crab', 'Snail', 'Barnacle']",6.0,13.10890433052922,10.70934089001878,7.180333002446351,8.395403115509058,,,95
96,A farensis,female,sub_adult,True,Inspecting remains of another crab.,"['Sea Urchin', 'Sea Anemone', 'Polychaete Worm', 'Barnacle', 'Sea Sponge']",11.0,36.05962355706043,35.37254713922142,25.63989925590625,26.830405882294567,,,96
97,U. olhanensis,male,adult,,Guarding hole in substrate from intruders.,['Coral Fragment'],6.0,19.5,17.98719346688967,15.1766015355422,183.06217518613641,,,97
98,U. olhanensis,female,adult,False,Frequent pausing while exploring.,"['Algae', 'Small Fish', 'Sea Star']",11.0,9.235006336633733,8.528320080019073,5.427108599326962,6.030694472162344,,,98
99,U. olhanensis,female,juvenile,True,Retreating swiftly from perceived danger.,"['Polychaete Worm', 'Sea Anemone', 'Hermit Crab']",8.0,2.836021279409071,2.7822115993459215,2.7190968601702177,2.3881694892001564,,,99
100,A farensis,male or female,sub_adult,True,Engaging in struggle with seaweed entanglement.,"['Coral Fragment', 'Sea Sponge', 'Sea Anemone', 'Mussel', 'Hermit Crab']",11.0,21.25,24.14084543612036,134.92337686330083,20.330988594720367,,,100
101,U. olhanensis,male,juvenile,,Brief social contact with fellow crabs.,"['Mussel', 'Sea Star', 'Sea Urchin']",12.0,16.0,21.9857883073606,18.171273230429243,315.2693032322718,,,101
102,Ucides alvorensis,male,pre_puberty,,Scaling steep rock faces near shore.,"['Crab (Other Species)', 'Sea Urchin']",12.0,12.0,13.959384254459287,11.512868412573871,105.83142745942331,,,102
103,A. Farensis,male,juvenile,,Retreating quickly into hidden burrow.,"['Sea Sponge', 'Algae', 'Jellyfish', 'Snail', 'Polychaete Worm']",8.0,9.0,6.384503818158801,4.794453086605749,32.55865609590581,,,103
104,u. olhanen.,male,adult,,Gradual movement in cold conditions.,"['Hermit Crab', 'Snail', 'Polychaete Worm', 'Coral Fragment', 'Mussel']",4.0,54.0,51.331184845460584,45.44333351347666,1438.4774748753402,,,104
105,u. olhanen.,female,pre_puberty,False,Claw snapping in aggressive encounter.,"['Coral Fragment', 'Mussel', 'Hermit Crab', 'Sea Star']",9.0,32.08912884167654,28.64589340050924,27.948564185347283,25.402926859262866,,,105
106,u. olhanen., ,sub_adult,,Traversing algae-slick rock surfaces.,"['Small Fish', 'Sea Anemone', 'Sea Sponge', 'Crab (Other Species)', 'Mussel']",9.0,21.183315651738685,20.65824181751102,14.530974614004148,21.178667949235482,,,106
107,u. olhanen.,female,adult,False,Rapid clawing during feeding bouts.,['Mussel'],6.0,9.271542567706875,10.21259942123217,9.26221985367382,8.146014148360486,,,107
108,A farensis,male,pre_puberty,,Progressing cautiously through new area.,"['Sea Anemone', 'Barnacle', 'Sea Sponge', 'Shrimp', 'Sea Urchin']",8.0,18.75,16.88475315159961,14.520248925543216,170.57469574014345,,,108
109,u. olhanen.,female,adult,True,Darting away in response to sudden shadow.,"['Small Fish', 'Crab (Other Species)']",12.0,21.038720838449912,19.967949134303932,13.769990660334372,17.401954307211057,,,109
110,u. olhanen.,male,juvenile,True,Guarding hole in substrate from intruders.,"['Barnacle', 'Crab (Other Species)']",10.0,10.0,6.71710179171491,22.86550365913647,5.651034829585181,,,110
111,A. Farensis,male,sub_adult,,Retreating quickly into hidden burrow.,"['Sea Star', 'Barnacle']",8.0,11.25,10.874662929745321,8.055663141215337,92.89577230143982,,,111
112,u. olhanen.,male,juvenile,,Nibbling detritus off seabed patches.,['Mussel'],7.0,4.5,3.4729894983654193,9.633391086839397,2.9696383170403364,,,112
113,A. Farensis,male,adult,,Protecting territory in confined space.,"['Coral Fragment', 'Hermit Crab', 'Sea Urchin', 'Snail']",11.0,57.0,60.55956898171024,51.712696957750865,2165.4683524854554,,,113
114,A farensis,-,sub_adult,,Protecting territory in confined space.,"['Crab (Other Species)', 'Small Fish']",10.0,15.80309034642666,14.970085938393932,13.372811245707231,16.43919961694627,,,114
115,u. olhanen.,female,sub_adult,False,Clambering up submerged tree trunks.,"['Snail', 'Jellyfish', 'Small Fish', 'Sea Urchin']",8.0,15.494627677607697,15.146681132200328,9.739607547009062,12.305763437535024,,,115
116,A. Farensis,female,adult,True,Scuttling swiftly over rocky terrain.,['Shrimp'],7.0,15.739823121179674,17.896671135997895,12.977922607497588,12.560689989503716,,,116
117,U. olhanensis,male,adult,,Scavenging at the edge of tidal pools.,['Crab (Other Species)'],9.0,28.5,30.879553296159944,27.500492899303868,607.4295952597441,,,117
118,U. olhanensis,male,sub_adult,,"Burrowing into soft, sandy sediment.","['Snail', 'Barnacle', 'Sea Sponge']",8.0,30.0,29.268621295380488,21.19950296053124,655.7671774253618,,,118
119,Ucides alvorensis,male or female,pre_puberty,,Peering out cautiously from cover.,"['Hermit Crab', 'Sea Star', 'Sea Anemone', 'Coral Fragment']",13.0,12.0,9.367159359927621,23.75209065029818,7.536342395964064,,,119
120,U. olhanensis,female,sub_adult,True,Darting away in response to sudden shadow.,['Crab (Other Species)'],11.0,18.937412280045855,19.399169644710167,14.315722593690586,16.965088842041133,,,120
121,U. olhanensis,female,sub_adult,False,Displaying territorial behavior against intruder.,"['Hermit Crab', 'Mussel', 'Small Fish']",10.0,28.303122604460743,-999.0,28.95894049586921,24.248564791158348,,,121
122,A farensis,male,adult,,Reacting to sudden changes in temperature.,"['Barnacle', 'Shrimp', 'Polychaete Worm']",8.0,24.0,25.419301265541705,22.1851800320832,356.60896313916095,,,122
123,u. olhanen.,male,pre_puberty,,Engaging in antennae-to-antennae contact.,"['Barnacle', 'Mussel', 'Jellyfish']",14.0,10.5,8.512075272612233,6.680568557151359,56.78041559475909,,,123
124,A. Farensis,female,juvenile,False,Protecting territory in confined space.,['Sea Star'],7.0,6.544902275478478,5.3771801050973,4.295810866627035,4.496948008341845,,,124
125,u. olhanen.,female,sub_adult,True,"Stationary, blending into rocky backdrop.",['Barnacle'],10.0,34.39739156052584,41.949119779882466,28.018027842500164,29.682678367760328,,,125
126,u. olhanen.,male,adult,,Nibbling detritus off seabed patches.,['Sea Urchin'],10.0,55.5,52.323932093278586,1708.3809330676725,41.06735482405266,,,126
127,A. Farensis,nan,adult,,Vibrating antennae in flowing current.,"['Barnacle', 'Sea Sponge', 'Crab (Other Species)', 'Polychaete Worm', 'Jellyfish']",6.0,18.68118780246521,20.47668394837611,16.47609928267124,18.759036503709662,,,127
128,U. olhanensis,female,pre_puberty,True,"Stationary, blending into rocky backdrop.","['Sea Star', 'Coral Fragment']",9.0,11.51785627938574,10.56528695845504,8.749424477508999,8.935850745015566,,,128
129,u. olhanen.,male,pre_puberty,,Consuming algae scraped from barnacles.,"['Sea Anemone', 'Snail', 'Mussel']",7.0,4.5,4.202339122572612,3.0791215549584057,11.032857655794988,,,129
130,A. Farensis,male,pre_puberty,True,Scavenging at the edge of tidal pools.,"['Algae', 'Sea Anemone']",8.0,10.5,11.761239786054952,8.43320828188715,98.70778355036951,,,130
131,u. olhanen.,male,pre_puberty,,Searching tidal pools for nutrients.,['Polychaete Worm'],11.0,9.0,-999.0,102.7471672416411,10.101720961910779,,,131
132,u. olhanen.,female,sub_adult,False,Sheltering under broken shell piece.,"['Sea Urchin', 'Crab (Other Species)']",12.0,23.308729331735886,18.935671040391554,16.55233915685704,13.383513514547909,,,132
133,U. olhanensis,male,juvenile,,Taking cover beneath seagrass leaves.,['Polychaete Worm'],10.0,15.5,19.440411649221105,216.26294713128743,16.730570654278267,,,133
134,A. Farensis,male,pre_puberty,,Collecting biofilm from sunken wood.,['Sea Urchin'],8.0,27.0,25.375837800208807,461.7154067238104,18.59791131721697,,,134
135,u. olhanen.,male,sub_adult,,Brief social contact with fellow crabs.,['Crab (Other Species)'],7.0,47.5,56.736547651733495,1926.253421648676,50.882338358684464,,,135
136,u. olhanen.,female,sub_adult,True,Filtering detritus from shallow bottom.,"['Crab (Other Species)', 'Sea Star', 'Snail']",7.0,18.376613295816696,17.943173841294584,13.992126535378633,15.98988919614051,,,136
137,u. olhanen.,female,adult,False,Protecting territory in confined space.,"['Mussel', 'Sea Anemone', 'Crab (Other Species)', 'Small Fish']",6.0,20.339043456300644,23.419607904901444,22.491435866602302,19.68569436189383,,,137
138,A. Farensis,female,adult,False,Guarding eggs beneath body flap.,"['Polychaete Worm', 'Shrimp', 'Coral Fragment', 'Hermit Crab', 'Sea Star']",8.0,26.327977643820873,31.09259420862258,29.4596882088293,24.13695981798756,,,138
139,A farensis,male,sub_adult,,Concealing self beneath floating matter.,"['Barnacle', 'Jellyfish', 'Snail', 'Mussel', 'Sea Urchin']",6.0,41.25,38.08125071286355,33.654910360746335,808.7497286039052,,,139
140,U. olhanensis,male,adult,True,Taking cover beneath seagrass leaves.,"['Sea Urchin', 'Algae', 'Snail', 'Sea Star']",7.0,18.0,17.129797806742957,190.26691269119118,13.603614592361303,,,140
141,A. Farensis,female,pre_puberty,True,Camouflaging with nearby mud.,"['Sea Urchin', 'Small Fish', 'Sea Sponge', 'Hermit Crab', 'Polychaete Worm']",10.0,11.615607486053896,11.884341481197433,11.618296943526872,10.522992044539903,,,141
