species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
u. olhanen.,female,adult,False,Feeding on detritus in shallow water.,"['Algae', 'Crab (Other Species)', 'Hermit Crab', 'Polychaete Worm']",6.0,4.834510504728228,4.140961503285538,5.894782823612965,5.2486893635911365,2.727272727272727,2021-08-09,,,13
U. olhanensis,female,adult,True,Crab moving quickly across rocks.,"['Jellyfish', 'Small Fish']",4.0,5.0691075268000825,4.606521406515567,6.765622098506598,5.488656618843594,2.5454545454545454,2021-08-09,,,14
u. olhanen.,female,sub_adult,False,Feeding on small mollusks.,"['Barnacle', 'Hermit Crab']",6.0,1.5988690855903498,1.5214851561341405,2.204952863966581,1.7501739975480206,2.727272727272727,2021-08-09,,,15
U. olhanensis,male,pre_puberty,,Searching for food in tidal pools.,"['Hermit Crab', 'Coral Fragment', 'Polychaete Worm', 'Shrimp']",7.0,3.0,3.459947461831041,4.2732956159612705,3.2732573007117405,2.6363636363636362,2021-08-09,,,16
A farensis,male,juvenile,,Emerging cautiously from hiding.,"['Sea Urchin', 'Snail']",6.0,0.8181818181818182,0.8824421688320094,1.2921616677269532,0.8930112328706344,2.6363636363636362,2021-08-09,,,17
A farensis,female,adult,False,Picking biofilm on submerged wood.,"['Shrimp', 'Coral Fragment']",5.0,4.782216700687826,5.434647106866233,8.00259025205989,5.258072827880214,2.5454545454545454,2021-08-09,,,18
u. olhanen., ,sub_adult,,Pausing frequently during exploration.,"['Sea Sponge', 'Sea Star', 'Snail', 'Sea Urchin']",5.0,0.6818181818181818,0.562264834576131,0.6785104584874568,0.7133326430480778,2.6363636363636362,2021-08-09,,,19
A. Farensis,male,juvenile,True,Exchanging antenna taps.,"['Snail', 'Sea Star']",7.0,1.7727272727272727,2.139371918279609,2.714002763351938,1.862087152431615,2.6363636363636362,2021-08-09,,,20
u. olhanen.,female,sub_adult,False,Exchanging antenna taps.,"['Mussel', 'Algae']",6.0,1.36669406443599,1.7628003458695316,2.2002601698969544,1.500235161366218,2.6363636363636362,2021-08-09,,,21
U. olhanensis,female,juvenile,True,Moving toward warmer water pockets.,['Shrimp'],8.0,0.7033900437502786,0.7658650533967499,0.9924934972428322,0.7332551933432195,2.727272727272727,2021-08-09,,,22
A. Farensis,female,juvenile,False,Hiding beneath rocks.,"['Sea Anemone', 'Small Fish']",6.0,0.27394234838194326,0.32677746624501136,0.4087717367903015,0.2938919576825922,2.6363636363636362,2021-08-09,,,23
A. Farensis,male,sub_adult,,Hiding under floating debris.,"['Snail', 'Hermit Crab', 'Sea Urchin']",8.0,2.840909090909091,2.572294779423057,3.642994560117783,2.9628390551364947,2.4545454545454546,2021-08-09,,,24
U. olhanensis,male,adult,,Inspecting discarded crab shell.,['Hermit Crab'],9.0,2.1818181818181817,2.3245732133130725,3.4287511293524777,2.2940656212283015,2.727272727272727,2021-08-09,,,25
Ucides alvorensis,female,juvenile,False,Interaction with hermit crabs.,"['Sea Urchin', 'Jellyfish', 'Crab (Other Species)', 'Sea Anemone', 'Sea Star']",6.0,0.7631297461263017,0.8726371903600555,1.2315182406075942,0.7649503987893951,2.6363636363636362,2021-08-09,,,26
U. olhanensis,female,sub_adult,True,Escaping from aggressive fish.,"['Crab (Other Species)', 'Sea Star']",7.0,1.1961216746317562,1.1835018888831612,1.772892185119135,1.2054989159846814,2.4545454545454546,2021-08-09,,,27
U. olhanensis,male,adult,,Searching for mates at twilight.,"['Shrimp', 'Sea Star', 'Coral Fragment', 'Sea Urchin', 'Small Fish']",6.0,3.409090909090909,3.2221213778938025,4.062116701654582,3.720197390159134,2.727272727272727,2021-08-09,,,28
U. olhanensis,male,juvenile,,Inspecting discarded crab shell.,"['Coral Fragment', 'Shrimp']",6.0,1.2727272727272727,0.953406693315796,1.401176397692373,1.3858601486394693,2.6363636363636362,2021-08-09,,,29
u. olhanen.,male,pre_puberty,True,Crab moving quickly across rocks.,['Mussel'],8.0,0.9545454545454546,0.6844356670071263,0.8725005328253882,1.0278393274251982,2.6363636363636362,2021-08-09,,,30
A. Farensis,female,juvenile,False,Cleaning claws with rubbing motion.,"['Coral Fragment', 'Small Fish']",6.0,0.486647455356858,0.6271350908003821,0.9300972971396956,0.5125637752798814,2.5454545454545454,2021-08-09,,,31
u. olhanen.,male,juvenile,,Hiding beneath rocks.,"['Sea Sponge', 'Crab (Other Species)', 'Sea Anemone', 'Snail', 'Polychaete Worm']",6.0,1.5454545454545454,1.2615839075427895,1.7171913682774897,1.6090857910908172,2.6363636363636362,2021-08-09,,,32
U. olhanensis,female,sub_adult,False,Social contact with other crabs.,"['Polychaete Worm', 'Snail', 'Jellyfish']",3.0,6.686821005593922,7.2304396358258405,9.755988473200132,7.075922257474672,2.727272727272727,2021-08-09,,,33
A farensis,male,sub_adult,,Territorial display against intruder.,"['Crab (Other Species)', 'Sea Anemone']",6.0,3.0681818181818183,2.8090198745061574,3.7163314355101376,3.0993754037977097,2.6363636363636362,2021-08-09,,,34
A farensis,female,adult,False,Half buried in sand.,['Crab (Other Species)'],5.0,2.1938467029708337,2.5890643284120385,3.517787550692489,2.375357624910674,2.4545454545454546,2021-08-09,,,35
A. Farensis,male,juvenile,,Retreating into burrow.,"['Mussel', 'Small Fish', 'Polychaete Worm', 'Crab (Other Species)', 'Snail']",6.0,1.0454545454545454,1.1318706979565942,1.5524773842466018,1.0679022904384998,2.5454545454545454,2021-08-09,,,36
A farensis,male,adult,,Hiding beneath rocks.,"['Coral Fragment', 'Barnacle']",5.0,3.409090909090909,3.3132183736216336,4.913073903675893,3.464408492963415,2.5454545454545454,2021-08-09,,,37
U. olhanensis,male,sub_adult,,Pausing frequently during exploration.,"['Sea Urchin', 'Hermit Crab']",4.0,3.409090909090909,3.1180115814951463,4.1902797097769815,3.4278732676325103,2.4545454545454546,2021-08-09,,,38
u. olhanen.,female,adult,False,Moving toward warmer water pockets.,"['Snail', 'Sea Sponge', 'Sea Star', 'Sea Urchin']",7.0,1.7699291574790217,1.798969961544087,2.4669684812912744,1.886672497645506,2.5454545454545454,2021-08-09,,,39
A. Farensis,female,adult,False,Slow movement near seagrass patches.,"['Sea Urchin', 'Jellyfish']",4.0,2.790617532455411,2.8357823599076593,3.8366181818901395,3.0185623087780913,2.5454545454545454,2021-08-09,,,40
A. Farensis,male,adult,,Claw waving directed at nearby crab.,"['Mussel', 'Polychaete Worm', 'Small Fish', 'Sea Urchin', 'Jellyfish']",9.0,5.863636363636363,5.700444087189653,7.033304576976988,5.8998161292775855,2.727272727272727,2021-08-09,,,41
u. olhanen.,female,pre_puberty,False,Claw snapping in competition.,['Shrimp'],4.0,1.5917780942089683,2.1311674935104126,2.931510043940345,1.6116533483555486,2.727272727272727,2021-08-09,,,42
Ucides alvorensis,male,sub_adult,,Sideways walking along bay edge.,"['Sea Star', 'Barnacle']",6.0,4.7727272727272725,4.794809522969308,6.492880015616543,5.193477792951339,2.5454545454545454,2021-08-09,,,43
A farensis,-,juvenile,,Moving sideways along sandy bottom.,['Shrimp'],5.0,0.2727272727272727,0.1940277956595512,0.271944011757344,0.2774072957239232,2.727272727272727,2021-08-09,,,44
A farensis,male,adult,,Guarding eggs under abdominal flap.,"['Hermit Crab', 'Sea Sponge', 'Shrimp']",10.0,2.727272727272727,2.649880202519072,3.77032480976515,2.8264117786345353,2.727272727272727,2021-08-09,,,45
A. Farensis,male,juvenile,,Feeding on small mollusks.,['Sea Sponge'],2.0,1.5454545454545454,1.845634649715924,2.403752078128962,1.5687708996327565,2.6363636363636362,2021-08-09,,,46
A. Farensis,female,pre_puberty,False,Displaying dominance by lifting body.,"['Barnacle', 'Mussel', 'Small Fish', 'Sea Star']",3.0,1.0663851773572308,0.7485250197377376,1.0916643353245103,1.074944633513495,2.5454545454545454,2021-08-09,,,47
A farensis,male,adult,,Exchanging antenna taps.,['Hermit Crab'],9.0,3.5454545454545454,3.3237611764527526,4.532029981534172,3.5700225125954885,2.6363636363636362,2021-08-09,,,48
u. olhanen.,female,pre_puberty,False,Burrowing into sandy sediment.,"['Snail', 'Sea Sponge']",7.0,1.8329952115261106,1.5335224144632797,1.9843732848512794,1.989021272791433,2.6363636363636362,2021-08-09,,,49
U. olhanensis,male,adult,True,Dragging shell fragment backward.,"['Small Fish', 'Mussel', 'Crab (Other Species)', 'Coral Fragment', 'Hermit Crab']",3.0,3.1363636363636362,3.185499278018993,3.8915839565026973,3.2424740128102516,2.727272727272727,2021-08-09,,,50
Ucides alvorensis,female,juvenile,False,Cleaning claws with rubbing motion.,['Sea Anemone'],8.0,0.9555196030368287,0.9212125358824612,1.3578101289932105,0.9947635061284708,2.6363636363636362,2021-08-09,,,51
A. Farensis,male,juvenile,,Resting under shell fragment.,"['Coral Fragment', 'Mussel']",6.0,1.0909090909090908,0.9262837269903005,1.1818276978559046,1.1826594293139094,2.727272727272727,2021-08-09,,,52
u. olhanen.,male,pre_puberty,,Escaping from aggressive fish.,"['Algae', 'Sea Star']",6.0,2.4545454545454546,3.1226224403392724,3.8966913213518755,2.56956121988016,2.4545454545454546,2021-08-09,,,53
u. olhanen.,female,juvenile,False,Feeding on small mollusks.,['Snail'],8.0,1.8061666759828703,2.2594215582534516,3.1022574268925127,1.949959088470447,2.6363636363636362,2021-08-09,,,54
u. olhanen.,female,juvenile,False,Picking biofilm on submerged wood.,"['Snail', 'Mussel', 'Sea Urchin', 'Barnacle', 'Shrimp']",4.0,0.3855745075769812,0.482123134396736,0.6378308505178348,0.3864172224109134,2.6363636363636362,2021-08-09,,,55
u. olhanen.,female,adult,False,Exploring new territory.,"['Sea Urchin', 'Hermit Crab']",10.0,1.3239370256110767,1.2769665128785852,1.5451883148741006,1.3705065990369238,2.6363636363636362,2021-08-09,,,56
u. olhanen.,male,sub_adult,,Searching for food in tidal pools.,"['Shrimp', 'Snail']",8.0,3.6363636363636362,4.091547533769002,5.062834924554342,3.8368078478747294,2.5454545454545454,2021-08-09,,,57
u. olhanen.,male or female,juvenile,,Hiding beneath rocks.,"['Coral Fragment', 'Sea Sponge', 'Sea Anemone', 'Barnacle']",2.0,2.0454545454545454,2.7984044525523175,3.4763778707307864,2.078004323586206,2.5454545454545454,2021-08-09,,,58
u. olhanen.,male,pre_puberty,,Picking biofilm on submerged wood.,['Snail'],8.0,1.1590909090909092,0.9049969999875866,1.1009747840982238,1.2163604773572896,2.8181818181818183,2021-08-09,,,59
A farensis,female,adult,False,Climbing onto submerged logs.,"['Sea Urchin', 'Sea Sponge', 'Coral Fragment', 'Barnacle', 'Algae']",3.0,4.796482214526619,4.391782921612939,6.216723709416474,4.973774206801876,2.5454545454545454,2021-08-09,,,60
u. olhanen.,male,adult,,Picking biofilm on submerged wood.,"['Crab (Other Species)', 'Algae', 'Shrimp']",6.0,4.090909090909091,4.221462974624709,5.192503341894016,4.259725504939611,2.5454545454545454,2021-08-09,,,61
U. olhanensis,female,sub_adult,False,Climbing submerged rocks.,['Sea Star'],9.0,1.633677294833076,1.5619030483556564,1.9575030706968002,1.7563175144952254,2.5454545454545454,2021-08-09,,,62
A farensis,female,adult,False,Searching for food in tidal pools.,"['Barnacle', 'Sea Urchin', 'Sea Sponge']",6.0,2.995867254620495,2.7296099661270734,3.6156105616876384,3.20949017462444,2.6363636363636362,2021-08-09,,,63
u. olhanen.,male,juvenile,,Picking detritus from seabed.,"['Sea Star', 'Polychaete Worm', 'Mussel', 'Sea Sponge']",6.0,0.5909090909090909,0.6695988603612715,0.8709715127293819,0.593628461385048,2.5454545454545454,2021-08-09,,,64
A farensis,male,pre_puberty,,Emerging cautiously from hiding.,"['Coral Fragment', 'Sea Urchin']",5.0,1.9090909090909092,1.644909355079289,2.150479666124733,1.9201371565846606,2.727272727272727,2021-08-09,,,65
u. olhanen.,female,adult,False,Searching for mates at twilight.,"['Crab (Other Species)', 'Coral Fragment', 'Polychaete Worm']",7.0,4.087112873381424,4.824607511859781,6.529808582686709,4.388047489156786,2.4545454545454546,2021-08-09,,,66
A farensis,female,pre_puberty,True,Resting in shaded rock crevice.,"['Barnacle', 'Small Fish']",5.0,1.5772041067981832,1.175722270031847,1.7258414660667007,1.6520098304676567,2.5454545454545454,2021-08-09,,,67
u. olhanen.,male,adult,,Social contact with other crabs.,"['Polychaete Worm', 'Small Fish', 'Snail', 'Jellyfish', 'Sea Star']",8.0,4.909090909090909,5.050682005540019,6.722340943632684,5.166355555636538,2.5454545454545454,2021-08-09,,,68
u. olhanen.,male,sub_adult,,Retreating into burrow.,['Mussel'],5.0,1.4772727272727273,1.6901704563495346,2.458774555787549,1.601479444633891,2.5454545454545454,2021-08-09,,,69
A farensis,female,sub_adult,False,Escaping from aggressive fish.,"['Mussel', 'Sea Star', 'Hermit Crab']",7.0,0.5063540981069715,0.3813861702636048,0.5524474231561111,0.5247914810652753,2.4545454545454546,2021-08-09,,,70
U. olhanensis,-,juvenile,,Dragging shell fragment backward.,['Shrimp'],7.0,1.8181818181818181,1.6241036911830073,2.13240929903178,1.9291424512433024,2.6363636363636362,2021-08-09,,,71
U. olhanensis,male,juvenile,,Claw snapping in competition.,['Crab (Other Species)'],8.0,1.0454545454545454,0.8809153486752724,1.2536815814578819,1.060941637651492,2.4545454545454546,2021-08-09,,,72
u. olhanen.,male,sub_adult,,Sitting still blending with environment.,"['Algae', 'Sea Star', 'Sea Urchin']",4.0,4.659090909090909,4.1423459468004475,5.816184283054899,5.011320260161583,2.6363636363636362,2021-08-09,,,73
U. olhanensis,male or female,adult,,Half buried in sand.,"['Mussel', 'Sea Star', 'Small Fish']",3.0,3.409090909090909,3.7049508175459422,4.898581704347394,3.606155993951749,2.6363636363636362,2021-08-09,,,74
u. olhanen.,female,sub_adult,True,Feeding on algae scraped from rocks.,"['Snail', 'Small Fish', 'Jellyfish']",5.0,3.9438878165498066,4.382327572268431,5.761947721354258,4.239464893391867,2.6363636363636362,2021-08-09,,,75
U. olhanensis,male,sub_adult,,Feeding on detritus in shallow water.,"['Shrimp', 'Small Fish', 'Sea Urchin', 'Sea Sponge']",7.0,1.4772727272727273,1.4871402906214768,1.8433650507065296,1.5828969008507263,2.727272727272727,2021-08-09,,,76
u. olhanen.,male,sub_adult,,Feeding on algae scraped from rocks.,"['Coral Fragment', 'Sea Urchin', 'Barnacle']",5.0,2.727272727272727,2.6635519238699823,3.410924593166017,2.754178271272948,2.8181818181818183,2021-08-09,,,77
A. Farensis,female,adult,False,Crab moving quickly across rocks.,"['Sea Sponge', 'Coral Fragment']",4.0,4.490789272424316,4.632354863342572,6.651753990659699,4.862752767234064,2.5454545454545454,2021-08-09,,,78
u. olhanen.,male,adult,,Rapid crossing of open sand.,"['Algae', 'Coral Fragment', 'Snail', 'Sea Anemone']",5.0,5.045454545454546,4.99281029603598,6.410399166425899,5.227902954049026,2.6363636363636362,2021-08-09,,,79
A farensis,female,sub_adult,False,Feeding on small mollusks.,['Crab (Other Species)'],8.0,3.572329143111806,3.5252544236251153,4.454638018152313,3.605937989972198,2.4545454545454546,2021-08-09,,,80
A farensis,female,sub_adult,False,Interacting with small fish nearby.,['Crab (Other Species)'],6.0,3.187361712081591,2.729443638876161,3.328382992664625,3.371156919037463,2.6363636363636362,2021-08-09,,,81
A. Farensis,male,juvenile,,Mating behavior with antenna touching.,"['Sea Anemone', 'Snail', 'Mussel', 'Small Fish']",5.0,0.8636363636363636,1.1870787820033337,1.4718303195623408,0.9128242801727513,2.6363636363636362,2021-08-09,,,82
A farensis,female,adult,True,Retreating into burrow.,"['Sea Anemone', 'Sea Sponge', 'Mussel', 'Crab (Other Species)']",2.0,4.234427709204949,4.2210891920576685,6.100088288485555,4.4249420744311,2.727272727272727,2021-08-09,,,83
u. olhanen.,N/R,pre_puberty,,Climbing barnacle-covered surfaces.,['Sea Sponge'],5.0,4.090909090909091,5.1289313155418625,7.385316732661781,4.278082625144812,2.6363636363636362,2021-08-09,,,84
Ucides alvorensis,female,sub_adult,False,Retreating quickly from shadow.,"['Jellyfish', 'Hermit Crab', 'Algae', 'Shrimp']",8.0,3.2266642239201078,3.0740597426128016,4.559079456949039,3.3946879357525295,2.4545454545454546,2021-08-09,,,85
A. Farensis,male,sub_adult,,Resting in shaded rock crevice.,"['Sea Sponge', 'Small Fish']",6.0,2.5,2.1277165833971172,2.6765379027003444,2.669804283532826,2.6363636363636362,2021-08-09,,,86
A farensis,male,pre_puberty,,Claw snapping at diver.,"['Jellyfish', 'Polychaete Worm', 'Sea Star', 'Sea Urchin', 'Hermit Crab']",9.0,1.7727272727272727,1.3965870042051909,1.684932837429404,1.8430828796087981,2.4545454545454546,2021-08-09,,,87
Ucides alvorensis,male,sub_adult,,Foraging among seagrass roots.,"['Sea Star', 'Mussel', 'Sea Urchin', 'Polychaete Worm']",7.0,3.1818181818181817,2.865869046977338,3.4474347915148766,3.2697192505276886,2.5454545454545454,2021-08-09,,,88
A farensis,female,sub_adult,False,Dragging shell fragment backward.,"['Snail', 'Jellyfish', 'Mussel']",9.0,4.110361217999656,4.173562455258401,5.021273463268613,4.268840843981821,2.8181818181818183,2021-08-09,,,89
U. olhanensis,male,adult,True,Retreating into burrow.,"['Sea Urchin', 'Sea Anemone', 'Hermit Crab', 'Coral Fragment']",6.0,5.7272727272727275,5.352717288150117,7.003048967138744,6.277545100424305,2.6363636363636362,2021-08-09,,,90
U. olhanensis,female,adult,False,Retreating into burrow.,"['Mussel', 'Algae']",6.0,3.244867771989462,3.1199871613953833,3.7551337575640855,3.526095564058421,2.8181818181818183,2021-08-09,,,91
A farensis,female,sub_adult,False,Exchanging antenna taps.,"['Sea Star', 'Barnacle', 'Polychaete Worm', 'Sea Urchin', 'Hermit Crab']",10.0,3.2635851813392383,2.3882416151633676,2.9439211584790637,3.326696778454416,2.6363636363636362,2021-08-09,,,92
u. olhanen.,female,juvenile,False,Sideways walking along bay edge.,"['Hermit Crab', 'Polychaete Worm']",6.0,0.509965982631424,0.6098054984234168,0.8384555734819027,0.5167261386999887,2.6363636363636362,2021-08-09,,,93
A. Farensis,female,juvenile,False,Using claws to dig into sediment.,"['Polychaete Worm', 'Sea Urchin', 'Jellyfish']",8.0,1.0345610351354522,1.1943401104900493,1.7272464494583097,1.055870060630549,2.5454545454545454,2021-08-09,,,94
u. olhanen.,male,sub_adult,,Resting in shaded rock crevice.,"['Snail', 'Jellyfish']",7.0,3.6363636363636362,3.8181578947138006,5.662346714214214,3.7802497796626358,2.5454545454545454,2021-08-09,,,95
u. olhanen.,female,juvenile,True,Stillness in cold water.,"['Crab (Other Species)', 'Jellyfish', 'Snail', 'Coral Fragment', 'Sea Anemone']",8.0,1.4875278650090387,1.1834803688570945,1.7450878418994547,1.5207498677957125,2.727272727272727,2021-08-09,,,96
Ucides alvorensis,male,juvenile,,Moving toward bait.,"['Shrimp', 'Snail', 'Sea Urchin']",7.0,0.7272727272727273,0.7946805431496432,0.9909386019485822,0.7318441820280978,2.6363636363636362,2021-08-09,,,97
Ucides alvorensis,male,pre_puberty,,Moving sideways along sandy bottom.,['Small Fish'],8.0,1.1590909090909092,1.1626698632331356,1.6914897280557972,1.2262146201365178,2.727272727272727,2021-08-09,,,98
u. olhanen.,female,sub_adult,False,Picking detritus from seabed.,['Jellyfish'],8.0,2.0798424682047636,2.3668441131054174,3.4167290161582,2.137303551337457,2.6363636363636362,2021-08-09,,,99
U. olhanensis,male,pre_puberty,True,Moving sideways along sandy bottom.,['Sea Star'],3.0,1.5681818181818181,1.9074608628710692,2.762532848930288,1.6662389142267173,2.5454545454545454,2021-08-09,,,100
A. Farensis,male,adult,,Pausing frequently during exploration.,"['Hermit Crab', 'Shrimp', 'Sea Anemone']",5.0,3.8181818181818183,3.9949264797133974,5.937508801459279,3.821779228505596,2.5454545454545454,2021-08-09,,,101
A farensis,male,pre_puberty,,Crab moving quickly across rocks.,"['Shrimp', 'Jellyfish', 'Barnacle']",9.0,1.7727272727272727,1.2872757339733845,1.8974162184906016,1.7918999454880797,2.5454545454545454,2021-08-09,,,102
U. olhanensis,female,adult,True,Feeding on algae scraped from rocks.,"['Barnacle', 'Small Fish', 'Sea Anemone', 'Sea Urchin']",5.0,3.8202349557010966,3.9989118335700407,5.519145806687195,3.9765648618806098,2.5454545454545454,2021-08-09,,,103
U. olhanensis,male,adult,,Feeding on small mollusks.,"['Coral Fragment', 'Small Fish', 'Sea Urchin', 'Snail', 'Algae']",7.0,8.045454545454545,8.51679448032192,10.44327772603674,8.063474555238939,2.6363636363636362,2021-08-09,,,104
U. olhanensis,female,adult,False,Half buried in sand.,"['Mussel', 'Sea Urchin', 'Coral Fragment', 'Snail']",5.0,2.542379270585776,3.102538765309366,4.255074190103552,2.6545701823205636,2.6363636363636362,2021-08-09,,,105
u. olhanen.,male,sub_adult,,Feeding on small crustaceans.,['Algae'],7.0,3.6363636363636362,3.210068442714582,4.561409469458752,3.962155414127759,2.5454545454545454,2021-08-09,,,106
u. olhanen.,male,pre_puberty,,Escaping predator silhouette overhead.,"['Sea Star', 'Barnacle', 'Crab (Other Species)', 'Algae']",3.0,1.8409090909090908,1.6226567065525024,2.262952979744967,1.9469874118935842,2.6363636363636362,2021-08-09,,,107
A farensis,female,sub_adult,False,Claw waving directed at nearby crab.,"['Snail', 'Coral Fragment']",5.0,2.896923454169858,3.009013736307001,4.479613066122787,3.025626342961282,2.6363636363636362,2021-08-09,,,108
Ucides alvorensis,male or female,pre_puberty,,Cleaning claws with rubbing motion.,"['Algae', 'Snail']",9.0,3.2045454545454546,4.1077965545053265,5.6873945598247,3.3611365351177485,2.6363636363636362,2021-08-09,,,109
A. Farensis,female,pre_puberty,False,Moving in groups.,"['Polychaete Worm', 'Mussel', 'Hermit Crab']",6.0,0.350995477652418,0.3464211734790467,0.45213612203588127,0.36984240180354444,2.727272727272727,2021-08-09,,,110
U. olhanensis,male,sub_adult,,Feeding on small crustaceans.,"['Sea Urchin', 'Shrimp', 'Sea Sponge', 'Small Fish', 'Sea Star']",6.0,2.5,2.329251087032475,3.362647554219814,2.5658735002589355,2.4545454545454546,2021-08-09,,,111
A farensis,female,adult,False,Defensive posture when approached.,"['Jellyfish', 'Algae']",6.0,3.375033561273685,3.4756446305019435,4.878577519335713,3.4593977043826443,2.6363636363636362,2021-08-09,,,112
u. olhanen.,female,pre_puberty,False,Waving claws rhythmically.,"['Crab (Other Species)', 'Sea Star', 'Polychaete Worm', 'Jellyfish', 'Shrimp']",5.0,1.8632853264182507,2.0144526812487626,2.7563231590755293,1.9784953253680506,2.6363636363636362,2021-08-09,,,113
A. Farensis,female,adult,True,Retreating into burrow.,['Shrimp'],7.0,2.80272606526028,3.185948247487106,4.088345998106209,3.069529490022737,2.5454545454545454,2021-08-09,,,114
u. olhanen.,male,adult,,Using claws to dig into sediment.,"['Hermit Crab', 'Sea Anemone', 'Sea Sponge', 'Polychaete Worm', 'Mussel']",6.0,3.272727272727273,3.2208347415795826,4.129211482819387,3.425596707139528,2.5454545454545454,2021-08-09,,,115
U. olhanensis, ,sub_adult,,Feeding on small mollusks.,['Shrimp'],4.0,2.5,2.8729233118474444,4.004367997310248,2.5187357816396303,2.5454545454545454,2021-08-09,,,116
U. olhanensis,male,pre_puberty,,Picking detritus from seabed.,"['Snail', 'Shrimp', 'Algae', 'Crab (Other Species)']",9.0,2.9318181818181817,2.947115525090632,4.164119583844492,2.9906006279090063,2.727272727272727,2021-08-09,,,117
Ucides alvorensis,N/R,juvenile,,Moving in groups.,"['Snail', 'Small Fish', 'Hermit Crab', 'Polychaete Worm']",5.0,0.9545454545454546,0.586095427721207,0.7374957240808367,0.9973142094113726,2.6363636363636362,2021-08-09,,,118
A. Farensis,male,adult,,Displaying dominance by lifting body.,"['Shrimp', 'Snail']",8.0,2.1818181818181817,2.268051600767521,2.7767493448584197,2.2074429438433794,2.6363636363636362,2021-08-09,,,119
U. olhanensis,male,sub_adult,True,Swimming short distance to escape.,"['Sea Sponge', 'Barnacle', 'Coral Fragment', 'Snail']",10.0,5.681818181818182,5.752568758388503,7.512972415789352,5.95574039989632,2.5454545454545454,2021-08-09,,,120
u. olhanen.,male,adult,,Dragging shell fragment backward.,"['Shrimp', 'Hermit Crab', 'Sea Anemone', 'Jellyfish']",7.0,4.636363636363637,4.713039412641329,6.645063396760309,4.956408308361672,2.5454545454545454,2021-08-09,,,121
A farensis,female,sub_adult,False,Rapid claw movement while feeding.,"['Polychaete Worm', 'Hermit Crab']",9.0,2.092328078158482,2.4239175334243246,3.433987153213219,2.280808747605463,2.6363636363636362,2021-08-09,,,122
