species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,female,pre_puberty,A farensis,False,Moving in groups.,"['Small Fish', 'Barnacle']",4.0,2.5943424293662543,1.9654911497511984,2.6079851336600934,2.778839166905285,1.9090909090909092,2022-10-27,,,10
,male,pre_puberty,Ucides alvorensis,,Scavenging near tidal pools.,"['Algae', 'Barnacle', 'Mussel', 'Polychaete Worm', 'Sea Anemone']",9.0,2.590909090909091,2.4610782901441906,3.4117594035157977,2.8136631952651023,1.8181818181818181,2022-10-27,,,11
,female,juvenile,A. Farensis,False,Exploring new territory.,"['Sea Sponge', 'Polychaete Worm', 'Shrimp', 'Hermit Crab']",5.0,1.4477377261248965,1.3108708419509438,1.597224238351146,1.5065184766932211,2.090909090909091,2022-10-27,,,12
,female,pre_puberty,A. Farensis,False,Interacting with small fish nearby.,['Coral Fragment'],6.0,1.5768611500057552,1.3526755430965738,1.7345481338769444,1.6837460985764743,1.8181818181818181,2022-10-27,,,13
,female,juvenile,A farensis,False,Foraging among seagrass roots.,"['Sea Urchin', 'Hermit Crab', 'Algae', 'Crab (Other Species)']",6.0,1.2890752102006269,1.3200100782449986,1.8959674977327792,1.3648748617406914,1.9090909090909092,2022-10-27,,,14
, ,pre_puberty,Ucides alvorensis,,Feeding on algae scraped from rocks.,"['Coral Fragment', 'Small Fish', 'Polychaete Worm', 'Barnacle', 'Algae']",6.0,1.7727272727272727,2.0904267880098604,2.794417302545827,1.7993108264881348,1.8181818181818181,2022-10-27,,,15
,female,sub_adult,A. Farensis,False,Shaking claws after contact.,"['Coral Fragment', 'Polychaete Worm', 'Barnacle', 'Mussel', 'Sea Urchin']",9.0,1.6188842922178375,1.6345482399728133,2.1890957737624084,1.7602088293068903,1.8181818181818181,2022-10-27,,,16
,female,adult,Ucides alvorensis,False,Vibrating antennae in water currents.,"['Crab (Other Species)', 'Sea Star', 'Snail', 'Sea Urchin']",5.0,1.2155771365502834,1.3050705255516477,1.5820729339421,1.2335785964437,1.9090909090909092,2022-10-27,,,17
,female,adult,U. olhanensis,False,Climbing seaweed stalks.,"['Shrimp', 'Mussel', 'Barnacle']",7.0,2.072235131433543,2.408241948453138,3.247565921124467,2.1896961108630375,1.7272727272727273,2022-10-27,,,18
,male,adult,A farensis,,Moving toward bait.,"['Sea Sponge', 'Coral Fragment']",5.0,5.454545454545454,5.079049458069128,7.61363797574439,5.555754522599261,1.8181818181818181,2022-10-27,,,19
,male,adult,U. olhanensis,True,Burrowing into sandy sediment.,"['Shrimp', 'Algae']",7.0,4.5,4.246646596015789,5.781085082830451,4.931504835343265,1.9090909090909092,2022-10-27,,,20
,female,sub_adult,A. Farensis,True,Hiding under floating debris.,"['Mussel', 'Crab (Other Species)', 'Sea Star', 'Sea Sponge', 'Jellyfish']",6.0,1.9518513438023177,2.11483390762643,3.013800609756593,2.0373700647373743,2.0,2022-10-27,,,21
,female,adult,u. olhanen.,False,Exploring new territory.,['Small Fish'],9.0,3.477686474524791,4.063895079376122,5.650998540587659,3.6753289442435984,1.7272727272727273,2022-10-27,,,22
,female,adult,u. olhanen.,False,Social contact with other crabs.,"['Shrimp', 'Crab (Other Species)']",5.0,3.739316890640574,3.4857738935619675,5.04923282615828,4.002768187513723,1.7272727272727273,2022-10-27,,,23
,female,pre_puberty,u. olhanen.,True,Half buried in sand.,"['Sea Star', 'Sea Sponge', 'Crab (Other Species)', 'Sea Urchin', 'Small Fish']",7.0,3.5666103920060537,2.5236875249613964,3.57281470852185,3.8567527677726456,1.9090909090909092,2022-10-27,,,24
,female,adult,U. olhanensis,False,Moving in groups.,['Mussel'],4.0,4.900663996858818,5.628317718436619,8.225349046162433,4.910137081519863,1.9090909090909092,2022-10-27,,,25
,male,pre_puberty,A farensis,,Mating behavior with antenna touching.,['Algae'],6.0,1.9090909090909092,2.1465076343931244,2.8956738504302346,2.0867329678059434,2.0,2022-10-27,,,26
,female,adult,A farensis,False,Vibrating antennae in water currents.,"['Sea Star', 'Sea Urchin', 'Shrimp']",8.0,3.2342241129368983,3.6596126319784115,4.7863002720322925,3.533017901561459,2.0,2022-10-27,,,27
,male,sub_adult,A farensis,,Burrowing into sandy sediment.,['Sea Urchin'],8.0,4.431818181818182,5.2940967038289495,6.5335818289631185,4.644320776577398,1.7272727272727273,2022-10-27,,,28
,male,sub_adult,A. Farensis,,Slow movement near seagrass patches.,['Hermit Crab'],3.0,4.318181818181818,3.5783623452571613,4.441112960880421,4.434190911239598,2.0,2022-10-27,,,29
,male,adult,u. olhanen.,True,Inspecting discarded crab shell.,"['Barnacle', 'Polychaete Worm', 'Mussel', 'Jellyfish', 'Coral Fragment']",6.0,1.9090909090909092,1.8940604446282128,2.308683420654589,2.0434688413927535,1.8181818181818181,2022-10-27,,,30
,male,adult,u. olhanen.,,Sitting still blending with environment.,['Crab (Other Species)'],8.0,10.909090909090908,10.174143392115546,12.70478124975345,11.785642960385843,1.9090909090909092,2022-10-27,,,31
,female,juvenile,A farensis,False,Slow movement near seagrass patches.,"['Small Fish', 'Sea Urchin', 'Mussel', 'Sea Sponge']",6.0,2.49213460622808,1.7271737003707657,2.332237921370315,2.6481976611916007,1.9090909090909092,2022-10-27,,,32
,male,sub_adult,A farensis,,Scavenging near tidal pools.,['Shrimp'],5.0,5.795454545454546,4.887066641625018,7.125126609374423,6.1324486858267475,1.8181818181818181,2022-10-27,,,33
,male or female,juvenile,Ucides alvorensis,,Retreating quickly from shadow.,"['Jellyfish', 'Coral Fragment']",7.0,2.0454545454545454,2.5596531107702556,3.0832142696893214,2.0468678733593872,2.090909090909091,2022-10-27,,,34
,male,adult,u. olhanen.,,Crab moving quickly across rocks.,['Small Fish'],9.0,1.2272727272727273,1.3461959800891594,1.9773061307830708,1.2746344818914108,1.9090909090909092,2022-10-27,,,35
,female,sub_adult,u. olhanen.,False,Swimming short distance to escape.,"['Small Fish', 'Hermit Crab', 'Algae']",5.0,4.706212322127651,4.196270437804283,6.194929448598055,4.7124527645158825,1.9090909090909092,2022-10-27,,,36
,male,pre_puberty,U. olhanensis,,Hiding under floating debris.,['Coral Fragment'],10.0,1.0227272727272727,1.2317859027044844,1.6664177879890365,1.1201678768460974,1.8181818181818181,2022-10-27,,,37
,female,sub_adult,A farensis,False,Shaking claws after contact.,"['Sea Urchin', 'Polychaete Worm', 'Mussel', 'Algae']",5.0,2.37015268881896,2.7793687186181786,3.8333831364888087,2.493288179426412,1.8181818181818181,2022-10-27,,,38
,female,pre_puberty,u. olhanen.,True,Claw snapping at diver.,"['Snail', 'Sea Urchin', 'Mussel', 'Algae', 'Sea Star']",8.0,1.2516544846899424,1.5900309754982196,2.261979002219323,1.3315804841555492,1.7272727272727273,2022-10-27,,,39
,female,sub_adult,U. olhanensis,False,Climbing algae-covered rocks.,"['Jellyfish', 'Crab (Other Species)', 'Small Fish']",6.0,3.3511581986513588,3.2938267135077184,4.434233362499273,3.444789526446085,2.0,2022-10-27,,,40
,male,juvenile,A. Farensis,,Escaping from aggressive fish.,['Polychaete Worm'],5.0,1.6818181818181819,1.8224459508391482,2.5842918068037086,1.7997459298912148,1.8181818181818181,2022-10-27,,,41
,male,sub_adult,u. olhanen.,,Searching for food in tidal pools.,"['Sea Sponge', 'Sea Urchin', 'Coral Fragment', 'Snail', 'Small Fish']",6.0,7.2727272727272725,6.415794101670068,8.544883292971964,7.824895019539295,2.0,2022-10-27,,,42
,male,sub_adult,u. olhanen.,,Emerging cautiously from hiding.,"['Sea Anemone', 'Algae']",4.0,5.568181818181818,6.40885403910001,9.207043242766622,5.931202569225307,1.9090909090909092,2022-10-27,,,43
,male,juvenile,U. olhanensis,,Claw snapping in competition.,"['Sea Star', 'Sea Urchin', 'Sea Anemone']",3.0,0.8181818181818182,0.858057254049486,1.048231733327282,0.8829441646821595,2.0,2022-10-27,,,44
,-,adult,u. olhanen.,,Dragging shell fragment backward.,"['Coral Fragment', 'Mussel', 'Shrimp']",3.0,3.5454545454545454,3.4693550628121,4.339161123112801,3.5912109989136978,1.7272727272727273,2022-10-27,,,45
,female,juvenile,u. olhanen.,False,Retreating into burrow.,"['Hermit Crab', 'Barnacle']",1.0,1.7549061241808,2.4970358372064525,3.336498475345365,1.7761757374285614,1.9090909090909092,2022-10-27,,,46
,female,pre_puberty,A. Farensis,False,Swimming short distance to escape.,"['Algae', 'Sea Star', 'Mussel', 'Sea Anemone', 'Small Fish']",7.0,1.9895811737137483,1.9094084009881016,2.588503506536645,2.026118912772954,1.7272727272727273,2022-10-27,,,47
,female,adult,U. olhanensis,False,Climbing submerged rocks.,"['Coral Fragment', 'Snail']",4.0,1.8987871252413173,1.9216807566972245,2.7881305666890754,1.9820271701562695,1.9090909090909092,2022-10-27,,,48
,male,adult,A. Farensis,,Mating behavior with antenna touching.,"['Sea Urchin', 'Small Fish', 'Jellyfish']",7.0,2.727272727272727,2.8248792824107465,3.4467207143914136,2.9409785198067415,1.8181818181818181,2022-10-27,,,49
,male,sub_adult,U. olhanensis,True,Exploring new territory.,"['Sea Sponge', 'Sea Anemone', 'Algae', 'Coral Fragment', 'Barnacle']",7.0,1.8181818181818181,1.756838664735035,2.410516545085802,1.8632807139110097,1.8181818181818181,2022-10-27,,,50
,male,sub_adult,A. Farensis,,Moving toward warmer water pockets.,"['Barnacle', 'Sea Anemone', 'Snail']",9.0,2.159090909090909,1.8941567746907217,2.296417859319654,2.1914945423106023,2.0,2022-10-27,,,51
,male,sub_adult,U. olhanensis,,Inspecting discarded crab shell.,"['Jellyfish', 'Barnacle', 'Polychaete Worm', 'Shrimp']",4.0,1.4772727272727273,1.2845556587083296,1.57149705559268,1.5953249703961006,1.8181818181818181,2022-10-27,,,52
,nan,adult,u. olhanen.,,Searching for mates at twilight.,['Small Fish'],4.0,5.590909090909091,5.177126616443709,6.624799878677817,5.895194584193404,1.9090909090909092,2022-10-27,,,53
,male,sub_adult,Ucides alvorensis,,Emerging cautiously from hiding.,"['Jellyfish', 'Snail', 'Shrimp']",5.0,5.454545454545454,6.385108775248793,9.477300727272306,5.740170525664966,1.9090909090909092,2022-10-27,,,54
,male,pre_puberty,A. Farensis,,Climbing algae-covered rocks.,"['Barnacle', 'Jellyfish']",7.0,1.3636363636363635,1.3663718494413146,1.7158724813999546,1.3870544499069255,1.8181818181818181,2022-10-27,,,55
,male,adult,u. olhanen.,,Interacting with small fish nearby.,"['Sea Star', 'Crab (Other Species)', 'Small Fish']",6.0,4.363636363636363,4.4372261954712435,5.567116038173443,4.445052956904923,1.8181818181818181,2022-10-27,,,56
,male,pre_puberty,A. Farensis,,Crab moving quickly across rocks.,['Sea Star'],8.0,0.75,0.6409480519723046,0.7726702287642879,0.7556365347879418,1.9090909090909092,2022-10-27,,,57
,male,pre_puberty,Ucides alvorensis,,Retreating into burrow.,"['Polychaete Worm', 'Mussel', 'Jellyfish']",6.0,1.6363636363636365,2.077880765841873,2.9118678366999315,1.7823415686916382,1.7272727272727273,2022-10-27,,,58
,female,adult,u. olhanen.,False,Emerging cautiously from hiding.,"['Shrimp', 'Sea Star', 'Sea Urchin']",5.0,3.30158083536783,3.553794865792945,5.302059836715646,3.4545031024976667,1.9090909090909092,2022-10-27,,,59
,male,sub_adult,A. Farensis,True,Displaying dominance by lifting body.,"['Snail', 'Hermit Crab', 'Jellyfish']",6.0,9.204545454545455,7.471324344499506,10.784267849342399,9.35447723251419,1.9090909090909092,2022-10-27,,,60
, ,pre_puberty,Ucides alvorensis,,Hiding under seagrass blades.,"['Sea Urchin', 'Small Fish', 'Snail', 'Mussel', 'Barnacle']",7.0,4.840909090909091,4.998713674690902,6.408116214532413,4.9727172491280776,1.8181818181818181,2022-10-27,,,61
,male,pre_puberty,u. olhanen.,,Retreating into burrow.,"['Mussel', 'Polychaete Worm']",5.0,4.0227272727272725,4.3656752532787175,6.1513472715482,4.15700524780244,2.0,2022-10-27,,,62
,male,adult,A. Farensis,,Picking algae from rock surface.,['Jellyfish'],3.0,4.7727272727272725,5.041565735414616,6.832951570804877,4.810521330697978,1.9090909090909092,2022-10-27,,,63
,male,pre_puberty,A. Farensis,,Slow movement near seagrass patches.,"['Mussel', 'Sea Urchin', 'Shrimp', 'Snail']",8.0,3.340909090909091,3.782898544096101,5.20403533226909,3.3724032406720923,1.8181818181818181,2022-10-27,,,64
,female,pre_puberty,Ucides alvorensis,False,Sitting still blending with environment.,"['Sea Urchin', 'Barnacle', 'Sea Sponge', 'Jellyfish', 'Hermit Crab']",9.0,2.164582315368288,3.04109704031671,4.515230816208779,2.3347902081967886,1.8181818181818181,2022-10-27,,,65
,female,adult,A farensis,False,Territorial display against intruder.,"['Sea Anemone', 'Hermit Crab']",4.0,4.420583239375546,5.26190602110562,6.791141645829919,4.708175124066357,1.8181818181818181,2022-10-27,,,66
,male,sub_adult,U. olhanensis,,Claw waving directed at nearby crab.,"['Snail', 'Shrimp', 'Jellyfish', 'Sea Sponge']",8.0,3.977272727272727,3.8211164210581954,5.550877747092024,4.180354847893953,1.8181818181818181,2022-10-27,,,67
,female,sub_adult,A farensis,False,Claw snapping at diver.,['Jellyfish'],8.0,3.9437491512309935,3.749510479070971,5.394218218993869,4.184575721863808,1.8181818181818181,2022-10-27,,,68
,-,pre_puberty,Ucides alvorensis,,Hiding under seagrass blades.,"['Sea Anemone', 'Sea Sponge', 'Polychaete Worm', 'Sea Star']",9.0,1.5681818181818181,1.3530076836352265,1.9150813103332476,1.7077332609713112,1.8181818181818181,2022-10-27,,,69
,female,juvenile,A farensis,False,Inspecting discarded crab shell.,"['Mussel', 'Jellyfish', 'Small Fish', 'Barnacle']",7.0,1.9377091442565473,1.8571050162388025,2.252381247750058,2.0239960736987133,1.9090909090909092,2022-10-27,,,70
,male,adult,U. olhanensis,,Using claws to dig into sediment.,"['Small Fish', 'Jellyfish', 'Mussel']",7.0,4.7727272727272725,4.546714900425609,6.000781680622021,4.974529801532924,1.8181818181818181,2022-10-27,,,71
,male or female,sub_adult,Ucides alvorensis,,Escaping predator silhouette overhead.,"['Sea Star', 'Polychaete Worm', 'Mussel']",8.0,4.431818181818182,3.5859641085055856,5.140665273379857,4.837855629940998,1.9090909090909092,2022-10-27,,,72
,female,adult,A farensis,False,Guarding eggs under abdominal flap.,"['Sea Anemone', 'Barnacle']",4.0,3.969854790261024,3.8422899595501376,5.606724102333027,4.010271746076007,1.9090909090909092,2022-10-27,,,73
,male,adult,u. olhanen.,,Slow movement near seagrass patches.,"['Barnacle', 'Sea Sponge', 'Hermit Crab', 'Polychaete Worm']",8.0,6.818181818181818,6.307137664796852,8.562825338126382,7.336751615345071,1.8181818181818181,2022-10-27,,,74
,male,adult,u. olhanen.,,Moving toward bait.,['Sea Sponge'],6.0,2.590909090909091,2.5779034376284247,3.8349443702175945,2.6119632536920907,1.8181818181818181,2022-10-27,,,75
,N/R,pre_puberty,A farensis,,Foraging among seagrass roots.,"['Sea Star', 'Crab (Other Species)', 'Sea Urchin', 'Shrimp']",5.0,2.1136363636363638,2.554255439460525,3.201839984992856,2.162938697766659,2.0,2022-10-27,,,76
,female,juvenile,A farensis,False,Shaking claws after contact.,"['Sea Anemone', 'Mussel', 'Sea Sponge', 'Jellyfish', 'Polychaete Worm']",7.0,1.7392826782240924,1.0288898614537687,1.3170005645555658,1.8884481409128178,1.9090909090909092,2022-10-27,,,77
,male or female,pre_puberty,A farensis,,Emerging cautiously from hiding.,['Small Fish'],3.0,4.363636363636363,5.075724764026936,6.965597830366549,4.662707567232626,1.8181818181818181,2022-10-27,,,78
,male,juvenile,A farensis,,Hiding in sandy burrow.,"['Hermit Crab', 'Small Fish', 'Snail', 'Sea Sponge']",7.0,2.0,1.2261871445672021,1.6885506934493493,2.0283580818618256,1.9090909090909092,2022-10-27,,,79
,male,sub_adult,U. olhanensis,True,Retreating quickly from shadow.,"['Sea Star', 'Mussel', 'Shrimp']",6.0,2.727272727272727,3.2162010490948063,4.022946717378445,2.9212910933040885,1.9090909090909092,2022-10-27,,,80
,female,juvenile,u. olhanen.,False,Picking biofilm on submerged wood.,"['Jellyfish', 'Sea Urchin', 'Hermit Crab', 'Polychaete Worm', 'Snail']",5.0,1.804935959492615,1.228613118276339,1.6129424708147049,1.930066125699247,1.9090909090909092,2022-10-27,,,81
,N/R,adult,Ucides alvorensis,,Retreating quickly from shadow.,['Snail'],6.0,2.0454545454545454,2.1110946238028365,2.720746297776909,2.208114739502296,1.8181818181818181,2022-10-27,,,82
,female,juvenile,u. olhanen.,False,Climbing onto submerged logs.,"['Sea Star', 'Sea Anemone', 'Jellyfish', 'Crab (Other Species)']",4.0,1.310651087192542,0.8552944907981348,1.0546966440182024,1.4351122160611005,1.9090909090909092,2022-10-27,,,83
,female,sub_adult,U. olhanensis,False,Sideways walking along bay edge.,['Small Fish'],5.0,4.944520199699586,6.094050294223763,8.143078177307375,4.95209183219595,2.0,2022-10-27,,,84
,female,pre_puberty,A farensis,False,Feeding on small mollusks.,"['Coral Fragment', 'Sea Anemone', 'Algae']",6.0,2.174036089786703,2.443608474160187,3.052242027599978,2.309679388018105,1.7272727272727273,2022-10-27,,,85
,male,sub_adult,A farensis,,Guarding eggs under abdominal flap.,"['Algae', 'Crab (Other Species)', 'Snail', 'Sea Urchin', 'Small Fish']",6.0,3.75,4.474810775095522,5.8369940281766155,4.121285024965421,1.9090909090909092,2022-10-27,,,86
,male,adult,A. Farensis,,Burrowing into sandy sediment.,"['Crab (Other Species)', 'Polychaete Worm', 'Sea Urchin', 'Jellyfish', 'Shrimp']",5.0,6.545454545454546,6.530432930534828,7.9753866051982465,6.558549990370343,1.8181818181818181,2022-10-27,,,87
,female,adult,A farensis,False,Emerging cautiously from hiding.,"['Hermit Crab', 'Crab (Other Species)']",8.0,3.8711634525351797,4.087388746713535,5.5863640588585595,4.012285261705963,1.9090909090909092,2022-10-27,,,88
,female,pre_puberty,A. Farensis,False,Burrowing into sandy sediment.,"['Sea Urchin', 'Crab (Other Species)', 'Polychaete Worm']",6.0,1.18753369929464,0.8908891149124539,1.1089902852476243,1.2244594013588257,1.8181818181818181,2022-10-27,,,89
,female,pre_puberty,u. olhanen.,False,Hiding in sandy burrow.,"['Crab (Other Species)', 'Barnacle', 'Small Fish', 'Snail']",7.0,1.0410812507100087,0.6921002227446482,0.9303808422990812,1.0567284492295297,1.9090909090909092,2022-10-27,,,90
,male,sub_adult,A. Farensis,,Stillness in cold water.,"['Sea Star', 'Jellyfish', 'Sea Sponge']",5.0,2.272727272727273,2.3472134098867454,3.3714269878089898,2.458231217390275,1.8181818181818181,2022-10-27,,,91
,male,pre_puberty,u. olhanen.,,Stillness in cold water.,"['Mussel', 'Crab (Other Species)', 'Snail']",11.0,3.1363636363636362,3.1662065653219087,3.9424677753709934,3.3615595744396,1.9090909090909092,2022-10-27,,,92
,female,adult,u. olhanen.,False,Inspecting discarded crab shell.,"['Hermit Crab', 'Mussel', 'Polychaete Worm']",9.0,3.970590891794737,4.4147580864321085,6.374361784509059,4.00254780321493,2.0,2022-10-27,,,93
,female,sub_adult,A. Farensis,False,Shaking claws after contact.,"['Polychaete Worm', 'Coral Fragment', 'Sea Star', 'Sea Urchin']",4.0,2.7515151205183965,2.3654543549785227,3.469872442475994,3.011072556860162,2.0,2022-10-27,,,94
,male,adult,A farensis,,Exploring new territory.,"['Coral Fragment', 'Sea Anemone', 'Hermit Crab', 'Snail', 'Sea Urchin']",5.0,6.818181818181818,7.073533545792481,9.928816782691355,7.086215872667163,1.7272727272727273,2022-10-27,,,95
,male,sub_adult,U. olhanensis,,Claw snapping in competition.,"['Coral Fragment', 'Sea Sponge']",10.0,3.2954545454545454,3.876643353876902,5.443163575169219,3.4391789858358863,1.9090909090909092,2022-10-27,,,96
,male or female,pre_puberty,u. olhanen.,,Half buried in sand.,['Snail'],5.0,3.1363636363636362,2.2292629908950348,2.8326501483409428,3.3351599288909584,1.8181818181818181,2022-10-27,,,97
,female,pre_puberty,Ucides alvorensis,False,Moving toward warmer water pockets.,"['Sea Star', 'Crab (Other Species)', 'Sea Anemone', 'Algae', 'Hermit Crab']",4.0,2.6539987173093746,2.340138698445914,3.1656295420469935,2.6802510501380876,2.0,2022-10-27,,,98
,male,sub_adult,A farensis,,Picking algae from rock surface.,['Hermit Crab'],8.0,3.6363636363636362,4.065370129042032,5.735024486884529,3.9558712505376836,1.9090909090909092,2022-10-27,,,99
,male,sub_adult,A. Farensis,True,Climbing seaweed stalks.,['Small Fish'],4.0,2.272727272727273,2.6520959411222713,3.901598620839319,2.3609889347651833,2.0,2022-10-27,,,100
,N/R,sub_adult,Ucides alvorensis,,Struggling with entangled seaweed.,"['Sea Sponge', 'Barnacle', 'Hermit Crab']",8.0,5.568181818181818,4.964045416334154,6.60452554380818,6.01820522073016,1.8181818181818181,2022-10-27,,,101
,female,adult,A farensis,False,Hiding under floating debris.,"['Small Fish', 'Sea Urchin', 'Barnacle', 'Crab (Other Species)']",6.0,4.30827224610967,4.898520128635925,6.490360144071413,4.738843523609056,1.9090909090909092,2022-10-27,,,102
,female,adult,U. olhanensis,False,Rapid crossing of open sand.,['Crab (Other Species)'],7.0,4.045671087488371,4.368624308676004,6.5320438854880996,4.394344283309001,1.7272727272727273,2022-10-27,,,103
,male,adult,A. Farensis,,Climbing barnacle-covered surfaces.,"['Sea Star', 'Sea Urchin', 'Barnacle']",9.0,4.2272727272727275,4.336554620555966,5.909617533118137,4.452694292249572,1.7272727272727273,2022-10-27,,,104
,male,sub_adult,u. olhanen.,,Color changes during molting.,"['Barnacle', 'Crab (Other Species)']",3.0,5.795454545454546,5.993012109883403,7.31456728966864,5.952027990219384,1.9090909090909092,2022-10-27,,,105
,female,juvenile,u. olhanen.,False,Picking biofilm on submerged wood.,['Small Fish'],3.0,1.2569667014634158,1.8062002297346154,2.50380547226302,1.3488925847660147,2.090909090909091,2022-10-27,,,106
,female,sub_adult,u. olhanen.,False,Picking biofilm on submerged wood.,['Algae'],7.0,2.9671330721761056,2.952393664979829,4.093987224797405,3.1789399212639045,1.8181818181818181,2022-10-27,,,107
,male,sub_adult,A farensis,,Crab moving quickly across rocks.,"['Algae', 'Sea Anemone', 'Jellyfish', 'Crab (Other Species)', 'Sea Sponge']",7.0,5.2272727272727275,4.867103297226603,6.341643644921819,5.592213910531497,1.9090909090909092,2022-10-27,,,108
,male,juvenile,u. olhanen.,,Hiding under seagrass blades.,"['Sea Sponge', 'Sea Anemone', 'Shrimp', 'Small Fish']",6.0,1.5909090909090908,1.144165991209912,1.4474630890394289,1.6788164405432802,1.8181818181818181,2022-10-27,,,109
,male,juvenile,A farensis,True,Hiding under floating debris.,"['Shrimp', 'Mussel', 'Snail', 'Barnacle']",5.0,0.8636363636363636,1.1537283376491103,1.7177418448466888,0.9152519275555118,1.8181818181818181,2022-10-27,,,110
,female,sub_adult,A farensis,False,Guarding eggs under abdominal flap.,"['Sea Anemone', 'Barnacle', 'Coral Fragment', 'Sea Star']",9.0,4.407032578359449,4.834861435475895,6.195903319504398,4.568545175485185,2.0,2022-10-27,,,111
,male,adult,U. olhanensis,,Shaking claws after contact.,"['Algae', 'Barnacle', 'Sea Anemone']",5.0,5.181818181818182,4.792915222397611,5.91636205998802,5.402490879847814,1.9090909090909092,2022-10-27,,,112
,male,adult,A farensis,,Cleaning claws with rubbing motion.,['Small Fish'],4.0,3.8181818181818183,3.8394970913490933,5.109458850172895,4.075758772154736,1.7272727272727273,2022-10-27,,,113
,female,adult,u. olhanen.,False,Feeding on algae scraped from rocks.,"['Small Fish', 'Jellyfish']",1.0,3.7482021855202947,3.3363489572408778,4.850598355635192,3.909959877680912,1.9090909090909092,2022-10-27,,,114
,female,juvenile,A farensis,False,Claw waving directed at nearby crab.,['Snail'],6.0,0.588764375807186,0.795295806834078,1.1894646977450642,0.6299054165995878,2.0,2022-10-27,,,115
,male,sub_adult,A farensis,,Crab moving quickly across rocks.,"['Mussel', 'Snail', 'Jellyfish']",6.0,3.522727272727273,3.857122901413756,5.42159322809774,3.5398739832771966,2.0,2022-10-27,,,116
,male,juvenile,A farensis,,Resting in shaded rock crevice.,"['Crab (Other Species)', 'Sea Anemone', 'Sea Urchin', 'Jellyfish', 'Snail']",4.0,3.8181818181818183,5.273781028396619,7.303394065878541,3.89179573518522,1.7272727272727273,2022-10-27,,,117
,male,juvenile,A farensis,,Feeding on algae scraped from rocks.,"['Mussel', 'Barnacle', 'Snail']",9.0,1.9090909090909092,2.1926785974642278,3.043998286998457,1.9776493000307935,1.9090909090909092,2022-10-27,,,118
,female,sub_adult,Ucides alvorensis,False,Cleaning claws with rubbing motion.,"['Crab (Other Species)', 'Small Fish', 'Jellyfish']",6.0,3.4745943819767806,3.5474878667854175,4.3422402753410125,3.7071551357665413,1.8181818181818181,2022-10-27,,,119
,male,pre_puberty,A farensis,True,Camouflaging with surrounding mud.,"['Jellyfish', 'Mussel', 'Algae', 'Sea Sponge']",3.0,4.2272727272727275,4.837816976326055,6.719325251543808,4.337893223089729,1.9090909090909092,2022-10-27,,,120
,N/R,pre_puberty,U. olhanensis,,Moving sideways along sandy bottom.,"['Sea Star', 'Sea Sponge', 'Polychaete Worm', 'Hermit Crab']",6.0,2.0454545454545454,1.8472780622062879,2.424505747560969,2.074268715743848,1.9090909090909092,2022-10-27,,,121
