,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
22,u. olhanen.,male,adult,,Progressing cautiously through new area.,"['Shrimp', 'Coral Fragment', 'Jellyfish', 'Sea Urchin', 'Sea Sponge']",12.0,19.5,18.963165286011776,15.199927788805741,260.75546658551764,,,22
23,A farensis,female,juvenile,False,Resisting aggressive fish encounter.,['Mussel'],5.0,11.898373676424217,8.276401550952734,6.305788362380909,7.436198518359705,,,23
24,U. olhanensis,female,sub_adult,False,Defensive claw movement in water.,['Coral Fragment'],8.0,9.128848481151906,12.11750135020473,9.914126655625825,9.231880661305267,,,24
25,u. olhanen.,male,adult,,Color change during molting stress.,['Sea Sponge'],8.0,15.0,14.733564944283906,12.490929172719804,142.5783786340024,,,25
26,u. olhanen.,female,adult,False,Approaching small fish with curiosity.,['Sea Star'],9.0,20.371697676745168,25.59026136052115,16.464148046056575,22.16708025496924,,,26
27,u. olhanen.,male,adult,,Grazing on mollusks among debris.,"['Snail', 'Coral Fragment', 'Sea Star', 'Mussel']",10.0,51.0,52.22211532979957,41.33825029855172,1863.5287976804061,,,27
28,u. olhanen.,female,sub_adult,False,Creeping under the cover of seagrass.,"['Sea Anemone', 'Algae', 'Mussel', 'Hermit Crab']",10.0,3.5368797208932157,4.582325320579597,3.5534078018149806,3.750175968035794,,,28
29,A. Farensis,male,pre_puberty,,Rhythmic waving as social cue.,"['Snail', 'Mussel', 'Crab (Other Species)', 'Sea Sponge']",6.0,15.75,18.093416620525133,14.442154478917974,188.5823870377093,,,29
30,u. olhanen.,female,pre_puberty,True,Sheltering under broken shell piece.,['Jellyfish'],11.0,3.567266463115442,4.209550795614093,3.887389319991541,3.0042515372873626,,,30
31,A. Farensis,female,adult,False,Clambering up submerged tree trunks.,"['Polychaete Worm', 'Shrimp', 'Sea Star', 'Jellyfish', 'Crab (Other Species)']",9.0,21.65691288829159,21.86122159394396,14.781626246035247,18.58424635809197,,,31
32,A farensis,female,adult,False,Hiding beneath overhanging rock.,"['Hermit Crab', 'Sea Urchin', 'Sea Sponge', 'Crab (Other Species)', 'Sea Anemone']",7.0,32.11338712219857,32.931273327436124,28.678464257208862,28.220663816092994,,,32
33,u. olhanen.,male,sub_adult,,Sheltering under broken shell piece.,['Sea Sponge'],7.0,20.0,20.619606504339522,281.51423188192933,17.78352529223372,,,33
34,A farensis,male,adult,,Entering burrow after disturbance.,"['Coral Fragment', 'Small Fish', 'Shrimp', 'Sea Urchin']",6.0,25.5,27.418490164701478,24.578465015249737,536.4204277180921,,,34
35,u. olhanen.,male,sub_adult,,Brief social contact with fellow crabs.,['Jellyfish'],7.0,10.0,9.851965283362208,8.130316442162078,66.76860780463554,,,35
36,Ucides alvorensis,male or female,pre_puberty,,"Burrowing into soft, sandy sediment.","['Shrimp', 'Sea Urchin', 'Barnacle']",6.0,12.75,14.632712347805676,72.34459964927733,11.433693889525358,,,36
37,Ucides alvorensis,N/R,adult,,Feeding on small crustaceans in crevices.,"['Jellyfish', 'Algae', 'Mussel']",6.0,39.0,40.43511062761823,442.87136823597984,33.653456256915526,,,37
38,A farensis,-,sub_adult,,Darting away in response to sudden shadow.,"['Sea Urchin', 'Jellyfish', 'Crab (Other Species)', 'Sea Sponge']",8.0,50.0,40.65278530940463,407.47640211042267,33.28299064697798,,,38
39,U. olhanensis,male,juvenile,,Entering burrow after disturbance.,"['Jellyfish', 'Polychaete Worm']",7.0,4.0,2.4280217767091323,2.0826923720039336,4.334519414785762,,,39
40,A farensis,female,juvenile,False,Resting in shaded crevice along cliff.,['Sea Sponge'],5.0,5.045841567988929,7.605317784145855,7.102485499270752,5.568760976555338,,,40
41,U. olhanensis,female,pre_puberty,False,Claw snapping in diver confrontation.,['Algae'],10.0,4.374901200289771,5.8344585408238085,3.853209766992858,4.085893284357663,,,41
42,A. Farensis,male,sub_adult,,Picking algae carefully off rock faces.,"['Barnacle', 'Hermit Crab', 'Small Fish']",8.0,16.25,16.020146399862277,11.627298759098805,161.6322313775368,,,42
43,u. olhanen.,male,adult,,Camouflaging with nearby mud.,"['Hermit Crab', 'Sea Star', 'Barnacle', 'Coral Fragment', 'Algae']",8.0,22.5,22.17240875102487,19.931097673423896,347.054781910541,,,43
44,A farensis,female,pre_puberty,True,Emerging slowly after perceived threat.,"['Mussel', 'Sea Star']",6.0,18.994914755797595,19.54425116939939,14.459367314041387,14.580814813602782,,,44
45,U. olhanensis,female,adult,False,Harvesting food beneath floating debris.,"['Small Fish', 'Coral Fragment', 'Sea Star', 'Snail', 'Crab (Other Species)']",9.0,18.919860640336562,20.626518522757117,13.30661492933752,18.49100490517575,,,45
46,Ucides alvorensis,female,pre_puberty,False,Engaging in struggle with seaweed entanglement.,['Jellyfish'],11.0,20.082991710349216,21.62161296404404,20.03032678427172,19.100672206616583,,,46
47,u. olhanen.,male,sub_adult,,Harvesting food beneath floating debris.,['Mussel'],7.0,45.0,53.373857652572475,1452.9448143391965,41.2380824244335,,,47
48,U. olhanensis,female,juvenile,False,Escaping from pursuing predator silhouette.,"['Crab (Other Species)', 'Hermit Crab', 'Mussel', 'Sea Sponge', 'Sea Star']",7.0,19.243040750457432,22.838665886244648,14.632569890532642,18.612755449876865,,,48
49,A farensis,N/R,sub_adult,,Sifting through sediment for scraps.,['Hermit Crab'],9.0,30.0,31.951718761504573,232.4784933993716,22.937733593494546,,,49
50,u. olhanen.,female,adult,True,Interaction with nearby hermit crab.,"['Jellyfish', 'Snail', 'Crab (Other Species)']",5.0,39.417850551778656,36.7733342205202,33.09951127572594,27.097515690369903,,,50
51,A. Farensis,male,adult,,Sifting through sediment for scraps.,['Sea Star'],8.0,58.5,55.99343536796729,45.52772124078327,2330.102255725544,,,51
52,u. olhanen.,female,juvenile,False,Lying still to avoid detection.,"['Shrimp', 'Coral Fragment', 'Sea Sponge']",6.0,7.134264797489215,6.913581023982889,5.300127968462634,5.359486474568126,,,52
53,Ucides alvorensis,female,sub_adult,True,Vibrating antennae in flowing current.,"['Barnacle', 'Crab (Other Species)']",6.0,8.682408169495863,7.370898691051662,6.367719858342522,6.251603588031783,,,53
54,U. olhanensis,male,juvenile,,Nibbling detritus off seabed patches.,"['Hermit Crab', 'Polychaete Worm']",11.0,21.0,17.825474928975694,15.796398760733826,171.4229805460794,,,54
55,Ucides alvorensis,male or female,adult,,Side-stepping along sandy coastal floor.,"['Polychaete Worm', 'Small Fish']",9.0,18.488403695122525,17.25470990425494,12.088775531197506,16.724984358016304,,,55
56,u. olhanen.,male,sub_adult,,Nibbling detritus off seabed patches.,['Sea Star'],8.0,27.5,30.613183596884085,21.893895674366718,581.8938092402244,,,56
57,u. olhanen.,male,juvenile,,Side-stepping along sandy coastal floor.,"['Algae', 'Crab (Other Species)', 'Sea Sponge', 'Shrimp']",9.0,9.0,7.884500641228436,6.862111484525196,32.40630158672955,,,57
58,A. Farensis,male,sub_adult,,Swiftly dashing across exposed sand.,"['Sea Urchin', 'Mussel', 'Snail', 'Polychaete Worm']",9.0,16.25,18.258887137836556,15.852975773941308,190.72151831883167,,,58
59,U. olhanensis,female,adult,False,Feeding on decaying matter among rocks.,"['Sea Urchin', 'Snail', 'Barnacle']",6.0,51.95787835932083,49.74806009566173,31.74786548070971,39.14290253259767,,,59
60,U. olhanensis,female,adult,False,Escaping from pursuing predator silhouette.,"['Crab (Other Species)', 'Sea Star', 'Sea Anemone']",6.0,27.078961296950343,23.326790162221645,16.72588020877006,16.578815552251044,,,60
61,U. olhanensis,female,adult,False,Scuttling swiftly over rocky terrain.,"['Polychaete Worm', 'Mussel', 'Shrimp']",10.0,12.731393566411574,12.427691510293219,11.831470069132909,9.346820872647566,,,61
62,A. Farensis,male,adult,,Color change during molting stress.,"['Sea Urchin', 'Small Fish', 'Shrimp', 'Snail', 'Sea Sponge']",6.0,9.0,8.855220489914904,42.171716200703024,7.883506061385388,,,62
63,A farensis,female,pre_puberty,False,Feeding on decaying matter among rocks.,"['Hermit Crab', 'Small Fish', 'Shrimp', 'Barnacle', 'Sea Urchin']",7.0,14.988604789432708,15.167362099162007,12.140646175295586,12.460626786788584,,,63
64,u. olhanen.,male,adult,,Grazing on mollusks among debris.,"['Sea Sponge', 'Sea Star']",9.0,30.0,32.43561746529765,22.99333758551057,749.8259293690724,,,64
65,u. olhanen.,female,sub_adult,False,Vibrating antennae in flowing current.,"['Sea Urchin', 'Polychaete Worm', 'Sea Anemone']",10.0,4.644087350662788,4.925955179475084,3.4098841012170227,3.851461815998004,,,65
66,Ucides alvorensis,female,pre_puberty,False,Scavenging at the edge of tidal pools.,"['Jellyfish', 'Sea Sponge', 'Sea Star', 'Barnacle', 'Shrimp']",12.0,9.951753388014353,11.885473762126365,7.615835784819157,8.960468879386047,,,66
67,A farensis,male,pre_puberty,,Clambering up submerged tree trunks.,"['Shrimp', 'Jellyfish', 'Coral Fragment']",9.0,25.5,30.18368969652812,481.21570062423234,23.052111276719373,,,67
68,A farensis,female,adult,False,Claw shaking post-contact gesture.,"['Polychaete Worm', 'Snail']",9.0,40.22815310787009,38.857179671695285,31.186336168917666,29.281440371018792,,,68
69,U. olhanensis,male,adult,,Searching tidal pools for nutrients.,"['Sea Star', 'Sea Urchin']",5.0,22.5,22.386135337308332,364.39101061582113,16.186416857597628,,,69
70,A. Farensis,female,pre_puberty,False,Brief social contact with fellow crabs.,"['Snail', 'Sea Star', 'Algae']",8.0,10.720099469520537,12.678497377557596,11.372488308986412,10.99974686543167,,,70
71,A. Farensis,male,juvenile,,Defensive claw movement in water.,"['Hermit Crab', 'Crab (Other Species)', 'Algae', 'Jellyfish', 'Shrimp']",7.0,18.5,21.768850357558797,17.361151310467335,275.3796513194907,,,71
72,U. olhanensis,male,juvenile,,"Burrowing into soft, sandy sediment.","['Sea Sponge', 'Algae', 'Coral Fragment', 'Sea Anemone']",10.0,9.0,12.512078661064649,115.01346371912291,10.823731069366717,,,72
73,A farensis,female,adult,False,Engaging in antennae-to-antennae contact.,['Hermit Crab'],9.0,29.271514909719816,31.108314081660197,30.141931920755432,24.320115611143194,,,73
74,A. Farensis,female,sub_adult,False,Traversing algae-slick rock surfaces.,"['Sea Urchin', 'Sea Star', 'Mussel', 'Snail']",10.0,11.556340358493834,14.168116470756809,12.027354388908531,10.756062753042192,,,74
75,U. olhanensis,female,adult,True,Swimming briefly to avoid disturbance.,"['Sea Urchin', 'Sea Sponge']",6.0,11.882904038260579,12.754801697029071,12.117693384456562,9.269556146052492,,,75
76,u. olhanen.,male,adult,,Peering out cautiously from cover.,"['Crab (Other Species)', 'Sea Urchin', 'Barnacle', 'Algae']",8.0,18.0,16.51111715547193,175.7607649651645,14.462253897442658,,,76
77,U. olhanensis,male,adult,,Collecting biofilm from sunken wood.,['Mussel'],6.0,19.5,20.397974207929174,240.91938917432847,15.616976044674654,,,77
78,A farensis,male,adult,,Brief social contact with fellow crabs.,"['Algae', 'Polychaete Worm', 'Sea Urchin', 'Sea Star', 'Snail']",11.0,54.0,49.13893828450137,41.441730688360344,1620.7562350624348,,,78
79,U. olhanensis,female,pre_puberty,True,Approaching small fish with curiosity.,"['Barnacle', 'Mussel']",12.0,14.475049917901064,14.526260036866706,9.490012203188195,12.684417793847022,,,79
80,U. olhanensis,male,sub_adult,True,Performing dominance display by body lifting.,"['Sea Urchin', 'Coral Fragment', 'Mussel', 'Crab (Other Species)']",16.0,15.0,15.187974218065834,177.07079528866652,11.32930447729243,,,80
81,U. olhanensis,male,adult,,Harvesting food beneath floating debris.,"['Barnacle', 'Small Fish', 'Crab (Other Species)', 'Jellyfish', 'Sea Urchin']",9.0,24.0,25.138922036691874,391.23152278141595,21.832560809308113,,,81
82,u. olhanen.,male,adult,,Advancing toward bait in water.,"['Mussel', 'Small Fish', 'Coral Fragment', 'Sea Sponge', 'Shrimp']",11.0,33.0,32.169210945633665,652.5175719886462,24.287646626578326,,,82
83,U. olhanensis,female,adult,False,Engaging in antennae-to-antennae contact.,"['Polychaete Worm', 'Coral Fragment']",12.0,51.513535473636374,52.45313048775565,34.496863459445876,39.35996339052904,,,83
84,A farensis,male,adult,,Advancing toward bait in water.,"['Sea Sponge', 'Crab (Other Species)', 'Sea Star']",5.0,31.5,32.02614341235049,27.175456928201978,798.9674566708661,,,84
85,U. olhanensis,female,sub_adult,True,Hiding beneath overhanging rock.,"['Hermit Crab', 'Barnacle', 'Sea Star']",8.0,23.361909338998537,23.434661963492218,19.506772570256622,17.55692913716873,,,85
86,A. Farensis,male,adult,,Gradual movement in cold conditions.,"['Polychaete Worm', 'Sea Anemone', 'Small Fish']",8.0,25.5,27.247586050890092,20.17884130977904,567.0498357194283,,,86
87,A. Farensis,male,sub_adult,,"Stationary, blending into rocky backdrop.","['Hermit Crab', 'Sea Anemone', 'Algae', 'Sea Urchin']",8.0,6.25,5.943698505559427,4.896660715911283,19.409886761919335,,,87
88,u. olhanen.,male,adult,,Sifting through sediment for scraps.,"['Polychaete Worm', 'Jellyfish']",9.0,18.0,16.783498790396642,14.23842954887639,219.8421735516731,,,88
89,A. Farensis, ,juvenile,,Swiftly dashing across exposed sand.,"['Sea Anemone', 'Polychaete Worm', 'Snail', 'Algae', 'Coral Fragment']",7.0,8.0,7.729034397875973,20.29000014170195,5.458008639088233,,,89
90,Ucides alvorensis,male or female,sub_adult,True,Swimming briefly to avoid disturbance.,"['Coral Fragment', 'Barnacle', 'Sea Urchin', 'Sea Star']",4.0,46.25,50.528641717151224,664.7502460383866,45.13905199388588,,,90
91,A. Farensis,female,juvenile,True,Displaying territorial behavior against intruder.,['Sea Urchin'],6.0,5.415511697880742,6.261508148091391,5.957124887682123,5.5864275672737715,,,91
92,A. Farensis,male,pre_puberty,,Consuming algae scraped from barnacles.,"['Sea Urchin', 'Small Fish', 'Hermit Crab', 'Sea Anemone', 'Crab (Other Species)']",10.0,13.5,14.334058594872305,12.191138901742308,138.33367719575176,,,92
93,U. olhanensis,female,adult,False,Scaling steep rock faces near shore.,"['Sea Sponge', 'Snail', 'Sea Anemone']",6.0,20.098545463082743,21.3830965621039,19.229683668887922,16.318865254086788,,,93
94,u. olhanen.,-,adult,,Collecting biofilm from sunken wood.,"['Shrimp', 'Hermit Crab', 'Jellyfish']",8.0,30.0,27.42425573936032,175.82112486066495,23.24631460459191,,,94
95,u. olhanen.,female,sub_adult,True,Collecting biofilm from sunken wood.,"['Jellyfish', 'Barnacle', 'Snail', 'Sea Star', 'Sea Urchin']",7.0,22.862320011592235,21.662732908594986,17.28751989579741,18.018595994853648,,,95
96,A. Farensis,male,adult,,Retreating quickly into hidden burrow.,"['Snail', 'Mussel', 'Coral Fragment', 'Crab (Other Species)', 'Sea Anemone']",10.0,51.0,49.03823374956351,42.87287302541705,1870.0868489531244,,,96
97,A farensis,female,adult,True,Approaching small fish with curiosity.,"['Shrimp', 'Jellyfish', 'Small Fish']",7.0,17.237097911608203,15.70107832448546,11.318309122588644,13.886726098507136,,,97
98,u. olhanen.,-,pre_puberty,,Escaping from pursuing predator silhouette.,"['Sea Anemone', 'Crab (Other Species)', 'Sea Urchin', 'Shrimp', 'Polychaete Worm']",10.0,10.5,8.569969257199872,21.76691652177238,6.32008030967264,,,98
99,Ucides alvorensis,nan,pre_puberty,,Escaping from pursuing predator silhouette.,['Hermit Crab'],7.0,9.0,9.889924084105743,33.37259596434477,7.089102266656468,,,99
100,A farensis,male,juvenile,True,Advancing toward bait in water.,"['Sea Star', 'Small Fish', 'Sea Anemone', 'Shrimp']",12.0,3.0,2.0632564688096653,2.4448953072111346,1.805913960605277,,,100
101,A. Farensis,male,sub_adult,,Waving claw in signal to another crab.,"['Polychaete Worm', 'Snail', 'Algae']",5.0,33.75,37.89643731790037,887.6974679446483,31.801238049938622,,,101
102,A. Farensis,male,sub_adult,,Approaching small fish with curiosity.,"['Algae', 'Sea Urchin', 'Shrimp', 'Sea Sponge']",9.0,12.5,11.09070446394482,8.18496362025516,69.97842648452156,,,102
103,Ucides alvorensis,male or female,juvenile,,Inspecting remains of another crab.,['Sea Star'],6.0,9.50902151945612,7.538117711622069,5.466985357944977,7.10764786680271,,,103
104,A. Farensis,female,sub_adult,True,Retreating swiftly from perceived danger.,"['Snail', 'Polychaete Worm']",8.0,17.515325699770248,16.936723572544814,11.820263811569541,12.290148508204915,,,104
105,U. olhanensis,female,pre_puberty,False,Color change during molting stress.,['Sea Anemone'],7.0,12.082138041467903,10.812814449321074,7.509922819045783,9.490979261190732,,,105
106,A farensis,male,adult,,Brief social contact with fellow crabs.,['Sea Sponge'],6.0,31.5,30.507219105926552,526.3973023525677,21.564372629354928,,,106
107,u. olhanen.,male,pre_puberty,,Defensive claw movement in water.,"['Sea Anemone', 'Hermit Crab']",9.0,23.25,29.26073053386563,23.785382168555632,648.395655140775,,,107
108,u. olhanen.,male,adult,,Harvesting food beneath floating debris.,['Snail'],9.0,6.0,6.468488856393557,4.913387683106849,21.293730147933772,,,108
109,A farensis,female,sub_adult,False,Progressing cautiously through new area.,"['Sea Anemone', 'Algae', 'Small Fish', 'Mussel']",8.0,23.429993065185265,21.622479379133704,16.940355813178925,17.320761438797867,,,109
110,U. olhanensis,female,juvenile,True,Swiftly dashing across exposed sand.,"['Algae', 'Mussel', 'Sea Anemone', 'Barnacle', 'Snail']",11.0,6.6625322914408445,5.219509301374053,4.731734765312748,4.583930185692658,,,110
111,u. olhanen.,female,adult,True,Advancing toward bait in water.,"['Snail', 'Small Fish', 'Shrimp']",6.0,19.448547713743476,20.355466983613425,18.19183699758246,17.64071516016397,,,111
112,U. olhanensis,female,pre_puberty,True,Filtering detritus from shallow bottom.,"['Sea Sponge', 'Mussel']",7.0,13.236670897124597,11.62742923840478,7.608466386902337,9.170122004400358,,,112
113,U. olhanensis,female,pre_puberty,False,Slowly navigating around seagrass beds.,"['Coral Fragment', 'Sea Star', 'Crab (Other Species)']",7.0,4.615932655942796,5.874794766186264,4.557447556703726,5.263506722387647,,,113
114,A. Farensis,female,sub_adult,False,Mating ritual involving antennae brushing.,"['Barnacle', 'Hermit Crab', 'Small Fish', 'Algae']",6.0,19.69464623383624,16.041399830903337,9.93163481218877,14.176164440067078,,,114
115,Ucides alvorensis,female,pre_puberty,True,Consuming algae scraped from barnacles.,"['Small Fish', 'Barnacle', 'Snail', 'Sea Star', 'Shrimp']",6.0,4.006456555770336,2.768741967780381,1.8527232109308747,2.346434586953731,,,115
116,u. olhanen.,female,pre_puberty,True,Harvesting food beneath floating debris.,"['Mussel', 'Crab (Other Species)', 'Sea Anemone', 'Jellyfish']",4.0,3.7465877087340855,4.848116762426022,3.840824315573153,3.823967031702019,,,116
117,U. olhanensis,female,adult,True,Progressing cautiously through new area.,"['Coral Fragment', 'Shrimp']",8.0,36.733425194775855,37.65137588960323,31.612422514258174,31.474118902539992,,,117
118,A farensis,male,pre_puberty,,Staying half-submerged in loose sand.,"['Sea Star', 'Jellyfish', 'Sea Anemone', 'Sea Sponge', 'Snail']",6.0,9.0,10.823180544430794,9.070483850646113,93.09449625571128,,,118
119,A. Farensis,female,adult,False,Concealing self beneath floating matter.,"['Barnacle', 'Sea Star', 'Snail', 'Sea Urchin']",7.0,16.246432815783372,17.244370895430944,16.244641220089996,15.037763779559317,,,119
120,A. Farensis,female,adult,False,Concealing self beneath floating matter.,"['Hermit Crab', 'Coral Fragment']",9.0,5.1534656085828825,4.890289222670698,4.203247635872845,3.9457493131021364,,,120
121,A. Farensis,male,sub_adult,,Collecting biofilm from sunken wood.,"['Barnacle', 'Sea Anemone', 'Hermit Crab', 'Snail']",10.0,17.5,14.36437538928419,10.345395329355414,121.37951842539582,,,121
122,U. olhanensis,male,pre_puberty,,Camouflaging with nearby mud.,['Crab (Other Species)'],8.0,19.5,15.849401438084769,11.73779748930673,166.77966858834174,,,122
123,U. olhanensis,female,sub_adult,False,Vibrating antennae in flowing current.,['Crab (Other Species)'],5.0,24.868267677516734,23.00660570173351,20.357312712218917,19.65013880019134,,,123
124,u. olhanen.,female,juvenile,False,Reacting to sudden changes in temperature.,['Snail'],10.0,6.737460587711375,7.697726770275896,5.778385987152787,5.493597912230039,,,124
125,u. olhanen.,male,pre_puberty,,Engaging in struggle with seaweed entanglement.,"['Small Fish', 'Algae']",8.0,13.5,14.354408983063214,151.63757639781483,12.380851110907386,,,125
126,U. olhanensis,female,sub_adult,True,"Burrowing into soft, sandy sediment.",['Coral Fragment'],7.0,18.150098137135508,15.297790717746999,9.401771718873183,10.993694446535596,,,126
127,A. Farensis,male,juvenile,,"Stationary, blending into rocky backdrop.","['Barnacle', 'Sea Anemone', 'Sea Star', 'Hermit Crab']",6.0,11.0,8.711123773962386,6.562169185737157,58.6124993287286,,,127
128,u. olhanen.,female,juvenile,False,Claw shaking post-contact gesture.,"['Barnacle', 'Jellyfish', 'Algae']",11.0,2.997282034577215,3.935599166214394,2.3889095791744843,3.0484207253735294,,,128
129,u. olhanen.,male,adult,,Concealing self beneath floating matter.,"['Mussel', 'Shrimp', 'Small Fish', 'Jellyfish', 'Algae']",10.0,19.5,19.252901563593575,14.77424315913337,255.62273327102653,,,129
130,A. Farensis,female,pre_puberty,False,Camouflaging with nearby mud.,['Sea Urchin'],11.0,12.530835878607899,11.038131533957767,10.154013781922767,9.416725695344637,,,130
131,u. olhanen.,female,juvenile,False,Concealing self beneath floating matter.,"['Sea Sponge', 'Snail', 'Hermit Crab', 'Sea Star', 'Barnacle']",6.0,5.686862430844044,6.538676482798843,6.136321230726197,5.6347884326174205,,,131
132,U. olhanensis,male,pre_puberty,,Group migration across shallow seabed.,"['Crab (Other Species)', 'Barnacle', 'Snail', 'Coral Fragment', 'Shrimp']",7.0,3.0,3.4144126333306892,2.6652614345049814,8.090268431806942,,,132
133,U. olhanensis,male,adult,,Swimming briefly to avoid disturbance.,"['Coral Fragment', 'Mussel', 'Snail']",7.0,58.5,54.4474498067806,39.361649996638704,1824.4377646264038,,,133
134,A farensis,female,sub_adult,True,Grazing on mollusks among debris.,['Mussel'],9.0,19.578802886726514,20.81987483704037,16.619593474280006,16.16294325567074,,,134
135,U. olhanensis,male,adult,,Staying half-submerged in loose sand.,"['Mussel', 'Sea Star', 'Crab (Other Species)', 'Sea Urchin', 'Barnacle']",8.0,19.5,19.463474288725813,15.552720738037001,276.54634832560356,,,135
136,A. Farensis,male,juvenile,,Grazing on mollusks among debris.,"['Barnacle', 'Sea Star', 'Small Fish']",11.0,19.0,24.00260539272926,20.552919611393836,362.6950850006411,,,136
137,A farensis,male,sub_adult,,Feeding on decaying matter among rocks.,"['Sea Anemone', 'Polychaete Worm', 'Jellyfish', 'Crab (Other Species)']",5.0,28.75,29.378948725644427,21.933310984600496,616.871802057615,,,137
138,U. olhanensis,female,pre_puberty,False,Interaction with nearby hermit crab.,"['Mussel', 'Barnacle', 'Hermit Crab', 'Shrimp', 'Sea Star']",6.0,10.68840578761253,8.357789864559836,5.13206271312257,6.4443548625732525,,,138
139,A farensis,male,sub_adult,,Grazing on mollusks among debris.,['Small Fish'],7.0,15.0,17.1387950610253,155.02063731098966,14.991721285509994,,,139
140,u. olhanen.,male,juvenile,True,Swimming briefly to avoid disturbance.,['Sea Urchin'],8.0,16.0,21.085111277649634,327.09910513020026,16.250587393440156,,,140
