species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
U. olhanensis,male,adult,True,Climbing seaweed stalks.,"['Shrimp', 'Algae', 'Barnacle', 'Coral Fragment']",6.0,27.0,27.534782595681992,35.51181240680347,28.00658462127973,24.0,2022-07-29,,,10
U. olhanensis,male,pre_puberty,,Picking biofilm on submerged wood.,"['Shrimp', 'Sea Urchin', 'Sea Anemone', 'Barnacle']",5.0,17.25,17.92932074104328,25.064580447920253,18.124299948577228,21.0,2022-07-29,,,11
Ucides alvorensis,male or female,sub_adult,,Guarding a small hole in sediment.,"['Barnacle', 'Sea Star', 'Crab (Other Species)']",11.0,43.75,42.140812326599686,55.651802059361756,44.68662055301473,26.0,2022-07-29,,,12
U. olhanensis,female,adult,False,Territorial display against intruder.,['Shrimp'],9.0,20.33099694296609,23.09520436851636,33.41430381363215,21.67006146497813,25.0,2022-07-29,,,13
u. olhanen.,male,adult,,Struggling with entangled seaweed.,"['Hermit Crab', 'Sea Urchin']",6.0,18.0,16.5399505437945,23.212302607925988,18.04763214451032,23.0,2022-07-29,,,14
U. olhanensis,female,adult,False,Feeding on small crustaceans.,['Coral Fragment'],8.0,39.49352310661407,40.5514680243967,53.591385387691204,41.535769187920096,22.0,2022-07-29,,,15
u. olhanen.,female,adult,True,Displaying dominance by lifting body.,"['Mussel', 'Jellyfish', 'Coral Fragment']",7.0,63.638783311620806,75.28862416213876,110.2317384104054,63.71114554138882,24.0,2022-07-29,,,16
A farensis,N/R,sub_adult,,Moving sideways along sandy bottom.,"['Shrimp', 'Sea Urchin', 'Sea Anemone', 'Sea Star', 'Polychaete Worm']",8.0,23.75,21.917016062613637,30.249363456504053,25.48707483564031,23.0,2022-07-29,,,17
u. olhanen.,male,adult,,Retreating into burrow.,"['Coral Fragment', 'Polychaete Worm', 'Shrimp', 'Jellyfish']",12.0,40.5,43.02734862193605,55.702897062872076,41.00840401371289,25.0,2022-07-29,,,18
Ucides alvorensis,female,pre_puberty,False,Stillness in cold water.,"['Coral Fragment', 'Barnacle', 'Mussel']",9.0,15.54145045725188,13.28561526248017,18.256048506871924,15.74835929507558,24.0,2022-07-29,,,19
A farensis,male,pre_puberty,True,Climbing submerged rocks.,"['Shrimp', 'Sea Star', 'Snail', 'Barnacle']",11.0,4.5,4.922725736715844,6.099429511660554,4.844791032799867,23.0,2022-07-29,,,20
U. olhanensis,male,juvenile,,Climbing onto submerged logs.,['Shrimp'],9.0,29.5,27.302191125276586,36.80762536696776,30.972916029557396,24.0,2022-07-29,,,21
Ucides alvorensis,male,pre_puberty,,Foraging among seagrass roots.,"['Jellyfish', 'Sea Sponge', 'Snail', 'Hermit Crab', 'Shrimp']",9.0,14.25,11.064874512867123,14.581341266055347,15.582620440994791,24.0,2022-07-29,,,22
A farensis,female,pre_puberty,True,Picking detritus from seabed.,"['Jellyfish', 'Sea Urchin']",9.0,4.978808923341027,7.0496010749558975,10.096717723032988,5.141578796032977,26.0,2022-07-29,,,23
u. olhanen.,female,adult,True,Claw waving directed at nearby crab.,"['Hermit Crab', 'Snail', 'Sea Urchin']",6.0,11.577045237420693,14.07224605392559,19.267312631946663,12.680887032683032,25.0,2022-07-29,,,24
Ucides alvorensis,male,pre_puberty,,Camouflaging with surrounding mud.,"['Sea Anemone', 'Shrimp', 'Snail', 'Barnacle']",6.0,30.0,34.5569944992942,47.01408784850596,30.80167529689237,24.0,2022-07-29,,,25
U. olhanensis,female,adult,False,Claw waving directed at nearby crab.,"['Sea Anemone', 'Jellyfish', 'Algae']",10.0,48.009768343632516,44.339450235017146,55.13837443160577,52.611212577091656,23.0,2022-07-29,,,26
A farensis,female,sub_adult,True,Hiding in sandy burrow.,"['Snail', 'Algae']",8.0,36.565834038817734,37.6125359116469,50.670906840327916,37.29582477442419,25.0,2022-07-29,,,27
A. Farensis,male,sub_adult,,Hiding beneath rocks.,['Coral Fragment'],9.0,27.5,28.436413454598014,36.62909055685631,29.215553915614734,22.0,2022-07-29,,,28
Ucides alvorensis,nan,juvenile,,Retreating quickly from shadow.,"['Sea Urchin', 'Sea Anemone', 'Coral Fragment', 'Jellyfish']",10.0,18.5,25.67237544846693,31.724689275903714,18.669798264409536,24.0,2022-07-29,,,29
A farensis,male,pre_puberty,True,Searching for food in tidal pools.,"['Sea Star', 'Small Fish']",11.0,16.5,12.872068601810021,17.498381141644366,17.296460691189765,24.0,2022-07-29,,,30
Ucides alvorensis,male or female,sub_adult,,Climbing seaweed stalks.,"['Sea Star', 'Jellyfish']",7.0,43.75,47.30546627339174,69.72355929865331,46.559097408289375,25.0,2022-07-29,,,31
A farensis,male,sub_adult,,Climbing submerged rocks.,"['Shrimp', 'Crab (Other Species)']",4.0,51.25,55.02155240124539,79.00588302477675,51.59317335067663,24.0,2022-07-29,,,32
A. Farensis,male,sub_adult,,Struggling with entangled seaweed.,"['Barnacle', 'Coral Fragment', 'Jellyfish']",9.0,17.5,17.910748747798074,25.14417786786361,18.792794033159684,24.0,2022-07-29,,,33
Ucides alvorensis,female,sub_adult,True,Guarding eggs under abdominal flap.,"['Shrimp', 'Sea Urchin']",9.0,43.531873421488065,50.616867103520065,69.17405166519268,45.85760151451545,24.0,2022-07-29,,,34
u. olhanen., ,adult,,Shaking claws after contact.,"['Sea Sponge', 'Sea Urchin', 'Barnacle', 'Crab (Other Species)', 'Small Fish']",8.0,60.0,60.4559391299303,72.70434955663315,60.82007902527029,23.0,2022-07-29,,,35
u. olhanen.,female,adult,False,Guarding eggs under abdominal flap.,"['Barnacle', 'Hermit Crab']",12.0,27.461289146418242,30.952076204966954,37.671689751982534,28.855463375947732,24.0,2022-07-29,,,36
A. Farensis,female,sub_adult,True,Climbing vertical rock face.,['Barnacle'],6.0,25.800593424530746,32.01213769982342,47.58172547686418,27.11452528284522,24.0,2022-07-29,,,37
A. Farensis,male,sub_adult,,Feeding on algae scraped from rocks.,['Small Fish'],8.0,26.25,31.031818300931164,45.384295250798345,27.84755702856056,23.0,2022-07-29,,,38
A. Farensis,male,sub_adult,,Displaying dominance by lifting body.,"['Mussel', 'Coral Fragment']",11.0,70.0,56.06302277047682,82.95518333260635,76.07793494716842,24.0,2022-07-29,,,39
U. olhanensis,female,juvenile,False,Searching for food in tidal pools.,"['Coral Fragment', 'Mussel', 'Polychaete Worm']",4.0,13.61147853008234,10.015829964411527,12.841337958157721,14.739051212158081,22.0,2022-07-29,,,40
u. olhanen.,female,sub_adult,True,Camouflaging with surrounding mud.,"['Mussel', 'Sea Anemone']",10.0,35.21651486165014,34.36381514730742,43.59575724685183,35.23439520520261,25.0,2022-07-29,,,41
u. olhanen.,male,juvenile,,Rapid claw movement while feeding.,"['Coral Fragment', 'Sea Sponge', 'Crab (Other Species)', 'Hermit Crab']",5.0,13.0,9.610584887131788,11.6992922340752,13.254559421160067,24.0,2022-07-29,,,42
u. olhanen.,male,pre_puberty,,Guarding a small hole in sediment.,"['Small Fish', 'Barnacle', 'Algae', 'Mussel']",7.0,18.0,16.131630782515032,22.07037867316518,18.27350909663931,26.0,2022-07-29,,,43
U. olhanensis,male,adult,,Climbing seaweed stalks.,"['Sea Anemone', 'Snail', 'Small Fish']",10.0,51.0,48.78280080938526,61.48915781260536,55.91188234655351,24.0,2022-07-29,,,44
U. olhanensis,male,juvenile,,Climbing algae-covered rocks.,"['Crab (Other Species)', 'Jellyfish', 'Snail']",10.0,13.5,17.35775392734121,23.860997599171096,14.296383711214634,24.0,2022-07-29,,,45
u. olhanen.,female,sub_adult,True,Retreating into burrow.,"['Sea Sponge', 'Mussel']",10.0,43.62000338201035,51.55606986422079,71.78475317873517,46.770131606170175,25.0,2022-07-29,,,46
U. olhanensis,male,pre_puberty,,Claw waving directed at nearby crab.,"['Snail', 'Hermit Crab', 'Barnacle', 'Coral Fragment', 'Algae']",8.0,22.5,22.11817498772862,28.039666059498025,22.871189132851846,22.0,2022-07-29,,,47
u. olhanen.,female,adult,False,Sitting still blending with environment.,"['Barnacle', 'Hermit Crab', 'Sea Anemone', 'Algae', 'Snail']",5.0,41.04322627595867,46.54459375786168,59.6169136411663,42.79915476438023,26.0,2022-07-29,,,48
A. Farensis,-,pre_puberty,,Camouflaging with surrounding mud.,"['Sea Star', 'Sea Urchin']",5.0,25.5,21.73083015695471,26.327290313591277,26.635527339560067,24.0,2022-07-29,,,49
U. olhanensis,male,adult,True,Mating behavior with antenna touching.,"['Hermit Crab', 'Shrimp', 'Small Fish']",9.0,34.5,31.126044790014983,45.07603856830741,37.16784643490799,24.0,2022-07-29,,,50
A. Farensis,female,sub_adult,False,Dragging shell fragment backward.,"['Sea Urchin', 'Small Fish']",5.0,48.28640010717164,41.13390252441973,59.86235683121485,50.968556507279175,22.0,2022-07-29,,,51
U. olhanensis,female,adult,True,Displaying dominance by lifting body.,"['Snail', 'Small Fish', 'Mussel']",8.0,32.449494906085164,32.13069794443743,43.52523768355012,32.87070754759716,24.0,2022-07-29,,,52
u. olhanen.,female,adult,True,Claw snapping at diver.,"['Coral Fragment', 'Sea Sponge', 'Jellyfish', 'Sea Star', 'Crab (Other Species)']",7.0,11.968156179242794,13.645624558441767,16.740968932790476,12.015212861005647,24.0,2022-07-29,,,53
u. olhanen.,male,sub_adult,,Moving toward bait.,"['Barnacle', 'Polychaete Worm', 'Sea Star', 'Coral Fragment', 'Algae']",9.0,21.25,20.387231985245037,30.12003157405955,23.31120669717953,24.0,2022-07-29,,,54
Ucides alvorensis,male,adult,,Foraging among seagrass roots.,"['Crab (Other Species)', 'Sea Urchin', 'Barnacle', 'Sea Sponge']",6.0,66.0,64.95739535171364,94.6453010210972,70.91458906838918,24.0,2022-07-29,,,55
A farensis,male,sub_adult,,Displaying dominance by lifting body.,"['Polychaete Worm', 'Sea Urchin', 'Hermit Crab', 'Small Fish', 'Algae']",9.0,35.0,39.910833692823644,50.32615629911642,36.573357101377994,24.0,2022-07-29,,,56
A farensis,male,sub_adult,,Inspecting discarded crab shell.,"['Polychaete Worm', 'Jellyfish']",8.0,27.5,23.423065990275994,31.204462611523642,29.91782607094771,23.0,2022-07-29,,,57
Ucides alvorensis,female,pre_puberty,False,Rapid crossing of open sand.,"['Jellyfish', 'Barnacle', 'Sea Anemone']",8.0,23.197903085614083,23.435151149439253,32.86918029592354,24.581414832351616,24.0,2022-07-29,,,58
u. olhanen.,female,sub_adult,False,Climbing onto submerged logs.,"['Algae', 'Mussel', 'Jellyfish']",7.0,18.30697995627789,15.298656284253875,20.67559453250194,18.33766599276509,22.0,2022-07-29,,,59
A farensis,male,juvenile,True,Pausing frequently during exploration.,"['Hermit Crab', 'Algae', 'Polychaete Worm', 'Barnacle', 'Mussel']",4.0,14.5,17.091387775128794,24.947668173617505,15.14264411145481,23.0,2022-07-29,,,60
u. olhanen.,female,adult,True,Moving sideways along sandy bottom.,"['Shrimp', 'Sea Star', 'Sea Sponge', 'Small Fish', 'Snail']",8.0,18.579768581221206,18.712484198553692,24.846433228252575,20.215532293305593,22.0,2022-07-29,,,61
U. olhanensis,male,sub_adult,,Foraging among seagrass roots.,"['Polychaete Worm', 'Shrimp', 'Sea Urchin', 'Barnacle', 'Jellyfish']",8.0,65.0,77.65280644758369,106.29434212031309,69.80043489436254,22.0,2022-07-29,,,62
Ucides alvorensis,male,juvenile,,Picking detritus from seabed.,['Sea Star'],5.0,22.5,14.831978056029103,21.426931263708934,22.798484493763436,25.0,2022-07-29,,,63
U. olhanensis,male,pre_puberty,,Retreating into burrow.,"['Snail', 'Shrimp', 'Sea Urchin']",5.0,6.0,4.665509330293406,5.80971977441503,6.193931878929199,23.0,2022-07-29,,,64
A farensis,male,adult,,Hiding under seagrass blades.,['Small Fish'],8.0,46.5,45.37782775283442,63.53822449597697,47.56111014110343,23.0,2022-07-29,,,65
U. olhanensis,male,adult,,Resting under shell fragment.,"['Algae', 'Shrimp']",6.0,28.5,31.228732770690353,43.03139390357858,29.158075856718845,25.0,2022-07-29,,,66
A farensis,male,adult,,Burrowing into sandy sediment.,"['Sea Star', 'Sea Sponge', 'Small Fish', 'Jellyfish']",10.0,28.5,26.998507879904533,38.50144246937015,28.732767618116846,25.0,2022-07-29,,,67
u. olhanen.,female,sub_adult,False,Claw waving directed at nearby crab.,"['Hermit Crab', 'Shrimp']",7.0,27.558628017398323,32.804872269200814,48.98574994214676,29.93522715198699,25.0,2022-07-29,,,68
u. olhanen.,female,pre_puberty,True,Claw snapping in competition.,"['Algae', 'Sea Star', 'Jellyfish']",6.0,21.09616122477744,15.716295145065706,21.385985267291264,21.575495898740243,22.0,2022-07-29,,,69
A farensis,female,pre_puberty,False,Hiding beneath rocks.,"['Hermit Crab', 'Mussel', 'Snail', 'Coral Fragment']",8.0,10.791393747186827,16.288720378568918,23.39649552218374,11.857005096776865,25.0,2022-07-29,,,70
A farensis,female,sub_adult,False,Claw snapping in competition.,"['Sea Sponge', 'Sea Anemone', 'Mussel']",6.0,29.687059878356674,33.74707672725571,48.79269886767379,30.825185759871886,26.0,2022-07-29,,,71
u. olhanen.,female,adult,True,Social contact with other crabs.,['Mussel'],5.0,32.38074663637827,31.31718416395882,38.87095938692793,34.20314153476414,24.0,2022-07-29,,,72
u. olhanen.,female,adult,False,Stillness in cold water.,"['Jellyfish', 'Small Fish', 'Sea Urchin', 'Hermit Crab', 'Sea Sponge']",8.0,32.443739379187676,29.73577576874815,43.74166904062183,34.075370920324055,25.0,2022-07-29,,,73
u. olhanen.,female,sub_adult,True,Emerging cautiously from hiding.,"['Sea Star', 'Mussel']",4.0,29.970916222319712,28.091857036389523,41.82722274252835,30.939523983668455,23.0,2022-07-29,,,74
U. olhanensis,male,adult,,Escaping from aggressive fish.,"['Sea Sponge', 'Barnacle', 'Sea Urchin', 'Sea Anemone']",10.0,70.5,64.6073517010767,92.21727553469374,75.15593419003422,24.0,2022-07-29,,,75
A farensis,female,pre_puberty,False,Claw waving directed at nearby crab.,"['Polychaete Worm', 'Mussel', 'Small Fish']",7.0,20.582318467969372,16.831701496185367,21.57428449924899,20.965913302950984,24.0,2022-07-29,,,76
U. olhanensis,male or female,sub_adult,,Claw snapping in competition.,"['Sea Urchin', 'Polychaete Worm', 'Shrimp', 'Sea Star']",11.0,16.25,17.26147369212489,22.854669899101623,17.45115858683365,23.0,2022-07-29,,,77
u. olhanen.,male,juvenile,,Emerging cautiously from hiding.,"['Small Fish', 'Sea Anemone', 'Sea Urchin', 'Jellyfish', 'Snail']",6.0,20.5,21.055470850676166,25.33320954876388,21.710328541393867,25.0,2022-07-29,,,78
A. Farensis,female,pre_puberty,False,Claw waving directed at nearby crab.,"['Sea Urchin', 'Sea Sponge']",5.0,20.911739862962158,25.193684067061263,37.124890837761484,21.522963887463728,24.0,2022-07-29,,,79
A. Farensis,female,adult,False,Vibrating antennae in water currents.,"['Coral Fragment', 'Small Fish', 'Polychaete Worm', 'Sea Anemone', 'Sea Urchin']",10.0,28.581592826547578,25.71497857357831,38.314648081173885,30.916291248330666,22.0,2022-07-29,,,80
A. Farensis,male,juvenile,,Feeding on small mollusks.,"['Sea Urchin', 'Mussel', 'Jellyfish']",8.0,13.5,16.855531009134392,22.315290258872647,14.602865662443827,23.0,2022-07-29,,,81
A farensis,female,pre_puberty,True,Picking detritus from seabed.,['Crab (Other Species)'],5.0,16.938011055733334,20.769779176191857,25.818121030689017,17.80389770853362,24.0,2022-07-29,,,82
u. olhanen.,male,adult,,Using claws to dig into sediment.,['Mussel'],9.0,34.5,32.098895745396376,44.078511885684755,35.89005339434764,24.0,2022-07-29,,,83
A farensis,female,sub_adult,False,Struggling with entangled seaweed.,"['Crab (Other Species)', 'Sea Sponge', 'Coral Fragment', 'Mussel', 'Sea Star']",8.0,61.272866978951434,55.76289703830112,83.03236307165004,62.199747610848654,26.0,2022-07-29,,,84
U. olhanensis,female,sub_adult,True,Escaping predator silhouette overhead.,"['Jellyfish', 'Shrimp', 'Small Fish']",2.0,38.47286528059668,36.64761469328028,53.23408325173202,38.638582939386474,24.0,2022-07-29,,,85
A farensis,male,sub_adult,,Stillness in cold water.,"['Crab (Other Species)', 'Polychaete Worm']",9.0,21.25,23.985733749847732,35.813046787740184,21.683869810661108,22.0,2022-07-29,,,86
A. Farensis,female,adult,False,Defensive posture when approached.,"['Small Fish', 'Barnacle']",7.0,12.05511013821031,14.254913198256482,19.786656008738984,13.23304390884887,24.0,2022-07-29,,,87
A farensis,male,pre_puberty,,Resting in shaded rock crevice.,"['Polychaete Worm', 'Small Fish', 'Sea Urchin', 'Coral Fragment', 'Mussel']",11.0,12.75,12.593225868940726,17.187941986774174,13.957566906182482,25.0,2022-07-29,,,88
U. olhanensis,female,pre_puberty,True,Feeding on small crustaceans.,['Small Fish'],6.0,7.715570259887628,6.133334807770131,8.278282369373178,7.742822768390458,21.0,2022-07-29,,,89
U. olhanensis,female,sub_adult,True,Moving in groups.,"['Coral Fragment', 'Sea Anemone']",6.0,43.47668781934345,44.575520197720536,63.86415441849917,45.47291402807754,24.0,2022-07-29,,,90
u. olhanen.,male,sub_adult,,Hiding under seagrass blades.,['Sea Star'],4.0,38.75,46.116568094542345,68.73503772344682,40.36156740345879,24.0,2022-07-29,,,91
A. Farensis,male,sub_adult,,Rapid crossing of open sand.,"['Coral Fragment', 'Mussel']",11.0,67.5,64.04434208649091,77.1821454970994,68.07262241663302,26.0,2022-07-29,,,92
U. olhanensis,male,sub_adult,,Retreating quickly from shadow.,"['Snail', 'Jellyfish', 'Sea Anemone']",6.0,7.5,8.043478377871025,10.936937141637918,7.755660206228627,25.0,2022-07-29,,,93
U. olhanensis,male,sub_adult,,Shaking claws after contact.,"['Sea Star', 'Polychaete Worm', 'Sea Anemone', 'Sea Sponge', 'Sea Urchin']",8.0,43.75,51.53955292433964,62.725608691184235,44.01737167690944,23.0,2022-07-29,,,94
U. olhanensis,female,adult,False,Feeding on small crustaceans.,['Crab (Other Species)'],13.0,60.57833555249833,66.49928086673101,90.33521975700836,63.42554889055735,24.0,2022-07-29,,,95
u. olhanen.,female,sub_adult,True,Picking detritus from seabed.,"['Sea Anemone', 'Sea Star']",12.0,25.021831400623274,23.797656894889002,29.248783139810705,25.490313916287644,25.0,2022-07-29,,,96
A farensis,male,adult,,Feeding on small crustaceans.,"['Algae', 'Snail', 'Barnacle']",9.0,94.5,94.50904875359262,132.62930032306923,98.32837089353447,23.0,2022-07-29,,,97
u. olhanen.,male,sub_adult,,Moving in groups.,"['Jellyfish', 'Coral Fragment', 'Sea Sponge', 'Sea Anemone', 'Sea Urchin']",7.0,40.0,33.74439291000797,44.07140751768798,41.944961150415565,25.0,2022-07-29,,,98
u. olhanen.,male,adult,,Retreating into burrow.,"['Sea Anemone', 'Algae', 'Coral Fragment', 'Snail', 'Mussel']",8.0,40.5,39.748522212239145,54.5258985938471,42.416130293859496,24.0,2022-07-29,,,99
U. olhanensis,female,pre_puberty,False,Foraging among seagrass roots.,"['Mussel', 'Sea Sponge', 'Coral Fragment', 'Hermit Crab', 'Crab (Other Species)']",5.0,14.251146424874078,12.770484573885915,15.739885364089622,15.459375116575021,23.0,2022-07-29,,,100
A farensis,female,sub_adult,False,Resting under shell fragment.,"['Hermit Crab', 'Sea Urchin', 'Small Fish', 'Jellyfish', 'Barnacle']",9.0,23.798264060405238,23.4833892467991,33.88426674332267,25.064574693432846,25.0,2022-07-29,,,101
U. olhanensis,male,sub_adult,,Resting under shell fragment.,"['Small Fish', 'Shrimp']",10.0,45.0,50.661589380404024,65.82583037628841,45.742771932965546,24.0,2022-07-29,,,102
U. olhanensis,female,pre_puberty,False,Climbing algae-covered rocks.,"['Hermit Crab', 'Barnacle', 'Snail']",9.0,27.98038692461642,30.07416313692809,37.86623324027835,30.555967791102603,22.0,2022-07-29,,,103
u. olhanen.,N/R,adult,,Foraging among seagrass roots.,"['Snail', 'Barnacle', 'Jellyfish', 'Sea Urchin']",10.0,33.0,34.016196002648755,50.08194418650374,34.432323957279394,25.0,2022-07-29,,,104
A farensis,male,sub_adult,,Climbing seaweed stalks.,"['Sea Anemone', 'Shrimp', 'Sea Urchin', 'Sea Star', 'Crab (Other Species)']",7.0,30.0,28.11626163926898,36.06565822395851,32.712344822480354,23.0,2022-07-29,,,105
u. olhanen.,female,sub_adult,False,Moving sideways along sandy bottom.,"['Coral Fragment', 'Mussel', 'Polychaete Worm']",5.0,23.136398320649736,23.768034392546387,30.328204900076923,24.108529052307222,25.0,2022-07-29,,,106
u. olhanen.,female,pre_puberty,False,Hiding under seagrass blades.,"['Sea Sponge', 'Mussel', 'Coral Fragment', 'Barnacle', 'Small Fish']",8.0,9.393195009733066,8.697744759022267,10.661388111459143,9.435075216017676,24.0,2022-07-29,,,107
Ucides alvorensis,male,adult,,Climbing seaweed stalks.,"['Coral Fragment', 'Algae', 'Sea Anemone', 'Shrimp', 'Polychaete Worm']",9.0,33.0,34.64763893511411,47.501572964945986,33.50931171686519,22.0,2022-07-29,,,108
U. olhanensis,male,adult,,Waving claws rhythmically.,['Sea Urchin'],11.0,39.0,37.49054530198506,55.59007808597255,39.10479464261792,23.0,2022-07-29,,,109
U. olhanensis,female,adult,True,Moving toward bait.,['Sea Sponge'],5.0,31.72387558520782,36.64759087304696,45.28555882103131,32.06881414485189,26.0,2022-07-29,,,110
u. olhanen.,male,adult,,Pausing frequently during exploration.,"['Sea Sponge', 'Snail', 'Mussel', 'Barnacle', 'Algae']",7.0,46.5,47.87222829302971,61.271131249746354,46.83659526326308,24.0,2022-07-29,,,111
A farensis,female,sub_adult,True,Claw waving directed at nearby crab.,"['Crab (Other Species)', 'Small Fish']",10.0,17.825761293077,23.40475420265859,32.26709875951603,18.813135321523465,24.0,2022-07-29,,,112
u. olhanen.,female,adult,False,Rapid claw movement while feeding.,"['Sea Star', 'Sea Urchin', 'Shrimp', 'Jellyfish']",9.0,20.835074423797384,22.235231441110876,33.074274008184865,21.599380026820977,25.0,2022-07-29,,,113
U. olhanensis,female,adult,True,Claw snapping in competition.,['Sea Urchin'],10.0,9.911656447644393,12.220468951832936,17.149362681184183,10.811101798795441,23.0,2022-07-29,,,114
u. olhanen.,female,sub_adult,False,Burrowing into sandy sediment.,['Sea Anemone'],8.0,33.40269169555675,29.094513970639692,42.064867571454585,34.87802010072332,24.0,2022-07-29,,,115
U. olhanensis,female,juvenile,False,Searching for mates at twilight.,['Snail'],9.0,2.4922154587023955,1.5311539906517364,2.263290473304626,2.639293598774331,25.0,2022-07-29,,,116
U. olhanensis,male,pre_puberty,,Climbing seaweed stalks.,['Barnacle'],7.0,21.0,19.783591155180858,29.468974114123895,21.01449455948495,24.0,2022-07-29,,,117
U. olhanensis,female,adult,False,Climbing submerged rocks.,['Sea Anemone'],11.0,80.66616973176639,69.42184285034278,84.99925422997738,84.25859349312174,22.0,2022-07-29,,,118
A. Farensis,male,sub_adult,,Defensive posture when approached.,"['Shrimp', 'Mussel']",4.0,31.25,33.29172810961645,44.251041806298225,34.07463055155916,25.0,2022-07-29,,,119
u. olhanen.,female,adult,True,Climbing barnacle-covered surfaces.,"['Sea Sponge', 'Polychaete Worm']",5.0,12.00162279848804,12.448721822207107,17.79341661960152,13.185933396840378,23.0,2022-07-29,,,120
A farensis,male,pre_puberty,,Climbing submerged rocks.,"['Snail', 'Sea Star', 'Sea Anemone']",11.0,21.75,22.68825714918956,31.097308012543262,23.847698777557014,27.0,2022-07-29,,,121
A farensis,female,adult,True,Territorial display against intruder.,['Small Fish'],3.0,29.926025924770517,34.238961635434514,43.32695203629229,31.230611510822676,25.0,2022-07-29,,,122
u. olhanen.,female,sub_adult,False,Exchanging antenna taps.,"['Sea Sponge', 'Jellyfish']",9.0,24.526671685287326,21.346874586433312,26.26521162169219,26.767510000047615,25.0,2022-07-29,,,123
A farensis,female,sub_adult,False,Emerging cautiously from hiding.,"['Small Fish', 'Sea Urchin', 'Shrimp', 'Sea Sponge']",8.0,30.746216132833716,33.682830219592645,41.31909950448164,33.75019110617666,25.0,2022-07-29,,,124
u. olhanen.,female,adult,False,Dragging shell fragment backward.,['Sea Sponge'],7.0,47.380640512283065,53.67723043210766,68.22648398755062,47.40235285082126,25.0,2022-07-29,,,125
u. olhanen.,female,adult,True,Searching for food in tidal pools.,"['Polychaete Worm', 'Algae', 'Sea Urchin']",9.0,60.633801988673625,69.60521099893374,89.07883055441934,61.75816213549589,24.0,2022-07-29,,,126
A farensis,male,adult,,Searching for food in tidal pools.,"['Coral Fragment', 'Small Fish', 'Snail', 'Sea Sponge', 'Sea Urchin']",8.0,34.5,36.52488863380406,46.92431183197243,36.92465913175768,22.0,2022-07-29,,,127
u. olhanen.,male or female,pre_puberty,,Escaping from aggressive fish.,"['Sea Sponge', 'Hermit Crab']",7.0,18.75,16.4643084071074,24.409106809898756,19.376680925198627,25.0,2022-07-29,,,128
A farensis,female,sub_adult,False,Interaction with hermit crabs.,"['Crab (Other Species)', 'Jellyfish', 'Algae']",8.0,13.73534017940114,15.176508433759178,18.83574493693145,13.850498297835953,24.0,2022-07-29,,,129
u. olhanen.,male,sub_adult,True,Interaction with hermit crabs.,"['Sea Star', 'Sea Urchin', 'Sea Anemone', 'Jellyfish']",8.0,61.25,64.83295637603246,86.36214027271988,66.75817628944269,23.0,2022-07-29,,,130
U. olhanensis,male,pre_puberty,,Moving toward warmer water pockets.,"['Polychaete Worm', 'Jellyfish', 'Snail', 'Sea Sponge']",6.0,13.5,9.570402608321789,12.009371388909264,14.247577986827398,23.0,2022-07-29,,,131
