species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
u. olhanen.,male,sub_adult,,Feeding on small mollusks.,"['Sea Anemone', 'Hermit Crab', 'Polychaete Worm', 'Coral Fragment', 'Sea Sponge']",9.0,7.5,6.132636933086927,8.16670496333985,7.666335715190492,42.0,2020-10-14,,,27
U. olhanensis,male,juvenile,,Moving in groups.,['Sea Star'],5.0,10.5,14.597426289619216,18.97040122271777,11.455172144016743,41.0,2020-10-14,,,28
u. olhanen.,male,adult,,Interacting with small fish nearby.,"['Sea Star', 'Snail']",10.0,31.5,34.1717401299218,49.39715877014137,33.4287355838324,42.0,2020-10-14,,,29
u. olhanen.,male,sub_adult,True,Scavenging near tidal pools.,['Coral Fragment'],4.0,17.5,14.986157707942047,19.23008861792822,18.994573252806113,44.0,2020-10-14,,,30
u. olhanen.,male,adult,,Moving in groups.,"['Barnacle', 'Sea Sponge', 'Coral Fragment', 'Snail', 'Sea Star']",6.0,13.5,14.208051327804416,17.70899908562389,14.350606991738873,42.0,2020-10-14,,,31
A farensis, ,adult,,Escaping predator silhouette overhead.,['Jellyfish'],6.0,30.0,32.79379598997195,44.64920509445306,30.885734288193692,42.0,2020-10-14,,,32
u. olhanen.,male,adult,,Resting under shell fragment.,"['Hermit Crab', 'Polychaete Worm', 'Crab (Other Species)']",6.0,12.0,12.295513783595556,14.754737092951308,12.167393083242494,42.0,2020-10-14,,,33
A. Farensis,male,pre_puberty,,Pausing frequently during exploration.,['Small Fish'],8.0,6.75,8.031971006612816,10.895201965578114,7.403800364372018,43.0,2020-10-14,,,34
U. olhanensis,female,sub_adult,True,Claw snapping at diver.,"['Polychaete Worm', 'Barnacle']",7.0,23.5878104770696,25.038324632839352,33.85863612427368,24.989113655316828,43.0,2020-10-14,,,35
u. olhanen.,female,adult,False,Sideways walking along bay edge.,"['Algae', 'Polychaete Worm', 'Jellyfish']",10.0,28.072400049452433,33.10684408182563,43.25722723346489,29.043441139364365,41.0,2020-10-14,,,36
U. olhanensis,female,adult,False,Climbing vertical rock face.,"['Hermit Crab', 'Small Fish']",6.0,6.90500025269336,7.414276690841988,10.055507090645643,7.535457275850201,42.0,2020-10-14,,,37
A. Farensis,female,adult,True,Picking algae from rock surface.,"['Jellyfish', 'Mussel', 'Crab (Other Species)', 'Hermit Crab', 'Sea Star']",10.0,17.19890065995527,15.254867141077334,19.027342722639055,18.309031170263268,44.0,2020-10-14,,,38
A. Farensis,female,sub_adult,True,Retreating into burrow.,['Hermit Crab'],9.0,15.265427811408637,17.463763629787433,22.90911188904885,16.702542122832273,42.0,2020-10-14,,,39
U. olhanensis,male or female,juvenile,True,Climbing vertical rock face.,"['Snail', 'Barnacle']",10.0,5.5,4.162584754313306,6.011691688566062,5.779415927717068,40.0,2020-10-14,,,40
u. olhanen.,female,adult,True,Vibrating antennae in water currents.,"['Snail', 'Algae', 'Polychaete Worm', 'Crab (Other Species)', 'Sea Star']",8.0,15.51556494313693,14.842791533363467,22.136677420139993,16.695452690922657,45.0,2020-10-14,,,41
u. olhanen.,female,pre_puberty,False,Retreating into burrow.,"['Coral Fragment', 'Jellyfish', 'Barnacle']",6.0,9.056165525762355,6.12361755631057,8.235686796226796,9.29797462841104,41.0,2020-10-14,,,42
u. olhanen.,female,pre_puberty,False,Color changes during molting.,['Snail'],10.0,8.462869650592557,8.848941563197224,13.004276431821292,8.985791812400114,41.0,2020-10-14,,,43
u. olhanen.,female,juvenile,False,Emerging cautiously from hiding.,"['Sea Sponge', 'Polychaete Worm', 'Hermit Crab', 'Snail', 'Sea Anemone']",5.0,11.521753154865797,10.364735625111221,14.057629030834466,12.223104662764648,42.0,2020-10-14,,,44
A. Farensis,male,sub_adult,,Exploring new territory.,"['Sea Urchin', 'Jellyfish', 'Snail', 'Polychaete Worm', 'Sea Sponge']",10.0,43.75,39.18224174110309,50.89696510709219,45.73852926763683,41.0,2020-10-14,,,45
U. olhanensis,female,juvenile,True,Hiding under seagrass blades.,"['Crab (Other Species)', 'Snail', 'Sea Star', 'Barnacle', 'Shrimp']",8.0,16.388837832537323,11.469985145336635,14.012797194111025,17.274234526272362,42.0,2020-10-14,,,46
u. olhanen.,nan,juvenile,,Rapid claw movement while feeding.,"['Sea Star', 'Barnacle', 'Shrimp', 'Jellyfish', 'Sea Sponge']",5.0,38.0,47.136873939399536,68.95070742147372,41.65857219419087,41.0,2020-10-14,,,47
u. olhanen.,male,pre_puberty,,Moving toward warmer water pockets.,"['Algae', 'Barnacle', 'Shrimp']",6.0,15.0,15.91346733480644,23.490279301506337,16.051458929658576,41.0,2020-10-14,,,48
U. olhanensis,female,pre_puberty,False,Exchanging antenna taps.,"['Jellyfish', 'Crab (Other Species)', 'Hermit Crab', 'Sea Urchin']",8.0,6.774494619590206,5.847068711456253,7.321103622998203,7.236525127298412,42.0,2020-10-14,,,49
u. olhanen.,male,sub_adult,True,Escaping predator silhouette overhead.,['Snail'],9.0,11.25,10.897683999139891,15.430952648623403,11.741660310378395,42.0,2020-10-14,,,50
A farensis,male,sub_adult,,Rapid claw movement while feeding.,['Sea Sponge'],7.0,21.25,17.7101781831146,25.909837024147855,22.828207384533645,43.0,2020-10-14,,,51
A farensis,male,pre_puberty,,Hiding beneath rocks.,"['Sea Anemone', 'Hermit Crab', 'Snail']",9.0,12.0,14.832361643350426,21.87275688740152,12.220355825551186,41.0,2020-10-14,,,52
A farensis,female,juvenile,False,Sideways walking along bay edge.,"['Algae', 'Jellyfish', 'Sea Star', 'Mussel']",3.0,4.068891552368147,5.775465187139101,6.934569320846644,4.335542198798033,43.0,2020-10-14,,,53
U. olhanensis,female,sub_adult,False,Social contact with other crabs.,"['Sea Urchin', 'Mussel']",9.0,31.728456737711795,28.966495279829765,38.674624086892244,32.84019928815966,41.0,2020-10-14,,,54
U. olhanensis,female,adult,False,Moving toward warmer water pockets.,['Small Fish'],8.0,23.274033493437727,24.425573858008228,35.53201474615469,25.39229923655147,40.0,2020-10-14,,,55
u. olhanen.,female,pre_puberty,False,Feeding on small crustaceans.,"['Sea Anemone', 'Hermit Crab', 'Mussel']",7.0,6.019816879640938,7.527995070953506,10.844189228045227,6.32717665830456,42.0,2020-10-14,,,56
U. olhanensis,female,sub_adult,False,Slow movement near seagrass patches.,"['Coral Fragment', 'Shrimp', 'Sea Urchin', 'Barnacle', 'Polychaete Worm']",7.0,8.620907907991807,9.51001024253401,13.99403957899075,9.204795018884104,42.0,2020-10-14,,,57
u. olhanen.,male,pre_puberty,,Stillness in cold water.,"['Shrimp', 'Barnacle', 'Jellyfish', 'Crab (Other Species)']",5.0,6.75,6.826809729351794,8.54501283278099,6.903214344189712,42.0,2020-10-14,,,58
A farensis,male,adult,,Hiding under floating debris.,['Coral Fragment'],6.0,39.0,37.259230891249906,46.86598151696789,40.05984014047188,42.0,2020-10-14,,,59
U. olhanensis,female,adult,False,Emerging cautiously from hiding.,"['Sea Sponge', 'Barnacle', 'Crab (Other Species)', 'Coral Fragment']",7.0,24.781941141064614,22.19226097836503,27.48567601220936,26.69611045124846,41.0,2020-10-14,,,60
u. olhanen.,male,juvenile,,Sitting still blending with environment.,"['Sea Anemone', 'Snail', 'Mussel', 'Barnacle', 'Algae']",6.0,11.5,9.34079142743725,11.995396893390232,11.76703972454006,43.0,2020-10-14,,,61
A farensis,male,sub_adult,,Social contact with other crabs.,"['Crab (Other Species)', 'Sea Star']",6.0,45.0,52.998640336799824,63.7738725478129,45.12247482532495,42.0,2020-10-14,,,62
A. Farensis,female,adult,False,Climbing seaweed stalks.,['Small Fish'],10.0,18.063581896675554,21.53971291596067,25.920758915262617,18.141049715841614,39.0,2020-10-14,,,63
u. olhanen.,female,adult,False,Camouflaging with surrounding mud.,"['Small Fish', 'Algae']",8.0,22.93100602719518,22.793042332701624,32.53452638101944,24.589894494135283,42.0,2020-10-14,,,64
U. olhanensis,female,pre_puberty,False,Climbing vertical rock face.,"['Jellyfish', 'Shrimp', 'Barnacle', 'Crab (Other Species)']",7.0,8.170934904505636,5.696769198216476,7.928777966871664,8.52514090762809,43.0,2020-10-14,,,65
U. olhanensis,female,adult,False,Moving sideways along sandy bottom.,"['Shrimp', 'Coral Fragment']",7.0,29.293545716970605,27.137244265207414,39.919097022285264,31.379112887441707,39.0,2020-10-14,,,66
A farensis,male,sub_adult,,Escaping from aggressive fish.,"['Hermit Crab', 'Snail', 'Crab (Other Species)']",8.0,11.25,9.761030527633386,13.5135647379608,11.869354604801256,41.0,2020-10-14,,,67
u. olhanen.,female,juvenile,False,Feeding on detritus in shallow water.,"['Polychaete Worm', 'Jellyfish']",7.0,7.145855137630463,8.900263118465533,13.274257014583663,7.5105722334419225,42.0,2020-10-14,,,68
u. olhanen.,female,sub_adult,False,Sideways walking along bay edge.,"['Barnacle', 'Jellyfish', 'Sea Sponge']",9.0,15.539625049738822,17.293018938985952,21.300768873916407,16.225794902916107,43.0,2020-10-14,,,69
u. olhanen.,male,adult,True,Picking algae from rock surface.,"['Shrimp', 'Barnacle']",9.0,31.5,31.52838317327432,45.88171391579203,33.93798155316426,41.0,2020-10-14,,,70
A farensis,female,adult,True,Half buried in sand.,"['Polychaete Worm', 'Sea Sponge', 'Sea Urchin']",8.0,13.936597222897685,15.782834950293113,19.601131398360504,14.2270951554653,43.0,2020-10-14,,,71
U. olhanensis,female,sub_adult,False,Foraging among seagrass roots.,"['Small Fish', 'Algae']",9.0,4.182054235548102,3.271022764015774,4.354775191126755,4.570024049415732,44.0,2020-10-14,,,72
Ucides alvorensis,female,juvenile,False,Vibrating antennae in water currents.,"['Barnacle', 'Jellyfish', 'Coral Fragment', 'Polychaete Worm', 'Crab (Other Species)']",9.0,14.660828259071618,18.843568161049202,24.397135111173373,15.657648582906196,42.0,2020-10-14,,,73
u. olhanen.,male,sub_adult,,Climbing seaweed stalks.,"['Crab (Other Species)', 'Algae', 'Sea Star']",10.0,17.5,17.86039357051348,24.927314241470985,17.597964419456936,41.0,2020-10-14,,,74
u. olhanen.,male,juvenile,,Claw waving directed at nearby crab.,"['Shrimp', 'Barnacle', 'Crab (Other Species)', 'Hermit Crab', 'Coral Fragment']",6.0,12.0,11.481537117422752,16.331431716935043,12.878653967936572,41.0,2020-10-14,,,75
A farensis,female,adult,False,Color changes during molting.,['Algae'],8.0,26.184160520927186,26.474422363044486,36.54672152500592,27.10249544779624,39.0,2020-10-14,,,76
A farensis,female,adult,False,Escaping predator silhouette overhead.,"['Hermit Crab', 'Sea Star']",11.0,15.979848381066677,17.978912488954688,26.51135348774756,17.15987666817156,41.0,2020-10-14,,,77
U. olhanensis,male,adult,,Shaking claws after contact.,"['Shrimp', 'Sea Sponge', 'Coral Fragment', 'Mussel']",9.0,51.0,53.6051719650103,77.53904622567714,52.74296644128446,43.0,2020-10-14,,,78
A farensis,female,adult,True,Picking algae from rock surface.,"['Shrimp', 'Sea Star', 'Crab (Other Species)', 'Jellyfish', 'Small Fish']",9.0,11.85771697476821,11.20376588272742,16.2297276398854,13.02428919758616,42.0,2020-10-14,,,79
A. Farensis,female,pre_puberty,False,Climbing vertical rock face.,['Shrimp'],7.0,11.040454980512024,11.234254326459327,14.95125613164374,11.552395284327858,44.0,2020-10-14,,,80
U. olhanensis,male,adult,,Climbing seaweed stalks.,"['Small Fish', 'Snail', 'Shrimp', 'Sea Sponge', 'Barnacle']",9.0,19.5,19.749817102397124,26.183104255278927,19.61188574909604,42.0,2020-10-14,,,81
A farensis,female,pre_puberty,False,Feeding on small mollusks.,"['Barnacle', 'Sea Urchin', 'Mussel', 'Hermit Crab', 'Sea Anemone']",9.0,9.02054728098713,8.047398365889247,11.514035718619375,9.16412379664162,44.0,2020-10-14,,,82
A. Farensis,male,adult,,Hiding under seagrass blades.,"['Polychaete Worm', 'Sea Sponge']",10.0,12.0,12.900859218096702,18.8345450024128,12.774241726214012,42.0,2020-10-14,,,83
A farensis,female,juvenile,False,Scavenging near tidal pools.,['Polychaete Worm'],11.0,2.2795235103877847,1.66892842745856,2.0823310994919297,2.3648254301705016,41.0,2020-10-14,,,84
u. olhanen.,female,pre_puberty,False,Interacting with small fish nearby.,"['Snail', 'Hermit Crab', 'Sea Anemone']",13.0,2.4570817929018105,2.7175051856026053,3.3723718340499813,2.5064289982423236,42.0,2020-10-14,,,85
A. Farensis,female,adult,True,Resting under shell fragment.,"['Shrimp', 'Hermit Crab', 'Small Fish']",6.0,25.268815577832637,27.929135373470118,35.88704511835119,25.495015003312005,40.0,2020-10-14,,,86
A. Farensis,male,sub_adult,,Interaction with hermit crabs.,"['Algae', 'Small Fish', 'Coral Fragment', 'Sea Sponge']",9.0,10.0,8.28267197703395,11.273909192651965,10.725369391213803,40.0,2020-10-14,,,87
A farensis,male,juvenile,,Rapid claw movement while feeding.,"['Coral Fragment', 'Sea Anemone']",9.0,6.0,4.331404732922063,5.82103515925884,6.534972063298849,40.0,2020-10-14,,,88
u. olhanen.,female,adult,False,Defensive posture when approached.,"['Sea Urchin', 'Snail']",9.0,8.093317053949216,7.146262858640288,8.816161096643155,8.655738117202652,42.0,2020-10-14,,,89
A farensis,female,juvenile,True,Resting under shell fragment.,"['Jellyfish', 'Sea Anemone', 'Shrimp', 'Barnacle', 'Mussel']",7.0,3.484471479316599,3.7727776261426533,4.675986299022601,3.7908521116577694,41.0,2020-10-14,,,90
A farensis,female,adult,False,Displaying dominance by lifting body.,"['Jellyfish', 'Algae', 'Shrimp']",12.0,14.810543896425267,18.339124710735202,26.493203972373806,15.669560302970375,42.0,2020-10-14,,,91
A farensis,male,adult,,Escaping predator silhouette overhead.,"['Mussel', 'Small Fish', 'Sea Urchin', 'Crab (Other Species)', 'Sea Sponge']",4.0,46.5,42.92213134547951,56.13756256434564,50.983354151979015,43.0,2020-10-14,,,92
U. olhanensis,male,pre_puberty,,Escaping from aggressive fish.,"['Sea Urchin', 'Barnacle', 'Small Fish', 'Snail', 'Polychaete Worm']",8.0,22.5,26.33571517995263,33.860237332651565,23.72858627982742,43.0,2020-10-14,,,93
u. olhanen.,male,adult,,Interacting with small fish nearby.,"['Barnacle', 'Jellyfish', 'Polychaete Worm', 'Hermit Crab', 'Small Fish']",8.0,30.0,32.81262986368165,48.969531554353644,32.05315886645015,43.0,2020-10-14,,,94
U. olhanensis,female,sub_adult,False,Slow movement near seagrass patches.,"['Sea Anemone', 'Barnacle', 'Mussel', 'Sea Sponge']",6.0,19.589885362155655,20.559147505181045,28.912945584836947,20.940391422931405,41.0,2020-10-14,,,95
u. olhanen.,female,sub_adult,False,Mating behavior with antenna touching.,"['Sea Anemone', 'Polychaete Worm', 'Sea Sponge', 'Hermit Crab', 'Shrimp']",5.0,26.456731364809592,31.36354831843654,42.36186915484867,27.342478184480164,43.0,2020-10-14,,,96
A. Farensis,female,adult,False,Mating behavior with antenna touching.,"['Sea Star', 'Jellyfish', 'Crab (Other Species)', 'Algae', 'Small Fish']",8.0,53.34692222088742,51.446958031791304,63.41272093382782,57.520363321357095,40.0,2020-10-14,,,97
A. Farensis,male,sub_adult,,Sideways walking along bay edge.,['Barnacle'],6.0,12.5,10.506475825624921,13.93881217525632,13.27220074971506,42.0,2020-10-14,,,98
u. olhanen.,female,sub_adult,True,Moving sideways along sandy bottom.,"['Sea Anemone', 'Jellyfish', 'Snail', 'Shrimp', 'Polychaete Worm']",6.0,25.91129754869385,30.46262132799737,45.10016190989154,27.62968275463251,42.0,2020-10-14,,,99
A. Farensis,male,juvenile,True,Moving toward bait.,"['Algae', 'Sea Urchin', 'Polychaete Worm', 'Shrimp', 'Small Fish']",10.0,8.0,6.922260372021462,8.813167157571943,8.70965126677791,43.0,2020-10-14,,,100
Ucides alvorensis,male or female,juvenile,,Camouflaging with surrounding mud.,"['Coral Fragment', 'Snail', 'Sea Urchin', 'Crab (Other Species)', 'Mussel']",5.0,4.0,5.5103143402134815,6.934608262027149,4.055371487104132,42.0,2020-10-14,,,101
u. olhanen.,male,pre_puberty,,Hiding in sandy burrow.,"['Coral Fragment', 'Snail', 'Algae', 'Shrimp', 'Jellyfish']",8.0,15.0,19.39270117931855,26.914263665047258,16.0697462677631,41.0,2020-10-14,,,102
A farensis,female,juvenile,False,Escaping from aggressive fish.,['Mussel'],9.0,8.427746406953158,8.038520209310104,11.701071055130967,9.023414958273886,42.0,2020-10-14,,,103
u. olhanen.,male,sub_adult,,Feeding on small crustaceans.,['Jellyfish'],8.0,16.25,18.671251295406794,24.860266587093193,17.772396341370403,42.0,2020-10-14,,,104
Ucides alvorensis,male or female,pre_puberty,,Hiding under seagrass blades.,"['Coral Fragment', 'Small Fish', 'Snail']",8.0,12.75,9.916100245788778,14.815000542217033,13.411461762088772,42.0,2020-10-14,,,105
U. olhanensis,female,adult,True,Emerging cautiously from hiding.,['Barnacle'],10.0,16.882317476741758,18.320897148270777,22.368125414389162,17.10290694735663,43.0,2020-10-14,,,106
A. Farensis,male,juvenile,,Retreating quickly from shadow.,['Coral Fragment'],6.0,13.5,14.535773758033356,21.562894437856766,14.787342349955388,43.0,2020-10-14,,,107
Ucides alvorensis,male,adult,,Color changes during molting.,"['Sea Star', 'Snail', 'Crab (Other Species)']",6.0,7.5,7.229659304391344,10.507244747565283,7.854848392308496,43.0,2020-10-14,,,108
A farensis,male,adult,,Searching for food in tidal pools.,"['Shrimp', 'Crab (Other Species)', 'Small Fish']",4.0,42.0,42.24122430321758,59.385125941138675,43.15295300935464,42.0,2020-10-14,,,109
Ucides alvorensis,male,pre_puberty,True,Sitting still blending with environment.,"['Snail', 'Shrimp']",7.0,7.5,9.202220740321804,12.239314399417683,8.016102327630293,42.0,2020-10-14,,,110
u. olhanen.,female,adult,False,Interaction with hermit crabs.,"['Snail', 'Polychaete Worm']",10.0,32.88234404525532,36.461524301618084,45.3046085436113,35.10360320392526,41.0,2020-10-14,,,111
u. olhanen.,female,pre_puberty,True,Swimming short distance to escape.,"['Sea Urchin', 'Crab (Other Species)']",4.0,2.896592188362758,3.5424579159489773,5.256905384080209,3.046461408433145,41.0,2020-10-14,,,112
u. olhanen.,female,sub_adult,False,Camouflaging with surrounding mud.,"['Sea Sponge', 'Shrimp']",13.0,13.42062052349728,14.977853036963557,19.587566063092265,13.762783005490613,41.0,2020-10-14,,,113
A. Farensis,male,adult,,Climbing algae-covered rocks.,"['Sea Star', 'Sea Sponge', 'Mussel', 'Hermit Crab', 'Small Fish']",9.0,55.5,54.144465246487854,72.2406418492823,59.9686256869098,42.0,2020-10-14,,,114
Ucides alvorensis,female,adult,False,Foraging among seagrass roots.,"['Algae', 'Hermit Crab', 'Crab (Other Species)']",12.0,23.842458364919928,27.112458011647544,32.8754552257779,24.76408010870634,41.0,2020-10-14,,,115
u. olhanen.,female,sub_adult,False,Struggling with entangled seaweed.,"['Snail', 'Barnacle', 'Sea Sponge']",8.0,27.072279793487635,34.15446075213076,41.38239833493908,29.56206954171553,43.0,2020-10-14,,,116
Ucides alvorensis,female,sub_adult,True,Color changes during molting.,"['Sea Urchin', 'Hermit Crab', 'Sea Sponge', 'Snail', 'Sea Star']",9.0,12.415966992052619,11.640676554392828,15.184399186563097,12.971137968018088,43.0,2020-10-14,,,117
A. Farensis,female,sub_adult,False,Exchanging antenna taps.,['Polychaete Worm'],8.0,24.623381310014736,27.866688900923318,37.55776898240577,26.943347401709964,41.0,2020-10-14,,,118
U. olhanensis,male,sub_adult,,Territorial display against intruder.,"['Jellyfish', 'Hermit Crab', 'Polychaete Worm', 'Shrimp']",9.0,6.25,7.410438908226339,10.412443129408482,6.5527447108244345,43.0,2020-10-14,,,119
A farensis,female,adult,False,Inspecting discarded crab shell.,"['Sea Sponge', 'Small Fish', 'Algae', 'Snail', 'Barnacle']",10.0,46.297215067543725,50.398873909047985,63.16539475603276,48.66707183413362,42.0,2020-10-14,,,120
U. olhanensis,female,pre_puberty,False,Cleaning claws with rubbing motion.,['Crab (Other Species)'],6.0,10.070994631328482,11.68424710797762,17.217054400541663,10.454167148999028,43.0,2020-10-14,,,121
A. Farensis,male,juvenile,,Picking biofilm on submerged wood.,"['Small Fish', 'Algae', 'Crab (Other Species)', 'Sea Star', 'Jellyfish']",9.0,4.0,3.2120731342175493,4.550787633461926,4.369778156720291,42.0,2020-10-14,,,122
u. olhanen.,female,pre_puberty,True,Rapid crossing of open sand.,['Crab (Other Species)'],11.0,2.141364239979261,2.9785939545519966,3.7703694792719666,2.2046879526975482,41.0,2020-10-14,,,123
U. olhanensis,male or female,pre_puberty,,Scavenging near tidal pools.,"['Hermit Crab', 'Sea Star']",4.0,10.5,13.22967051363252,17.526066152318677,10.868966513608637,42.0,2020-10-14,,,124
Ucides alvorensis,male,sub_adult,,Scavenging near tidal pools.,['Algae'],7.0,16.25,14.217190077532713,18.339776910605824,17.184442152298775,41.0,2020-10-14,,,125
u. olhanen.,male,pre_puberty,,Resting under shell fragment.,"['Hermit Crab', 'Sea Star']",9.0,18.75,18.571273513469297,27.23370321162697,18.75700798164431,41.0,2020-10-14,,,126
A. Farensis,female,sub_adult,False,Feeding on algae scraped from rocks.,"['Barnacle', 'Shrimp']",12.0,13.952633532139279,15.636634136368915,20.750482542404395,14.323623724893409,40.0,2020-10-14,,,127
A. Farensis,male,adult,,Using claws to dig into sediment.,"['Snail', 'Coral Fragment', 'Barnacle', 'Algae']",10.0,21.0,20.798489952130552,30.368567101018563,21.235017159946786,43.0,2020-10-14,,,128
u. olhanen.,male,adult,,Retreating into burrow.,"['Barnacle', 'Hermit Crab', 'Sea Sponge', 'Polychaete Worm']",7.0,18.0,18.436657298772772,26.87140756112493,19.643590812447794,42.0,2020-10-14,,,129
