species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,female,adult,U. olhanensis,False,Scavenging near tidal pools.,"['Sea Anemone', 'Hermit Crab', 'Coral Fragment']",11.0,3.911722277627081,3.6367803736024786,4.39209729023309,4.181268709372111,2.0,2022-06-29,,,18
,male,juvenile,u. olhanen.,,Burrowing into sandy sediment.,"['Mussel', 'Small Fish']",7.0,2.4545454545454546,2.910935126211194,4.302000894785839,2.640408027484887,2.1818181818181817,2022-06-29,,,19
,male,pre_puberty,A farensis,True,Hiding under floating debris.,"['Snail', 'Jellyfish', 'Small Fish', 'Crab (Other Species)']",6.0,1.6363636363636365,1.196768341800822,1.7099203105515242,1.6817062559562999,2.1818181818181817,2022-06-29,,,20
,male,pre_puberty,u. olhanen.,,Hiding in sandy burrow.,"['Sea Star', 'Algae', 'Shrimp', 'Barnacle', 'Sea Sponge']",4.0,1.1590909090909092,0.9850547841137199,1.2653296607441566,1.2085624014492113,2.272727272727273,2022-06-29,,,21
,male,sub_adult,A farensis,,Searching for mates at twilight.,"['Algae', 'Hermit Crab']",8.0,4.545454545454546,3.8776743129963664,5.327341355098027,4.675886766443476,2.090909090909091,2022-06-29,,,22
,male,pre_puberty,u. olhanen.,,Foraging among seagrass roots.,"['Sea Star', 'Mussel', 'Barnacle']",5.0,1.5681818181818181,1.436721722050642,1.7810423750686377,1.6995397191498915,2.1818181818181817,2022-06-29,,,23
, ,sub_adult,Ucides alvorensis,,Claw snapping at diver.,"['Sea Urchin', 'Sea Anemone', 'Sea Star', 'Hermit Crab']",7.0,4.204545454545454,5.00282433147938,6.04171006249241,4.435888342965502,2.090909090909091,2022-06-29,,,24
,female,pre_puberty,U. olhanensis,False,Interacting with small fish nearby.,"['Sea Urchin', 'Small Fish', 'Sea Anemone']",6.0,0.8846756464375396,0.7056714790401629,1.0172828271377559,0.9646439753865316,2.0,2022-06-29,,,25
,male,juvenile,U. olhanensis,,Sitting still blending with environment.,"['Sea Urchin', 'Mussel']",5.0,1.5454545454545454,1.3982535059298942,1.7881233136912236,1.5499846287746306,2.090909090909091,2022-06-29,,,26
,male,adult,A farensis,,Slow movement near seagrass patches.,"['Mussel', 'Snail', 'Sea Sponge']",10.0,6.818181818181818,6.40608470844974,7.962642200336003,7.349653921707704,2.0,2022-06-29,,,27
,female,adult,u. olhanen.,False,Defensive posture when approached.,"['Jellyfish', 'Small Fish', 'Shrimp', 'Coral Fragment']",8.0,2.0976528018757135,2.1197269135481567,2.6043797383451563,2.1085158382385965,2.272727272727273,2022-06-29,,,28
,male,adult,A farensis,,Searching for mates at twilight.,"['Small Fish', 'Mussel']",6.0,1.6363636363636365,1.571366242756624,2.3048919662551794,1.7022106079011818,2.090909090909091,2022-06-29,,,29
,male,adult,A farensis,True,Picking biofilm on submerged wood.,"['Sea Sponge', 'Polychaete Worm', 'Barnacle', 'Jellyfish']",7.0,4.909090909090909,5.357315041219675,7.712692799028775,5.029061516828716,2.0,2022-06-29,,,30
,male,pre_puberty,u. olhanen.,,Displaying dominance by lifting body.,"['Jellyfish', 'Coral Fragment', 'Crab (Other Species)', 'Shrimp', 'Mussel']",4.0,4.568181818181818,5.504205866395116,8.115706856547124,5.008665234831173,2.0,2022-06-29,,,31
,female,pre_puberty,A farensis,False,Claw snapping in competition.,"['Hermit Crab', 'Mussel', 'Crab (Other Species)', 'Coral Fragment', 'Sea Urchin']",8.0,1.5160520654004537,1.337919593671975,1.9202881256871416,1.656921752415469,2.090909090909091,2022-06-29,,,32
,female,sub_adult,u. olhanen.,False,Swimming short distance to escape.,"['Sea Sponge', 'Snail', 'Sea Star']",6.0,1.8761723179755876,2.28218147514452,3.009749696774361,1.957949148119451,2.090909090909091,2022-06-29,,,33
,female,sub_adult,u. olhanen.,True,Moving toward bait.,"['Hermit Crab', 'Algae']",5.0,1.6454142471607391,1.5893768890599533,2.0299298064812694,1.6728499524026759,2.090909090909091,2022-06-29,,,34
,male or female,sub_adult,A farensis,,Feeding on algae scraped from rocks.,"['Sea Sponge', 'Sea Anemone', 'Mussel', 'Coral Fragment', 'Sea Urchin']",6.0,5.909090909090909,4.940437354842992,6.310708159096256,6.306213964649689,2.090909090909091,2022-06-29,,,35
,female,adult,u. olhanen.,False,Picking detritus from seabed.,"['Sea Anemone', 'Shrimp', 'Sea Star']",7.0,4.829252126744726,4.682810502294367,6.2879167877995314,5.2579796597335084,2.090909090909091,2022-06-29,,,36
,female,pre_puberty,A farensis,False,Stillness in cold water.,"['Small Fish', 'Jellyfish']",6.0,1.2078663950683868,1.0743399764764152,1.4354224653260865,1.2394275830892554,2.272727272727273,2022-06-29,,,37
,female,pre_puberty,u. olhanen.,False,Sitting still blending with environment.,"['Sea Urchin', 'Hermit Crab', 'Coral Fragment', 'Small Fish', 'Polychaete Worm']",7.0,1.3775104125840547,1.2265148820785405,1.647319755911694,1.4100021206537108,2.0,2022-06-29,,,38
, ,pre_puberty,Ucides alvorensis,,Exchanging antenna taps.,"['Sea Star', 'Sea Sponge', 'Barnacle', 'Sea Urchin', 'Algae']",10.0,0.6818181818181818,0.6141584104277223,0.8698847878809901,0.7430234521095165,2.090909090909091,2022-06-29,,,39
,female,juvenile,U. olhanensis,False,Moving in groups.,"['Sea Anemone', 'Sea Star']",5.0,0.7851350807743469,0.8314864635834944,1.0624958493531098,0.82394144057955,2.1818181818181817,2022-06-29,,,40
,female,sub_adult,u. olhanen.,False,Exchanging antenna taps.,"['Crab (Other Species)', 'Snail', 'Sea Urchin', 'Mussel']",6.0,1.6705879467504139,1.4485155022217293,2.046323855510132,1.7520955378820977,1.9090909090909092,2022-06-29,,,41
,male,juvenile,A. Farensis,,Half buried in sand.,"['Mussel', 'Sea Sponge']",6.0,0.7727272727272727,0.8924424896519,1.2579275021393668,0.8390568408368911,2.090909090909091,2022-06-29,,,42
,male,juvenile,Ucides alvorensis,,Climbing algae-covered rocks.,"['Sea Star', 'Coral Fragment', 'Sea Urchin']",7.0,1.4090909090909092,0.9539140723736108,1.4097849162259326,1.5289158677890844,2.090909090909091,2022-06-29,,,43
,male,juvenile,U. olhanensis,,Defensive posture when approached.,"['Crab (Other Species)', 'Sea Anemone', 'Small Fish', 'Shrimp', 'Coral Fragment']",6.0,1.1818181818181819,0.957680042898663,1.308330237424718,1.274448059029478,2.272727272727273,2022-06-29,,,44
,male,sub_adult,A. Farensis,,Interacting with small fish nearby.,['Sea Sponge'],5.0,3.522727272727273,3.3435046014150087,4.234228987472943,3.647064600929235,2.090909090909091,2022-06-29,,,45
,male,sub_adult,A farensis,,Camouflaging with surrounding mud.,"['Algae', 'Snail', 'Hermit Crab']",5.0,1.4772727272727273,1.4680906048233153,1.8828457024317855,1.5714539802301337,2.0,2022-06-29,,,46
,male,sub_adult,A farensis,,Territorial display against intruder.,"['Snail', 'Hermit Crab', 'Polychaete Worm', 'Jellyfish']",5.0,2.727272727272727,2.5683554825204813,3.369123601636149,2.9613406753127554,2.1818181818181817,2022-06-29,,,47
,male,pre_puberty,A. Farensis,,Scavenging near tidal pools.,['Sea Urchin'],10.0,1.6363636363636365,1.1709468139423516,1.6230682957442553,1.7614161297118678,1.9090909090909092,2022-06-29,,,48
,female,sub_adult,u. olhanen.,False,Feeding on detritus in shallow water.,"['Barnacle', 'Snail', 'Sea Urchin', 'Polychaete Worm', 'Sea Anemone']",5.0,3.471334712470551,3.7007634018176137,5.485457424686771,3.7849721153997224,2.090909090909091,2022-06-29,,,49
,female,adult,A. Farensis,False,Rapid crossing of open sand.,['Sea Urchin'],7.0,1.4657287217935449,1.6008390431097133,2.0283504642176253,1.5272718891209585,2.090909090909091,2022-06-29,,,50
,male,sub_adult,A farensis,,Territorial display against intruder.,"['Crab (Other Species)', 'Sea Anemone']",2.0,1.3636363636363635,1.318519418816031,1.6015176693538415,1.3847354931805003,2.272727272727273,2022-06-29,,,51
,female,adult,A farensis,False,Feeding on detritus in shallow water.,"['Mussel', 'Polychaete Worm', 'Shrimp']",6.0,3.03165914174569,3.3173842728977165,4.269104523513575,3.08392829615911,2.090909090909091,2022-06-29,,,52
,female,sub_adult,A. Farensis,False,Claw snapping in competition.,"['Sea Sponge', 'Crab (Other Species)']",5.0,3.3400706521137282,3.8808176606723905,5.818949544110915,3.3588553892934185,2.1818181818181817,2022-06-29,,,53
,female,sub_adult,U. olhanensis,False,Cleaning claws with rubbing motion.,['Hermit Crab'],5.0,3.3955073665032702,4.334987666367632,5.222833616951856,3.604020993354727,2.090909090909091,2022-06-29,,,54
,female,pre_puberty,u. olhanen.,False,Picking detritus from seabed.,"['Jellyfish', 'Polychaete Worm', 'Snail', 'Shrimp']",7.0,1.1736367988465195,1.1192524761150369,1.664364479242922,1.2224266859874007,2.0,2022-06-29,,,55
,female,pre_puberty,U. olhanensis,False,Resting in shaded rock crevice.,"['Sea Sponge', 'Small Fish', 'Shrimp', 'Crab (Other Species)', 'Sea Star']",6.0,1.2429540449433074,1.2429473181344362,1.8162376106913098,1.3236253804002827,2.1818181818181817,2022-06-29,,,56
,female,sub_adult,u. olhanen.,False,Hiding in sandy burrow.,"['Polychaete Worm', 'Barnacle']",5.0,4.154112647599894,3.929417548115116,5.381925577810683,4.274959658418838,2.090909090909091,2022-06-29,,,57
,female,adult,A farensis,False,Emerging cautiously from hiding.,"['Snail', 'Sea Star', 'Hermit Crab']",3.0,3.333006218186901,3.342225608589354,4.908887373268097,3.5999227864002363,2.0,2022-06-29,,,58
,female,sub_adult,A farensis,False,Retreating into burrow.,"['Snail', 'Sea Anemone']",7.0,5.742956852973916,6.644951795596239,9.966788361082225,6.09495163018561,2.1818181818181817,2022-06-29,,,59
,male,sub_adult,U. olhanensis,True,Resting in shaded rock crevice.,"['Coral Fragment', 'Sea Star', 'Barnacle', 'Small Fish']",6.0,4.318181818181818,3.7472572313161945,4.763456486925299,4.736554903937132,2.090909090909091,2022-06-29,,,60
,male,juvenile,u. olhanen.,,Scavenging near tidal pools.,"['Crab (Other Species)', 'Sea Star', 'Coral Fragment', 'Small Fish']",9.0,1.0454545454545454,0.8326403102021849,1.1836085561041159,1.1190221989356166,2.0,2022-06-29,,,61
,male,juvenile,U. olhanensis,,Half buried in sand.,"['Hermit Crab', 'Algae', 'Small Fish']",7.0,1.6363636363636365,1.650470329260537,2.4252579588576335,1.6613282466954034,2.0,2022-06-29,,,62
,female,pre_puberty,U. olhanensis,False,Escaping from aggressive fish.,"['Sea Sponge', 'Coral Fragment', 'Sea Urchin', 'Small Fish']",4.0,2.022897281303549,1.845512007444094,2.4887119487704528,2.172543928471922,2.1818181818181817,2022-06-29,,,63
,male,sub_adult,A. Farensis,,Stillness in cold water.,"['Small Fish', 'Polychaete Worm', 'Crab (Other Species)', 'Algae', 'Hermit Crab']",4.0,2.840909090909091,3.122745888437295,4.41318642993324,2.928818626633064,2.090909090909091,2022-06-29,,,64
,N/R,sub_adult,A farensis,,Inspecting discarded crab shell.,"['Algae', 'Sea Star']",8.0,1.5909090909090908,1.3910930591918325,2.067147622011433,1.7050556972425388,2.1818181818181817,2022-06-29,,,65
,female,pre_puberty,u. olhanen.,False,Searching for mates at twilight.,"['Snail', 'Hermit Crab', 'Algae', 'Barnacle', 'Polychaete Worm']",4.0,1.6570314883627069,1.9606200354546346,2.668359621715928,1.6921308684664758,2.090909090909091,2022-06-29,,,66
,male,juvenile,A. Farensis,,Climbing seaweed stalks.,"['Mussel', 'Sea Urchin', 'Sea Star', 'Algae', 'Crab (Other Species)']",6.0,2.8636363636363638,2.69782768579182,3.396641338112717,3.0913876893786125,2.1818181818181817,2022-06-29,,,67
,female,pre_puberty,u. olhanen.,False,Territorial display against intruder.,['Sea Urchin'],5.0,0.7714321220810803,1.1049926100897225,1.5076031356474964,0.7869080488358847,2.0,2022-06-29,,,68
,female,juvenile,U. olhanensis,False,Resting under shell fragment.,"['Sea Sponge', 'Hermit Crab']",5.0,1.0077429253494725,1.3859616667759995,1.9922705597130734,1.0584686377555155,2.0,2022-06-29,,,69
,female,juvenile,u. olhanen.,False,Feeding on small mollusks.,['Sea Anemone'],5.0,1.427367308487151,1.4227625261383718,1.9211067849200758,1.5521817806545963,2.090909090909091,2022-06-29,,,70
,female,pre_puberty,u. olhanen.,False,Crab moving quickly across rocks.,['Sea Sponge'],9.0,1.3355606947551497,1.2082191865475882,1.540752970276449,1.3553549252634716,1.9090909090909092,2022-06-29,,,71
,-,sub_adult,A farensis,,Picking algae from rock surface.,"['Hermit Crab', 'Mussel']",7.0,5.909090909090909,5.0381713327527935,6.944104851559237,5.974323833056249,2.1818181818181817,2022-06-29,,,72
,female,adult,A. Farensis,False,Retreating quickly from shadow.,"['Barnacle', 'Hermit Crab']",6.0,3.027152826152221,3.492599696978172,4.302459811780192,3.3158218999611635,2.1818181818181817,2022-06-29,,,73
,female,adult,A. Farensis,False,Hiding beneath rocks.,"['Algae', 'Small Fish', 'Polychaete Worm']",3.0,3.4876654129902547,3.609373506994979,5.316801320157077,3.5831208697132806,2.1818181818181817,2022-06-29,,,74
,female,adult,u. olhanen.,True,Inspecting discarded crab shell.,"['Mussel', 'Jellyfish', 'Sea Urchin', 'Polychaete Worm']",2.0,5.8419949724270275,6.310094542631263,8.335949984428769,6.278020278645266,2.0,2022-06-29,,,75
,female,sub_adult,A. Farensis,False,Claw snapping in competition.,"['Hermit Crab', 'Coral Fragment', 'Sea Star']",7.0,3.096143749874726,3.2707224765809655,4.639442467676694,3.2279940692947733,2.090909090909091,2022-06-29,,,76
,male,pre_puberty,A farensis,,Escaping predator silhouette overhead.,"['Crab (Other Species)', 'Barnacle']",5.0,1.4318181818181819,1.2660535611282218,1.742575973030908,1.5286797816601956,2.0,2022-06-29,,,77
,male,sub_adult,u. olhanen.,,Moving toward warmer water pockets.,"['Mussel', 'Hermit Crab', 'Shrimp']",11.0,1.8181818181818181,1.8770630110813997,2.81496047711983,1.8927402335548456,2.090909090909091,2022-06-29,,,78
,male or female,sub_adult,A. Farensis,,Feeding on detritus in shallow water.,['Sea Star'],6.0,3.6363636363636362,3.0413716035567786,3.9483183326541873,3.8474268595840626,2.090909090909091,2022-06-29,,,79
,female,sub_adult,u. olhanen.,False,Displaying dominance by lifting body.,"['Algae', 'Hermit Crab', 'Small Fish']",8.0,1.9908816609085855,1.7508836313924425,2.472105413912691,2.1658791760402996,2.0,2022-06-29,,,80
,male,adult,A. Farensis,,Moving sideways along sandy bottom.,"['Jellyfish', 'Polychaete Worm', 'Crab (Other Species)']",6.0,7.363636363636363,7.657965024945519,10.370577978750156,7.585505930078466,2.0,2022-06-29,,,81
,female,pre_puberty,A farensis,False,Pausing frequently during exploration.,['Shrimp'],6.0,1.0340699420801593,1.08672763476294,1.5739896875298685,1.086843968942121,2.090909090909091,2022-06-29,,,82
,male,sub_adult,A farensis,,Stillness in cold water.,['Sea Star'],6.0,3.977272727272727,4.0024560371327205,5.922888206291156,4.266340162954047,2.090909090909091,2022-06-29,,,83
,male,juvenile,U. olhanensis,,Rapid crossing of open sand.,"['Hermit Crab', 'Crab (Other Species)']",6.0,0.9545454545454546,1.2545476843435879,1.6516908506076091,0.9595367171934154,2.0,2022-06-29,,,84
,female,pre_puberty,u. olhanen.,True,Color changes during molting.,['Hermit Crab'],6.0,1.8198065115693547,1.9824430474056063,2.455459037177271,1.8225339369616416,2.1818181818181817,2022-06-29,,,85
,female,adult,u. olhanen.,False,Guarding a small hole in sediment.,"['Jellyfish', 'Mussel', 'Sea Sponge']",7.0,5.199683319317288,5.570678876855877,8.194605966892098,5.624222783331266,2.1818181818181817,2022-06-29,,,86
,female,sub_adult,U. olhanensis,False,Hiding beneath rocks.,"['Sea Anemone', 'Sea Urchin', 'Sea Sponge', 'Mussel']",6.0,2.5662702075560966,2.4255835151114016,3.429442563110254,2.7991499586876376,2.090909090909091,2022-06-29,,,87
,female,pre_puberty,U. olhanensis,False,Exchanging antenna taps.,"['Snail', 'Jellyfish', 'Sea Urchin', 'Small Fish']",11.0,3.3376993096863146,4.0258460263110045,5.4781577066302996,3.349871898429725,2.1818181818181817,2022-06-29,,,88
,N/R,sub_adult,A farensis,,Moving toward bait.,"['Sea Star', 'Crab (Other Species)']",8.0,3.0681818181818183,2.956653869676666,3.802355074023222,3.119189041582237,2.0,2022-06-29,,,89
,female,pre_puberty,U. olhanensis,False,Moving toward warmer water pockets.,"['Crab (Other Species)', 'Sea Anemone', 'Snail']",8.0,0.7971274880637655,1.1033200077493073,1.444015587911037,0.847824522206707,2.1818181818181817,2022-06-29,,,90
,male,sub_adult,A farensis,,Claw snapping at diver.,"['Algae', 'Sea Star', 'Mussel', 'Hermit Crab']",7.0,1.3636363636363635,1.5381785894648674,1.883245068856757,1.403665573592945,2.090909090909091,2022-06-29,,,91
,male,sub_adult,A farensis,,Hiding under seagrass blades.,"['Coral Fragment', 'Small Fish']",9.0,0.7954545454545454,0.9224113682942877,1.2356965671098337,0.7999493987604628,2.1818181818181817,2022-06-29,,,92
,-,pre_puberty,Ucides alvorensis,,Displaying dominance by lifting body.,['Algae'],8.0,2.3181818181818183,2.9348544402748216,4.317684747068809,2.3466744431449764,2.0,2022-06-29,,,93
,male,adult,u. olhanen.,,Moving in groups.,"['Shrimp', 'Barnacle']",8.0,5.590909090909091,5.810970686297513,8.34647123842929,5.9369976879673345,2.090909090909091,2022-06-29,,,94
,female,adult,u. olhanen.,False,Foraging among seagrass roots.,"['Sea Urchin', 'Hermit Crab', 'Sea Anemone', 'Jellyfish', 'Barnacle']",7.0,4.761366429542369,5.2295078459683735,6.807605066116192,5.192425793560018,2.090909090909091,2022-06-29,,,95
,female,sub_adult,u. olhanen.,False,Feeding on small mollusks.,"['Mussel', 'Jellyfish', 'Algae', 'Crab (Other Species)', 'Polychaete Worm']",7.0,5.18433394083485,5.6068544353047916,7.33424267189632,5.529586771270095,2.1818181818181817,2022-06-29,,,96
,male,pre_puberty,A. Farensis,,Color changes during molting.,"['Sea Urchin', 'Sea Sponge', 'Coral Fragment', 'Snail']",7.0,2.4545454545454546,1.9137062790445356,2.339019894392868,2.596932178113283,2.090909090909091,2022-06-29,,,97
,female,sub_adult,u. olhanen.,False,Moving toward warmer water pockets.,"['Sea Urchin', 'Hermit Crab', 'Sea Star', 'Barnacle']",8.0,1.64971247056501,1.495327799412849,2.129367994001681,1.772820393262107,2.090909090909091,2022-06-29,,,98
,female,adult,U. olhanensis,False,Dragging shell fragment backward.,"['Sea Star', 'Hermit Crab']",4.0,3.0223583442005606,3.0830234406754773,4.236675481740351,3.26398250099866,2.0,2022-06-29,,,99
,male,juvenile,u. olhanen.,True,Interacting with small fish nearby.,['Barnacle'],11.0,0.9545454545454546,1.1175895513774454,1.5774480796693715,1.0435664408285596,2.1818181818181817,2022-06-29,,,100
,female,pre_puberty,A farensis,False,Hiding under seagrass blades.,"['Barnacle', 'Sea Sponge', 'Polychaete Worm', 'Sea Anemone', 'Shrimp']",5.0,1.7936904160376088,2.4919803383109644,3.518997797096996,1.8748711994419915,2.0,2022-06-29,,,101
,male,adult,U. olhanensis,,Picking detritus from seabed.,"['Sea Anemone', 'Small Fish']",8.0,5.181818181818182,5.375445804671971,6.483014582912357,5.407035867244522,2.090909090909091,2022-06-29,,,102
,male,sub_adult,U. olhanensis,,Dragging shell fragment backward.,['Algae'],5.0,6.704545454545454,6.8818689790953735,10.063458500143387,6.8703868637932,2.090909090909091,2022-06-29,,,103
,-,juvenile,u. olhanen.,,Escaping from aggressive fish.,"['Sea Sponge', 'Algae', 'Small Fish', 'Sea Anemone']",5.0,0.8181818181818182,0.6981485337807719,1.0021025917008952,0.8276876596561515,2.1818181818181817,2022-06-29,,,104
,female,adult,A. Farensis,False,Retreating quickly from shadow.,"['Small Fish', 'Snail']",1.0,2.692736033333151,3.1695837884156033,4.234506592373806,2.865721563652165,2.090909090909091,2022-06-29,,,105
,male,sub_adult,u. olhanen.,,Swimming short distance to escape.,"['Polychaete Worm', 'Barnacle', 'Mussel']",7.0,3.75,3.1672567122713273,3.8357823234623254,3.927985783319839,2.1818181818181817,2022-06-29,,,106
,male,adult,Ucides alvorensis,,Defensive posture when approached.,"['Crab (Other Species)', 'Polychaete Worm']",7.0,2.8636363636363638,2.9959460244073797,3.8971832756562392,3.0872304056763964,2.090909090909091,2022-06-29,,,107
,female,adult,U. olhanensis,False,Interaction with hermit crabs.,"['Crab (Other Species)', 'Coral Fragment', 'Shrimp', 'Algae']",3.0,2.0255354021359713,2.4730932537666956,3.6935673795660877,2.124881857479673,2.1818181818181817,2022-06-29,,,108
,male,adult,A farensis,,Moving toward warmer water pockets.,['Barnacle'],4.0,3.9545454545454546,4.096373979565913,4.928694190838294,4.08843907489537,2.090909090909091,2022-06-29,,,109
,male,adult,A. Farensis,True,Climbing submerged rocks.,"['Hermit Crab', 'Barnacle', 'Shrimp']",6.0,4.2272727272727275,4.149531352132416,5.050316972819167,4.242317025180155,2.090909090909091,2022-06-29,,,110
,male,sub_adult,A. Farensis,,Burrowing into sandy sediment.,"['Coral Fragment', 'Small Fish', 'Algae', 'Sea Anemone', 'Sea Urchin']",9.0,6.136363636363637,5.43736389415461,6.712677857370395,6.4855369114638055,2.0,2022-06-29,,,111
,female,sub_adult,A farensis,False,Waving claws rhythmically.,['Algae'],8.0,2.9462702019450475,2.9927154966646197,3.8180835712788674,3.029433751706456,2.1818181818181817,2022-06-29,,,112
,female,adult,U. olhanensis,False,Scavenging near tidal pools.,"['Crab (Other Species)', 'Polychaete Worm', 'Sea Star']",6.0,3.09408456754538,2.844569142035166,4.059409856216836,3.3693194706238443,2.0,2022-06-29,,,113
,male,adult,U. olhanensis,,Claw snapping in competition.,"['Coral Fragment', 'Hermit Crab', 'Polychaete Worm', 'Sea Urchin']",6.0,2.0454545454545454,2.0130857524197987,2.506992820584829,2.0497798439570665,2.1818181818181817,2022-06-29,,,114
,male,sub_adult,A farensis,,Territorial display against intruder.,"['Sea Sponge', 'Sea Urchin']",11.0,2.3863636363636362,2.6819671056896324,3.50129884914941,2.5577206566545176,2.0,2022-06-29,,,115
,male,adult,U. olhanensis,,Dragging shell fragment backward.,"['Coral Fragment', 'Sea Urchin', 'Sea Sponge', 'Polychaete Worm', 'Sea Star']",4.0,3.1363636363636362,3.245112761631553,4.080476522593705,3.2433508025430955,1.9090909090909092,2022-06-29,,,116
,male,sub_adult,u. olhanen.,,Inspecting discarded crab shell.,"['Sea Anemone', 'Crab (Other Species)', 'Jellyfish', 'Polychaete Worm', 'Shrimp']",6.0,3.8636363636363638,3.88901140931178,5.706577174657471,4.200780216691322,2.090909090909091,2022-06-29,,,117
,male,adult,A farensis,,Emerging cautiously from hiding.,['Shrimp'],7.0,3.8181818181818183,4.048772588022362,5.628067542480043,3.834624221110587,2.0,2022-06-29,,,118
,female,juvenile,A. Farensis,True,Slow movement near seagrass patches.,"['Barnacle', 'Coral Fragment', 'Jellyfish']",7.0,0.7642567147339615,0.8316329386538418,1.0285603028123411,0.8077780372920477,2.0,2022-06-29,,,119
,female,juvenile,u. olhanen.,False,Picking algae from rock surface.,"['Hermit Crab', 'Shrimp', 'Sea Anemone']",8.0,0.5873723259393313,0.598192701756025,0.8389990474491902,0.638578081545169,2.0,2022-06-29,,,120
,male,pre_puberty,Ucides alvorensis,,Picking biofilm on submerged wood.,"['Shrimp', 'Small Fish']",7.0,1.5681818181818181,1.8247049141054412,2.1978408822390523,1.5705125584454906,2.090909090909091,2022-06-29,,,121
