species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
U. olhanensis,male,pre_puberty,,Picking algae from rock surface.,"['Sea Star', 'Sea Sponge', 'Polychaete Worm', 'Shrimp']",8.0,3.0,3.67059850560004,4.682311464209613,3.109147594339494,45.0,2020-05-31,,,27
u. olhanen.,male,pre_puberty,,Claw snapping in competition.,"['Sea Urchin', 'Small Fish', 'Algae']",7.0,7.5,9.429473239616073,11.480665315546803,7.528643419278423,46.0,2020-05-31,,,28
U. olhanensis,male,juvenile,,Climbing barnacle-covered surfaces.,"['Algae', 'Sea Star', 'Small Fish']",12.0,3.5,2.6353454108894683,3.3735078104224363,3.5512227478198612,46.0,2020-05-31,,,29
u. olhanen.,male,pre_puberty,True,Searching for mates at twilight.,"['Small Fish', 'Crab (Other Species)']",7.0,3.0,3.628196314765067,4.713956081313118,3.193007088318806,46.0,2020-05-31,,,30
U. olhanensis,female,adult,True,Half buried in sand.,"['Polychaete Worm', 'Snail', 'Sea Star', 'Sea Urchin', 'Shrimp']",8.0,13.194306806642029,12.537514318324453,16.323239914024036,13.366389860137392,46.0,2020-05-31,,,31
U. olhanensis,female,sub_adult,False,Hiding under seagrass blades.,"['Shrimp', 'Small Fish', 'Algae', 'Barnacle', 'Snail']",9.0,12.1649393106954,10.925188362094769,16.079940638182787,12.946997074333867,45.0,2020-05-31,,,32
u. olhanen.,male,adult,,Resting in shaded rock crevice.,"['Coral Fragment', 'Sea Anemone']",9.0,30.0,32.71540383414237,48.37823954852732,30.6489127018689,47.0,2020-05-31,,,33
U. olhanensis,female,adult,False,Picking algae from rock surface.,"['Sea Anemone', 'Jellyfish', 'Crab (Other Species)', 'Coral Fragment']",10.0,21.909312801872506,21.92271546465228,29.946337845212224,23.933826067888265,47.0,2020-05-31,,,34
Ucides alvorensis, ,pre_puberty,,Hiding beneath rocks.,"['Small Fish', 'Algae', 'Snail', 'Shrimp', 'Polychaete Worm']",9.0,7.5,9.600479362955978,14.104433475109477,7.929085972722188,47.0,2020-05-31,,,35
u. olhanen.,male,juvenile,,Struggling with entangled seaweed.,"['Sea Sponge', 'Coral Fragment', 'Shrimp', 'Jellyfish']",8.0,4.0,3.5552757021848898,4.566501796072691,4.145537751839173,46.0,2020-05-31,,,36
Ucides alvorensis,male,adult,,Moving sideways along sandy bottom.,['Coral Fragment'],7.0,19.5,18.478173759982575,27.104519791838264,19.823920665150844,46.0,2020-05-31,,,37
A. Farensis,male,sub_adult,,Cleaning claws with rubbing motion.,"['Sea Urchin', 'Small Fish', 'Jellyfish']",7.0,25.0,24.66114478258897,32.988648837227494,26.238136713935756,46.0,2020-05-31,,,38
U. olhanensis,female,sub_adult,False,Pausing frequently during exploration.,"['Sea Sponge', 'Sea Anemone', 'Crab (Other Species)', 'Polychaete Worm']",8.0,15.542396413242273,14.415504446100753,21.497831093200013,16.601455131981197,46.0,2020-05-31,,,39
U. olhanensis,female,adult,False,Moving in groups.,"['Sea Star', 'Shrimp']",7.0,31.593034224327678,29.61653833537557,43.84765432890334,33.7249546364598,46.0,2020-05-31,,,40
Ucides alvorensis,female,sub_adult,False,Sideways walking along bay edge.,"['Polychaete Worm', 'Barnacle']",8.0,25.715090476534638,27.71386071530602,40.342219564167756,26.402528927080162,46.0,2020-05-31,,,41
U. olhanensis,male,sub_adult,,Interaction with hermit crabs.,"['Coral Fragment', 'Algae']",9.0,23.75,22.772608631682996,30.164108999258595,25.226340143780703,46.0,2020-05-31,,,42
u. olhanen.,male,adult,,Escaping predator silhouette overhead.,"['Mussel', 'Snail', 'Sea Anemone', 'Crab (Other Species)', 'Barnacle']",7.0,21.0,20.16791781657557,29.422684807567645,21.804899834456116,46.0,2020-05-31,,,43
A farensis,male,juvenile,,Picking biofilm on submerged wood.,"['Coral Fragment', 'Sea Urchin', 'Crab (Other Species)', 'Polychaete Worm', 'Small Fish']",11.0,4.5,4.72482283160466,6.635514215744576,4.7790319032868664,46.0,2020-05-31,,,44
u. olhanen.,male,adult,,Emerging cautiously from hiding.,"['Sea Sponge', 'Small Fish', 'Shrimp', 'Hermit Crab', 'Polychaete Worm']",10.0,6.0,6.049540074888391,8.290108152407948,6.432932769950938,47.0,2020-05-31,,,45
U. olhanensis,female,adult,True,Swimming short distance to escape.,"['Shrimp', 'Crab (Other Species)']",11.0,38.9055944978494,37.89113601547197,52.49908642629922,41.338991929173886,46.0,2020-05-31,,,46
Ucides alvorensis,male,juvenile,,Picking biofilm on submerged wood.,['Sea Anemone'],8.0,10.0,11.47274381410298,16.312577766543622,10.713712926733345,47.0,2020-05-31,,,47
A farensis,female,adult,True,Escaping predator silhouette overhead.,"['Polychaete Worm', 'Mussel']",9.0,20.114527442333124,24.190099360353567,31.39633063617939,21.834471074699003,48.0,2020-05-31,,,48
A farensis,female,adult,False,Emerging cautiously from hiding.,"['Barnacle', 'Sea Sponge', 'Algae']",11.0,18.405744117393006,16.734235964114013,22.097568463970052,19.927313254531946,46.0,2020-05-31,,,49
u. olhanen.,nan,sub_adult,True,Exploring new territory.,"['Algae', 'Polychaete Worm', 'Snail', 'Coral Fragment']",6.0,26.25,27.13261855309684,39.78526321883079,28.382229351387736,46.0,2020-05-31,,,50
u. olhanen.,female,pre_puberty,True,Territorial display against intruder.,"['Polychaete Worm', 'Snail', 'Sea Urchin', 'Sea Sponge']",8.0,14.112743026993986,16.35857264334197,22.900971859633938,14.18553012168751,46.0,2020-05-31,,,51
Ucides alvorensis,male or female,sub_adult,,Picking detritus from seabed.,"['Snail', 'Mussel', 'Polychaete Worm', 'Coral Fragment']",9.0,22.5,22.062728450274918,31.44880832326943,23.140156365246686,47.0,2020-05-31,,,52
Ucides alvorensis,-,sub_adult,,Moving in groups.,"['Hermit Crab', 'Small Fish', 'Jellyfish', 'Coral Fragment']",10.0,30.0,31.968490007572946,45.10527595373629,30.620625815004203,47.0,2020-05-31,,,53
U. olhanensis,female,adult,True,Hiding in sandy burrow.,"['Sea Urchin', 'Algae', 'Crab (Other Species)', 'Snail', 'Barnacle']",9.0,5.213333417463592,4.6835422900100685,7.0031333777587195,5.419559369221636,46.0,2020-05-31,,,54
A. Farensis,female,adult,False,Slow movement near seagrass patches.,"['Shrimp', 'Small Fish', 'Sea Urchin']",7.0,21.47398836618076,22.05787292675157,32.93455418103604,23.0043262900461,47.0,2020-05-31,,,55
A. Farensis,female,pre_puberty,True,Sideways walking along bay edge.,"['Sea Urchin', 'Coral Fragment']",7.0,23.8633196961666,23.49821042765442,32.60414206320456,24.762970026581804,47.0,2020-05-31,,,56
A. Farensis,male,adult,,Burrowing into sandy sediment.,"['Small Fish', 'Hermit Crab']",9.0,13.5,14.60117410209145,21.588635118339802,14.56181937638279,46.0,2020-05-31,,,57
A. Farensis,male,sub_adult,,Climbing algae-covered rocks.,"['Jellyfish', 'Algae', 'Sea Urchin']",8.0,20.0,23.960397028732487,32.03370249252501,21.72393222137352,46.0,2020-05-31,,,58
u. olhanen.,female,adult,False,Guarding eggs under abdominal flap.,"['Jellyfish', 'Coral Fragment', 'Snail']",12.0,6.178478843609867,6.603745417375737,8.059781674121673,6.718212124389183,45.0,2020-05-31,,,59
u. olhanen.,male,pre_puberty,True,Climbing vertical rock face.,"['Mussel', 'Algae', 'Coral Fragment', 'Sea Urchin']",11.0,22.5,21.224465326014066,27.843559069738347,22.75295630995812,45.0,2020-05-31,,,60
u. olhanen.,female,juvenile,False,Guarding eggs under abdominal flap.,"['Crab (Other Species)', 'Shrimp', 'Coral Fragment', 'Algae', 'Sea Star']",13.0,10.540030090430093,7.424634617912412,9.617384403007598,10.657760848417377,47.0,2020-05-31,,,61
A farensis,female,juvenile,False,Picking detritus from seabed.,"['Sea Urchin', 'Sea Anemone', 'Crab (Other Species)', 'Barnacle', 'Algae']",10.0,11.889551281048123,7.624524657406271,10.207575254541116,12.65809578971995,45.0,2020-05-31,,,62
u. olhanen.,female,pre_puberty,True,Escaping from aggressive fish.,"['Algae', 'Crab (Other Species)', 'Mussel', 'Sea Sponge', 'Sea Star']",12.0,15.365976360953914,12.38013663764991,15.301469078630127,15.88812616446896,46.0,2020-05-31,,,63
u. olhanen.,male,adult,,Burrowing into sandy sediment.,['Algae'],7.0,54.0,58.082463405969605,77.68418645349206,58.668537218482584,45.0,2020-05-31,,,64
u. olhanen.,female,sub_adult,False,Rapid crossing of open sand.,"['Barnacle', 'Sea Anemone', 'Mussel']",7.0,12.097083385604083,10.521016668440595,12.720942863259213,12.425633952786692,47.0,2020-05-31,,,65
U. olhanensis,male,pre_puberty,,Interacting with small fish nearby.,"['Small Fish', 'Jellyfish', 'Sea Sponge', 'Coral Fragment']",7.0,10.5,9.87557769432595,12.261391725044875,11.116249784079562,44.0,2020-05-31,,,66
u. olhanen.,female,pre_puberty,False,Moving in groups.,"['Polychaete Worm', 'Coral Fragment', 'Small Fish']",7.0,13.805853165107488,9.424763309772406,12.06627236579609,14.80955816275513,44.0,2020-05-31,,,67
u. olhanen.,male,pre_puberty,,Searching for mates at twilight.,['Snail'],9.0,8.25,10.401454264399467,13.854396817921211,8.74976862458509,46.0,2020-05-31,,,68
U. olhanensis,female,adult,True,Vibrating antennae in water currents.,"['Hermit Crab', 'Mussel', 'Barnacle', 'Sea Star', 'Crab (Other Species)']",6.0,13.351219975295765,14.638966127272067,20.892829974820575,14.591165065051158,45.0,2020-05-31,,,69
A. Farensis,female,adult,False,Swimming short distance to escape.,"['Shrimp', 'Mussel', 'Sea Urchin']",6.0,16.101848512464066,14.423468468877145,19.900487422815026,16.961838885857127,46.0,2020-05-31,,,70
A farensis,male,adult,,Burrowing into sandy sediment.,['Coral Fragment'],12.0,46.5,44.975759344404764,61.40986576896293,50.70186369751379,46.0,2020-05-31,,,71
U. olhanensis,male,pre_puberty,,Moving toward bait.,"['Shrimp', 'Small Fish', 'Barnacle', 'Algae', 'Jellyfish']",7.0,12.75,11.16198392311061,15.348043780425074,13.97612544076389,46.0,2020-05-31,,,72
U. olhanensis,female,adult,False,Pausing frequently during exploration.,"['Sea Anemone', 'Small Fish']",8.0,13.478176458979853,15.669253063379532,22.011893003313087,14.380746887605335,46.0,2020-05-31,,,73
U. olhanensis,male or female,adult,,Cleaning claws with rubbing motion.,['Jellyfish'],13.0,7.5,6.782148087588114,9.627479461654016,7.951406656072466,46.0,2020-05-31,,,74
Ucides alvorensis,female,pre_puberty,False,Cleaning claws with rubbing motion.,['Coral Fragment'],9.0,12.663635527249827,13.129691311250092,18.377991263818963,12.938655133650773,47.0,2020-05-31,,,75
u. olhanen.,male,pre_puberty,,Feeding on detritus in shallow water.,"['Crab (Other Species)', 'Sea Urchin', 'Hermit Crab', 'Barnacle']",7.0,12.0,11.993250616605376,16.458143817661107,13.101144693183688,45.0,2020-05-31,,,76
u. olhanen.,female,pre_puberty,False,Climbing onto submerged logs.,['Crab (Other Species)'],8.0,12.505411389719615,10.29081807160452,14.753291614858288,13.464298757909702,46.0,2020-05-31,,,77
Ucides alvorensis,-,pre_puberty,,Claw snapping in competition.,['Hermit Crab'],7.0,6.0,7.789778146033775,9.352094815161097,6.174368840229166,44.0,2020-05-31,,,78
A. Farensis,male,adult,,Picking algae from rock surface.,['Sea Sponge'],9.0,7.5,7.408794740290413,8.894741939021856,7.5145043009544645,46.0,2020-05-31,,,79
A farensis,nan,sub_adult,True,Sitting still blending with environment.,"['Crab (Other Species)', 'Algae', 'Hermit Crab', 'Shrimp']",7.0,25.0,21.619676143517847,31.982143382573536,26.641693499105372,46.0,2020-05-31,,,80
U. olhanensis,female,sub_adult,False,Sitting still blending with environment.,"['Mussel', 'Sea Sponge', 'Crab (Other Species)', 'Coral Fragment', 'Polychaete Worm']",5.0,38.47553338491894,35.520631814918104,45.60584605437098,40.2666736457121,45.0,2020-05-31,,,81
u. olhanen.,female,adult,True,Sitting still blending with environment.,['Sea Star'],7.0,27.700522059210584,32.31013384620331,44.46940116061698,29.539567206236168,45.0,2020-05-31,,,82
U. olhanensis,male,pre_puberty,,Rapid crossing of open sand.,"['Hermit Crab', 'Sea Urchin']",9.0,11.25,9.443091913229198,12.905345738443671,11.348074487759582,45.0,2020-05-31,,,83
U. olhanensis,female,sub_adult,False,Climbing submerged rocks.,['Sea Anemone'],5.0,13.048402852200624,11.49192596286338,14.26520621727592,13.329385433334107,48.0,2020-05-31,,,84
U. olhanensis,male,sub_adult,,Stillness in cold water.,"['Sea Anemone', 'Crab (Other Species)', 'Polychaete Worm', 'Barnacle']",5.0,27.5,26.861433355655013,39.448656484943115,28.005342559638557,47.0,2020-05-31,,,85
U. olhanensis,male,sub_adult,,Cleaning claws with rubbing motion.,"['Small Fish', 'Snail']",7.0,12.5,11.870062241949745,17.17286029546573,12.598763710174715,45.0,2020-05-31,,,86
U. olhanensis,female,pre_puberty,False,Moving in groups.,"['Coral Fragment', 'Small Fish', 'Mussel', 'Polychaete Worm', 'Hermit Crab']",5.0,11.664868109827768,10.003139543321756,14.95840639405366,12.3403545942462,48.0,2020-05-31,,,87
U. olhanensis,male,pre_puberty,,Moving sideways along sandy bottom.,['Sea Urchin'],8.0,38.25,32.60368858252438,41.912501453189634,38.502784352177045,45.0,2020-05-31,,,88
U. olhanensis,male,adult,,Claw snapping at diver.,"['Snail', 'Small Fish', 'Mussel']",8.0,45.0,44.207984324339286,64.33063301538907,47.36171043785226,45.0,2020-05-31,,,89
A farensis,-,adult,True,Territorial display against intruder.,"['Polychaete Worm', 'Sea Star', 'Crab (Other Species)', 'Jellyfish', 'Small Fish']",5.0,21.0,23.023359249265344,32.49135267192592,22.05419959497411,46.0,2020-05-31,,,90
A. Farensis,female,sub_adult,True,Pausing frequently during exploration.,"['Barnacle', 'Snail', 'Coral Fragment', 'Crab (Other Species)']",5.0,20.879784690763348,17.369717075256602,21.1078845158522,22.45731106891539,45.0,2020-05-31,,,91
A. Farensis,male,adult,,Territorial display against intruder.,"['Snail', 'Barnacle', 'Mussel', 'Sea Sponge']",3.0,19.5,20.94836480408821,27.461681974970478,19.673001222041442,46.0,2020-05-31,,,92
u. olhanen.,male,pre_puberty,,Guarding eggs under abdominal flap.,"['Small Fish', 'Barnacle', 'Algae', 'Snail', 'Polychaete Worm']",10.0,23.25,20.679064656500717,25.431262017718524,25.312122255642862,46.0,2020-05-31,,,93
A. Farensis,male,adult,,Feeding on small crustaceans.,['Algae'],7.0,25.5,24.621780533228147,31.30868455167199,26.446736764098482,45.0,2020-05-31,,,94
A farensis,female,sub_adult,False,Escaping predator silhouette overhead.,"['Jellyfish', 'Sea Anemone', 'Mussel', 'Sea Urchin']",7.0,17.34688980272907,22.228242252334105,26.763421530122404,17.702574723076033,47.0,2020-05-31,,,95
u. olhanen.,female,pre_puberty,False,Picking detritus from seabed.,"['Mussel', 'Algae', 'Jellyfish', 'Small Fish', 'Shrimp']",6.0,9.153197821508858,7.87996794032833,10.664409791487282,9.882151806255557,46.0,2020-05-31,,,96
A farensis,male,sub_adult,,Struggling with entangled seaweed.,"['Sea Sponge', 'Sea Urchin', 'Small Fish', 'Sea Star', 'Jellyfish']",8.0,5.0,4.4774521187709,5.790836789447388,5.236252159305696,46.0,2020-05-31,,,97
A farensis,male,adult,,Retreating quickly from shadow.,"['Snail', 'Sea Anemone', 'Polychaete Worm']",7.0,15.0,16.25633456753672,19.876921057183296,15.242572786093842,46.0,2020-05-31,,,98
u. olhanen.,male,pre_puberty,,Vibrating antennae in water currents.,"['Hermit Crab', 'Sea Sponge', 'Mussel', 'Algae', 'Sea Anemone']",7.0,4.5,4.204701822713089,6.039091457107088,4.65200215372932,47.0,2020-05-31,,,99
A. Farensis,male,adult,True,Retreating quickly from shadow.,['Sea Sponge'],8.0,60.0,62.8667522072589,87.0891201997086,61.621986637421365,47.0,2020-05-31,,,100
U. olhanensis,female,adult,False,Hiding beneath rocks.,"['Snail', 'Jellyfish', 'Algae', 'Mussel']",8.0,14.495421192238204,14.987495426463145,18.0248700497603,15.576147285760166,45.0,2020-05-31,,,101
u. olhanen.,male,adult,,Climbing submerged rocks.,"['Sea Star', 'Coral Fragment', 'Sea Sponge']",11.0,19.5,20.806533513251917,27.179494632326715,20.185235484596213,46.0,2020-05-31,,,102
A farensis,female,adult,False,Picking biofilm on submerged wood.,"['Small Fish', 'Mussel', 'Jellyfish', 'Barnacle', 'Sea Urchin']",4.0,5.9428688763849795,5.747559023832372,7.88871900913164,6.498109502447253,47.0,2020-05-31,,,103
A farensis,nan,adult,,Escaping predator silhouette overhead.,"['Sea Sponge', 'Mussel', 'Sea Star', 'Shrimp', 'Coral Fragment']",7.0,7.5,8.007120239971709,10.653864323560974,7.791315036864098,47.0,2020-05-31,,,104
U. olhanensis,female,pre_puberty,False,Hiding in sandy burrow.,['Sea Sponge'],11.0,10.728087302277862,11.851912861217304,14.781299300852812,11.758975028972754,44.0,2020-05-31,,,105
A. Farensis,female,sub_adult,False,Feeding on small mollusks.,"['Snail', 'Sea Anemone', 'Polychaete Worm']",9.0,21.88794115325538,16.44239633834284,20.5091939110105,22.755532181530278,47.0,2020-05-31,,,106
U. olhanensis,male,sub_adult,,Half buried in sand.,"['Sea Urchin', 'Polychaete Worm', 'Shrimp', 'Coral Fragment', 'Crab (Other Species)']",12.0,22.5,26.387958267854493,36.008481340731514,23.947170161563307,48.0,2020-05-31,,,107
u. olhanen.,female,sub_adult,True,Resting in shaded rock crevice.,"['Hermit Crab', 'Polychaete Worm', 'Sea Sponge', 'Sea Urchin', 'Crab (Other Species)']",10.0,32.7146915213769,32.59235581259969,45.46151265655044,34.79657735345271,44.0,2020-05-31,,,108
U. olhanensis,female,adult,True,Exchanging antenna taps.,"['Crab (Other Species)', 'Sea Star', 'Sea Sponge', 'Polychaete Worm']",7.0,25.33731299125857,24.3769495987424,35.53623064634647,27.214299875906203,46.0,2020-05-31,,,109
u. olhanen.,female,adult,False,Social contact with other crabs.,"['Small Fish', 'Sea Anemone']",5.0,10.233870365586789,9.113009492770187,12.882494698022688,10.82874097912314,46.0,2020-05-31,,,110
u. olhanen.,female,pre_puberty,False,Shaking claws after contact.,"['Barnacle', 'Polychaete Worm', 'Small Fish', 'Mussel']",12.0,2.229477538651201,2.9513181444787215,4.057602439990652,2.236701406711843,44.0,2020-05-31,,,111
U. olhanensis,female,pre_puberty,True,Guarding eggs under abdominal flap.,"['Sea Urchin', 'Sea Star']",9.0,7.289622077408462,5.987843052143654,8.290650863763165,7.375675197635826,47.0,2020-05-31,,,112
A. Farensis,female,adult,False,Stillness in cold water.,['Small Fish'],7.0,15.236579261451151,13.626364600087232,16.525027986299445,16.16076677064838,46.0,2020-05-31,,,113
A farensis,female,sub_adult,False,Defensive posture when approached.,"['Sea Sponge', 'Sea Star', 'Polychaete Worm', 'Shrimp', 'Crab (Other Species)']",12.0,21.11666864125757,22.878121844712176,32.4801569155329,21.597604066580303,47.0,2020-05-31,,,114
U. olhanensis,male,sub_adult,,Guarding eggs under abdominal flap.,"['Sea Urchin', 'Hermit Crab', 'Polychaete Worm']",7.0,15.0,15.385747400406649,19.22829941464841,15.678406720605267,43.0,2020-05-31,,,115
Ucides alvorensis, ,pre_puberty,,Escaping predator silhouette overhead.,"['Mussel', 'Polychaete Worm']",10.0,11.25,11.90576944145803,16.6528135696946,11.868543451207142,46.0,2020-05-31,,,116
U. olhanensis,male,adult,,Hiding under floating debris.,['Barnacle'],7.0,13.5,12.610642201814263,16.87724546237014,14.789444106288386,44.0,2020-05-31,,,117
A farensis,male,pre_puberty,,Resting in shaded rock crevice.,"['Sea Sponge', 'Sea Urchin']",10.0,14.25,15.799701961146868,20.925528663618753,14.760153330756282,45.0,2020-05-31,,,118
U. olhanensis,female,adult,False,Interacting with small fish nearby.,['Small Fish'],8.0,13.896130247378832,12.002456892764368,17.02187170897568,14.099076345858306,46.0,2020-05-31,,,119
u. olhanen.,male,adult,True,Claw waving directed at nearby crab.,['Hermit Crab'],8.0,31.5,28.82105266996407,35.60118553869521,33.40853283007557,47.0,2020-05-31,,,120
U. olhanensis,female,juvenile,False,Moving toward warmer water pockets.,['Snail'],7.0,2.392522957457987,1.5752665674006336,2.224016243452004,2.4390172519844606,47.0,2020-05-31,,,121
u. olhanen.,male,juvenile,,Hiding under seagrass blades.,"['Crab (Other Species)', 'Coral Fragment', 'Barnacle', 'Sea Sponge']",10.0,12.0,7.74496681596644,10.750956956922806,12.545131331346127,48.0,2020-05-31,,,122
A. Farensis,male,juvenile,,Cleaning claws with rubbing motion.,"['Crab (Other Species)', 'Barnacle', 'Small Fish']",11.0,11.0,10.90873497420387,15.270427531786794,11.594945702600969,46.0,2020-05-31,,,123
A farensis,male,adult,,Interacting with small fish nearby.,"['Snail', 'Jellyfish', 'Barnacle', 'Mussel']",7.0,18.0,17.976466606064758,23.74871427331634,19.210577053447967,44.0,2020-05-31,,,124
A farensis,female,adult,True,Dragging shell fragment backward.,"['Small Fish', 'Algae', 'Barnacle']",8.0,26.361215961298985,29.68147536340276,35.77822107603361,27.812474875357214,47.0,2020-05-31,,,125
U. olhanensis,female,pre_puberty,False,Sideways walking along bay edge.,['Coral Fragment'],7.0,9.810998805942392,12.325349548123654,15.762088517819775,10.581742657384003,47.0,2020-05-31,,,126
U. olhanensis,male,sub_adult,,Escaping from aggressive fish.,"['Sea Sponge', 'Crab (Other Species)', 'Sea Anemone', 'Coral Fragment']",5.0,12.5,12.42366158562191,15.334232432938064,12.980824014464604,46.0,2020-05-31,,,127
U. olhanensis,female,sub_adult,False,Guarding a small hole in sediment.,['Mussel'],6.0,21.148567211818552,20.93813006460889,26.081205245214683,22.39881097364287,44.0,2020-05-31,,,128
