,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
82,13,6.450493204332826,3,A. Farensis,,False,16.455420916422913,sub_adult,female,83,18.877083296300956,,"['Barnacle', 'Snail', 'Shrimp']",5,False,Vibrating antennae in water currents.
83,59,10.664282429965446,5,A farensis,,True,100.8183081445295,sub_adult,male,84,20.739141911708977,,"['Coral Fragment', 'Small Fish']",11,True,Moving sideways along sandy bottom.
84,35,7.363681371563438,9,U. olhanensis,,False,55.37498336042456,juvenile,female,85,19.373930152187846,,"['Polychaete Worm', 'Sea Star', 'Algae', 'Small Fish', 'Hermit Crab']",11,False,Searching for mates at twilight.
85,21,9.560430133988516,2,A farensis,,False,0.3119610501105424,sub_adult,male,86,19.70476311060468,,"['Jellyfish', 'Mussel', 'Crab (Other Species)', 'Snail', 'Algae']",10,False,Pausing frequently during exploration.
86,23,9.296649506390127,9,A. Farensis,,False,3.160789763441041,juvenile,female,87,19.34395655524255,,"['Coral Fragment', 'Mussel', 'Small Fish', 'Shrimp']",6,False,Resting in shaded rock crevice.
87,21,9.75145080098762,2,A. Farensis,,False,9.688542977414151,pre_puberty, ,88,14.151273231269892,,"['Crab (Other Species)', 'Barnacle', 'Sea Star']",8,False,Sitting still blending with environment.
88,20,8.299982342722732,4,A. Farensis,,False,12.871602814107403,sub_adult,female,89,19.27506475304564,,"['Sea Urchin', 'Barnacle', 'Jellyfish', 'Snail']",10,False,Crab moving quickly across rocks.
89,17,7.091876058123375,4,U. olhanensis,,False,18.15626944360939,adult,female,90,13.14023770783185,,"['Hermit Crab', 'Coral Fragment', 'Mussel']",10,False,Resting under shell fragment.
90,29,11.445577219893998,5,A. Farensis,,False,14.873033722871384,sub_adult,male,91,18.356881800514266,,"['Small Fish', 'Snail']",5,False,Camouflaging with surrounding mud.
91,26,7.243601061519513,5,U. olhanensis,,False,2.3250032968588044,adult,female,92,22.131670050755194,,"['Jellyfish', 'Sea Star', 'Polychaete Worm']",7,False,Emerging cautiously from hiding.
92,7,9.581901705034813,4,u. olhanen.,,True,3.5529427493632646,pre_puberty,N/R,93,20.565237177511634,,"['Jellyfish', 'Crab (Other Species)']",7,True,Climbing barnacle-covered surfaces.
93,25,7.556332414515938,8,A farensis,,False,3.6632357546170775,adult,male,94,20.410078272972793,,"['Polychaete Worm', 'Algae']",5,False,Picking algae from rock surface.
94,10,10.126679525427615,9,u. olhanen.,,False,4.017797696600088,pre_puberty,male,95,12.888531009849835,,"['Algae', 'Sea Star', 'Polychaete Worm', 'Snail', 'Crab (Other Species)']",6,False,Sideways walking along bay edge.
95,13,8.92863680783653,3,A farensis,,False,12.730519078732653,sub_adult,female,96,20.60746654881335,,"['Polychaete Worm', 'Sea Urchin']",12,False,Exploring new territory.
96,17,10.226160819826722,2,A farensis,,False,71.08917924709279,adult,male,97,17.17927619918188,,"['Small Fish', 'Sea Star', 'Hermit Crab', 'Sea Sponge']",8,False,Sitting still blending with environment.
97,13,9.032216234405437,4,u. olhanen.,,False,10.880207827346876,adult,male,98,14.124273571479566,,"['Sea Sponge', 'Small Fish', 'Sea Anemone', 'Snail']",8,False,Feeding on small crustaceans.
98,11,8.250844081807257,4,A farensis,,False,2.759639798913172,sub_adult, ,99,17.887069143295342,,"['Hermit Crab', 'Barnacle']",7,False,Moving toward bait.
99,24,7.743517757509196,4,A. Farensis,,False,1.595346063019767,sub_adult,female,100,16.150676455624474,,"['Sea Star', 'Sea Sponge']",9,False,Displaying dominance by lifting body.
100,44,7.625587931009545,5,u. olhanen.,,True,4.470936557518811,adult,male,101,18.472743129183296,,"['Sea Star', 'Polychaete Worm', 'Crab (Other Species)', 'Snail']",11,True,Interacting with small fish nearby.
101,15,8.373500098652768,3,A farensis,,False,9.249590555225025,sub_adult,male,102,14.300602027425064,,"['Shrimp', 'Jellyfish', 'Coral Fragment', 'Barnacle', 'Sea Sponge']",9,False,Escaping from aggressive fish.
102,54,7.096920553560549,4,A. Farensis,,False,24.158427946881737,sub_adult, ,103,13.66104610803707,,"['Sea Anemone', 'Snail', 'Algae', 'Crab (Other Species)']",8,False,Searching for food in tidal pools.
103,24,6.673852605048948,4,u. olhanen.,,False,59.35671428834774,adult,?,104,14.82749869659665,,"['Small Fish', 'Shrimp', 'Mussel', 'Hermit Crab', 'Barnacle']",6,False,Climbing submerged rocks.
104,19,5.525631175363621,2,u. olhanen.,,False,8.007834520547487,sub_adult,male,105,16.274388132151035,,"['Mussel', 'Sea Anemone', 'Algae', 'Jellyfish']",5,False,Hiding beneath rocks.
105,19,6.673648723751392,6,A farensis,,False,6.190868331957378,sub_adult,male,106,14.2574653342139,,"['Hermit Crab', 'Jellyfish', 'Crab (Other Species)', 'Sea Urchin']",6,False,Feeding on small mollusks.
106,16,8.739531178795719,3,A. Farensis,,False,5.970875696451556,juvenile,male,107,20.21598972649379,,['Crab (Other Species)'],10,False,Guarding eggs under abdominal flap.
107,17,8.007879218178934,4,A farensis,,False,5.464543698264471,sub_adult,male,108,19.42948441560429,,['Algae'],8,False,Picking algae from rock surface.
108,20,8.548754058055327,3,A. Farensis,,False,46.36612849870039,pre_puberty,male,109,18.13705000862224,,"['Hermit Crab', 'Coral Fragment']",8,False,Hiding under floating debris.
109,15,10.470737520144565,3,A. Farensis,,True,1.7249668478149662,sub_adult, ,110,15.235870494723818,,"['Sea Anemone', 'Polychaete Worm', 'Algae', 'Sea Star', 'Hermit Crab']",4,True,Feeding on small crustaceans.
110,18,10.523280753299298,6,A farensis,,False,1.1382590630495546,sub_adult,male,111,18.19266244068562,,"['Crab (Other Species)', 'Jellyfish']",8,False,Color changes during molting.
111,28,9.320489506346648,3,A farensis,,False,73.96907004961369,pre_puberty,male,112,23.687315183939287,,"['Snail', 'Shrimp', 'Sea Anemone', 'Algae']",10,False,Guarding a small hole in sediment.
112,30,8.686627474815499,6,A. Farensis,,False,12.045175080251477,sub_adult,male,113,12.708965203857122,,['Sea Anemone'],10,False,Searching for food in tidal pools.
113,19,8.75111415433556,4,A. Farensis,,False,17.486901001926768,sub_adult,male,114,16.562667267273937,,"['Sea Sponge', 'Hermit Crab']",9,False,Hiding under floating debris.
114,15,8.129887492386121,7,u. olhanen.,,False,5.473877173237827,pre_puberty,male,115,21.720606287714418,,"['Hermit Crab', 'Algae', 'Barnacle']",9,False,Scavenging near tidal pools.
115,28,11.383660601748673,4,A farensis,,True,13.67096964702247,sub_adult,male,116,18.992970836118417,,"['Sea Sponge', 'Shrimp']",5,True,Social contact with other crabs.
116,20,10.690909053914286,3,A. Farensis,,False,19.831099907468175,pre_puberty,male,117,15.998756845127852,,"['Snail', 'Mussel', 'Sea Star', 'Polychaete Worm', 'Sea Urchin']",11,False,Dragging shell fragment backward.
117,14,6.664249991375948,5,A farensis,,False,1.9578973078545445,sub_adult,female,118,10.940180266768603,,"['Shrimp', 'Coral Fragment', 'Mussel', 'Barnacle', 'Sea Urchin']",6,False,Emerging cautiously from hiding.
118,18,10.121195670800986,5,A farensis,,False,2.6503250885789402,pre_puberty,male,119,14.866878069520832,,['Hermit Crab'],9,False,Climbing barnacle-covered surfaces.
119,23,9.018270018061134,4,A. Farensis,,False,11.598235474441633,pre_puberty,male,120,18.65229910010654,,['Sea Urchin'],10,False,Waving claws rhythmically.
120,41,5.454153770597401,4,A farensis,,False,6.869836284763209,sub_adult,?,121,16.551248033194643,,['Sea Star'],7,False,Hiding beneath rocks.
121,18,8.041457716674111,2,A farensis,,False,3.3041923323856266,pre_puberty,male or female,122,20.587748636539615,,"['Small Fish', 'Coral Fragment']",11,False,Struggling with entangled seaweed.
122,20,8.907099048899957,5,U. olhanensis,,False,150.0,adult,nan,123,19.6152497275954,,"['Sea Sponge', 'Polychaete Worm', 'Snail']",7,False,Searching for mates at twilight.
123,24,10.521050042614375,2,A. Farensis,,False,5.830387809074806,pre_puberty,?,124,20.318762497994776,,"['Sea Urchin', 'Hermit Crab']",11,False,Stillness in cold water.
124,28,11.601370672919275,5,A farensis,,False,87.77382137681931,sub_adult,male,125,19.252791489543796,,"['Small Fish', 'Shrimp']",7,False,Camouflaging with surrounding mud.
125,19,7.139407527022006,4,A. Farensis,,True,2.2177547958930504,adult,female,126,19.025759447594016,,"['Algae', 'Shrimp']",10,True,Feeding on detritus in shallow water.
126,26,7.1327646470538895,13,A farensis,,False,150.0,sub_adult,?,127,13.951933726045766,,"['Sea Urchin', 'Coral Fragment']",9,False,Climbing submerged rocks.
127,7,7.533213067021154,7,A. Farensis,,False,39.57110559483845,juvenile,male,128,17.099318163485012,,"['Mussel', 'Small Fish', 'Sea Sponge']",9,False,Territorial display against intruder.
128,30,8.458005780342981,6,A. Farensis,,False,1.1222866305963428,pre_puberty,female,129,14.85673100292735,,"['Shrimp', 'Polychaete Worm', 'Sea Star', 'Sea Sponge']",9,False,Claw waving directed at nearby crab.
129,41,7.799549947079417,8,A. Farensis,,False,1.0668721419218228,adult,male,130,13.595160829759472,,['Small Fish'],10,False,Pausing frequently during exploration.
130,40,10.905425133651349,3,A. Farensis,,True,150.0,sub_adult,male,131,20.08794138142338,,"['Shrimp', 'Algae', 'Small Fish']",7,True,Emerging cautiously from hiding.
131,22,10.402407783065929,7,u. olhanen.,,True,14.795267702102858,pre_puberty,?,132,20.829044122639235,,"['Sea Star', 'Barnacle', 'Coral Fragment', 'Polychaete Worm', 'Hermit Crab']",8,True,Vibrating antennae in water currents.
132,18,7.666967248656823,3,A farensis,,False,0.9341505882790448,adult,male or female,133,15.0175594001015,,"['Polychaete Worm', 'Shrimp']",7,False,Picking biofilm on submerged wood.
133,15,10.958600649512803,6,U. olhanensis,,False,58.39175584195306,sub_adult,female,134,16.659280703545946,,"['Sea Sponge', 'Sea Urchin', 'Hermit Crab', 'Shrimp', 'Crab (Other Species)']",8,False,Burrowing into sandy sediment.
134,39,9.228822603841031,3,A farensis,,False,7.6819659876521875,adult,male,135,13.281336961175768,,['Jellyfish'],6,False,Mating behavior with antenna touching.
135,11,10.87906678861886,7,u. olhanen.,,False,10.926687589912158,sub_adult,male,136,14.570574535466957,,['Jellyfish'],11,False,Resting under shell fragment.
136,11,8.644442152990287,7,A. Farensis,,False,0.9348742868258589,adult,male,137,16.500967402090662,,"['Jellyfish', 'Mussel', 'Polychaete Worm', 'Hermit Crab']",9,False,Escaping from aggressive fish.
137,27,9.29928409397833,2,u. olhanen.,,False,15.178424251828856,juvenile,male,138,15.692918680894461,,['Jellyfish'],9,False,Picking algae from rock surface.
138,15,8.606625578221832,2,A farensis,,False,24.856765544675987,adult,male,139,21.33807736613668,,"['Sea Urchin', 'Algae']",9,False,Rapid claw movement while feeding.
139,27,5.451370224228627,9,u. olhanen.,,False,17.55176053880626,pre_puberty,female,140,14.323673422269485,,"['Small Fish', 'Shrimp', 'Hermit Crab', 'Crab (Other Species)', 'Snail']",7,False,Struggling with entangled seaweed.
140,35,8.131542971670934,3,u. olhanen.,,False,2.0957437473973735,adult, ,141,6.23623909081066,,"['Coral Fragment', 'Mussel', 'Polychaete Worm']",7,False,Using claws to dig into sediment.
141,32,11.027168998940542,3,A farensis,,False,6.2056094066984695,sub_adult,male,142,19.721905928014472,,"['Jellyfish', 'Algae', 'Sea Sponge', 'Barnacle']",7,False,Territorial display against intruder.
142,29,7.843644260169339,4,A farensis,,False,8.804585336776718,sub_adult,male or female,143,19.01381301546409,,"['Sea Anemone', 'Shrimp']",5,False,Climbing barnacle-covered surfaces.
143,21,11.920787023092732,5,U. olhanensis,,False,5.1816492659451425,pre_puberty,male,144,16.027997153012873,,"['Jellyfish', 'Algae', 'Sea Urchin', 'Shrimp', 'Small Fish']",7,False,Color changes during molting.
144,15,7.425008770049839,5,A farensis,,False,17.041512451800966,pre_puberty,male,145,19.43228129836967,,['Polychaete Worm'],0,False,Pausing frequently during exploration.
145,22,6.451466412784017,4,A. Farensis,,False,71.35210288583905,juvenile,female,146,19.777038552220677,,"['Sea Urchin', 'Sea Sponge']",4,False,Exchanging antenna taps.
146,23,8.775485685884377,3,A farensis,,False,38.290262529981796,pre_puberty,male,147,18.656137782756016,,"['Coral Fragment', 'Sea Anemone', 'Sea Urchin']",6,False,Searching for food in tidal pools.
