,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
26,U. olhanensis,male,sub_adult,,Feeding on decaying matter among rocks.,['Shrimp'],13.0,20.0,18.363587368423758,14.131493419962183,202.717995835867,,,26
27,U. olhanensis,male,adult,,Resting in shaded crevice along cliff.,['Jellyfish'],9.0,24.0,25.622836771085346,388.5413712499415,19.938254132388433,,,27
28,U. olhanensis,female,sub_adult,False,Grazing on mollusks among debris.,"['Sea Star', 'Small Fish', 'Hermit Crab', 'Mussel']",11.0,10.002868947933937,8.255700258124618,7.709748560141205,6.835898060401504,,,28
29,A. Farensis,male,adult,,Claw snapping in aggressive encounter.,"['Small Fish', 'Algae']",9.0,36.0,37.18305823615287,31.117714634217624,951.4784696072511,,,29
30,A farensis,female,adult,True,Resting in shaded crevice along cliff.,"['Shrimp', 'Small Fish', 'Coral Fragment']",5.0,21.367119306634795,20.867457599290447,17.4350263653296,16.78064165807184,,,30
31,A farensis,male,sub_adult,,Scuttling swiftly over rocky terrain.,"['Sea Urchin', 'Jellyfish', 'Mussel']",12.0,53.75,56.455938381756845,41.57968170718843,2440.7700743907526,,,31
32,U. olhanensis,male,pre_puberty,,Advancing toward bait in water.,"['Sea Urchin', 'Small Fish', 'Jellyfish', 'Crab (Other Species)', 'Polychaete Worm']",9.0,8.25,9.461491333290729,58.4435778233925,7.63455370986051,,,32
33,U. olhanensis,male,adult,,Claw snapping in diver confrontation.,"['Snail', 'Hermit Crab', 'Crab (Other Species)', 'Jellyfish', 'Polychaete Worm']",10.0,13.5,13.606287376365632,144.88817984546841,9.910824568673355,,,33
34,U. olhanensis,female,adult,False,Group migration across shallow seabed.,"['Barnacle', 'Small Fish', 'Coral Fragment', 'Sea Urchin']",9.0,16.08956455340045,17.657624684289765,14.518855064961379,15.541003367494632,,,34
35,A farensis,female,sub_adult,True,Resisting aggressive fish encounter.,"['Mussel', 'Jellyfish', 'Shrimp']",11.0,11.09402800952153,11.68614991462042,7.096103128488035,10.066909760388368,,,35
36,u. olhanen.,female,juvenile,False,Defensive claw movement in water.,"['Sea Sponge', 'Jellyfish', 'Sea Urchin', 'Coral Fragment', 'Shrimp']",8.0,2.8058546136801037,3.164900168375642,2.671226157780302,2.2663767925790204,,,36
37,U. olhanensis,male,pre_puberty,,Adopting threatening stance when approached.,"['Coral Fragment', 'Small Fish', 'Crab (Other Species)', 'Mussel', 'Hermit Crab']",6.0,11.25,8.27302845503148,6.596312000804519,48.26643991304034,,,37
38,U. olhanensis,female,pre_puberty,False,Sheltering under broken shell piece.,"['Crab (Other Species)', 'Sea Star', 'Coral Fragment', 'Snail']",5.0,5.809705735591797,8.234415765684936,5.143036590979179,6.454461056837389,,,38
39,u. olhanen.,female,adult,True,Slowly navigating around seagrass beds.,['Mussel'],10.0,37.50876800933118,47.42699424516973,33.9849910548917,39.886527608994726,,,39
40,U. olhanensis,male,sub_adult,True,Brief social contact with fellow crabs.,"['Algae', 'Snail', 'Small Fish', 'Sea Urchin', 'Jellyfish']",10.0,35.0,40.79639795596383,30.764995982654696,1228.1691710791386,,,40
41,u. olhanen.,female,adult,False,Interaction with nearby hermit crab.,"['Mussel', 'Sea Urchin', 'Sea Anemone']",6.0,20.54224349183856,21.283313426801666,20.190911512778943,17.1701670540317,,,41
42,U. olhanensis,male,pre_puberty,,Frequent pausing while exploring.,"['Polychaete Worm', 'Sea Star', 'Coral Fragment', 'Sea Urchin', 'Hermit Crab']",13.0,6.0,4.92697904050901,4.034552208397585,18.48904764238343,,,42
43,u. olhanen., ,adult,,Claw snapping in aggressive encounter.,"['Shrimp', 'Algae']",9.0,31.330689328434985,28.05552288837224,22.299044645387568,27.966426295190917,,,43
44,U. olhanensis,male,juvenile,,Peering out cautiously from cover.,['Crab (Other Species)'],9.0,2.5,3.0675350585441623,2.287701334925571,7.076146776051915,,,44
45,U. olhanensis,female,pre_puberty,True,Hiding beneath overhanging rock.,"['Shrimp', 'Polychaete Worm', 'Jellyfish', 'Sea Star', 'Sea Sponge']",9.0,8.005353155504077,5.195080454250517,4.388819069170315,4.101620485528214,,,45
46,u. olhanen.,male,pre_puberty,,Side-stepping along sandy coastal floor.,"['Sea Anemone', 'Coral Fragment']",12.0,6.75,5.617754186363128,19.549069225839744,4.150775297619491,,,46
47,Ucides alvorensis,male or female,pre_puberty,,Staying half-submerged in loose sand.,"['Small Fish', 'Polychaete Worm', 'Algae', 'Sea Urchin', 'Barnacle']",13.0,5.107402700244945,6.100827282264387,4.921668199341447,6.191345197984787,,,47
48,u. olhanen.,female,adult,True,Picking algae carefully off rock faces.,"['Snail', 'Barnacle', 'Jellyfish']",11.0,31.86841019999403,32.13819784920514,26.9545908207948,26.05487281585518,,,48
49,u. olhanen.,female,adult,False,Collecting biofilm from sunken wood.,"['Algae', 'Sea Sponge', 'Barnacle']",8.0,31.05817276423573,34.064438813495094,28.184734904794862,24.47694496294182,,,49
50,A farensis,female,adult,False,Camouflaging with nearby mud.,"['Sea Sponge', 'Algae', 'Hermit Crab', 'Snail', 'Small Fish']",8.0,13.668322712299346,14.859056018272627,11.237442403475507,12.900785450742898,,,50
51,U. olhanensis,male,adult,,Resisting aggressive fish encounter.,['Polychaete Worm'],8.0,28.5,26.972498107198934,512.3352423935711,23.674434038982852,,,51
52,A farensis,female,adult,True,Side-stepping along sandy coastal floor.,"['Sea Urchin', 'Sea Anemone', 'Crab (Other Species)']",10.0,21.366152971037266,24.940231274608188,21.69697023704224,20.728147509002113,,,52
53,u. olhanen.,female,juvenile,False,Group migration across shallow seabed.,"['Hermit Crab', 'Polychaete Worm']",5.0,16.10565017432068,24.70280534252462,17.651695927402958,19.3979759949149,,,53
54,A farensis,female,sub_adult,False,Filtering detritus from shallow bottom.,"['Coral Fragment', 'Mussel', 'Algae']",5.0,19.00968832979932,23.16672607153112,16.71660529605683,19.427140601604055,,,54
55,U. olhanensis,female,pre_puberty,False,"Burrowing into soft, sandy sediment.","['Small Fish', 'Barnacle', 'Crab (Other Species)', 'Mussel', 'Snail']",7.0,19.162564038482223,15.669502803106774,11.925486328993157,12.412011363628189,,,55
56,A. Farensis,male,sub_adult,,Brief social contact with fellow crabs.,"['Sea Sponge', 'Shrimp']",12.0,10.0,9.820834317881058,6.9459287081521826,58.326541712219246,,,56
57,A. Farensis,female,sub_adult,False,Mating ritual involving antennae brushing.,"['Sea Urchin', 'Sea Star', 'Mussel', 'Coral Fragment', 'Barnacle']",7.0,7.585628145279587,6.069375391113234,5.822478204426779,5.11176706525194,,,57
58,U. olhanensis,male,juvenile,,Concealing self beneath floating matter.,['Snail'],8.0,13.0,13.705866365463697,11.994359295550291,111.30971419525426,,,58
59,U. olhanensis,female,adult,True,Interaction with nearby hermit crab.,"['Shrimp', 'Sea Anemone', 'Snail', 'Sea Urchin']",6.0,15.420083732009807,16.166963150492144,11.348600603736704,11.610224188454472,,,59
60,u. olhanen.,female,sub_adult,False,Displaying territorial behavior against intruder.,"['Shrimp', 'Coral Fragment']",5.0,8.655691079578705,7.61128903620914,5.096651518231517,5.792267741566064,,,60
61,Ucides alvorensis,female,juvenile,False,Guarding hole in substrate from intruders.,"['Sea Urchin', 'Shrimp', 'Small Fish']",7.0,2.896927891999328,2.1849237916794193,1.6124125675227612,1.5469688472972352,,,61
62,u. olhanen.,female,adult,True,Feeding on decaying matter among rocks.,"['Sea Anemone', 'Sea Sponge', 'Algae', 'Mussel', 'Hermit Crab']",9.0,10.840800441067689,11.93797537794994,9.55526906303237,8.648127334218273,,,62
63,A farensis,male,sub_adult,,Defensive claw movement in water.,"['Sea Sponge', 'Small Fish']",11.0,11.25,11.123865532147422,9.083528677312176,85.2640962850782,,,63
64,A farensis,male,adult,,Filtering detritus from shallow bottom.,"['Crab (Other Species)', 'Barnacle', 'Small Fish', 'Sea Star']",10.0,36.0,35.66772635553806,25.15825960066215,655.8059935396585,,,64
65,A. Farensis,female,adult,False,Scuttling swiftly over rocky terrain.,"['Snail', 'Sea Star']",9.0,24.124746606067234,25.348262604593874,17.619676280594106,18.32650077379246,,,65
66,u. olhanen.,male,sub_adult,,Lying still to avoid detection.,"['Coral Fragment', 'Sea Star', 'Jellyfish', 'Snail']",7.0,30.0,30.85195552993269,22.433558506446396,653.1033457438026,,,66
67,Ucides alvorensis,male,pre_puberty,,Guarding hole in substrate from intruders.,['Mussel'],8.0,21.0,26.79478221726862,23.21347255513663,371.82598992593176,,,67
68,U. olhanensis,male,adult,,Foraging through tangled seagrass roots.,"['Mussel', 'Sea Urchin', 'Crab (Other Species)', 'Barnacle', 'Hermit Crab']",7.0,27.0,28.355828316286427,468.4553128242489,20.51254952189953,,,68
69,A farensis,male,sub_adult,,Rapid clawing during feeding bouts.,"['Sea Sponge', 'Coral Fragment', 'Crab (Other Species)', 'Shrimp']",8.0,25.0,21.855695318434588,17.227725049362334,375.42703109172965,,,69
70,A farensis,female,sub_adult,True,Protecting territory in confined space.,"['Shrimp', 'Sea Anemone', 'Coral Fragment', 'Algae']",9.0,14.87895618382323,14.735101720948048,13.95920409020447,12.986084423443906,,,70
71,A farensis,female,adult,False,Resisting aggressive fish encounter.,"['Jellyfish', 'Shrimp', 'Polychaete Worm', 'Sea Sponge']",9.0,12.135985675373677,14.991744035122542,12.108661212515484,12.409556398783982,,,71
72,u. olhanen.,male,juvenile,,Frequent pausing while exploring.,"['Sea Star', 'Barnacle', 'Jellyfish']",10.0,13.0,9.19251862291378,56.453842196682395,8.037903887317752,,,72
73,U. olhanensis,male,juvenile,,Defensive claw movement in water.,"['Crab (Other Species)', 'Hermit Crab', 'Algae', 'Sea Anemone', 'Sea Sponge']",10.0,7.0,9.358153830871771,7.744066301308739,48.890992163072205,,,73
74,U. olhanensis,female,pre_puberty,False,Staying half-submerged in loose sand.,"['Mussel', 'Sea Urchin', 'Hermit Crab', 'Shrimp']",11.0,15.323292159737287,12.308888242196934,11.50445910386828,9.837067098752986,,,74
75,Ucides alvorensis,male,juvenile,,"Burrowing into soft, sandy sediment.","['Algae', 'Jellyfish']",5.0,13.5,9.274448872741594,7.281780387483887,66.6460078984622,,,75
76,u. olhanen.,male,sub_adult,,Escaping from pursuing predator silhouette.,"['Jellyfish', 'Small Fish', 'Crab (Other Species)', 'Shrimp', 'Algae']",4.0,25.0,25.423499937030225,500.55902304378884,19.272302472863075,,,76
77,U. olhanensis,male,sub_adult,,Creeping under the cover of seagrass.,"['Sea Anemone', 'Small Fish', 'Sea Sponge', 'Polychaete Worm']",9.0,27.5,32.5433623163377,28.048360222010402,769.3946505217808,,,77
78,A farensis,male,juvenile,,Retreating swiftly from perceived danger.,"['Coral Fragment', 'Shrimp', 'Mussel', 'Small Fish']",9.0,4.0,4.152340005153681,3.0060236321625653,9.141912077538835,,,78
79,u. olhanen.,male,sub_adult,,Performing dominance display by body lifting.,"['Sea Urchin', 'Algae', 'Hermit Crab']",10.0,33.75,33.03249648963771,597.7883038793858,27.02277995485778,,,79
80,A. Farensis,male,sub_adult,True,Searching tidal pools for nutrients.,"['Jellyfish', 'Sea Anemone', 'Sea Sponge', 'Crab (Other Species)', 'Coral Fragment']",11.0,25.0,23.121269061304215,16.970646920808147,395.62922809125524,,,80
81,A farensis,female,sub_adult,False,Taking cover beneath seagrass leaves.,"['Sea Anemone', 'Small Fish', 'Jellyfish', 'Barnacle', 'Crab (Other Species)']",9.0,8.874462286949683,9.689183961613795,8.311324720553854,8.223759919192014,,,81
82,A farensis,male,sub_adult,,Filtering detritus from shallow bottom.,"['Sea Star', 'Crab (Other Species)', 'Snail', 'Shrimp', 'Mussel']",5.0,36.25,33.70750812103539,23.758457157785845,687.7546329163861,,,82
83,u. olhanen.,male,adult,,Consuming algae scraped from barnacles.,['Polychaete Worm'],9.0,60.0,58.40334847068591,49.50601387578943,2300.2250014200113,,,83
84,u. olhanen.,male,sub_adult,,Harvesting food beneath floating debris.,"['Jellyfish', 'Small Fish', 'Coral Fragment', 'Snail']",8.0,26.25,26.550916359630165,426.1992347165168,19.556337117172518,,,84
85,A farensis,female,sub_adult,False,Sheltering under broken shell piece.,"['Polychaete Worm', 'Hermit Crab', 'Barnacle', 'Shrimp']",9.0,36.018759607890054,36.62925010420772,34.93870658105634,29.373628509109192,,,85
86,u. olhanen.,male,adult,,Inspecting remains of another crab.,"['Snail', 'Crab (Other Species)']",8.0,21.0,22.93809904670453,356.80414647871385,20.545040068103862,,,86
87,u. olhanen.,male,pre_puberty,,Creeping under the cover of seagrass.,['Jellyfish'],7.0,11.25,12.316263990616902,95.98579451741234,9.881792862753164,,,87
88,U. olhanensis,female,sub_adult,False,Filtering detritus from shallow bottom.,"['Crab (Other Species)', 'Mussel', 'Barnacle', 'Sea Urchin']",5.0,11.5122359055729,12.02043686525271,11.285243705710506,9.75818009708699,,,88
89,U. olhanensis,male,pre_puberty,,Resting in shaded crevice along cliff.,"['Coral Fragment', 'Polychaete Worm', 'Crab (Other Species)', 'Algae', 'Sea Urchin']",8.0,3.0,2.646028359908194,2.1125352258400847,4.147575940038389,,,89
90,U. olhanensis,male,sub_adult,True,Engaging in antennae-to-antennae contact.,"['Polychaete Worm', 'Crab (Other Species)', 'Small Fish']",13.0,35.0,40.984433367492805,33.60584179939146,1221.4318426594357,,,90
91,Ucides alvorensis,-,adult,,Filtering detritus from shallow bottom.,['Coral Fragment'],6.0,36.010427569885266,37.39043197639222,26.904060723060642,38.06423913420398,,,91
92,A. Farensis,female,juvenile,True,Clambering up submerged tree trunks.,"['Hermit Crab', 'Small Fish', 'Jellyfish', 'Mussel', 'Coral Fragment']",11.0,10.996053127464215,13.02871094291484,9.569460037642179,10.43246597408264,,,92
93,A farensis,male,adult,,Interaction with nearby hermit crab.,"['Crab (Other Species)', 'Snail', 'Sea Anemone', 'Coral Fragment', 'Small Fish']",8.0,7.5,7.259531981933285,28.43288406934671,6.068349328746024,,,93
94,u. olhanen.,female,adult,False,Grazing on mollusks among debris.,"['Jellyfish', 'Mussel', 'Polychaete Worm', 'Sea Urchin', 'Snail']",11.0,37.78234136757615,42.08526029059909,25.611226977817612,33.989658936415815,,,94
95,U. olhanensis,male,adult,,Traversing algae-slick rock surfaces.,"['Sea Star', 'Small Fish']",10.0,10.5,11.013553634458084,8.632996492883144,96.83152300351016,,,95
96,A farensis,male,sub_adult,,Traversing algae-slick rock surfaces.,"['Snail', 'Crab (Other Species)']",11.0,15.0,15.757561974634484,12.255786124162906,137.01002531653324,,,96
97,A farensis,female,juvenile,False,Side-stepping along sandy coastal floor.,['Hermit Crab'],9.0,7.613141089607681,6.1528663108678225,5.242881757548584,4.6448715219693035,,,97
98,U. olhanensis,male,sub_adult,,Nibbling detritus off seabed patches.,['Sea Anemone'],9.0,26.25,26.12679991853288,22.361422948507343,465.8401959103137,,,98
99,A farensis,male or female,adult,,Swiftly dashing across exposed sand.,"['Small Fish', 'Sea Anemone', 'Barnacle']",9.0,19.55325603054198,21.67369738935884,16.931579503096103,23.397710051249177,,,99
100,U. olhanensis,male,pre_puberty,True,"Stationary, blending into rocky backdrop.",['Snail'],7.0,13.5,15.931693122253462,149.60326968911062,11.705196402626962,,,100
101,u. olhanen.,male,pre_puberty,,Scuttling swiftly over rocky terrain.,"['Snail', 'Sea Anemone', 'Mussel']",10.0,8.25,9.763016847805607,7.023144552581586,72.09843346409325,,,101
102,u. olhanen.,male,sub_adult,,Darting away in response to sudden shadow.,"['Mussel', 'Sea Urchin']",5.0,15.0,16.191239342909686,12.164873830520168,171.44895810229855,,,102
103,A farensis,male,adult,,Resisting aggressive fish encounter.,['Sea Anemone'],7.0,54.0,51.46210706997062,42.18550968838753,2045.8417750257445,,,103
104,A. Farensis,female,adult,False,Picking algae carefully off rock faces.,"['Coral Fragment', 'Sea Sponge']",10.0,21.782262206101688,23.4523156675001,18.56025854806506,19.536622165562925,,,104
105,A. Farensis,male,juvenile,,Rhythmic waving as social cue.,"['Jellyfish', 'Barnacle', 'Mussel', 'Sea Urchin']",8.0,3.5,3.4964606007784207,9.708585509755752,3.1400103204830905,,,105
106,u. olhanen.,female,sub_adult,False,Rhythmic waving as social cue.,"['Hermit Crab', 'Polychaete Worm', 'Sea Star', 'Sea Sponge']",9.0,4.168579285312263,3.6754501572015834,2.7709325160776683,2.6692635981386608,,,106
107,A. Farensis,female,adult,True,Advancing toward bait in water.,"['Polychaete Worm', 'Algae', 'Barnacle']",8.0,29.064455836140194,27.68818879857008,18.132478899771627,22.020785077109487,,,107
108,u. olhanen.,female,adult,True,Protecting territory in confined space.,"['Polychaete Worm', 'Hermit Crab', 'Sea Anemone', 'Algae', 'Sea Sponge']",8.0,26.2250025512022,31.938636451410883,20.551617500943518,24.358355589244127,,,108
109,U. olhanensis,female,sub_adult,False,Camouflaging with nearby mud.,"['Sea Anemone', 'Jellyfish']",5.0,12.767523321548083,11.86127364413187,9.40630988835543,9.391949943257627,,,109
110,A. Farensis,male,pre_puberty,True,Grazing on mollusks among debris.,"['Sea Sponge', 'Jellyfish', 'Small Fish', 'Hermit Crab', 'Barnacle']",11.0,8.25,8.300473363223283,6.891043672725801,39.79459742419049,,,110
111,A. Farensis,male,adult,,Staying half-submerged in loose sand.,"['Sea Anemone', 'Snail']",13.0,22.5,20.33042813964636,15.123235155001758,212.47760129229653,,,111
112,u. olhanen.,female,adult,True,Creeping under the cover of seagrass.,"['Mussel', 'Snail', 'Algae', 'Polychaete Worm']",11.0,12.635877293346132,11.784683055524884,7.292993845547098,10.448933448356758,,,112
113,A farensis,female,adult,True,Retreating swiftly from perceived danger.,"['Small Fish', 'Barnacle', 'Crab (Other Species)', 'Snail']",9.0,13.296422546728888,13.164647703636907,10.099338807943134,10.615048146135065,,,113
114,u. olhanen.,male,pre_puberty,,Lying still to avoid detection.,"['Shrimp', 'Crab (Other Species)']",6.0,13.5,11.650685192532247,9.71394125810068,104.80890406945699,,,114
115,A farensis,female,adult,True,Traversing algae-slick rock surfaces.,['Sea Sponge'],9.0,40.82969846857908,40.26193571838579,34.92025526896857,33.41350014404694,,,115
116,U. olhanensis,female,sub_adult,False,Feeding on small crustaceans in crevices.,"['Sea Star', 'Sea Anemone', 'Sea Sponge', 'Algae', 'Crab (Other Species)']",7.0,24.36275259521475,30.69228677091067,24.052377536956982,23.484375280741435,,,116
117,A. Farensis,female,pre_puberty,False,Sheltering under broken shell piece.,['Barnacle'],7.0,32.26579875396745,42.23008762694625,38.4516872328647,37.52102072278918,,,117
118,Ucides alvorensis,male or female,sub_adult,,Nibbling detritus off seabed patches.,"['Coral Fragment', 'Algae', 'Jellyfish']",6.0,26.25,27.89076100041131,191.00612791705467,19.737667104923602,,,118
119,U. olhanensis,male,adult,,Scuttling swiftly over rocky terrain.,['Sea Anemone'],5.0,22.5,23.182700825954086,20.259670354565166,378.84937302881644,,,119
120,A. Farensis,female,pre_puberty,False,Lying still to avoid detection.,"['Sea Anemone', 'Jellyfish', 'Shrimp']",10.0,10.883825220238878,12.257008356955998,8.35872880042681,10.36281184662393,,,120
121,A. Farensis,male,sub_adult,,Retreating swiftly from perceived danger.,"['Coral Fragment', 'Algae', 'Barnacle', 'Sea Anemone', 'Crab (Other Species)']",13.0,11.25,9.458606204834638,56.197031820081214,7.364676324811201,,,121
122,Ucides alvorensis,female,juvenile,True,Protecting territory in confined space.,['Sea Urchin'],9.0,4.08908945699642,3.1932722769097315,2.603058944822375,2.6047898262580946,,,122
123,A farensis,male,sub_adult,,Frequent pausing while exploring.,"['Sea Anemone', 'Snail', 'Jellyfish', 'Hermit Crab', 'Shrimp']",10.0,11.25,12.021720458931926,8.857228342096697,82.95927899593602,,,123
124,u. olhanen.,female,adult,False,Gradual movement in cold conditions.,"['Sea Anemone', 'Barnacle', 'Sea Star', 'Coral Fragment', 'Mussel']",11.0,12.015946344860991,10.733476469917834,10.623356121076837,9.19748752529571,,,124
125,Ucides alvorensis,male or female,adult,,Color change during molting stress.,"['Shrimp', 'Coral Fragment', 'Hermit Crab']",6.0,12.0,10.944589730741207,35.22339563802881,9.232831813804307,,,125
126,U. olhanensis,male,adult,,Creeping under the cover of seagrass.,"['Shrimp', 'Sea Urchin']",5.0,25.5,25.73742527187642,395.23320907657546,19.577431534272577,,,126
127,U. olhanensis,male,sub_adult,,Protecting territory in confined space.,"['Small Fish', 'Shrimp', 'Algae']",9.0,12.5,12.358750067612242,10.44223476983606,81.51894741329097,,,127
128,u. olhanen.,male,sub_adult,,Group migration across shallow seabed.,"['Algae', 'Sea Sponge', 'Polychaete Worm', 'Hermit Crab']",10.0,15.0,12.583174428631983,116.13667759997936,10.168714252108455,,,128
129,U. olhanensis,female,adult,True,"Stationary, blending into rocky backdrop.","['Crab (Other Species)', 'Barnacle', 'Hermit Crab']",12.0,24.262218460659312,26.55471112194026,24.404820513218063,21.93507324833919,,,129
130,u. olhanen.,male,sub_adult,True,Protecting territory in confined space.,"['Sea Star', 'Algae', 'Barnacle', 'Small Fish']",5.0,31.25,35.19173542393027,806.6807960351738,25.637127213298385,,,130
131,A farensis,female,pre_puberty,True,Emerging slowly after perceived threat.,"['Jellyfish', 'Sea Star', 'Polychaete Worm']",8.0,3.2544862162297106,4.54135216690902,2.8038593548340622,3.4799951370639937,,,131
132,A farensis,female,juvenile,False,Sheltering under broken shell piece.,"['Coral Fragment', 'Algae', 'Barnacle']",7.0,7.7652005577300764,6.385138171116845,5.835419753578265,5.069577793167322,,,132
133,A farensis,male,juvenile,,Collecting biofilm from sunken wood.,"['Mussel', 'Polychaete Worm']",9.0,8.5,8.56571354424117,6.501813043445908,57.32869654563479,,,133
134,U. olhanensis,female,juvenile,False,Scuttling swiftly over rocky terrain.,"['Barnacle', 'Mussel', 'Small Fish', 'Jellyfish']",12.0,1.6460855943158301,2.1667519559589494,1.4094178230780219,1.892221697657622,,,134
135,U. olhanensis,male,adult,,Staying half-submerged in loose sand.,"['Sea Sponge', 'Barnacle', 'Crab (Other Species)']",7.0,36.0,38.39026233182818,34.05474519247446,946.0677966873171,,,135
136,U. olhanensis,male,adult,,Sheltering under broken shell piece.,"['Barnacle', 'Snail', 'Sea Sponge', 'Coral Fragment']",7.0,10.5,10.122605789093742,79.38341949829358,8.70434673766243,,,136
137,A. Farensis,male,sub_adult,,Staying half-submerged in loose sand.,"['Small Fish', 'Polychaete Worm', 'Shrimp']",10.0,37.5,33.72048690362641,28.926315018747946,827.7566490812194,,,137
