species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
U. olhanensis,male,adult,,Stillness in cold water.,"['Sea Urchin', 'Small Fish', 'Snail', 'Hermit Crab', 'Mussel']",7.0,13.5,13.018731621462955,17.705424829456557,13.64420512814926,21.0,2022-11-28,,,73
u. olhanen.,male,sub_adult,,Searching for mates at twilight.,"['Sea Anemone', 'Snail', 'Coral Fragment', 'Sea Star', 'Polychaete Worm']",10.0,61.25,69.50638440822226,96.27679350267532,65.59670278348764,20.0,2022-11-28,,,74
u. olhanen.,N/R,sub_adult,,Vibrating antennae in water currents.,['Coral Fragment'],7.0,15.0,17.74974063470153,25.85710983103372,15.304405718995334,21.0,2022-11-28,,,75
Ucides alvorensis, ,adult,,Sideways walking along bay edge.,"['Crab (Other Species)', 'Sea Urchin', 'Sea Star', 'Sea Sponge']",6.0,33.0,30.95194618358721,42.62287206725782,36.17051742949417,21.0,2022-11-28,,,76
U. olhanensis,male,juvenile,,Hiding under floating debris.,"['Small Fish', 'Sea Star', 'Coral Fragment', 'Hermit Crab']",8.0,18.0,23.997312763353918,32.374989123259446,18.84683589591564,21.0,2022-11-28,,,77
A farensis,female,pre_puberty,True,Hiding under floating debris.,"['Shrimp', 'Mussel', 'Algae', 'Sea Sponge', 'Sea Urchin']",9.0,20.505654633954002,14.822182500640647,20.3717805897911,21.467838707547443,20.0,2022-11-28,,,78
A farensis,female,sub_adult,True,Mating behavior with antenna touching.,['Algae'],9.0,20.89044162123831,25.327803210959154,34.6003474858009,21.446422922830035,19.0,2022-11-28,,,79
u. olhanen.,female,pre_puberty,True,Climbing barnacle-covered surfaces.,"['Barnacle', 'Sea Star', 'Snail', 'Polychaete Worm']",10.0,15.785822198889838,15.131570091025536,19.365903476382815,16.41806268020677,21.0,2022-11-28,,,80
A. Farensis,male,pre_puberty,,Escaping predator silhouette overhead.,"['Sea Sponge', 'Hermit Crab']",3.0,5.25,4.774471389373797,6.314041192033566,5.395615813562689,21.0,2022-11-28,,,81
A farensis,male,sub_adult,,Sideways walking along bay edge.,"['Polychaete Worm', 'Sea Urchin']",7.0,27.5,25.986263584653507,37.19054814570142,27.72143446363983,21.0,2022-11-28,,,82
u. olhanen.,male,adult,,Picking detritus from seabed.,"['Algae', 'Hermit Crab', 'Sea Star', 'Coral Fragment', 'Sea Sponge']",9.0,52.5,47.522907712762475,58.9597996059264,57.706071340106476,18.0,2022-11-28,,,83
U. olhanensis,male,sub_adult,,Claw waving directed at nearby crab.,"['Coral Fragment', 'Polychaete Worm', 'Algae']",8.0,63.75,56.20587809539513,69.5062907707822,64.82089257635869,19.0,2022-11-28,,,84
u. olhanen., ,pre_puberty,,Escaping predator silhouette overhead.,"['Coral Fragment', 'Crab (Other Species)', 'Sea Urchin', 'Polychaete Worm', 'Barnacle']",13.0,13.5,16.578297988977376,20.022699040784968,14.755401250853573,20.0,2022-11-28,,,85
U. olhanensis,male,juvenile,,Struggling with entangled seaweed.,"['Small Fish', 'Algae', 'Barnacle']",9.0,18.0,22.49147102376491,33.362170151218976,18.238450724208015,20.0,2022-11-28,,,86
A. Farensis,female,pre_puberty,True,Pausing frequently during exploration.,"['Crab (Other Species)', 'Sea Anemone', 'Jellyfish', 'Mussel']",9.0,14.634371382646316,18.949963245420204,26.611973562637477,15.957536911647017,20.0,2022-11-28,,,87
U. olhanensis,female,adult,True,Interaction with hermit crabs.,"['Polychaete Worm', 'Barnacle', 'Sea Star', 'Coral Fragment']",5.0,35.32435321248363,33.53168031891865,40.25175994304268,37.870092169657795,22.0,2022-11-28,,,88
A. Farensis,female,juvenile,False,Retreating into burrow.,"['Algae', 'Polychaete Worm', 'Small Fish', 'Sea Anemone']",8.0,17.91082207120189,10.746137946625597,15.63588588792771,19.36039045191915,20.0,2022-11-28,,,89
U. olhanensis,female,adult,True,Swimming short distance to escape.,"['Polychaete Worm', 'Small Fish', 'Sea Star', 'Sea Sponge', 'Mussel']",8.0,23.97465033340631,24.554466183327893,32.011947577455125,24.09852473697871,21.0,2022-11-28,,,90
A farensis,male,sub_adult,,Stillness in cold water.,"['Coral Fragment', 'Sea Sponge', 'Small Fish']",6.0,72.5,74.14467946761266,98.23388373403837,79.21541175729321,21.0,2022-11-28,,,91
U. olhanensis,female,adult,False,Claw snapping at diver.,"['Sea Urchin', 'Algae', 'Shrimp', 'Hermit Crab', 'Polychaete Worm']",10.0,34.056985072006526,34.93282927074886,50.62222221928029,35.56142740923406,21.0,2022-11-28,,,92
U. olhanensis,female,adult,True,Retreating into burrow.,"['Sea Urchin', 'Hermit Crab', 'Snail']",9.0,49.62098853497983,51.21213152173582,61.70075644948077,50.38876477449356,19.0,2022-11-28,,,93
U. olhanensis,female,adult,False,Mating behavior with antenna touching.,"['Shrimp', 'Coral Fragment', 'Snail', 'Small Fish', 'Polychaete Worm']",8.0,11.68368596232492,11.533321538755956,17.283651603074283,12.797739395253785,21.0,2022-11-28,,,94
U. olhanensis,female,pre_puberty,False,Struggling with entangled seaweed.,"['Small Fish', 'Barnacle', 'Sea Urchin']",7.0,14.663153381071858,13.866146898219391,19.088541438678988,14.968410819448382,21.0,2022-11-28,,,95
A farensis,male,adult,,Claw snapping in competition.,['Algae'],9.0,58.5,61.95285517658952,83.50141717281123,63.09909959728791,21.0,2022-11-28,,,96
u. olhanen.,male,adult,,Moving toward warmer water pockets.,['Barnacle'],10.0,57.0,51.352705175229424,65.62466720187876,58.60737915035331,21.0,2022-11-28,,,97
A farensis,female,sub_adult,False,Resting under shell fragment.,"['Sea Urchin', 'Jellyfish', 'Algae', 'Polychaete Worm', 'Sea Anemone']",10.0,9.238890563726311,10.643742798230688,15.561809964324556,10.007595343813554,20.0,2022-11-28,,,98
A farensis,female,pre_puberty,False,Claw waving directed at nearby crab.,"['Barnacle', 'Sea Star', 'Algae', 'Hermit Crab', 'Coral Fragment']",9.0,10.577739074281688,14.193486987909555,18.122312037892822,10.664001186408122,20.0,2022-11-28,,,99
A farensis,female,adult,False,Moving sideways along sandy bottom.,"['Polychaete Worm', 'Coral Fragment', 'Jellyfish', 'Mussel', 'Hermit Crab']",4.0,30.941929710472603,29.936410955242348,42.091881719526285,33.804511013158994,20.0,2022-11-28,,,100
U. olhanensis,male,pre_puberty,,Feeding on algae scraped from rocks.,"['Sea Sponge', 'Algae']",8.0,10.5,9.744309164311922,12.26319420918942,10.584162004358378,20.0,2022-11-28,,,101
A farensis,male,pre_puberty,,Retreating into burrow.,"['Crab (Other Species)', 'Polychaete Worm', 'Algae', 'Jellyfish']",7.0,13.5,14.727117371217371,20.31917336231683,14.582506835553895,20.0,2022-11-28,,,102
U. olhanensis,male,adult,,Picking detritus from seabed.,"['Snail', 'Sea Star', 'Coral Fragment']",9.0,24.0,21.93328016261439,30.02238372695992,24.832744632998796,21.0,2022-11-28,,,103
A farensis,female,adult,False,Inspecting discarded crab shell.,"['Shrimp', 'Coral Fragment', 'Jellyfish', 'Algae']",9.0,19.122923035722486,17.21604094727138,24.545472733854297,19.39179041106768,19.0,2022-11-28,,,104
U. olhanensis,male,pre_puberty,,Defensive posture when approached.,"['Small Fish', 'Coral Fragment']",6.0,25.5,19.348475708392314,25.214657347607403,26.809184099032304,20.0,2022-11-28,,,105
u. olhanen.,male,adult,,Camouflaging with surrounding mud.,"['Polychaete Worm', 'Crab (Other Species)', 'Snail', 'Hermit Crab']",6.0,33.0,34.22651617674678,41.86035992042955,34.45595069296605,22.0,2022-11-28,,,106
u. olhanen.,male,adult,,Exploring new territory.,"['Jellyfish', 'Barnacle', 'Coral Fragment', 'Sea Urchin', 'Sea Sponge']",10.0,67.5,63.36809025014233,81.46136693571319,68.72720892657632,20.0,2022-11-28,,,107
A farensis,female,juvenile,False,Moving toward warmer water pockets.,['Sea Anemone'],7.0,10.865613403991457,13.18386463696536,15.971211878261595,11.555083968912363,20.0,2022-11-28,,,108
A farensis,male,juvenile,,Hiding under floating debris.,"['Jellyfish', 'Sea Anemone', 'Crab (Other Species)']",9.0,8.0,7.051100668549608,8.828470224017659,8.686433821784917,20.0,2022-11-28,,,109
Ucides alvorensis, ,juvenile,True,Shaking claws after contact.,"['Sea Star', 'Small Fish']",10.0,10.5,13.653741302074849,19.88519916176532,10.546786121838803,21.0,2022-11-28,,,110
u. olhanen.,male,adult,,Scavenging near tidal pools.,"['Snail', 'Mussel', 'Coral Fragment']",6.0,30.0,28.841444389813507,37.60471149320578,30.940041088922086,21.0,2022-11-28,,,111
u. olhanen.,female,sub_adult,False,Swimming short distance to escape.,"['Hermit Crab', 'Crab (Other Species)', 'Algae']",10.0,40.88284317779732,35.52677323659909,47.53478352489993,44.85126829954385,22.0,2022-11-28,,,112
A farensis,male,adult,,Crab moving quickly across rocks.,['Algae'],10.0,40.5,41.500009575542606,58.3782992001857,42.49070504401841,20.0,2022-11-28,,,113
u. olhanen.,female,pre_puberty,True,Exchanging antenna taps.,"['Hermit Crab', 'Polychaete Worm']",9.0,32.633012172844545,26.040375442764393,32.69212149183888,32.73855394370329,22.0,2022-11-28,,,114
u. olhanen.,female,juvenile,False,Retreating into burrow.,['Shrimp'],6.0,7.429010012003089,5.6204977156424825,7.683012945643962,7.880601337491504,21.0,2022-11-28,,,115
u. olhanen.,male,adult,,Burrowing into sandy sediment.,['Sea Sponge'],12.0,25.5,26.694062954806547,37.137878072882245,25.79962652747989,20.0,2022-11-28,,,116
A. Farensis,male,sub_adult,,Feeding on algae scraped from rocks.,['Hermit Crab'],9.0,40.0,38.55332066529903,54.844242956533144,43.766085058360744,19.0,2022-11-28,,,117
u. olhanen.,female,sub_adult,False,Searching for mates at twilight.,"['Sea Sponge', 'Jellyfish', 'Small Fish', 'Hermit Crab']",11.0,28.872127551422306,23.92673555556345,29.012193083941316,31.50529773944928,22.0,2022-11-28,,,118
u. olhanen.,male,adult,,Picking biofilm on submerged wood.,"['Polychaete Worm', 'Shrimp', 'Mussel', 'Sea Urchin', 'Barnacle']",10.0,91.5,100.2951129432668,140.86353762099822,97.46471563296234,22.0,2022-11-28,,,119
A farensis,male,sub_adult,True,Hiding in sandy burrow.,['Mussel'],9.0,32.5,27.656198731195044,40.79636344774014,34.14480873918157,20.0,2022-11-28,,,120
U. olhanensis,female,pre_puberty,False,Climbing seaweed stalks.,"['Hermit Crab', 'Sea Sponge', 'Sea Star', 'Sea Urchin']",9.0,12.24612867419655,15.574664570867398,20.706414848734784,12.882331145927687,20.0,2022-11-28,,,121
U. olhanensis,female,sub_adult,True,Moving toward warmer water pockets.,['Hermit Crab'],9.0,25.832805194989426,31.448132593861814,42.24742002813209,26.442012814134547,22.0,2022-11-28,,,122
A. Farensis,male,adult,,Escaping from aggressive fish.,['Mussel'],9.0,48.0,49.72525703267089,64.12201084015354,52.196267374445185,20.0,2022-11-28,,,123
u. olhanen.,male,juvenile,,Picking biofilm on submerged wood.,['Barnacle'],11.0,24.0,24.48997685400716,30.957329232556052,25.433541123545986,21.0,2022-11-28,,,124
u. olhanen., ,juvenile,,Climbing barnacle-covered surfaces.,"['Hermit Crab', 'Coral Fragment', 'Sea Urchin', 'Algae', 'Sea Star']",9.0,11.0,14.70918847681455,21.753219146672432,11.109792616356106,20.0,2022-11-28,,,125
Ucides alvorensis,female,adult,False,Claw snapping in competition.,"['Crab (Other Species)', 'Jellyfish', 'Sea Anemone', 'Sea Star', 'Shrimp']",12.0,35.736966439153186,36.347613366596384,52.96156678277754,35.87687619534311,19.0,2022-11-28,,,126
A farensis,male,sub_adult,,Defensive posture when approached.,"['Crab (Other Species)', 'Jellyfish']",8.0,67.5,75.36755135929552,107.54649784423147,74.03318919829674,20.0,2022-11-28,,,127
u. olhanen.,male,sub_adult,,Rapid claw movement while feeding.,['Algae'],10.0,37.5,38.537434657110595,53.907222381577824,41.01787505584863,20.0,2022-11-28,,,128
A farensis,male,juvenile,,Using claws to dig into sediment.,['Sea Urchin'],12.0,24.5,29.97264356759753,39.69738589585944,25.339989819507178,21.0,2022-11-28,,,129
U. olhanensis,female,adult,False,Climbing submerged rocks.,"['Small Fish', 'Sea Anemone']",10.0,37.21280474530229,35.71355785925167,49.16314080538643,40.54525415131246,19.0,2022-11-28,,,130
u. olhanen.,female,sub_adult,True,Color changes during molting.,"['Polychaete Worm', 'Hermit Crab', 'Sea Anemone', 'Sea Sponge', 'Crab (Other Species)']",11.0,21.898130406564004,22.37297156660433,29.08491153860708,22.154030746603596,19.0,2022-11-28,,,131
