,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
17,Ucides alvorensis,male,s,,Harvesting food beneath floating debris.,"['Sea Urchin', 'Shrimp', 'Snail', 'Crab (Other Species)']",7.0,1.9318181818181819,1.8158084190800436,10.004739219248203,1.325820788427194,,,17
18,u. olhanen.,female,a,True,Displaying territorial behavior against intruder.,"['Crab (Other Species)', 'Hermit Crab']",6.0,0.5510702336163338,0.5673305131722375,0.3830695021274754,0.46230742322023216,,,18
19,A. Farensis,male,s,,Camouflaging with nearby mud.,"['Shrimp', 'Jellyfish', 'Sea Anemone', 'Polychaete Worm', 'Algae']",11.0,2.5,2.1790800884564407,1.6929858901934216,12.869540741140048,,,19
20,A. Farensis,male,a,True,Escaping from pursuing predator silhouette.,"['Mussel', 'Snail', 'Sea Sponge']",6.0,3.8181818181818183,3.6354687898352456,2.577913970195762,31.4369872949335,,,20
21,u. olhanen.,female,a,False,Peering out cautiously from cover.,"['Snail', 'Sea Anemone']",11.0,3.480557008441866,3.6027131211640326,2.7699505815967225,2.905162228127119,,,21
22,U. olhanensis,male,s,,Displaying territorial behavior against intruder.,"['Algae', 'Hermit Crab', 'Barnacle', 'Small Fish']",6.0,2.0454545454545454,1.8456633053924014,11.59185776124391,1.5722479888999485,,,22
23,A farensis,male or female,a,,Foraging through tangled seagrass roots.,"['Polychaete Worm', 'Sea Urchin', 'Hermit Crab', 'Sea Anemone']",7.0,6.0,6.40545336203398,30.180444994080755,5.197790358834666,,,23
24,Ucides alvorensis,N/R,a,,Staying half-submerged in loose sand.,['Snail'],6.0,2.9717682107014483,3.115669691132689,2.3652810636007917,3.384083237720516,,,24
25,A farensis,male,a,,Engaging in antennae-to-antennae contact.,"['Shrimp', 'Barnacle', 'Crab (Other Species)', 'Hermit Crab', 'Snail']",2.0,8.454545454545455,7.80607451654939,5.7958549972795685,134.73274214673515,,,25
26,U. olhanensis,female,a,False,Brief social contact with fellow crabs.,['Jellyfish'],6.0,3.6059611558283495,3.484322555143576,2.4662646908685857,3.098686746487289,,,26
27,A. Farensis,male,j,,Retreating swiftly from perceived danger.,"['Sea Urchin', 'Algae', 'Small Fish']",6.0,1.7272727272727273,1.3789608231904955,1.1479236359692828,5.595420996091423,,,27
28,U. olhanensis,male,s,,Scaling steep rock faces near shore.,"['Jellyfish', 'Polychaete Worm', 'Sea Urchin']",5.0,3.977272727272727,3.6607118695101617,35.54228588837422,2.638056798524772,,,28
29,u. olhanen.,female,a,False,Vibrating antennae in flowing current.,"['Polychaete Worm', 'Mussel']",6.0,3.6826446132124304,4.291864475300004,2.836084483815201,3.5031943303702495,,,29
30,A. Farensis,male,j,True,Performing dominance display by body lifting.,"['Shrimp', 'Algae', 'Sea Sponge', 'Jellyfish', 'Sea Star']",8.0,1.0454545454545454,1.0617507303530251,0.9168553260416874,4.503373418556476,,,30
31,U. olhanensis,male,s,,Mating ritual involving antennae brushing.,"['Sea Sponge', 'Sea Anemone', 'Shrimp']",6.0,3.0681818181818183,3.208068962436995,2.440138384772603,-999.0,,,31
32,u. olhanen.,female,p,True,Claw shaking post-contact gesture.,"['Shrimp', 'Small Fish', 'Crab (Other Species)']",11.0,1.933949218613616,1.7237716537654633,1.3589384351629894,1.422988644276918,,,32
33,A. Farensis,male,p,,Nibbling detritus off seabed patches.,"['Polychaete Worm', 'Sea Sponge']",5.0,4.0227272727272725,4.030955360437011,3.3740770860397022,37.939918816660146,,,33
34,u. olhanen.,female,s,True,Frequent pausing while exploring.,"['Sea Sponge', 'Sea Urchin', 'Coral Fragment', 'Snail', 'Shrimp']",8.0,2.673086979391198,2.962542352634502,2.2508908764321722,2.5754990141880754,,,34
35,A farensis,female,s,False,Guarding eggs beneath body flap.,"['Shrimp', 'Crab (Other Species)', 'Hermit Crab', 'Sea Urchin']",7.0,3.243009502685425,2.531360933317918,1.531909261042979,2.228410515614799,,,35
36,U. olhanensis,male,p,,Advancing toward bait in water.,"['Hermit Crab', 'Mussel', 'Small Fish', 'Shrimp', 'Algae']",6.0,1.2954545454545454,1.3984329785212912,7.516372891084711,1.0892529171687648,,,36
37,U. olhanensis,female,p,False,Feeding on decaying matter among rocks.,"['Polychaete Worm', 'Mussel', 'Algae']",5.0,1.4509649406820695,1.362314536634724,0.8831649295128625,1.1562165849117472,,,37
38,u. olhanen.,male,a,,Creeping under the cover of seagrass.,['Barnacle'],5.0,5.318181818181818,5.407740896506689,4.597981664316007,74.14002139043085,,,38
39,Ucides alvorensis,male,p,,Adopting threatening stance when approached.,"['Mussel', 'Polychaete Worm']",2.0,1.9090909090909092,1.3782496464913778,1.0632626586233782,6.584300121813473,,,39
40,A farensis,male,a,True,Reacting to sudden changes in temperature.,"['Snail', 'Jellyfish']",4.0,5.045454545454546,5.103876266690852,4.39323474526686,53.71276429251834,,,40
41,U. olhanensis,male,j,,Scavenging at the edge of tidal pools.,"['Jellyfish', 'Sea Urchin', 'Hermit Crab', 'Polychaete Worm']",8.0,0.7727272727272727,0.5368735040252857,1.3971157718683977,0.43789995138763405,,,41
42,u. olhanen.,female,s,False,Scaling steep rock faces near shore.,"['Barnacle', 'Sea Urchin', 'Hermit Crab', 'Sea Sponge']",4.0,3.4478485025629535,3.3472781134915355,2.0548327943176505,2.8739835649971184,,,42
43,A farensis,female,j,False,Waving claw in signal to another crab.,"['Sea Star', 'Sea Sponge']",7.0,0.5825689941027498,0.8819702220131032,0.6695650142108941,0.7767883106177766,,,43
44,Ucides alvorensis,male or female,j,,Displaying territorial behavior against intruder.,"['Algae', 'Barnacle', 'Shrimp', 'Snail']",5.0,1.5454545454545454,1.8896171945820865,5.094525111111191,1.4336634308509801,,,44
45,A. Farensis,male,a,,Frequent pausing while exploring.,"['Polychaete Worm', 'Shrimp', 'Crab (Other Species)']",9.0,5.7272727272727275,6.264477096533562,88.13521991921557,5.173014814138359,,,45
46,A farensis,male,p,,Slowly navigating around seagrass beds.,"['Small Fish', 'Sea Sponge', 'Sea Urchin', 'Shrimp']",7.0,2.1818181818181817,2.2353480788862545,13.876917747578215,1.6016365121874407,,,46
47,A farensis,male,a,,Inspecting remains of another crab.,['Barnacle'],7.0,4.2272727272727275,4.179488533126018,3.4770717939125815,37.29332466521543,,,47
48,U. olhanensis,female,p,False,Retreating swiftly from perceived danger.,"['Jellyfish', 'Sea Sponge', 'Coral Fragment', 'Mussel', 'Barnacle']",6.0,1.6013242322212884,1.5127798070050256,1.2043979393574349,1.3000119961027146,,,48
49,U. olhanensis,female,s,False,Progressing cautiously through new area.,['Crab (Other Species)'],11.0,3.2337415369353777,2.892362267656627,1.938175609289753,2.391460754351431,,,49
50,U. olhanensis,female,p,False,Approaching small fish with curiosity.,"['Snail', 'Mussel', 'Polychaete Worm', 'Jellyfish', 'Small Fish']",6.0,2.7935654347073986,2.4421447724415466,1.7917864881247085,2.1232453928894097,,,50
51,A farensis,female,j,True,Reacting to sudden changes in temperature.,"['Crab (Other Species)', 'Mussel']",5.0,0.7516015476233946,0.6928396378664377,0.43434933463773556,0.5803464205421467,,,51
52,U. olhanensis,male,p,,Clambering up submerged tree trunks.,"['Coral Fragment', 'Algae', 'Snail', 'Sea Sponge']",6.0,2.1136363636363638,1.607758596929733,8.927991667934608,1.213849144822169,,,52
53,A farensis,male,j,,Entering burrow after disturbance.,"['Barnacle', 'Sea Star', 'Small Fish']",6.0,3.3181818181818183,3.76159145623178,2.9002148420071414,33.47069032602577,,,53
54,A farensis,female,a,False,Progressing cautiously through new area.,"['Jellyfish', 'Hermit Crab']",10.0,3.3458137629692497,3.629642447459489,2.6955673577149883,3.148002442910564,,,54
55,A. Farensis,female,s,False,Hiding beneath overhanging rock.,['Crab (Other Species)'],8.0,2.8655026758088478,3.448348955532342,2.640363861557745,3.022434480247378,,,55
56,u. olhanen.,male,a,,Slowly navigating around seagrass beds.,"['Mussel', 'Shrimp', 'Jellyfish']",3.0,6.818181818181818,6.529360598181781,5.834629796208477,99.08056164016854,,,56
57,A. Farensis,male,j,,Camouflaging with nearby mud.,"['Sea Sponge', 'Barnacle', 'Small Fish', 'Mussel', 'Crab (Other Species)']",11.0,0.36363636363636365,0.25764496420414185,0.21903272476645377,0.38424256121405237,,,57
58,Ucides alvorensis,female,a,False,Reacting to sudden changes in temperature.,"['Small Fish', 'Shrimp']",8.0,4.535785573827624,5.423957639360919,3.328011416439678,4.75498848201647,,,58
59,U. olhanensis,male,s,,Darting away in response to sudden shadow.,"['Shrimp', 'Small Fish', 'Sea Star', 'Hermit Crab', 'Snail']",5.0,6.0227272727272725,6.314816272829612,5.33281867059992,80.01116541771573,,,59
60,u. olhanen.,female,p,False,Staying half-submerged in loose sand.,"['Polychaete Worm', 'Snail', 'Barnacle', 'Crab (Other Species)', 'Small Fish']",8.0,1.839280101500478,1.7915251912113523,1.1843902908317965,1.577517980903979,,,60
61,A. Farensis,male,s,,Resting in shaded crevice along cliff.,"['Snail', 'Small Fish', 'Barnacle']",6.0,4.545454545454546,4.465482441371286,3.901215712244976,48.34586687126114,,,61
62,U. olhanensis,male,j,,Displaying territorial behavior against intruder.,"['Polychaete Worm', 'Snail', 'Shrimp']",7.0,0.7272727272727273,0.9037240293777212,0.7355505756219145,2.8854448429341217,,,62
63,A. Farensis,male,a,,Color change during molting stress.,"['Sea Urchin', 'Coral Fragment', 'Sea Star', 'Barnacle']",7.0,0.6818181818181818,0.6277184152219845,0.4476208622370242,1.5044003409858475,,,63
64,u. olhanen.,male,p,,Traversing algae-slick rock surfaces.,['Barnacle'],7.0,1.8409090909090908,1.4223552502477153,7.473522803763527,1.0168938129382088,,,64
65,U. olhanensis,female,a,False,Searching tidal pools for nutrients.,"['Algae', 'Sea Sponge']",10.0,2.2373508427365256,2.1962740037541204,1.634894919061071,1.8714771351674087,,,65
66,U. olhanensis,male,a,,Color change during molting stress.,['Jellyfish'],4.0,5.318181818181818,5.555723196532913,60.4719558038936,4.018670227273327,,,66
67,u. olhanen.,male,s,,Camouflaging with nearby mud.,"['Coral Fragment', 'Hermit Crab']",3.0,5.0,4.662438863960992,44.36119007088501,3.5803751040820653,,,67
68,A farensis,male,j,,Hiding beneath overhanging rock.,"['Crab (Other Species)', 'Mussel', 'Sea Anemone', 'Shrimp']",5.0,0.9545454545454546,1.2725972183583116,0.9283612649634552,6.390798451103231,,,68
69,U. olhanensis,female,a,False,Gradual movement in cold conditions.,"['Snail', 'Barnacle', 'Sea Urchin']",6.0,3.057328867120923,2.9035582301055047,1.7657925912023478,2.3992393631361817,,,69
70,u. olhanen.,female,s,False,Rhythmic waving as social cue.,"['Barnacle', 'Mussel', 'Algae', 'Jellyfish']",6.0,1.7901685115711816,2.087670807739564,1.6123265353098135,1.7268035443654464,,,70
71,A farensis,female,a,False,Harvesting food beneath floating debris.,['Shrimp'],7.0,5.509602837235552,4.749391292876199,3.578171922119236,4.247958968700357,,,71
72,U. olhanensis,female,j,False,Rapid clawing during feeding bouts.,['Sea Anemone'],6.0,1.3134622020462787,2.107049580444293,1.6269608405604485,1.7929411470891308,,,72
73,u. olhanen.,male,s,,Feeding on small crustaceans in crevices.,['Polychaete Worm'],9.0,2.727272727272727,2.7133105604389924,2.334226938529061,22.661974896274078,,,73
74,Ucides alvorensis,female,s,False,Engaging in struggle with seaweed entanglement.,"['Jellyfish', 'Barnacle', 'Algae', 'Sea Star']",6.0,1.6131484335641715,1.6733606427223962,1.213256096164666,1.486282802386116,,,74
75,Ucides alvorensis, ,p,,Adopting threatening stance when approached.,"['Sea Star', 'Crab (Other Species)', 'Mussel', 'Snail', 'Sea Sponge']",6.0,1.1753819825924277,1.1446363646277957,0.956763708998244,1.052800486684719,,,75
76,Ucides alvorensis,female,p,False,Approaching small fish with curiosity.,"['Mussel', 'Shrimp', 'Algae', 'Sea Urchin', 'Small Fish']",5.0,1.2723898988711815,1.1136125278053999,0.8525569970678037,0.9793939295299783,,,76
77,A. Farensis,male,s,,Advancing toward bait in water.,"['Mussel', 'Sea Anemone', 'Coral Fragment', 'Hermit Crab', 'Sea Sponge']",5.0,1.4772727272727273,1.682767098709184,8.31130236378492,1.5085943883549193,,,77
78,U. olhanensis,female,p,False,Claw snapping in diver confrontation.,['Small Fish'],7.0,0.546074073562635,0.6298139888940031,0.41743721288051944,0.5376421215669365,,,78
79,A farensis,male,a,,Scuttling swiftly over rocky terrain.,"['Small Fish', 'Hermit Crab']",7.0,3.1363636363636362,3.2365337985569114,2.7435399831530427,29.989920097949724,,,79
80,A farensis,female,a,False,Defensive claw movement in water.,"['Snail', 'Sea Anemone', 'Jellyfish', 'Crab (Other Species)']",5.0,2.1424240979740343,2.0348984911597614,1.4407885989273626,1.7648051068280475,,,80
81,U. olhanensis,female,p,False,Escaping from pursuing predator silhouette.,"['Mussel', 'Sea Urchin', 'Small Fish']",3.0,1.739843027131446,1.3006821519424838,1.0110426875224718,1.050940492461835,,,81
82,Ucides alvorensis,female,j,False,Collecting biofilm from sunken wood.,"['Crab (Other Species)', 'Jellyfish']",5.0,1.3721933425742492,1.9900321738766247,1.4892405522714602,1.6758527906362823,,,82
83,U. olhanensis,male,s,,Harvesting food beneath floating debris.,"['Algae', 'Coral Fragment', 'Sea Anemone']",4.0,4.204545454545454,4.113182274170907,37.55319615901829,3.1792757091241146,,,83
84,u. olhanen.,female,p,True,Concealing self beneath floating matter.,"['Crab (Other Species)', 'Sea Anemone', 'Barnacle']",8.0,1.9010847369444994,1.3013300906106495,0.7877949892368128,1.0601968960736357,,,84
85,A. Farensis,female,p,False,Group migration across shallow seabed.,['Jellyfish'],6.0,1.0477617175137786,1.1812214072839486,0.8291668084261562,0.9916517066313737,,,85
86,u. olhanen.,male,a,,Grazing on mollusks among debris.,"['Mussel', 'Snail', 'Polychaete Worm']",6.0,3.0,2.9418440696049233,2.6377846888574803,26.33965123458996,,,86
87,u. olhanen.,male,s,,Searching tidal pools for nutrients.,"['Mussel', 'Shrimp', 'Jellyfish', 'Sea Star', 'Sea Sponge']",6.0,4.090909090909091,4.90588598771764,50.141399953642754,4.206560100869947,,,87
88,A farensis,female,s,True,Guarding eggs beneath body flap.,"['Crab (Other Species)', 'Sea Urchin']",6.0,3.9747370143511076,4.65373841244146,3.3357380000522583,3.9717304966367326,,,88
89,A farensis,male,j,,Peering out cautiously from cover.,['Crab (Other Species)'],5.0,0.2727272727272727,0.22037814708120312,0.3132217248393833,0.19201694398734812,,,89
90,A. Farensis,female,p,False,Concealing self beneath floating matter.,"['Sea Anemone', 'Polychaete Worm', 'Shrimp', 'Sea Urchin', 'Jellyfish']",6.0,3.6136430682522844,3.059433192606174,2.320562231850464,2.662155528428146,,,90
91,u. olhanen.,female,a,False,Gradual movement in cold conditions.,"['Hermit Crab', 'Sea Anemone']",4.0,1.234227797188484,1.428612009975993,1.0430778274161734,1.2468927453252976,,,91
92,Ucides alvorensis,male,s,,Lying still to avoid detection.,"['Jellyfish', 'Mussel', 'Coral Fragment', 'Small Fish']",7.0,2.272727272727273,2.2840100347677796,16.775105417129392,1.6157988396085345,,,92
93,U. olhanensis,male,s,,Clambering up submerged tree trunks.,['Sea Sponge'],7.0,1.5909090909090908,1.8080173757676656,1.5650085300200245,10.487451741230803,,,93
94,U. olhanensis,male,a,,Inspecting remains of another crab.,"['Shrimp', 'Coral Fragment', 'Mussel', 'Polychaete Worm']",9.0,4.363636363636363,4.68810430551115,3.735460453116704,55.88295683169922,,,94
95,A. Farensis,male,a,,Scuttling swiftly over rocky terrain.,"['Jellyfish', 'Crab (Other Species)', 'Snail']",5.0,4.5,4.8465197155299276,3.669367624152594,56.26347560783619,,,95
96,A farensis,female,s,False,Group migration across shallow seabed.,"['Crab (Other Species)', 'Polychaete Worm']",9.0,4.481496105066146,4.131855778466406,2.7900658213009457,3.61514644227223,,,96
97,u. olhanen.,female,j,False,Concealing self beneath floating matter.,"['Crab (Other Species)', 'Algae', 'Hermit Crab', 'Sea Anemone']",7.0,1.650640376715241,1.1548573297719222,0.7748554814604535,1.0067210380330922,,,97
98,A. Farensis, ,a,,Feeding on small crustaceans in crevices.,"['Barnacle', 'Jellyfish', 'Hermit Crab', 'Sea Sponge', 'Polychaete Worm']",6.0,0.8181818181818182,0.7632134789342249,1.221699309066653,0.5538333472138318,,,98
99,u. olhanen.,male,a,,Frequent pausing while exploring.,"['Mussel', 'Polychaete Worm', 'Sea Urchin', 'Crab (Other Species)']",8.0,9.545454545454545,9.132074012242908,161.30272354320988,6.926813428310935,,,99
100,A farensis,female,s,False,Waving claw in signal to another crab.,"['Barnacle', 'Algae', 'Sea Star', 'Small Fish', 'Coral Fragment']",10.0,4.010133348024031,4.3812419737213935,2.820532089738721,3.709140120209231,,,100
101,U. olhanensis,male,s,,Swimming briefly to avoid disturbance.,"['Shrimp', 'Sea Star', 'Mussel', 'Hermit Crab', 'Small Fish']",8.0,1.3636363636363635,1.3707306299509607,1.1984600431197792,6.639825332699144,,,101
102,A farensis,female,s,False,Searching tidal pools for nutrients.,"['Sea Anemone', 'Small Fish', 'Shrimp', 'Barnacle', 'Algae']",5.0,1.3794678544838102,1.155049384703758,0.8067413326190768,1.0301699419657433,,,102
103,u. olhanen.,female,a,False,Adopting threatening stance when approached.,['Polychaete Worm'],4.0,3.1530079161608895,3.2549421933744003,2.271430888589006,2.92484485527956,,,103
104,A. Farensis,male,s,,Gradual movement in cold conditions.,"['Sea Sponge', 'Sea Anemone', 'Mussel', 'Jellyfish', 'Algae']",9.0,3.8636363636363638,3.818391622417223,35.64817624888173,3.337468796989837,,,104
105,U. olhanensis,male,a,,Collecting biofilm from sunken wood.,"['Sea Anemone', 'Sea Star', 'Small Fish']",7.0,2.4545454545454546,2.3320275472012173,15.292198944843836,1.9848938394426054,,,105
106,A farensis,male,s,,Lying still to avoid detection.,['Mussel'],6.0,0.6818181818181818,0.6927952409282558,0.6115539413252965,1.9426287990856024,,,106
107,u. olhanen.,male,j,,Rhythmic waving as social cue.,"['Barnacle', 'Hermit Crab', 'Sea Urchin']",9.0,1.9545454545454546,1.9608321909980153,1.76432989579616,11.000354976120576,,,107
108,u. olhanen.,male,a,,Engaging in antennae-to-antennae contact.,"['Jellyfish', 'Shrimp', 'Hermit Crab', 'Crab (Other Species)', 'Sea Sponge']",8.0,3.8181818181818183,4.188827834404704,3.5718061029392416,47.37509820806943,,,108
109,U. olhanensis,male,a,,Interaction with nearby hermit crab.,"['Crab (Other Species)', 'Sea Star', 'Sea Urchin']",7.0,5.863636363636363,6.350495369741018,92.82407449070529,5.309422366934236,,,109
110,A farensis,female,p,False,Clambering up submerged tree trunks.,"['Crab (Other Species)', 'Barnacle', 'Sea Anemone']",9.0,1.0183636264509184,0.8970148406231196,0.6462806218846673,0.7891042239625989,,,110
111,U. olhanensis,male,p,,Waving claw in signal to another crab.,['Jellyfish'],2.0,2.7954545454545454,3.1771025494012433,27.737376729855615,2.337473494134514,,,111
112,u. olhanen.,female,a,True,Progressing cautiously through new area.,"['Small Fish', 'Hermit Crab', 'Polychaete Worm', 'Jellyfish']",11.0,5.610248872678847,5.51977369820478,4.133225893921034,4.517640337038494,,,112
113,u. olhanen.,female,a,False,Escaping from pursuing predator silhouette.,['Snail'],3.0,3.4340974153810353,3.6995442766065336,2.557802445644735,3.3226232488932577,,,113
114,u. olhanen.,male,p,,Darting away in response to sudden shadow.,"['Algae', 'Jellyfish']",4.0,2.3181818181818183,1.8934776152018555,1.6254990615192388,10.529748812723712,,,114
115,Ucides alvorensis,female,p,False,Displaying territorial behavior against intruder.,['Crab (Other Species)'],9.0,1.5388591490954022,1.8330880055014545,1.451136905074465,1.5433391296419572,,,115
116,U. olhanensis,male,s,,Color change during molting stress.,"['Hermit Crab', 'Algae', 'Coral Fragment']",7.0,5.454545454545454,4.443811266483952,43.078622913684,3.7629543436281634,,,116
117,A. Farensis,male,j,,Swimming briefly to avoid disturbance.,"['Jellyfish', 'Shrimp', 'Sea Anemone', 'Hermit Crab', 'Barnacle']",7.0,1.7272727272727273,1.9243645749151042,12.049513427664543,1.370811440374291,,,117
118,A farensis,female,s,False,Escaping from pursuing predator silhouette.,"['Coral Fragment', 'Barnacle', 'Sea Urchin', 'Algae', 'Shrimp']",4.0,1.8166757727856897,2.3048549621938412,1.603683416333948,1.9206715439320767,,,118
119,A farensis,female,a,False,Collecting biofilm from sunken wood.,['Small Fish'],3.0,2.671812945822701,2.9534364586012085,2.1784847281802815,2.392052770836844,,,119
120,A. Farensis,male,a,True,Lying still to avoid detection.,"['Coral Fragment', 'Sea Urchin', 'Crab (Other Species)', 'Algae']",7.0,5.454545454545454,5.717351043567992,4.0317647110177,62.97264043067314,,,120
121,A. Farensis,female,j,False,Picking algae carefully off rock faces.,"['Sea Sponge', 'Sea Star', 'Shrimp', 'Algae']",8.0,0.4811843705895256,0.5114918404470854,0.36969243932440143,0.4284640005705048,,,121
122,A farensis,female,s,False,Claw snapping in aggressive encounter.,"['Crab (Other Species)', 'Sea Sponge', 'Jellyfish', 'Small Fish']",10.0,1.4490079644101401,1.7583585864591897,1.2872590867266875,1.4565024367273045,,,122
123,A. Farensis,male,a,,Frequent pausing while exploring.,"['Crab (Other Species)', 'Shrimp', 'Sea Star']",7.0,2.0454545454545454,2.103317644054151,1.7180112736878284,14.32086988308174,,,123
124,A farensis,female,a,False,Progressing cautiously through new area.,"['Barnacle', 'Sea Urchin', 'Shrimp', 'Coral Fragment', 'Hermit Crab']",9.0,2.728841670050162,2.856640583710495,2.1297183908028483,2.368177760716595,,,124
125,U. olhanensis,female,a,False,Progressing cautiously through new area.,"['Small Fish', 'Crab (Other Species)', 'Shrimp', 'Snail']",9.0,2.526023775323634,2.7137954960331765,1.9831324845558986,2.29915161051757,,,125
126,A farensis,female,s,False,Traversing algae-slick rock surfaces.,"['Hermit Crab', 'Small Fish', 'Mussel', 'Snail', 'Algae']",5.0,3.082908537777479,2.947102308128424,2.0373425853059506,2.374738739431433,,,126
127,U. olhanensis,male,a,,Scavenging at the edge of tidal pools.,"['Crab (Other Species)', 'Sea Star', 'Sea Sponge', 'Jellyfish', 'Mussel']",6.0,3.1363636363636362,3.207703602755377,27.26575115872473,2.8827908330632197,,,127
128,Ucides alvorensis,female,s,False,Inspecting remains of another crab.,"['Small Fish', 'Snail', 'Jellyfish', 'Mussel']",7.0,1.539394015165296,1.7381404440444348,1.311370507735288,1.434899700442548,,,128
129,U. olhanensis,male,a,,Progressing cautiously through new area.,"['Crab (Other Species)', 'Jellyfish', 'Sea Anemone']",4.0,2.590909090909091,2.7772638167450725,20.34297108847697,2.1624145157246484,,,129
130,A farensis,male,s,True,Staying half-submerged in loose sand.,"['Hermit Crab', 'Crab (Other Species)', 'Jellyfish', 'Small Fish', 'Barnacle']",7.0,4.659090909090909,4.698582852225884,3.932049644011776,46.48150747269964,,,130
131,A farensis,female,j,True,Claw snapping in aggressive encounter.,"['Hermit Crab', 'Mussel']",3.0,0.26050761703182046,0.18792224794432377,0.1186976299220295,0.16869564467511744,,,131
132,A. Farensis,male,j,,Picking algae carefully off rock faces.,"['Jellyfish', 'Shrimp', 'Polychaete Worm', 'Sea Star', 'Crab (Other Species)']",8.0,0.9090909090909091,0.7262221935144096,2.3932845484271765,0.5618005514838048,,,132
133,U. olhanensis,male,a,,Side-stepping along sandy coastal floor.,"['Hermit Crab', 'Polychaete Worm', 'Small Fish']",4.0,8.181818181818182,7.471316889669719,6.0043624220155065,99.97596089748687,,,133
134,u. olhanen.,male,a,,"Stationary, blending into rocky backdrop.","['Polychaete Worm', 'Snail', 'Hermit Crab']",8.0,5.318181818181818,5.238495948426066,3.716444530231685,58.376899260167654,,,134
135,A. Farensis,female,a,False,Adopting threatening stance when approached.,"['Crab (Other Species)', 'Jellyfish']",7.0,2.829660624192128,2.9792414035946937,1.9001219333008437,2.4169778561984363,,,135
136,A. Farensis,female,s,False,Guarding eggs beneath body flap.,['Snail'],4.0,4.662114575305638,5.6306572116188995,3.9805371754514254,4.968778721270586,,,136
137,Ucides alvorensis,female,j,False,Claw shaking post-contact gesture.,"['Small Fish', 'Snail', 'Coral Fragment', 'Polychaete Worm', 'Crab (Other Species)']",6.0,1.4715685377811647,1.6944562110790065,1.1503213296113932,1.3680608286854545,,,137
