species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,male,adult,U. olhanensis,,Claw snapping in competition.,"['Hermit Crab', 'Sea Sponge', 'Shrimp', 'Sea Anemone']",4.0,6.2727272727272725,6.393974048383694,7.972174065478232,6.429079907284533,2.4545454545454546,2021-09-11,,,14
,female,adult,U. olhanensis,False,Dragging shell fragment backward.,"['Crab (Other Species)', 'Polychaete Worm', 'Snail', 'Mussel', 'Barnacle']",5.0,2.379799225440522,2.5237024624136333,3.6242164035451694,2.5565887784917307,2.4545454545454546,2021-09-11,,,15
,female,sub_adult,A. Farensis,False,Feeding on small crustaceans.,"['Polychaete Worm', 'Small Fish', 'Hermit Crab', 'Mussel', 'Algae']",3.0,2.0571250846601745,2.138948329408615,2.577100757568608,2.1826446683867133,2.5454545454545454,2021-09-11,,,16
,female,juvenile,u. olhanen.,False,Swimming short distance to escape.,"['Shrimp', 'Sea Anemone', 'Polychaete Worm', 'Algae']",6.0,1.7234603436151452,1.8598143015234265,2.5695193850099756,1.7253536010143122,2.4545454545454546,2021-09-11,,,17
,male,adult,U. olhanensis,,Inspecting discarded crab shell.,"['Small Fish', 'Sea Sponge', 'Hermit Crab', 'Sea Anemone']",6.0,3.409090909090909,3.1088688573257937,4.454938607219584,3.7060774857464325,2.6363636363636362,2021-09-11,,,18
,male,juvenile,U. olhanensis,,Hiding under floating debris.,"['Sea Star', 'Barnacle', 'Algae', 'Sea Sponge', 'Mussel']",6.0,1.4090909090909092,1.769820061085276,2.219679767260052,1.4242518221423106,2.4545454545454546,2021-09-11,,,19
,male,juvenile,A farensis,True,Interacting with small fish nearby.,"['Sea Urchin', 'Sea Anemone', 'Barnacle', 'Sea Star', 'Coral Fragment']",8.0,1.9090909090909092,1.5017702662362309,1.9555339028400844,2.034856774800773,2.4545454545454546,2021-09-11,,,20
,-,adult,A farensis,,Exploring new territory.,"['Snail', 'Polychaete Worm']",4.0,2.3181818181818183,2.1577491682324648,2.64048537795209,2.3666742534843754,2.4545454545454546,2021-09-11,,,21
,male,adult,A farensis,,Guarding eggs under abdominal flap.,"['Hermit Crab', 'Sea Urchin', 'Shrimp']",6.0,0.9545454545454546,0.9796791699463622,1.3147504316145633,1.0239907454408126,2.6363636363636362,2021-09-11,,,22
,female,sub_adult,U. olhanensis,False,Guarding a small hole in sediment.,"['Crab (Other Species)', 'Shrimp', 'Mussel', 'Sea Sponge']",3.0,3.5732738643443565,2.598176501715746,3.5305218115980552,3.6457078730842882,2.5454545454545454,2021-09-11,,,23
,female,juvenile,U. olhanensis,False,Feeding on detritus in shallow water.,"['Snail', 'Crab (Other Species)', 'Mussel', 'Shrimp', 'Sea Anemone']",6.0,1.2305116564322107,0.8040663421864569,1.1970755364617722,1.2983597556455015,2.5454545454545454,2021-09-11,,,24
,male,pre_puberty,u. olhanen.,,Guarding eggs under abdominal flap.,"['Barnacle', 'Sea Anemone', 'Hermit Crab', 'Small Fish', 'Mussel']",11.0,2.0454545454545454,1.5025196265250378,2.0212047823554973,2.139641253596354,2.6363636363636362,2021-09-11,,,25
,female,pre_puberty,U. olhanensis,False,Hiding in sandy burrow.,"['Sea Sponge', 'Snail', 'Sea Anemone', 'Hermit Crab']",3.0,2.3976505895195244,3.441236160124579,4.8315570164941475,2.410058864975991,2.6363636363636362,2021-09-11,,,26
,male,sub_adult,u. olhanen.,,Searching for mates at twilight.,"['Hermit Crab', 'Sea Sponge', 'Shrimp']",4.0,4.318181818181818,4.649214056759849,5.794456519271058,4.3885909847281575,2.5454545454545454,2021-09-11,,,27
,male,adult,A. Farensis,,Interaction with hermit crabs.,"['Snail', 'Barnacle', 'Sea Sponge', 'Polychaete Worm']",6.0,3.1363636363636362,2.981078872590754,4.114627872868678,3.1776998378195005,2.4545454545454546,2021-09-11,,,28
,male or female,adult,A. Farensis,,Picking detritus from seabed.,"['Snail', 'Hermit Crab']",4.0,5.318181818181818,5.494966412271914,8.101782849381088,5.399077545143563,2.5454545454545454,2021-09-11,,,29
,male,adult,u. olhanen.,True,Scavenging near tidal pools.,"['Sea Star', 'Polychaete Worm']",8.0,4.2272727272727275,4.456112419365952,6.130790743034033,4.23997155860075,2.5454545454545454,2021-09-11,,,30
,N/R,adult,A farensis,,Claw snapping at diver.,"['Algae', 'Crab (Other Species)', 'Snail']",6.0,0.9545454545454546,0.9688532814600951,1.1669831008814244,1.0369524757640194,2.5454545454545454,2021-09-11,,,31
,male,juvenile,u. olhanen.,,Exchanging antenna taps.,"['Sea Urchin', 'Sea Sponge', 'Snail', 'Small Fish', 'Shrimp']",6.0,0.9090909090909091,1.148770957624187,1.4798063780893158,0.9614483244394806,2.5454545454545454,2021-09-11,,,32
,-,pre_puberty,U. olhanensis,,Searching for food in tidal pools.,"['Crab (Other Species)', 'Barnacle', 'Snail']",7.0,1.9090909090909092,1.8761019997090187,2.7763643065014003,1.980941747043637,2.5454545454545454,2021-09-11,,,33
,female,juvenile,Ucides alvorensis,False,Searching for mates at twilight.,"['Sea Anemone', 'Mussel', 'Small Fish', 'Coral Fragment', 'Barnacle']",4.0,0.6367720618739804,0.8008943249337509,0.9891726678304086,0.6472397041359355,2.4545454545454546,2021-09-11,,,34
,male,pre_puberty,A. Farensis,,Mating behavior with antenna touching.,['Sea Urchin'],6.0,2.25,1.7570104032036247,2.3711979835255774,2.266167748216916,2.6363636363636362,2021-09-11,,,35
,male,sub_adult,A. Farensis,,Moving sideways along sandy bottom.,"['Hermit Crab', 'Jellyfish']",6.0,4.545454545454546,4.4740145086900265,6.542783626892617,4.973693899189673,2.6363636363636362,2021-09-11,,,36
,female,sub_adult,A farensis,False,Slow movement near seagrass patches.,"['Sea Anemone', 'Jellyfish', 'Small Fish', 'Algae', 'Shrimp']",4.0,4.204436359116267,5.100462085808658,7.131775829925624,4.551100305451343,2.5454545454545454,2021-09-11,,,37
,female,adult,A. Farensis,False,Picking algae from rock surface.,"['Algae', 'Crab (Other Species)']",5.0,2.2726092843778236,2.333881628084546,2.940443378410431,2.4543928841705918,2.3636363636363638,2021-09-11,,,38
,female,sub_adult,A. Farensis,False,Rapid crossing of open sand.,"['Algae', 'Crab (Other Species)', 'Shrimp', 'Sea Urchin', 'Barnacle']",4.0,2.527718762191783,2.439446390710186,3.054252477667974,2.730509535436753,2.4545454545454546,2021-09-11,,,39
,male or female,juvenile,Ucides alvorensis,True,Hiding in sandy burrow.,"['Sea Urchin', 'Barnacle', 'Sea Anemone', 'Jellyfish', 'Coral Fragment']",5.0,1.2272727272727273,0.9391495560499734,1.3513579481401081,1.2490559678917412,2.727272727272727,2021-09-11,,,40
,female,adult,U. olhanensis,False,Vibrating antennae in water currents.,"['Sea Star', 'Polychaete Worm', 'Barnacle', 'Small Fish', 'Mussel']",6.0,1.3471427706851924,1.1641583108601978,1.6413495991558233,1.4585173759994121,2.5454545454545454,2021-09-11,,,41
,male,adult,A farensis,,Pausing frequently during exploration.,"['Sea Star', 'Small Fish', 'Barnacle', 'Algae']",6.0,1.6363636363636365,1.4980530020738778,1.9293734874920196,1.7575210680563365,2.5454545454545454,2021-09-11,,,42
,male,sub_adult,A farensis,,Exploring new territory.,"['Coral Fragment', 'Jellyfish', 'Sea Urchin', 'Hermit Crab']",5.0,4.545454545454546,5.123455470636714,6.845572334523988,4.570023951081077,2.4545454545454546,2021-09-11,,,43
,male,adult,U. olhanensis,,Slow movement near seagrass patches.,"['Sea Urchin', 'Polychaete Worm', 'Sea Anemone', 'Jellyfish', 'Barnacle']",4.0,4.2272727272727275,4.629342367144258,6.026655863255843,4.448359839688842,2.5454545454545454,2021-09-11,,,44
,female,sub_adult,U. olhanensis,False,Feeding on small mollusks.,['Snail'],5.0,1.3110164333746712,1.3990535364442662,2.0840924172397632,1.405448558891361,2.5454545454545454,2021-09-11,,,45
,female,adult,Ucides alvorensis,False,Climbing barnacle-covered surfaces.,['Shrimp'],6.0,2.1064557718140398,2.7416280723874067,3.5600293515631507,2.1336390128445046,2.5454545454545454,2021-09-11,,,46
,male,adult,A farensis,,Vibrating antennae in water currents.,['Algae'],7.0,2.3181818181818183,2.1778004749284197,2.8680853424448918,2.3482849310933678,2.4545454545454546,2021-09-11,,,47
,male,sub_adult,U. olhanensis,,Feeding on algae scraped from rocks.,"['Small Fish', 'Polychaete Worm', 'Mussel', 'Sea Star', 'Barnacle']",6.0,3.2954545454545454,3.065470225858769,3.772929105245095,3.317450836500442,2.5454545454545454,2021-09-11,,,48
,female,juvenile,A farensis,False,Hiding in sandy burrow.,['Shrimp'],7.0,0.42157890487897376,0.4920114734217485,0.7182307437003286,0.4513730539526111,2.4545454545454546,2021-09-11,,,49
,female,sub_adult,u. olhanen.,False,Exploring new territory.,"['Shrimp', 'Polychaete Worm', 'Sea Anemone', 'Barnacle', 'Snail']",6.0,0.9927734298545672,1.157261382821417,1.5855362555049717,1.0436121724013203,2.5454545454545454,2021-09-11,,,50
,male,pre_puberty,u. olhanen.,,Escaping predator silhouette overhead.,"['Snail', 'Coral Fragment', 'Polychaete Worm', 'Barnacle', 'Jellyfish']",4.0,2.4545454545454546,2.651932887360984,3.639117652608839,2.4904986251365813,2.727272727272727,2021-09-11,,,51
,female,sub_adult,A farensis,False,Feeding on detritus in shallow water.,['Hermit Crab'],3.0,1.296203917724456,1.6210101983076073,2.3239611514242133,1.3174165233697086,2.727272727272727,2021-09-11,,,52
,male,pre_puberty,u. olhanen.,,Mating behavior with antenna touching.,"['Sea Anemone', 'Sea Star', 'Hermit Crab']",6.0,1.1590909090909092,1.0521162688518173,1.3437609333865026,1.271539503118064,2.6363636363636362,2021-09-11,,,53
,male or female,sub_adult,Ucides alvorensis,,Burrowing into sandy sediment.,['Coral Fragment'],7.0,2.0454545454545454,1.7890845893316898,2.6684542661488675,2.198638645340658,2.5454545454545454,2021-09-11,,,54
,female,sub_adult,u. olhanen.,False,Claw snapping at diver.,"['Crab (Other Species)', 'Shrimp', 'Snail', 'Barnacle']",3.0,2.289449749695992,2.9096353929559045,3.7074380129408113,2.316355420356231,2.6363636363636362,2021-09-11,,,55
,female,sub_adult,A farensis,False,Rapid claw movement while feeding.,"['Sea Anemone', 'Algae', 'Snail']",9.0,2.641627444937223,2.438561633006294,3.2488095795982574,2.8263772392148816,2.727272727272727,2021-09-11,,,56
,male or female,sub_adult,U. olhanensis,,Moving toward warmer water pockets.,"['Sea Anemone', 'Barnacle']",6.0,4.431818181818182,3.687495111891404,4.964941707533552,4.618789026763293,2.4545454545454546,2021-09-11,,,57
,female,pre_puberty,U. olhanensis,False,Resting in shaded rock crevice.,['Hermit Crab'],8.0,1.6343507274323619,1.4238483863679747,2.1051202600619665,1.6968040709582801,2.6363636363636362,2021-09-11,,,58
,female,adult,u. olhanen.,False,Hiding in sandy burrow.,"['Sea Sponge', 'Jellyfish', 'Barnacle', 'Sea Anemone', 'Sea Star']",7.0,1.9936461759558808,1.9327821266869991,2.6211241835427113,2.1785702415018524,2.6363636363636362,2021-09-11,,,59
,female,sub_adult,u. olhanen.,False,Climbing vertical rock face.,"['Sea Anemone', 'Polychaete Worm', 'Hermit Crab', 'Snail']",7.0,0.6405871341804243,0.6959340906561002,0.893382366919007,0.6512604046936311,2.8181818181818183,2021-09-11,,,60
,female,juvenile,U. olhanensis,False,Social contact with other crabs.,"['Sea Urchin', 'Sea Star', 'Coral Fragment', 'Shrimp', 'Jellyfish']",10.0,1.2457863483714113,1.24904487854897,1.732756344947773,1.3058221124890692,2.5454545454545454,2021-09-11,,,61
,female,adult,U. olhanensis,True,Scavenging near tidal pools.,"['Jellyfish', 'Sea Anemone', 'Hermit Crab']",7.0,2.2082775258356455,2.221098428520282,3.1670535613040864,2.3363233781263313,2.6363636363636362,2021-09-11,,,62
,female,sub_adult,A. Farensis,False,Slow movement near seagrass patches.,"['Small Fish', 'Barnacle', 'Sea Urchin', 'Shrimp', 'Sea Sponge']",10.0,1.9620981033840577,2.5022008203405517,3.6080564653132883,1.9897307246592455,2.4545454545454546,2021-09-11,,,63
,female,sub_adult,u. olhanen.,False,Feeding on small mollusks.,"['Snail', 'Algae', 'Crab (Other Species)', 'Shrimp', 'Sea Anemone']",9.0,4.48902623244357,3.7314137686051576,4.713671344116288,4.640750872425408,2.3636363636363638,2021-09-11,,,64
,male,pre_puberty,u. olhanen.,,Hiding in sandy burrow.,"['Small Fish', 'Hermit Crab']",10.0,1.5681818181818181,1.5519248892779223,1.9381828571318083,1.6319858578914506,2.4545454545454546,2021-09-11,,,65
,female,sub_adult,U. olhanensis,False,Burrowing into sandy sediment.,"['Jellyfish', 'Snail', 'Small Fish', 'Hermit Crab']",10.0,0.5853984850710645,0.5217675970580788,0.7393376722928781,0.6184789550227769,2.6363636363636362,2021-09-11,,,66
,male,pre_puberty,A farensis,,Resting in shaded rock crevice.,"['Snail', 'Polychaete Worm', 'Sea Urchin']",4.0,2.522727272727273,1.8472858029196777,2.765570170704994,2.5727946929033716,2.4545454545454546,2021-09-11,,,67
,female,adult,A. Farensis,False,Escaping from aggressive fish.,['Sea Star'],6.0,3.2399690117668585,3.596923559601994,4.815654205772091,3.446136528912372,2.3636363636363638,2021-09-11,,,68
,female,juvenile,A. Farensis,False,Moving in groups.,['Jellyfish'],7.0,0.48706329683477756,0.46636194686453886,0.6268999623112671,0.5284500714956146,2.5454545454545454,2021-09-11,,,69
,female,adult,A farensis,False,Interaction with hermit crabs.,['Polychaete Worm'],6.0,2.24142658335122,2.4524712333167873,3.362582390143024,2.383664991965897,2.4545454545454546,2021-09-11,,,70
,female,pre_puberty,Ucides alvorensis,False,Dragging shell fragment backward.,['Crab (Other Species)'],6.0,1.7764062736445134,2.3472257536641905,3.2084896271136114,1.8719416228576782,2.4545454545454546,2021-09-11,,,71
, ,sub_adult,Ucides alvorensis,,Crab moving quickly across rocks.,['Sea Star'],8.0,2.5,2.190674260472143,2.9878626156518164,2.567526319079854,2.5454545454545454,2021-09-11,,,72
,female,sub_adult,U. olhanensis,False,Crab moving quickly across rocks.,"['Barnacle', 'Small Fish']",4.0,1.8136079517425174,1.8494106591778603,2.635535386656807,1.891913729518072,2.4545454545454546,2021-09-11,,,73
,male,sub_adult,U. olhanensis,,Climbing submerged rocks.,"['Algae', 'Snail', 'Jellyfish', 'Hermit Crab', 'Crab (Other Species)']",9.0,4.318181818181818,4.908864641074612,6.712992558397951,4.719186487711558,2.5454545454545454,2021-09-11,,,74
,-,sub_adult,Ucides alvorensis,,Defensive posture when approached.,['Algae'],5.0,4.204545454545454,3.8245284199431016,5.116160056301879,4.54347747862403,2.6363636363636362,2021-09-11,,,75
,male,adult,A farensis,,Pausing frequently during exploration.,"['Coral Fragment', 'Barnacle', 'Polychaete Worm', 'Sea Anemone', 'Sea Sponge']",8.0,7.5,7.395974825078183,9.618576170939841,7.866319328897075,2.4545454545454546,2021-09-11,,,76
,female,adult,U. olhanensis,False,Exploring new territory.,"['Polychaete Worm', 'Small Fish', 'Sea Urchin', 'Jellyfish', 'Sea Anemone']",6.0,2.9981450231653923,3.143432313843528,3.8019826724521577,3.0803045550161543,2.5454545454545454,2021-09-11,,,77
,male,sub_adult,u. olhanen.,,Picking detritus from seabed.,"['Hermit Crab', 'Crab (Other Species)']",6.0,4.7727272727272725,4.791469475658752,6.743272639603847,5.149954820235319,2.6363636363636362,2021-09-11,,,78
,female,pre_puberty,u. olhanen.,False,Retreating into burrow.,"['Snail', 'Sea Star', 'Coral Fragment', 'Sea Anemone', 'Sea Urchin']",6.0,0.531594212426888,0.43862679095614826,0.6351556810237088,0.5436504243768421,2.5454545454545454,2021-09-11,,,79
,male,sub_adult,u. olhanen.,True,Swimming short distance to escape.,"['Small Fish', 'Snail', 'Algae']",6.0,5.795454545454546,6.8895614400584115,8.549401133617305,5.910625941230546,2.5454545454545454,2021-09-11,,,80
,female,adult,u. olhanen.,False,Displaying dominance by lifting body.,"['Hermit Crab', 'Mussel']",2.0,1.6572425184006596,1.5073739736076766,2.144009648446069,1.7194851042045434,2.3636363636363638,2021-09-11,,,81
,female,adult,U. olhanensis,False,Claw waving directed at nearby crab.,"['Barnacle', 'Small Fish', 'Sea Sponge', 'Hermit Crab']",7.0,3.8180797408822134,3.692749218683211,4.705899678844028,4.137073373634581,2.5454545454545454,2021-09-11,,,82
,female,adult,u. olhanen.,False,Swimming short distance to escape.,"['Barnacle', 'Shrimp']",9.0,3.7879981658345816,3.9905496736672776,5.811902763268278,3.8001341317725914,2.5454545454545454,2021-09-11,,,83
,female,adult,U. olhanensis,False,Feeding on small crustaceans.,"['Hermit Crab', 'Sea Anemone', 'Barnacle', 'Sea Sponge', 'Small Fish']",5.0,3.9230205849442075,3.4922427333433514,4.682304628340746,3.9581146442235937,2.6363636363636362,2021-09-11,,,84
,male,juvenile,u. olhanen.,,Sitting still blending with environment.,"['Polychaete Worm', 'Shrimp', 'Sea Star', 'Jellyfish']",4.0,2.409090909090909,1.9635153501976352,2.3620457659699223,2.513907781758394,2.4545454545454546,2021-09-11,,,85
,female,sub_adult,Ucides alvorensis,False,Burrowing into sandy sediment.,['Barnacle'],9.0,4.241419798699776,4.623757832049444,6.915033999848558,4.245270728427207,2.4545454545454546,2021-09-11,,,86
,female,sub_adult,A. Farensis,False,Retreating quickly from shadow.,"['Hermit Crab', 'Sea Urchin', 'Mussel', 'Barnacle']",5.0,3.0704749394436446,4.001499019200361,5.915766900182092,3.1570156676657466,2.3636363636363638,2021-09-11,,,87
,female,pre_puberty,U. olhanensis,False,Burrowing into sandy sediment.,"['Polychaete Worm', 'Crab (Other Species)', 'Sea Star', 'Jellyfish']",4.0,1.5712989452929398,1.4770447206861732,1.8956747730667052,1.7105458440680712,2.5454545454545454,2021-09-11,,,88
,male,sub_adult,U. olhanensis,,Climbing submerged rocks.,"['Jellyfish', 'Sea Urchin', 'Snail', 'Small Fish', 'Polychaete Worm']",3.0,0.7954545454545454,0.8799276244720212,1.2155643910898315,0.8744871409154019,2.5454545454545454,2021-09-11,,,89
,male,adult,u. olhanen.,True,Camouflaging with surrounding mud.,['Sea Anemone'],9.0,2.8636363636363638,2.7251393828481447,4.020314166466619,3.0909553024026453,2.5454545454545454,2021-09-11,,,90
,female,adult,Ucides alvorensis,True,Picking detritus from seabed.,"['Snail', 'Hermit Crab']",8.0,1.5405940381644767,1.431301881412866,1.9549558121305146,1.660331435149574,2.4545454545454546,2021-09-11,,,91
,male,sub_adult,U. olhanensis,,Crab moving quickly across rocks.,"['Snail', 'Hermit Crab', 'Sea Star', 'Coral Fragment', 'Polychaete Worm']",6.0,1.4772727272727273,1.6848500381932505,2.4750161859070334,1.533761575859816,2.272727272727273,2021-09-11,,,92
,female,adult,u. olhanen.,False,Escaping predator silhouette overhead.,"['Coral Fragment', 'Shrimp']",7.0,2.8206070463470514,3.217332101677802,4.159520903586804,2.895704200978657,2.3636363636363638,2021-09-11,,,93
,female,adult,u. olhanen.,False,Pausing frequently during exploration.,['Hermit Crab'],7.0,1.2103617336409427,1.2952518465771012,1.9380455739021536,1.2168447674604628,2.5454545454545454,2021-09-11,,,94
,female,sub_adult,u. olhanen.,False,Scavenging near tidal pools.,"['Barnacle', 'Coral Fragment', 'Shrimp', 'Snail', 'Hermit Crab']",5.0,4.361422550603025,5.57226135134541,7.06048334090633,4.457746241569723,2.6363636363636362,2021-09-11,,,95
,male,sub_adult,A. Farensis,,Swimming short distance to escape.,"['Sea Sponge', 'Sea Star', 'Sea Urchin', 'Coral Fragment', 'Barnacle']",4.0,5.909090909090909,6.06923102003633,8.124265276168238,6.320773602273149,2.6363636363636362,2021-09-11,,,96
,female,adult,A. Farensis,False,Using claws to dig into sediment.,"['Crab (Other Species)', 'Barnacle']",4.0,1.419201716892834,1.5160977700433058,2.2603344289826626,1.4723612067484668,2.5454545454545454,2021-09-11,,,97
,male,juvenile,u. olhanen.,,Defensive posture when approached.,"['Sea Star', 'Small Fish', 'Shrimp', 'Sea Sponge']",7.0,1.5454545454545454,1.5644300887804123,2.1795012946122516,1.6476221940093907,2.5454545454545454,2021-09-11,,,98
,male,sub_adult,U. olhanensis,,Struggling with entangled seaweed.,"['Hermit Crab', 'Jellyfish', 'Sea Anemone', 'Sea Urchin', 'Mussel']",5.0,1.9318181818181819,1.9593485948827891,2.5715751735664694,1.9468057007970863,2.6363636363636362,2021-09-11,,,99
,female,adult,u. olhanen.,False,Cleaning claws with rubbing motion.,"['Small Fish', 'Sea Urchin']",8.0,3.4066669586646623,3.9674396007647115,5.056278787815774,3.4805015459950024,2.5454545454545454,2021-09-11,,,100
,male,sub_adult,A. Farensis,,Rapid crossing of open sand.,"['Hermit Crab', 'Sea Urchin', 'Jellyfish', 'Sea Star']",5.0,3.6363636363636362,3.9655507414777307,5.305573584793435,3.906462908955785,2.5454545454545454,2021-09-11,,,101
,male,adult,A farensis,,Exchanging antenna taps.,"['Sea Star', 'Sea Sponge', 'Barnacle']",6.0,3.9545454545454546,3.871079750418998,5.3618453538993025,4.239776289987642,2.4545454545454546,2021-09-11,,,102
,male,sub_adult,U. olhanensis,,Stillness in cold water.,"['Crab (Other Species)', 'Polychaete Worm', 'Small Fish', 'Hermit Crab']",5.0,7.159090909090909,8.368516050660462,11.88412410511721,7.839210723766599,2.6363636363636362,2021-09-11,,,103
,male,adult,A farensis,,Rapid claw movement while feeding.,"['Sea Sponge', 'Snail', 'Barnacle', 'Jellyfish', 'Hermit Crab']",8.0,5.181818181818182,5.4189075101049005,7.121322131238648,5.210430549875216,2.5454545454545454,2021-09-11,,,104
,female,adult,U. olhanensis,False,Climbing barnacle-covered surfaces.,"['Sea Sponge', 'Sea Anemone', 'Hermit Crab', 'Coral Fragment', 'Mussel']",8.0,1.308155625042499,1.5094010251114214,1.8684473934611445,1.312308782383491,2.4545454545454546,2021-09-11,,,105
,male,juvenile,u. olhanen.,,Claw snapping at diver.,"['Crab (Other Species)', 'Snail', 'Sea Sponge']",5.0,1.8181818181818181,2.2393733726682536,3.1299253233131465,1.9045337097839086,2.5454545454545454,2021-09-11,,,106
,female,sub_adult,A farensis,True,Hiding in sandy burrow.,['Sea Sponge'],6.0,2.652380896095378,2.2777331144058155,3.044875605070021,2.7543471643365187,2.5454545454545454,2021-09-11,,,107
,male,sub_adult,A. Farensis,,Feeding on detritus in shallow water.,['Small Fish'],7.0,2.159090909090909,2.45497125601884,3.203009089694873,2.2644338222537104,2.5454545454545454,2021-09-11,,,108
,male,sub_adult,Ucides alvorensis,,Slow movement near seagrass patches.,"['Mussel', 'Hermit Crab']",4.0,3.75,3.6836551957412498,5.07374403670762,4.06861636328138,2.5454545454545454,2021-09-11,,,109
,male,pre_puberty,A. Farensis,True,Exploring new territory.,"['Sea Anemone', 'Small Fish']",7.0,2.3181818181818183,1.8236213412021138,2.666433932418882,2.460605192683128,2.5454545454545454,2021-09-11,,,110
,female,sub_adult,A. Farensis,True,Social contact with other crabs.,"['Sea Anemone', 'Sea Sponge', 'Polychaete Worm', 'Shrimp']",9.0,2.0677573014932595,2.5275064460863326,3.740017647409219,2.2226126117979828,2.6363636363636362,2021-09-11,,,111
,male,pre_puberty,u. olhanen.,,Searching for mates at twilight.,"['Small Fish', 'Algae', 'Snail', 'Mussel', 'Hermit Crab']",5.0,1.4318181818181819,1.8080767963947628,2.4033100176779567,1.4881338377897644,2.5454545454545454,2021-09-11,,,112
,male,pre_puberty,U. olhanensis,,Guarding eggs under abdominal flap.,"['Barnacle', 'Jellyfish', 'Shrimp']",6.0,0.6818181818181818,0.5372356657197636,0.7767073361028504,0.7313374268090448,2.4545454545454546,2021-09-11,,,113
,male,sub_adult,U. olhanensis,,Half buried in sand.,"['Mussel', 'Sea Star']",7.0,5.909090909090909,5.668518705680271,7.374733645726929,5.939437053154975,2.6363636363636362,2021-09-11,,,114
,male,juvenile,U. olhanensis,,Territorial display against intruder.,"['Hermit Crab', 'Coral Fragment', 'Crab (Other Species)', 'Small Fish', 'Snail']",9.0,1.4090909090909092,1.328664122358551,1.735863746800188,1.5166153227413686,2.4545454545454546,2021-09-11,,,115
