,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
16,U. olhanensis,male,pre_puberty,,Feeding on algae scraped from rocks.,"['Sea Star', 'Jellyfish', 'Shrimp', 'Mussel']",9.0,12.0,14.201780532491153,20.353991131145662,12.683435069625581,37.0,2021-02-10,,,16
17,A farensis,male,pre_puberty,,Slow movement near seagrass patches.,"['Crab (Other Species)', 'Shrimp', 'Coral Fragment']",5.0,17.25,16.67525985472484,21.334308795684358,18.88574419197012,39.0,2021-02-10,,,17
18,u. olhanen.,male,juvenile,,Rapid crossing of open sand.,"['Small Fish', 'Sea Anemone', 'Crab (Other Species)', 'Polychaete Worm', 'Coral Fragment']",8.0,5.5,6.754596841225677,9.630770392778832,5.998708835755836,38.0,2021-02-10,,,18
19,u. olhanen.,male,pre_puberty,,Escaping predator silhouette overhead.,['Small Fish'],4.0,5.25,4.614952241967295,6.342944538342863,5.617735593850496,40.0,2021-02-10,,,19
20,A farensis,female,sub_adult,False,Hiding under floating debris.,"['Shrimp', 'Algae', 'Small Fish', 'Mussel']",7.0,27.962667667023734,36.703432591079185,51.5738425729715,27.983555407149755,37.0,2021-02-10,,,20
21,A farensis,female,juvenile,False,Pausing frequently during exploration.,"['Crab (Other Species)', 'Snail', 'Hermit Crab']",3.0,3.5497584274271583,3.0113451897772756,3.781326378859901,3.820140794377997,37.0,2021-02-10,,,21
22,U. olhanensis,female,adult,True,Feeding on detritus in shallow water.,"['Small Fish', 'Coral Fragment', 'Crab (Other Species)', 'Hermit Crab', 'Snail']",7.0,34.11747291188262,29.886773582217522,36.737601825928365,37.29027348164918,39.0,2021-02-10,,,22
23,A farensis,female,juvenile,False,Swimming short distance to escape.,['Sea Urchin'],11.0,12.115425857339986,11.083294779918377,16.00464619118026,12.20031730336585,38.0,2021-02-10,,,23
24,A. Farensis,male,sub_adult,,Climbing algae-covered rocks.,['Jellyfish'],8.0,22.5,26.736631179488608,33.00906649768618,22.794676080541638,40.0,2021-02-10,,,24
25,A farensis,female,adult,False,Interacting with small fish nearby.,"['Barnacle', 'Snail', 'Hermit Crab', 'Coral Fragment', 'Small Fish']",8.0,34.45842887483282,42.41256424175101,61.62162380747904,34.86065298842245,39.0,2021-02-10,,,25
26,U. olhanensis,female,sub_adult,True,Moving in groups.,"['Shrimp', 'Small Fish', 'Sea Anemone']",10.0,10.236206531698597,10.561315486840087,13.707141346123333,10.71601296878965,37.0,2021-02-10,,,26
27,A farensis,male or female,sub_adult,,Scavenging near tidal pools.,"['Jellyfish', 'Hermit Crab', 'Sea Anemone']",7.0,11.25,9.806938480459605,12.823098563972678,11.609764312448108,37.0,2021-02-10,,,27
28,A farensis,female,juvenile,True,Dragging shell fragment backward.,"['Barnacle', 'Sea Urchin', 'Sea Star']",8.0,3.9505806182141145,4.387493940538848,6.288323421051718,4.259834987422247,38.0,2021-02-10,,,28
29,U. olhanensis,female,sub_adult,True,Resting under shell fragment.,"['Hermit Crab', 'Sea Anemone', 'Coral Fragment']",6.0,22.940708364849474,31.86788616715565,45.07468550418214,25.211818673546745,37.0,2021-02-10,,,29
30,A farensis,male,pre_puberty,True,Picking algae from rock surface.,['Hermit Crab'],11.0,12.0,14.526496591056315,17.452053939074343,12.093949408222676,38.0,2021-02-10,,,30
31,u. olhanen.,female,adult,True,Burrowing into sandy sediment.,"['Polychaete Worm', 'Algae', 'Barnacle', 'Sea Star', 'Sea Anemone']",6.0,22.07994187668316,20.890977431835935,29.463629458125556,23.827802897256447,38.0,2021-02-10,,,31
32,A farensis,female,adult,True,Hiding beneath rocks.,"['Barnacle', 'Snail', 'Hermit Crab']",6.0,50.439346011230555,52.1228829670112,64.68002703916177,53.38004896090395,38.0,2021-02-10,,,32
33,u. olhanen.,female,adult,False,Climbing onto submerged logs.,['Algae'],13.0,19.937421500790148,19.520817612974426,24.748968072421164,21.271971159273402,38.0,2021-02-10,,,33
34,u. olhanen.,female,sub_adult,False,Claw snapping in competition.,"['Mussel', 'Crab (Other Species)', 'Hermit Crab']",11.0,6.504424627345995,7.280850692635489,9.053263272248973,6.728141160435778,39.0,2021-02-10,,,34
35,u. olhanen.,female,pre_puberty,True,Burrowing into sandy sediment.,"['Shrimp', 'Coral Fragment', 'Small Fish']",8.0,9.300972230496601,10.240670090241395,14.69851846927477,9.565418220282195,40.0,2021-02-10,,,35
36,u. olhanen.,female,juvenile,False,Climbing onto submerged logs.,['Coral Fragment'],9.0,7.202171863675026,5.905734025356364,7.794744103277619,7.291304386998985,37.0,2021-02-10,,,36
37,A farensis,male,sub_adult,,Guarding a small hole in sediment.,['Algae'],7.0,62.5,74.23368623776561,105.94740230678248,63.06259225544405,39.0,2021-02-10,,,37
38,u. olhanen.,male,adult,,Picking detritus from seabed.,['Crab (Other Species)'],10.0,15.0,15.819255127078973,19.298147388953485,16.446206412277416,39.0,2021-02-10,,,38
39,Ucides alvorensis,male,pre_puberty,,Moving sideways along sandy bottom.,"['Sea Anemone', 'Crab (Other Species)', 'Sea Urchin']",7.0,7.5,8.219676662364247,10.6267286527735,7.996778222415333,39.0,2021-02-10,,,39
40,A. Farensis,male,adult,True,Guarding eggs under abdominal flap.,"['Small Fish', 'Sea Urchin', 'Polychaete Worm']",11.0,24.0,23.11871758293238,32.47521110383976,25.430642392590883,40.0,2021-02-10,,,40
41,U. olhanensis,female,sub_adult,True,Picking biofilm on submerged wood.,"['Crab (Other Species)', 'Jellyfish', 'Coral Fragment', 'Sea Anemone', 'Hermit Crab']",9.0,11.774175479259432,10.866854863182668,14.420139612908853,12.79778829792153,38.0,2021-02-10,,,41
42,u. olhanen.,male,juvenile,,Moving toward bait.,"['Jellyfish', 'Barnacle', 'Small Fish', 'Sea Anemone']",10.0,14.0,18.485608007856058,22.91538926312134,14.325387371053473,38.0,2021-02-10,,,42
43,U. olhanensis,female,sub_adult,True,Resting in shaded rock crevice.,"['Jellyfish', 'Snail', 'Polychaete Worm', 'Sea Sponge']",10.0,10.69369980130385,9.42297517381189,12.420813490011176,10.94356227978035,39.0,2021-02-10,,,43
44,A. Farensis,female,sub_adult,False,Mating behavior with antenna touching.,"['Crab (Other Species)', 'Hermit Crab', 'Polychaete Worm', 'Sea Star']",10.0,18.554369499285542,18.31300269252755,25.652367806786618,19.31480813592257,39.0,2021-02-10,,,44
45,A. Farensis,male,sub_adult,,Climbing seaweed stalks.,"['Polychaete Worm', 'Barnacle', 'Coral Fragment', 'Shrimp', 'Mussel']",6.0,7.5,7.3390238697630235,9.150324538617053,7.735876582789078,38.0,2021-02-10,,,45
46,U. olhanensis,female,sub_adult,True,Escaping predator silhouette overhead.,"['Sea Anemone', 'Barnacle', 'Mussel', 'Jellyfish']",10.0,17.580340536643746,18.602341103079628,24.192718620241628,17.958715393188573,38.0,2021-02-10,,,46
47,A. Farensis,male,sub_adult,,Searching for mates at twilight.,"['Mussel', 'Hermit Crab', 'Coral Fragment', 'Sea Anemone']",8.0,27.5,31.630603724622624,40.98520718662277,29.493970195939404,40.0,2021-02-10,,,47
48,u. olhanen.,female,sub_adult,False,Resting in shaded rock crevice.,"['Sea Star', 'Mussel']",7.0,62.96379614876594,69.94531555714887,87.81405558307468,63.454688449134,38.0,2021-02-10,,,48
49,A. Farensis,female,adult,False,Half buried in sand.,"['Polychaete Worm', 'Small Fish', 'Sea Star', 'Mussel']",11.0,19.339057549162707,20.10265869719393,28.902713456649074,20.024254845941744,37.0,2021-02-10,,,49
50,U. olhanensis,male,adult,True,Using claws to dig into sediment.,"['Barnacle', 'Sea Star', 'Snail', 'Sea Urchin', 'Jellyfish']",5.0,48.0,44.358793659352656,65.08108538354168,52.57045059841998,39.0,2021-02-10,,,50
51,A farensis,male,sub_adult,,Hiding in sandy burrow.,"['Algae', 'Crab (Other Species)', 'Barnacle', 'Small Fish']",6.0,18.75,15.993231657864936,23.393644983845768,18.8198529094659,37.0,2021-02-10,,,51
52,U. olhanensis,female,juvenile,True,Vibrating antennae in water currents.,"['Sea Urchin', 'Sea Sponge', 'Polychaete Worm', 'Small Fish', 'Jellyfish']",10.0,10.901538167403592,12.875071307217047,18.27409646810668,11.438165491572308,38.0,2021-02-10,,,52
53,u. olhanen.,male,juvenile,,Displaying dominance by lifting body.,['Mussel'],8.0,9.0,7.44756808296286,9.572371218667277,9.761712010341325,40.0,2021-02-10,,,53
54,A farensis,female,pre_puberty,True,Rapid claw movement while feeding.,['Sea Urchin'],9.0,27.719311743928653,31.516314233038653,44.8622934829164,28.086283746878053,37.0,2021-02-10,,,54
55,U. olhanensis,female,adult,True,Hiding beneath rocks.,"['Sea Urchin', 'Algae', 'Sea Sponge', 'Shrimp', 'Jellyfish']",10.0,33.06443320312765,35.18832598135564,45.909900664894515,33.912693681702606,38.0,2021-02-10,,,55
56,u. olhanen.,female,adult,True,Rapid claw movement while feeding.,"['Sea Anemone', 'Shrimp']",11.0,18.156355876030897,16.66486212921749,23.801602222054733,19.913742506854994,36.0,2021-02-10,,,56
57,u. olhanen.,male,adult,,Interacting with small fish nearby.,"['Sea Sponge', 'Hermit Crab', 'Crab (Other Species)', 'Small Fish', 'Mussel']",6.0,37.5,36.83448925180644,51.61958091074927,40.274881322125324,38.0,2021-02-10,,,57
58,Ucides alvorensis,nan,juvenile,,Moving toward bait.,"['Sea Urchin', 'Jellyfish', 'Crab (Other Species)', 'Coral Fragment', 'Snail']",10.0,16.0,13.481616572255328,16.538730424120192,16.64822222481915,38.0,2021-02-10,,,58
59,U. olhanensis,female,adult,False,Struggling with entangled seaweed.,"['Sea Star', 'Barnacle', 'Sea Anemone', 'Jellyfish']",11.0,45.19045404793574,45.61293516643923,63.837634949392246,49.58440669198305,39.0,2021-02-10,,,59
60,u. olhanen.,male,pre_puberty,True,Claw waving directed at nearby crab.,"['Sea Sponge', 'Jellyfish', 'Snail']",10.0,9.75,10.296386984219076,13.015740743681434,9.93768501295185,39.0,2021-02-10,,,60
61,A. Farensis,female,pre_puberty,False,Pausing frequently during exploration.,"['Algae', 'Sea Anemone', 'Sea Urchin', 'Barnacle']",11.0,16.919007075492285,15.46611163493559,19.205493725764512,17.74964163285246,39.0,2021-02-10,,,61
62,A. Farensis,female,juvenile,False,Searching for food in tidal pools.,"['Small Fish', 'Hermit Crab', 'Sea Star']",11.0,10.041368529957111,9.825767572426116,11.888823604372167,10.92253969979717,38.0,2021-02-10,,,62
63,A. Farensis,female,sub_adult,False,Resting under shell fragment.,"['Barnacle', 'Sea Star', 'Jellyfish']",4.0,9.406000219686382,10.614192833425072,12.95568742105573,10.100197561882402,39.0,2021-02-10,,,63
64,U. olhanensis,female,sub_adult,True,Feeding on small crustaceans.,"['Algae', 'Mussel', 'Polychaete Worm']",7.0,22.963071930335996,26.446479268783758,35.63361551518736,24.229775419080735,39.0,2021-02-10,,,64
65,A. Farensis,male,sub_adult,,Pausing frequently during exploration.,"['Hermit Crab', 'Sea Sponge', 'Shrimp', 'Sea Anemone', 'Jellyfish']",8.0,28.75,32.21933927850393,44.58765201806216,29.08717867847435,37.0,2021-02-10,,,65
66,U. olhanensis,male,pre_puberty,,Claw snapping at diver.,"['Barnacle', 'Sea Anemone', 'Crab (Other Species)']",8.0,32.25,31.274288291559298,44.96383455427661,33.15211548568611,40.0,2021-02-10,,,66
67,A. Farensis,female,adult,False,Foraging among seagrass roots.,"['Mussel', 'Small Fish', 'Algae', 'Crab (Other Species)', 'Sea Star']",9.0,18.28105393100927,18.21073132130752,25.10793051281725,18.519145265759192,39.0,2021-02-10,,,67
68,U. olhanensis,female,adult,False,Exploring new territory.,"['Coral Fragment', 'Sea Sponge', 'Small Fish']",9.0,20.77330159276837,24.07633494387294,34.73638304886849,22.202737038907074,37.0,2021-02-10,,,68
69,A. Farensis,female,adult,True,Retreating into burrow.,"['Sea Anemone', 'Algae']",10.0,13.109439204528597,14.464909046935496,20.555149064691076,13.5103883033973,39.0,2021-02-10,,,69
70,u. olhanen.,female,sub_adult,False,Exchanging antenna taps.,['Sea Anemone'],12.0,43.100958951618836,35.72845327204498,45.98037472815992,45.89318465160929,37.0,2021-02-10,,,70
71,U. olhanensis,female,juvenile,False,Dragging shell fragment backward.,"['Hermit Crab', 'Algae', 'Sea Sponge', 'Snail', 'Crab (Other Species)']",6.0,8.486311613241487,7.962157347976012,10.709222821087051,8.64690822542683,39.0,2021-02-10,,,71
72,u. olhanen.,female,sub_adult,True,Emerging cautiously from hiding.,"['Jellyfish', 'Sea Star', 'Sea Sponge', 'Sea Urchin', 'Small Fish']",9.0,8.219254038050588,7.342655639310936,9.728188272833215,8.665979128084915,40.0,2021-02-10,,,72
73,U. olhanensis,female,pre_puberty,True,Climbing seaweed stalks.,"['Coral Fragment', 'Hermit Crab', 'Polychaete Worm', 'Mussel']",9.0,14.898084555802283,11.451241856968512,15.586324086839223,15.806502212523403,39.0,2021-02-10,,,73
74,u. olhanen.,male,sub_adult,,Climbing barnacle-covered surfaces.,"['Sea Star', 'Snail', 'Algae', 'Shrimp']",10.0,37.5,34.00243083959429,47.81636228506229,40.23429715146464,38.0,2021-02-10,,,74
75,U. olhanensis,male,adult,,Guarding a small hole in sediment.,"['Small Fish', 'Snail', 'Jellyfish']",12.0,18.0,17.87203381351013,25.125796678835748,19.592249875798387,37.0,2021-02-10,,,75
76,u. olhanen.,female,adult,False,Emerging cautiously from hiding.,"['Coral Fragment', 'Barnacle', 'Sea Sponge']",9.0,22.886588844127896,23.750062373532135,29.52643547600279,24.29568564074603,38.0,2021-02-10,,,76
77,u. olhanen.,male,pre_puberty,,Resting under shell fragment.,"['Sea Star', 'Mussel']",10.0,15.75,17.104255149694445,24.99439188210224,17.306231559344102,38.0,2021-02-10,,,77
78,A farensis,female,adult,True,Sideways walking along bay edge.,"['Barnacle', 'Shrimp', 'Algae', 'Polychaete Worm', 'Sea Anemone']",9.0,49.34917500691592,50.88959578540083,74.90825717097758,54.229378995234796,37.0,2021-02-10,,,78
79,u. olhanen.,male,adult,,Hiding beneath rocks.,"['Mussel', 'Crab (Other Species)', 'Sea Sponge', 'Coral Fragment', 'Shrimp']",6.0,25.5,25.555615759723466,36.54707771680886,26.685693308300266,39.0,2021-02-10,,,79
80,u. olhanen.,male,sub_adult,True,Claw snapping in competition.,"['Shrimp', 'Barnacle', 'Coral Fragment']",9.0,27.5,32.53289682818987,39.24769028947744,28.657557424673893,38.0,2021-02-10,,,80
81,A farensis,female,adult,True,Emerging cautiously from hiding.,"['Shrimp', 'Hermit Crab', 'Sea Star', 'Mussel', 'Algae']",7.0,36.17032138845782,39.211153208786605,56.08420818435964,38.98450077063034,39.0,2021-02-10,,,81
82,A farensis,female,adult,True,Retreating quickly from shadow.,"['Shrimp', 'Jellyfish', 'Sea Sponge', 'Sea Urchin', 'Polychaete Worm']",6.0,8.02860722569286,7.952596015756528,10.778722463617665,8.490845303094824,38.0,2021-02-10,,,82
83,A farensis,female,pre_puberty,True,Hiding beneath rocks.,['Polychaete Worm'],7.0,12.48193063463628,14.082186798357075,21.05743753146009,13.645879131265653,37.0,2021-02-10,,,83
84,U. olhanensis,male,juvenile,,Feeding on small mollusks.,"['Sea Sponge', 'Sea Anemone', 'Shrimp', 'Sea Urchin']",8.0,4.0,3.0234688019099223,3.8795353603016505,4.108168935093853,39.0,2021-02-10,,,84
85,u. olhanen.,female,sub_adult,False,Climbing onto submerged logs.,"['Shrimp', 'Snail']",9.0,14.926669613510064,19.936590509296597,25.28909046061468,16.034944054130747,38.0,2021-02-10,,,85
86,Ucides alvorensis,female,sub_adult,False,Moving in groups.,"['Barnacle', 'Coral Fragment', 'Hermit Crab', 'Jellyfish']",8.0,18.649486245838794,21.19643822326456,25.863044090156173,20.379173217144633,39.0,2021-02-10,,,86
87,A farensis,male,pre_puberty,,Vibrating antennae in water currents.,['Barnacle'],7.0,12.0,12.841231427505985,16.576845896162652,12.356567571660811,39.0,2021-02-10,,,87
88,U. olhanensis,female,pre_puberty,True,Hiding beneath rocks.,"['Sea Anemone', 'Polychaete Worm', 'Crab (Other Species)']",7.0,5.611217607594247,3.9506571654258216,5.559950918798124,6.069928849688331,39.0,2021-02-10,,,88
89,U. olhanensis,male,juvenile,,Feeding on small crustaceans.,"['Crab (Other Species)', 'Algae', 'Barnacle', 'Sea Star']",10.0,9.5,6.099742300350239,8.742699231088103,10.168524991000846,38.0,2021-02-10,,,89
90,A. Farensis,female,juvenile,False,Mating behavior with antenna touching.,"['Polychaete Worm', 'Hermit Crab', 'Coral Fragment']",11.0,6.493667278027466,6.8763644928178564,9.431673083808983,7.012516453490076,38.0,2021-02-10,,,90
91,u. olhanen.,male,sub_adult,,Sitting still blending with environment.,"['Algae', 'Polychaete Worm', 'Crab (Other Species)', 'Sea Star']",11.0,56.25,45.347561372025865,63.15295156510804,58.57862808682989,38.0,2021-02-10,,,91
92,U. olhanensis,female,sub_adult,False,Climbing algae-covered rocks.,['Sea Urchin'],10.0,19.04640194168449,18.205301065906244,22.52329259638117,19.749381473399414,39.0,2021-02-10,,,92
93,U. olhanensis,male,adult,,Scavenging near tidal pools.,['Sea Anemone'],8.0,16.5,15.569586581362696,22.553773001065206,16.606536222364053,38.0,2021-02-10,,,93
94,A farensis,female,sub_adult,True,Crab moving quickly across rocks.,"['Jellyfish', 'Barnacle', 'Small Fish']",9.0,7.433124686047281,6.274467748498219,9.123430524834516,8.07434280365986,36.0,2021-02-10,,,94
95,u. olhanen.,female,sub_adult,False,Moving sideways along sandy bottom.,"['Snail', 'Small Fish', 'Sea Star', 'Algae', 'Shrimp']",6.0,28.081499175928954,22.908752318005842,33.929714548774825,28.38886438390142,38.0,2021-02-10,,,95
96,u. olhanen.,female,adult,False,Picking biofilm on submerged wood.,"['Small Fish', 'Mussel', 'Polychaete Worm', 'Sea Star']",8.0,17.10243097090175,18.4024230517013,23.60886013212274,17.239889223704562,41.0,2021-02-10,,,96
97,A. Farensis,female,adult,False,Swimming short distance to escape.,"['Coral Fragment', 'Polychaete Worm']",9.0,8.5895091663371,11.12329082987427,15.007326838303184,8.671543202000525,36.0,2021-02-10,,,97
98,U. olhanensis,female,pre_puberty,False,Color changes during molting.,['Barnacle'],13.0,12.799984464476847,17.28849623477805,23.022736906393433,13.406703859145132,40.0,2021-02-10,,,98
99,A farensis,nan,pre_puberty,,Sitting still blending with environment.,"['Hermit Crab', 'Jellyfish', 'Algae', 'Sea Anemone', 'Sea Star']",9.0,28.5,33.533993201790274,41.315449166047316,30.327560863623553,38.0,2021-02-10,,,99
100,U. olhanensis,female,sub_adult,False,Using claws to dig into sediment.,"['Barnacle', 'Small Fish', 'Sea Sponge', 'Sea Urchin']",7.0,39.575445336384945,35.81855176008187,48.86332700161717,40.95415321717179,39.0,2021-02-10,,,100
101,A. Farensis,female,sub_adult,False,Feeding on small crustaceans.,"['Algae', 'Hermit Crab']",8.0,23.608238968791404,24.067885731860766,34.048726879245805,25.129664130244773,39.0,2021-02-10,,,101
102,u. olhanen.,female,adult,True,Climbing submerged rocks.,"['Crab (Other Species)', 'Sea Anemone', 'Jellyfish']",11.0,36.01556127208785,32.52750626177112,47.3517926947547,36.69307558628628,37.0,2021-02-10,,,102
103,A farensis,male,adult,,Mating behavior with antenna touching.,"['Sea Urchin', 'Coral Fragment']",10.0,54.0,51.515957509400394,71.06293494248142,58.52167047967743,40.0,2021-02-10,,,103
104,U. olhanensis,female,sub_adult,False,Territorial display against intruder.,"['Hermit Crab', 'Coral Fragment', 'Barnacle']",9.0,36.77403793889176,31.51801872936533,46.64739202488189,39.37340691837189,39.0,2021-02-10,,,104
105,A farensis,female,adult,False,Hiding beneath rocks.,"['Polychaete Worm', 'Sea Anemone', 'Mussel', 'Sea Star', 'Algae']",8.0,20.195936117602837,22.69130898223346,30.10640414709963,20.845424984128268,39.0,2021-02-10,,,105
106,U. olhanensis,female,adult,True,Hiding in sandy burrow.,"['Barnacle', 'Mussel', 'Shrimp', 'Algae']",6.0,8.91633049323295,8.809211054796522,10.880632792705478,9.688573258286242,38.0,2021-02-10,,,106
107,A. Farensis,male,adult,,Struggling with entangled seaweed.,"['Sea Star', 'Small Fish', 'Mussel']",10.0,42.0,38.44877925634349,50.37680689056965,43.20853166472789,40.0,2021-02-10,,,107
108,A farensis,male,pre_puberty,,Swimming short distance to escape.,"['Snail', 'Mussel', 'Small Fish', 'Algae']",8.0,14.25,11.592357292652265,15.198145679155324,15.109499042390215,38.0,2021-02-10,,,108
109,A farensis,male,adult,,Dragging shell fragment backward.,['Jellyfish'],6.0,25.5,26.191613469285308,37.692453696268984,25.834593894922527,40.0,2021-02-10,,,109
110,A. Farensis,female,adult,False,Climbing vertical rock face.,"['Sea Star', 'Sea Urchin', 'Coral Fragment']",7.0,12.947764189473482,13.848037888599556,19.97598044468382,13.422478020218024,39.0,2021-02-10,,,110
111,A farensis,male,juvenile,,Hiding under floating debris.,"['Hermit Crab', 'Shrimp', 'Mussel', 'Sea Urchin']",7.0,5.5,6.3363677950031505,8.864618049221047,6.040282188347346,40.0,2021-02-10,,,111
112,U. olhanensis,female,adult,True,Feeding on small crustaceans.,"['Sea Anemone', 'Sea Sponge', 'Small Fish', 'Crab (Other Species)']",6.0,20.237049773276468,18.937176690704042,23.007337443775576,20.76565477325692,38.0,2021-02-10,,,112
113,u. olhanen.,male,adult,,Interaction with hermit crabs.,"['Small Fish', 'Algae', 'Polychaete Worm', 'Shrimp']",8.0,33.0,30.96953136564546,40.85603464691773,34.82374177065137,37.0,2021-02-10,,,113
114,A farensis,N/R,adult,,Retreating into burrow.,"['Crab (Other Species)', 'Sea Anemone', 'Coral Fragment', 'Algae', 'Small Fish']",8.0,15.0,15.720244598754912,22.53015617398741,15.492533244579867,40.0,2021-02-10,,,114
115,U. olhanensis,male,adult,,Scavenging near tidal pools.,"['Mussel', 'Barnacle', 'Shrimp']",4.0,33.0,30.167472363841107,41.37418656194402,33.80609891633986,37.0,2021-02-10,,,115
116,Ucides alvorensis,male,pre_puberty,,Guarding a small hole in sediment.,"['Small Fish', 'Jellyfish']",6.0,12.0,14.828905223304428,20.615745495182292,12.37651267652317,38.0,2021-02-10,,,116
117,A farensis,male,sub_adult,,Swimming short distance to escape.,"['Shrimp', 'Sea Star', 'Hermit Crab']",6.0,27.5,25.673637587748576,37.777073878816594,29.504711433832476,38.0,2021-02-10,,,117
118,U. olhanensis,male,sub_adult,,Dragging shell fragment backward.,"['Hermit Crab', 'Jellyfish', 'Polychaete Worm']",9.0,8.75,7.496624242182377,9.29257539575543,9.44027472659734,38.0,2021-02-10,,,118
119,u. olhanen.,female,adult,True,Hiding in sandy burrow.,['Sea Sponge'],7.0,8.75012785393343,10.67018244465133,15.182389342956803,9.119562274304421,38.0,2021-02-10,,,119
120,u. olhanen.,female,pre_puberty,False,Climbing algae-covered rocks.,"['Snail', 'Algae']",10.0,2.6413525327837792,3.3162444823287545,4.9728591768281625,2.7208799349893646,40.0,2021-02-10,,,120
121,A farensis,male,adult,,Camouflaging with surrounding mud.,"['Algae', 'Barnacle', 'Crab (Other Species)', 'Hermit Crab']",11.0,10.5,10.756262201169548,15.71403697445456,10.563816592547782,39.0,2021-02-10,,,121
122,u. olhanen.,male,sub_adult,,Searching for food in tidal pools.,"['Snail', 'Shrimp']",14.0,10.0,10.056430693342207,14.283371693074477,10.438536474433093,37.0,2021-02-10,,,122
123,A. Farensis,female,sub_adult,False,Mating behavior with antenna touching.,"['Shrimp', 'Small Fish', 'Barnacle', 'Sea Anemone', 'Sea Urchin']",6.0,11.985924169355462,14.125871165301424,19.36495883487912,13.050581078852458,36.0,2021-02-10,,,123
124,u. olhanen.,female,adult,False,Climbing barnacle-covered surfaces.,"['Sea Anemone', 'Snail', 'Mussel', 'Coral Fragment']",4.0,21.025361600746344,25.112325140251215,34.66831976597545,22.516192206025508,40.0,2021-02-10,,,124
125,u. olhanen.,female,adult,False,Escaping predator silhouette overhead.,"['Sea Sponge', 'Sea Urchin', 'Sea Anemone', 'Sea Star', 'Coral Fragment']",7.0,26.99858806730223,29.14733602888987,38.965315020592286,29.47349589071551,37.0,2021-02-10,,,125
