species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
U. olhanensis,female,adult,False,Burrowing into sandy sediment.,"['Mussel', 'Sea Anemone', 'Polychaete Worm', 'Shrimp']",3.0,1.7756491828010474,1.850595918820658,2.2730019463495763,1.7891557704000365,3.0,2021-02-10,,,14
u. olhanen.,female,sub_adult,False,Picking detritus from seabed.,['Crab (Other Species)'],3.0,3.931986453433078,3.9185369823000373,5.408631447618979,4.129625244609806,3.0,2021-02-10,,,15
u. olhanen.,male,sub_adult,,Foraging among seagrass roots.,"['Polychaete Worm', 'Jellyfish']",7.0,1.1363636363636365,0.9571116372688174,1.2611655826863788,1.2197257855343906,2.8181818181818183,2021-02-10,,,16
A. Farensis,male,sub_adult,,Burrowing into sandy sediment.,['Sea Anemone'],9.0,3.1818181818181817,3.7628191634962773,5.623259750235622,3.4109026996270404,3.090909090909091,2021-02-10,,,17
U. olhanensis,male,sub_adult,,Hiding beneath rocks.,"['Jellyfish', 'Hermit Crab', 'Shrimp', 'Sea Sponge']",8.0,1.8181818181818181,2.0832792403469855,2.6334065717100503,1.8494144102028864,2.909090909090909,2021-02-10,,,18
A. Farensis,female,adult,False,Shaking claws after contact.,"['Barnacle', 'Sea Urchin', 'Sea Star']",6.0,4.144783239056905,4.361921836285429,5.938831909566591,4.484656093189454,2.909090909090909,2021-02-10,,,19
u. olhanen.,male,sub_adult,True,Half buried in sand.,"['Small Fish', 'Jellyfish', 'Sea Urchin', 'Algae', 'Crab (Other Species)']",4.0,1.1363636363636365,0.9185615750307373,1.2915307905652116,1.1930363953434389,2.909090909090909,2021-02-10,,,20
A. Farensis,male,sub_adult,,Guarding eggs under abdominal flap.,"['Sea Urchin', 'Algae', 'Polychaete Worm', 'Coral Fragment']",7.0,2.840909090909091,2.4724325904047055,3.2434715192932573,3.117272843592039,3.090909090909091,2021-02-10,,,21
A farensis,male,adult,,Rapid claw movement while feeding.,"['Hermit Crab', 'Small Fish', 'Sea Anemone', 'Crab (Other Species)', 'Algae']",7.0,3.6818181818181817,3.7598808465510634,4.898249073463325,4.007542358511708,2.909090909090909,2021-02-10,,,22
A. Farensis,female,sub_adult,False,Climbing barnacle-covered surfaces.,"['Crab (Other Species)', 'Barnacle', 'Jellyfish', 'Shrimp', 'Hermit Crab']",8.0,1.88493330648864,1.9087262661591813,2.6652841924659865,1.9061829027164323,2.909090909090909,2021-02-10,,,23
Ucides alvorensis,male,pre_puberty,,Claw snapping at diver.,['Shrimp'],4.0,1.3636363636363635,1.7294686746910324,2.4189219824949166,1.3839103794395295,2.909090909090909,2021-02-10,,,24
u. olhanen.,female,pre_puberty,False,Crab moving quickly across rocks.,"['Sea Urchin', 'Sea Star']",6.0,1.5643471082680804,1.7737111878674148,2.5904597504295332,1.5704676944413587,3.0,2021-02-10,,,25
u. olhanen.,male,sub_adult,,Rapid crossing of open sand.,"['Sea Star', 'Snail', 'Mussel', 'Shrimp', 'Barnacle']",6.0,3.6363636363636362,4.176621219594032,6.196491725054517,3.8946175493358712,2.8181818181818183,2021-02-10,,,26
A. Farensis,female,adult,True,Moving sideways along sandy bottom.,['Algae'],5.0,0.7307213706339474,0.7975095673976611,1.0970673104861353,0.7503495097860249,3.0,2021-02-10,,,27
U. olhanensis,female,adult,False,Interaction with hermit crabs.,"['Hermit Crab', 'Jellyfish', 'Sea Anemone']",6.0,2.9172269176516865,2.9243614290783886,3.5779119776008774,3.0324458671065155,2.8181818181818183,2021-02-10,,,28
A. Farensis,male,adult,,Swimming short distance to escape.,"['Sea Star', 'Algae', 'Hermit Crab', 'Shrimp']",5.0,5.318181818181818,5.070215670029949,7.377805109888218,5.632568523563707,2.909090909090909,2021-02-10,,,29
A. Farensis,female,adult,False,Guarding a small hole in sediment.,['Algae'],6.0,1.6003097061928406,1.6521435539257765,2.0020349850643324,1.7568532609012208,3.090909090909091,2021-02-10,,,30
U. olhanensis,female,pre_puberty,False,Hiding under seagrass blades.,['Mussel'],8.0,0.9444317142295819,1.201982885558702,1.561989091502612,1.0259655634374782,2.909090909090909,2021-02-10,,,31
U. olhanensis,male,juvenile,,Escaping predator silhouette overhead.,"['Mussel', 'Snail', 'Coral Fragment']",9.0,1.6363636363636365,1.9254915493488456,2.885696852544056,1.6984197093473121,2.8181818181818183,2021-02-10,,,32
A farensis,N/R,adult,,Mating behavior with antenna touching.,"['Small Fish', 'Shrimp', 'Polychaete Worm', 'Hermit Crab']",4.0,5.318181818181818,5.639569084193966,6.805242705843093,5.526334867957818,2.909090909090909,2021-02-10,,,33
u. olhanen.,male,pre_puberty,,Moving toward bait.,"['Sea Urchin', 'Mussel']",6.0,1.6363636363636365,1.5788464617217555,2.2690684034384674,1.7102815446843016,2.909090909090909,2021-02-10,,,34
u. olhanen.,female,juvenile,False,Exchanging antenna taps.,"['Barnacle', 'Crab (Other Species)', 'Polychaete Worm', 'Sea Sponge', 'Coral Fragment']",6.0,0.8922725725747539,0.5982784749919602,0.7940078464462181,0.9156275936234146,2.909090909090909,2021-02-10,,,35
u. olhanen.,male,juvenile,,Guarding eggs under abdominal flap.,"['Mussel', 'Sea Star']",7.0,0.9545454545454546,0.7651736862767017,0.9268493917718442,1.0092595087013854,2.8181818181818183,2021-02-10,,,36
Ucides alvorensis,male or female,pre_puberty,,Claw snapping at diver.,"['Hermit Crab', 'Jellyfish', 'Coral Fragment', 'Mussel']",6.0,1.5681818181818181,1.62334821728853,2.3136155425912572,1.5889435242972587,2.909090909090909,2021-02-10,,,37
A farensis,male,pre_puberty,,Moving toward bait.,"['Small Fish', 'Snail', 'Sea Urchin', 'Shrimp', 'Hermit Crab']",4.0,1.9090909090909092,1.7742372611201462,2.4271181906681942,1.9606379410845944,2.909090909090909,2021-02-10,,,38
A. Farensis,female,pre_puberty,False,Moving toward warmer water pockets.,"['Shrimp', 'Small Fish']",6.0,1.6528575050782421,1.2585777672231497,1.5942210160156973,1.7679474331956144,2.909090909090909,2021-02-10,,,39
A farensis,female,sub_adult,True,Picking algae from rock surface.,"['Sea Urchin', 'Coral Fragment', 'Sea Sponge', 'Crab (Other Species)']",11.0,3.289715977680028,3.3796486237596977,4.287142376297528,3.3293032479537414,3.090909090909091,2021-02-10,,,40
u. olhanen.,male,juvenile,,Slow movement near seagrass patches.,"['Sea Urchin', 'Sea Star', 'Barnacle', 'Coral Fragment']",7.0,2.272727272727273,1.741941469529565,2.3936993688947346,2.3434480033933593,2.909090909090909,2021-02-10,,,41
A farensis,male,adult,,Using claws to dig into sediment.,"['Small Fish', 'Jellyfish', 'Polychaete Worm']",10.0,1.2272727272727273,1.1951256509344275,1.7133457037765758,1.2779277288491906,3.1818181818181817,2021-02-10,,,42
A farensis,female,pre_puberty,False,Interaction with hermit crabs.,"['Sea Urchin', 'Polychaete Worm', 'Small Fish', 'Coral Fragment']",5.0,1.662198569630189,1.908967147551759,2.747851751830792,1.6811003893245846,3.090909090909091,2021-02-10,,,43
U. olhanensis,female,pre_puberty,True,Climbing barnacle-covered surfaces.,"['Sea Sponge', 'Crab (Other Species)', 'Algae', 'Sea Urchin', 'Shrimp']",8.0,3.523971318747141,3.2122484191327882,4.010612748517251,3.6458520970156214,2.909090909090909,2021-02-10,,,44
u. olhanen.,female,sub_adult,False,Burrowing into sandy sediment.,['Polychaete Worm'],4.0,2.5119633834315547,2.4631399663635003,3.097068136732309,2.641321457065246,2.8181818181818183,2021-02-10,,,45
A. Farensis,male,sub_adult,,Guarding eggs under abdominal flap.,"['Snail', 'Sea Urchin', 'Polychaete Worm', 'Hermit Crab', 'Sea Sponge']",5.0,2.0454545454545454,2.249083703026606,3.3103119344947642,2.130619342135407,3.0,2021-02-10,,,46
U. olhanensis,male,sub_adult,,Climbing submerged rocks.,['Algae'],7.0,0.5681818181818182,0.5885535690002663,0.783563628049638,0.6208243435031209,2.909090909090909,2021-02-10,,,47
A farensis,male,juvenile,,Pausing frequently during exploration.,"['Polychaete Worm', 'Small Fish']",7.0,1.0454545454545454,1.0543261792931167,1.3942421546185455,1.109733005879478,2.909090909090909,2021-02-10,,,48
A farensis,male,juvenile,,Claw snapping at diver.,"['Small Fish', 'Hermit Crab', 'Algae', 'Barnacle']",5.0,2.090909090909091,1.8363128896614143,2.5313274975483213,2.2634150943071023,2.6363636363636362,2021-02-10,,,49
u. olhanen.,female,sub_adult,False,Dragging shell fragment backward.,"['Sea Anemone', 'Sea Urchin', 'Polychaete Worm', 'Sea Sponge']",6.0,2.9371958724334544,2.451228730390988,3.0520565276103953,3.0739355594484867,3.0,2021-02-10,,,50
A farensis,male or female,sub_adult,,Guarding a small hole in sediment.,"['Polychaete Worm', 'Sea Star', 'Crab (Other Species)', 'Shrimp']",8.0,0.6818181818181818,0.6630172278710943,0.8468474135548351,0.6926718939514931,2.727272727272727,2021-02-10,,,51
A farensis,female,adult,False,Guarding eggs under abdominal flap.,"['Sea Anemone', 'Sea Star', 'Polychaete Worm']",5.0,2.837562289390647,3.153000628698135,4.213437096444815,2.985227538532881,2.909090909090909,2021-02-10,,,52
A. Farensis,female,adult,False,Rapid crossing of open sand.,"['Algae', 'Hermit Crab', 'Snail', 'Sea Sponge']",6.0,3.4725097739508994,3.816283122053578,4.96894636147283,3.4786698403573,2.909090909090909,2021-02-10,,,53
U. olhanensis,male,pre_puberty,,Hiding in sandy burrow.,"['Crab (Other Species)', 'Mussel', 'Snail', 'Hermit Crab']",6.0,1.8409090909090908,2.16115576754618,3.048446727940487,1.9450376891353969,2.727272727272727,2021-02-10,,,54
U. olhanensis,male,adult,,Resting under shell fragment.,['Mussel'],9.0,3.0,3.046926204501415,4.093735546383382,3.2211836039492776,2.909090909090909,2021-02-10,,,55
A. Farensis,male,pre_puberty,,Claw snapping in competition.,"['Mussel', 'Sea Anemone', 'Snail', 'Barnacle']",8.0,0.4772727272727273,0.536810122792442,0.6902809173791857,0.503137372323728,2.8181818181818183,2021-02-10,,,56
A. Farensis,male,adult,,Resting in shaded rock crevice.,"['Sea Sponge', 'Polychaete Worm', 'Small Fish']",6.0,2.4545454545454546,2.502354227556998,3.2119906441121246,2.550180828266785,2.8181818181818183,2021-02-10,,,57
U. olhanensis,female,juvenile,False,Moving toward warmer water pockets.,['Jellyfish'],5.0,1.0858869676395113,1.1939723040863066,1.676306477510399,1.1912403469764863,2.909090909090909,2021-02-10,,,58
A. Farensis,male,adult,,Feeding on algae scraped from rocks.,"['Algae', 'Hermit Crab', 'Mussel']",8.0,5.7272727272727275,5.952675833908754,7.946052320648332,6.088457316934913,3.0,2021-02-10,,,59
A. Farensis,female,adult,False,Searching for mates at twilight.,"['Mussel', 'Sea Urchin', 'Jellyfish']",7.0,3.289355315513366,3.645328942731884,4.509607380089958,3.5415990239830055,3.090909090909091,2021-02-10,,,60
u. olhanen.,female,pre_puberty,False,Rapid crossing of open sand.,"['Crab (Other Species)', 'Sea Sponge']",5.0,1.1599594427840971,1.4918890170401378,1.8166600086260423,1.1795665578497772,2.909090909090909,2021-02-10,,,61
U. olhanensis,male,adult,,Hiding under floating debris.,"['Shrimp', 'Sea Anemone', 'Polychaete Worm', 'Sea Star']",6.0,3.9545454545454546,3.966536687833475,5.311695681093681,4.2017496701466746,2.909090909090909,2021-02-10,,,62
A. Farensis,female,adult,False,Searching for food in tidal pools.,"['Sea Sponge', 'Sea Urchin', 'Hermit Crab', 'Shrimp', 'Small Fish']",6.0,2.95153269948832,3.1581941626054264,3.818928190423939,3.2219098681098646,2.909090909090909,2021-02-10,,,63
U. olhanensis,female,sub_adult,False,Waving claws rhythmically.,"['Polychaete Worm', 'Snail', 'Algae', 'Barnacle']",5.0,3.0600158962307615,3.5557322438935235,4.475231510859273,3.2000467964658736,2.8181818181818183,2021-02-10,,,64
U. olhanensis,male,adult,,Retreating into burrow.,"['Hermit Crab', 'Jellyfish', 'Sea Urchin', 'Small Fish']",8.0,1.6363636363636365,1.4880610813131339,2.1756328571479693,1.7260033636032368,3.090909090909091,2021-02-10,,,65
u. olhanen.,N/R,adult,,Displaying dominance by lifting body.,"['Small Fish', 'Barnacle']",4.0,3.8181818181818183,3.5397182893125163,5.185801029005049,4.060507502856348,2.909090909090909,2021-02-10,,,66
Ucides alvorensis,male,adult,,Climbing onto submerged logs.,"['Sea Star', 'Shrimp', 'Crab (Other Species)', 'Mussel']",9.0,3.272727272727273,3.4664515415651325,4.542243702216468,3.4239662273867926,3.0,2021-02-10,,,67
U. olhanensis,male,sub_adult,,Climbing vertical rock face.,['Jellyfish'],10.0,2.0454545454545454,1.8017790662408573,2.2543852899702026,2.1044165339410417,3.090909090909091,2021-02-10,,,68
A. Farensis,male,adult,,Interaction with hermit crabs.,"['Snail', 'Sea Sponge', 'Jellyfish', 'Sea Star']",6.0,1.5,1.4172941778199566,1.9061758561926903,1.503343119204551,2.909090909090909,2021-02-10,,,69
u. olhanen.,male,pre_puberty,True,Using claws to dig into sediment.,"['Polychaete Worm', 'Sea Urchin']",8.0,0.3409090909090909,0.2850268585017258,0.424609511579741,0.36175937151976345,2.727272727272727,2021-02-10,,,70
U. olhanensis,male,juvenile,,Rapid crossing of open sand.,['Hermit Crab'],11.0,2.090909090909091,1.9432150754822024,2.363185759143629,2.2120953168284925,2.727272727272727,2021-02-10,,,71
U. olhanensis,male,adult,,Struggling with entangled seaweed.,"['Snail', 'Algae', 'Sea Star', 'Sea Sponge']",4.0,2.727272727272727,2.5532532242996293,3.7850532749578365,2.7846402953842,3.0,2021-02-10,,,72
A. Farensis,male,sub_adult,,Moving sideways along sandy bottom.,"['Algae', 'Crab (Other Species)', 'Shrimp', 'Barnacle']",5.0,1.8181818181818181,1.91474684136994,2.663559501231845,1.9136283417932916,3.090909090909091,2021-02-10,,,73
U. olhanensis,female,adult,False,Rapid crossing of open sand.,"['Snail', 'Mussel', 'Jellyfish', 'Sea Urchin']",4.0,2.2011832480532565,2.3989080060695396,3.4429751677094327,2.2983230521666993,2.8181818181818183,2021-02-10,,,74
U. olhanensis,male,sub_adult,,Social contact with other crabs.,"['Jellyfish', 'Snail']",7.0,3.75,3.712045356973986,4.854000173070511,4.040006582784394,2.8181818181818183,2021-02-10,,,75
u. olhanen.,male,adult,,Rapid crossing of open sand.,"['Shrimp', 'Hermit Crab', 'Polychaete Worm', 'Mussel']",5.0,2.8636363636363638,2.833639704547917,3.702719320664691,2.9447477763114707,2.8181818181818183,2021-02-10,,,76
u. olhanen.,female,sub_adult,False,Exchanging antenna taps.,"['Sea Anemone', 'Small Fish', 'Shrimp', 'Coral Fragment', 'Sea Sponge']",7.0,3.553436110691473,3.5341937253200424,5.29473168702014,3.809410353483696,2.909090909090909,2021-02-10,,,77
A farensis,female,adult,False,Inspecting discarded crab shell.,"['Small Fish', 'Polychaete Worm', 'Barnacle', 'Crab (Other Species)', 'Hermit Crab']",3.0,4.494283691634604,5.135888975788738,7.356184139785345,4.615573969891617,3.090909090909091,2021-02-10,,,78
Ucides alvorensis,female,juvenile,False,Moving toward warmer water pockets.,"['Shrimp', 'Jellyfish', 'Barnacle', 'Coral Fragment']",4.0,0.8557050294829065,0.7877548773674147,1.0465363916514745,0.8950009398297815,2.909090909090909,2021-02-10,,,79
A. Farensis,female,juvenile,False,Searching for food in tidal pools.,"['Sea Star', 'Sea Urchin', 'Mussel', 'Snail']",7.0,0.6656133995300461,0.5558116901237123,0.6830596846230077,0.6850220595118479,3.0,2021-02-10,,,80
u. olhanen.,male,adult,,Feeding on small mollusks.,"['Polychaete Worm', 'Jellyfish', 'Barnacle', 'Mussel']",9.0,1.2272727272727273,1.1479237846585748,1.6019661500478761,1.2882319282612056,3.0,2021-02-10,,,81
A. Farensis,female,pre_puberty,False,Feeding on algae scraped from rocks.,['Polychaete Worm'],10.0,1.1315770440773767,1.250553539305379,1.7290156737193174,1.2243516174064595,2.8181818181818183,2021-02-10,,,82
A farensis,male,pre_puberty,,Rapid claw movement while feeding.,['Mussel'],2.0,1.0909090909090908,0.7650252859016816,1.1178865971731875,1.1252870663240664,2.909090909090909,2021-02-10,,,83
u. olhanen.,female,pre_puberty,False,Half buried in sand.,"['Sea Urchin', 'Barnacle', 'Jellyfish', 'Snail']",6.0,1.907403341945389,1.5912364949488504,2.2777689842352404,1.9472108077307184,2.909090909090909,2021-02-10,,,84
A farensis,nan,sub_adult,,Climbing vertical rock face.,"['Jellyfish', 'Sea Sponge', 'Snail']",6.0,4.545454545454546,4.5913587737013435,6.055952043547106,4.980060424954002,2.909090909090909,2021-02-10,,,85
A. Farensis,female,pre_puberty,True,Rapid claw movement while feeding.,"['Algae', 'Sea Urchin', 'Sea Sponge', 'Snail']",3.0,2.228712882625126,2.485489347606284,3.351623403069654,2.3077292409806183,2.8181818181818183,2021-02-10,,,86
u. olhanen.,male,juvenile,,Moving toward warmer water pockets.,"['Hermit Crab', 'Mussel']",10.0,2.3636363636363638,1.456635177486213,1.8968909670538012,2.42972775870691,2.8181818181818183,2021-02-10,,,87
u. olhanen.,male,juvenile,,Interacting with small fish nearby.,['Jellyfish'],4.0,2.0,2.1261178268465306,2.9605030213917045,2.042801321624594,3.090909090909091,2021-02-10,,,88
u. olhanen.,male,sub_adult,,Picking detritus from seabed.,"['Sea Anemone', 'Sea Sponge', 'Polychaete Worm', 'Jellyfish', 'Algae']",7.0,4.545454545454546,3.8040157422541294,4.686168278096106,4.8428623995545985,3.090909090909091,2021-02-10,,,89
u. olhanen.,female,sub_adult,False,Swimming short distance to escape.,"['Sea Star', 'Small Fish', 'Coral Fragment', 'Barnacle', 'Polychaete Worm']",5.0,5.056111413310142,3.6453707879908266,4.784348939017944,5.288181941286745,2.8181818181818183,2021-02-10,,,90
U. olhanensis,female,adult,False,Using claws to dig into sediment.,['Barnacle'],5.0,3.9293897612191926,4.844180967683606,6.434725777922295,4.298959060976985,3.090909090909091,2021-02-10,,,91
A. Farensis,female,pre_puberty,False,Claw waving directed at nearby crab.,"['Mussel', 'Shrimp', 'Hermit Crab', 'Small Fish', 'Crab (Other Species)']",6.0,1.666682656024424,1.3637210355727247,1.7184202303412748,1.8056661247146832,2.909090909090909,2021-02-10,,,92
u. olhanen.,female,adult,False,Territorial display against intruder.,"['Sea Sponge', 'Shrimp', 'Mussel', 'Snail']",10.0,4.607149923376098,4.614900046133513,6.540704983769649,4.772118237941687,2.8181818181818183,2021-02-10,,,93
A. Farensis,female,sub_adult,False,Hiding beneath rocks.,"['Crab (Other Species)', 'Mussel', 'Sea Anemone']",4.0,1.8520311097212179,1.5083728786118542,1.911505769829211,1.9088555593633743,3.0,2021-02-10,,,94
u. olhanen.,female,adult,False,Pausing frequently during exploration.,"['Barnacle', 'Coral Fragment']",4.0,2.8731673661900463,2.741538190264798,3.771075740741317,2.9087325566350217,3.090909090909091,2021-02-10,,,95
A. Farensis,male,sub_adult,,Burrowing into sandy sediment.,"['Crab (Other Species)', 'Coral Fragment', 'Algae']",5.0,3.1818181818181817,2.5945352898852394,3.7460766062637516,3.380132567704814,2.909090909090909,2021-02-10,,,96
u. olhanen.,male,pre_puberty,,Vibrating antennae in water currents.,"['Sea Anemone', 'Coral Fragment']",5.0,1.8409090909090908,1.9869528803881538,2.8022894940255463,1.9404909449735086,2.909090909090909,2021-02-10,,,97
u. olhanen.,female,pre_puberty,False,Social contact with other crabs.,"['Coral Fragment', 'Algae', 'Sea Urchin']",6.0,0.6675272099008076,0.7490087371854265,0.9137346565618055,0.6946551727143518,2.909090909090909,2021-02-10,,,98
A. Farensis,male or female,juvenile,,Rapid claw movement while feeding.,"['Hermit Crab', 'Shrimp', 'Sea Star', 'Polychaete Worm']",8.0,1.4090909090909092,1.9287214232573087,2.719164591274787,1.5048229519915624,2.909090909090909,2021-02-10,,,99
A farensis,female,sub_adult,False,Defensive posture when approached.,"['Hermit Crab', 'Shrimp', 'Snail']",5.0,2.2707564857522105,1.9406211729061673,2.661519492358283,2.3547283981671967,2.909090909090909,2021-02-10,,,100
A. Farensis,male,juvenile,,Exchanging antenna taps.,"['Hermit Crab', 'Algae', 'Sea Urchin']",6.0,0.3181818181818182,0.21144167633717725,0.3165987787982131,0.3250470406278857,2.8181818181818183,2021-02-10,,,101
A farensis,female,sub_adult,False,Searching for mates at twilight.,"['Hermit Crab', 'Small Fish', 'Jellyfish', 'Polychaete Worm', 'Shrimp']",8.0,1.9735980513191422,2.0184572901489064,2.916769470034117,2.0028757818013605,2.909090909090909,2021-02-10,,,102
u. olhanen.,male,adult,,Rapid crossing of open sand.,"['Sea Urchin', 'Snail', 'Polychaete Worm', 'Shrimp']",7.0,2.0454545454545454,2.120986713099579,2.6382293049696415,2.222448302182007,2.909090909090909,2021-02-10,,,103
u. olhanen.,male,juvenile,,Rapid crossing of open sand.,"['Algae', 'Polychaete Worm', 'Hermit Crab', 'Sea Urchin']",4.0,1.5909090909090908,1.584717487370586,2.2446048315436204,1.6127551412806937,2.909090909090909,2021-02-10,,,104
u. olhanen.,male,pre_puberty,,Climbing algae-covered rocks.,"['Algae', 'Sea Anemone', 'Barnacle', 'Hermit Crab', 'Polychaete Worm']",4.0,1.5,1.5428808876860032,2.174941827041666,1.63536469505326,3.0,2021-02-10,,,105
u. olhanen.,male,sub_adult,,Picking detritus from seabed.,['Polychaete Worm'],5.0,1.0227272727272727,0.8324841721072381,1.1629081684544103,1.0770479749520463,2.8181818181818183,2021-02-10,,,106
U. olhanensis, ,adult,,Slow movement near seagrass patches.,['Sea Anemone'],5.0,0.8181818181818182,0.7531021990453076,1.030209934825464,0.8236945841238452,2.727272727272727,2021-02-10,,,107
A. Farensis,male,sub_adult,,Feeding on small crustaceans.,"['Barnacle', 'Jellyfish', 'Sea Star', 'Small Fish']",9.0,4.318181818181818,3.4550704269323025,4.167932803415181,4.649810907142686,3.0,2021-02-10,,,108
A. Farensis,female,adult,False,Defensive posture when approached.,"['Shrimp', 'Hermit Crab', 'Sea Star', 'Snail', 'Sea Urchin']",8.0,1.603622125490761,1.9737588412633924,2.953626927652719,1.6811736934848738,2.8181818181818183,2021-02-10,,,109
u. olhanen.,male,adult,True,Scavenging near tidal pools.,"['Hermit Crab', 'Crab (Other Species)', 'Polychaete Worm', 'Shrimp', 'Sea Star']",7.0,6.818181818181818,6.843280447951243,8.538654050999233,7.322672973738847,3.0,2021-02-10,,,110
A farensis,male,adult,,Exchanging antenna taps.,"['Small Fish', 'Crab (Other Species)', 'Algae', 'Polychaete Worm', 'Sea Anemone']",10.0,2.3181818181818183,2.0890767148413123,2.9141981762492546,2.3986079623046312,3.0,2021-02-10,,,111
A. Farensis,male,adult,,Climbing seaweed stalks.,['Jellyfish'],7.0,1.0909090909090908,1.1895152632204977,1.7414983502485801,1.1753268707151705,2.8181818181818183,2021-02-10,,,112
A. Farensis,female,pre_puberty,True,Pausing frequently during exploration.,"['Sea Sponge', 'Shrimp', 'Sea Anemone', 'Snail', 'Jellyfish']",4.0,2.195611361901807,2.2161283523584987,3.0123347277094896,2.2041078081287973,3.0,2021-02-10,,,113
U. olhanensis,male,adult,,Climbing barnacle-covered surfaces.,"['Crab (Other Species)', 'Shrimp', 'Jellyfish', 'Algae']",2.0,2.1818181818181817,2.371426959279529,2.9043597099977747,2.221098048460652,2.727272727272727,2021-02-10,,,114
Ucides alvorensis,male,adult,,Mating behavior with antenna touching.,"['Sea Anemone', 'Small Fish', 'Algae']",6.0,2.727272727272727,2.6474047604222695,3.6352706373954473,2.9147441611650846,2.909090909090909,2021-02-10,,,115
A. Farensis,male,adult,,Retreating into burrow.,['Snail'],5.0,7.2272727272727275,7.4644730452446,9.225376053676449,7.374025686470447,2.909090909090909,2021-02-10,,,116
U. olhanensis,male,pre_puberty,,Vibrating antennae in water currents.,"['Sea Sponge', 'Coral Fragment']",4.0,1.7727272727272727,1.834136098615607,2.63792079335594,1.898587537836007,2.727272727272727,2021-02-10,,,117
u. olhanen.,male,pre_puberty,,Crab moving quickly across rocks.,"['Sea Sponge', 'Sea Urchin', 'Algae', 'Mussel', 'Sea Star']",7.0,3.0681818181818183,2.5256067781715057,3.6007499658314583,3.212284491717029,2.8181818181818183,2021-02-10,,,118
u. olhanen.,female,adult,False,Retreating quickly from shadow.,"['Sea Star', 'Coral Fragment', 'Barnacle']",3.0,2.7778863243185326,2.649969148077633,3.737161442402417,3.0263332548769752,2.909090909090909,2021-02-10,,,119
