species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
u. olhanen.,female,sub_adult,False,Cleaning claws with rubbing motion.,"['Sea Anemone', 'Snail']",8.0,6.997694528519549,6.5191430874551335,8.787243309048446,7.24706671134308,41.0,2020-12-12,,,34
U. olhanensis,male,adult,,Hiding in sandy burrow.,['Shrimp'],10.0,12.0,11.528677873652429,15.16979838828698,12.505701430440636,39.0,2020-12-12,,,35
u. olhanen.,-,sub_adult,,Picking algae from rock surface.,"['Barnacle', 'Sea Star', 'Algae', 'Snail']",7.0,26.25,31.193133332560276,40.485816205106254,27.862253510520873,42.0,2020-12-12,,,36
U. olhanensis,male,sub_adult,,Sitting still blending with environment.,"['Small Fish', 'Mussel']",9.0,13.75,12.539546164205769,17.84092189715161,14.347309280981037,42.0,2020-12-12,,,37
U. olhanensis,male,sub_adult,,Dragging shell fragment backward.,"['Jellyfish', 'Coral Fragment', 'Hermit Crab']",11.0,16.25,15.295192463310066,20.90828838671782,17.21561344831564,38.0,2020-12-12,,,38
A farensis,male,pre_puberty,,Rapid claw movement while feeding.,"['Sea Star', 'Polychaete Worm', 'Snail']",5.0,5.25,6.049734858529151,8.119485649984966,5.731438460613684,39.0,2020-12-12,,,39
A farensis,male,sub_adult,True,Sitting still blending with environment.,"['Sea Anemone', 'Small Fish', 'Crab (Other Species)']",10.0,16.25,16.35698136241104,20.776539485472195,17.28236453859352,39.0,2020-12-12,,,40
A farensis,female,juvenile,True,Claw waving directed at nearby crab.,"['Jellyfish', 'Coral Fragment', 'Crab (Other Species)']",10.0,9.545887682594396,9.25036505144986,11.486621902339396,10.269716869125286,41.0,2020-12-12,,,41
U. olhanensis,male,adult,,Defensive posture when approached.,"['Crab (Other Species)', 'Hermit Crab', 'Coral Fragment', 'Snail', 'Polychaete Worm']",10.0,13.5,13.595542994224909,20.29692819869135,14.570876211309427,42.0,2020-12-12,,,42
A farensis,male,sub_adult,,Moving in groups.,"['Sea Sponge', 'Snail', 'Coral Fragment', 'Crab (Other Species)']",8.0,11.25,9.680904144996678,13.265390207062195,11.553632322459494,41.0,2020-12-12,,,43
u. olhanen.,male,pre_puberty,,Waving claws rhythmically.,"['Coral Fragment', 'Jellyfish', 'Mussel']",10.0,11.25,11.428989468768764,15.170389932784692,11.944361085297,38.0,2020-12-12,,,44
U. olhanensis,male,juvenile,,Picking detritus from seabed.,['Algae'],8.0,10.0,8.863500267226822,10.806501112034379,10.1987986777002,38.0,2020-12-12,,,45
A. Farensis,female,adult,True,Color changes during molting.,"['Sea Urchin', 'Snail', 'Mussel']",9.0,12.057923047066689,10.774938325119408,13.143570913805075,13.165105547504636,40.0,2020-12-12,,,46
U. olhanensis,male,pre_puberty,,Exchanging antenna taps.,"['Sea Anemone', 'Sea Sponge', 'Snail', 'Polychaete Worm', 'Mussel']",4.0,13.5,17.406815530768725,24.48974722714738,14.346707279130436,41.0,2020-12-12,,,47
A. Farensis,female,sub_adult,False,Moving toward warmer water pockets.,"['Barnacle', 'Sea Sponge']",9.0,30.213570226646738,26.15539876260737,31.611998441963028,31.8497529109363,42.0,2020-12-12,,,48
A farensis,female,sub_adult,True,Claw waving directed at nearby crab.,"['Crab (Other Species)', 'Sea Sponge']",6.0,18.375062724181735,16.495635027629163,22.41358686526806,18.84887217339129,40.0,2020-12-12,,,49
A farensis,male,adult,True,Hiding under seagrass blades.,"['Crab (Other Species)', 'Snail', 'Algae', 'Shrimp', 'Sea Anemone']",10.0,21.0,22.480160311748296,28.86053842840423,22.643489298912925,40.0,2020-12-12,,,50
u. olhanen.,male,adult,,Inspecting discarded crab shell.,"['Crab (Other Species)', 'Polychaete Worm']",9.0,16.5,16.02836209612395,22.80428712544717,16.50780304651757,41.0,2020-12-12,,,51
A farensis,female,sub_adult,True,Claw snapping at diver.,['Algae'],2.0,9.645461484392364,9.709968555923513,14.429500862445588,10.428527523784142,39.0,2020-12-12,,,52
u. olhanen.,male,adult,,Moving sideways along sandy bottom.,"['Sea Urchin', 'Barnacle']",11.0,25.5,26.501387109305103,39.515900216900334,25.904991163418593,39.0,2020-12-12,,,53
A farensis,male,pre_puberty,,Burrowing into sandy sediment.,"['Barnacle', 'Algae']",9.0,12.75,16.502420854514966,22.48385680660232,13.470625064086033,37.0,2020-12-12,,,54
A farensis,male,adult,,Claw snapping in competition.,"['Small Fish', 'Jellyfish', 'Algae', 'Barnacle', 'Crab (Other Species)']",8.0,21.0,21.789056377838087,27.962308367351095,21.249721354290777,40.0,2020-12-12,,,55
u. olhanen., ,juvenile,,Feeding on algae scraped from rocks.,"['Sea Urchin', 'Snail', 'Barnacle', 'Shrimp']",7.0,11.5,15.909867419402895,19.77526160501825,11.791702350455465,40.0,2020-12-12,,,56
u. olhanen.,male,pre_puberty,,Retreating quickly from shadow.,['Sea Star'],8.0,20.25,25.871637518658403,37.65146871821615,20.350743520053864,39.0,2020-12-12,,,57
U. olhanensis,female,adult,True,Interacting with small fish nearby.,"['Hermit Crab', 'Sea Urchin', 'Polychaete Worm', 'Snail', 'Small Fish']",8.0,39.91660620773241,39.020973904822526,55.05041821407053,43.70815136474505,39.0,2020-12-12,,,58
u. olhanen.,male,juvenile,,Moving sideways along sandy bottom.,"['Small Fish', 'Algae', 'Sea Star', 'Polychaete Worm']",8.0,18.5,16.081631530787966,20.89000539953712,19.714470113861886,39.0,2020-12-12,,,59
u. olhanen.,female,pre_puberty,False,Feeding on small mollusks.,"['Barnacle', 'Shrimp']",6.0,12.9861416798666,9.476114178820717,14.07518195029109,13.476077043713339,37.0,2020-12-12,,,60
Ucides alvorensis,female,pre_puberty,False,Shaking claws after contact.,"['Shrimp', 'Sea Anemone', 'Small Fish']",10.0,15.386377601528036,9.998781304780291,13.128205040309826,15.865661789317723,39.0,2020-12-12,,,61
A. Farensis,female,adult,False,Climbing seaweed stalks.,['Sea Sponge'],7.0,21.311200528783726,22.284079003312083,27.54760945371315,22.520447797634123,39.0,2020-12-12,,,62
A. Farensis,male,juvenile,,Sideways walking along bay edge.,"['Coral Fragment', 'Algae', 'Sea Star', 'Snail', 'Barnacle']",8.0,15.5,12.428861428120614,16.46865575951459,15.707173025445048,39.0,2020-12-12,,,63
A farensis,female,adult,True,Rapid claw movement while feeding.,['Coral Fragment'],9.0,30.461923110041468,36.86705019199193,45.839823349682824,32.62634266586015,39.0,2020-12-12,,,64
A farensis,male,sub_adult,,Climbing vertical rock face.,['Coral Fragment'],12.0,17.5,15.374392558354993,20.004007883244405,18.83585472314011,41.0,2020-12-12,,,65
u. olhanen.,female,adult,False,Resting under shell fragment.,"['Sea Urchin', 'Sea Star', 'Snail']",4.0,24.0310571732946,28.4616239683901,38.50551902914658,26.234001778093443,41.0,2020-12-12,,,66
A farensis,N/R,sub_adult,,Searching for food in tidal pools.,"['Barnacle', 'Shrimp', 'Sea Anemone']",7.0,16.25,16.388647002433324,23.429212455277465,16.721647187302857,40.0,2020-12-12,,,67
A. Farensis,female,sub_adult,False,Escaping from aggressive fish.,"['Polychaete Worm', 'Coral Fragment', 'Hermit Crab', 'Sea Anemone', 'Small Fish']",8.0,28.262062788477603,30.089797303916644,43.398160452823426,30.861252817605852,41.0,2020-12-12,,,68
A farensis,female,pre_puberty,False,Slow movement near seagrass patches.,"['Barnacle', 'Hermit Crab', 'Jellyfish', 'Mussel']",7.0,22.260048861002932,24.64908890124749,33.89027188183256,23.054933132085395,41.0,2020-12-12,,,69
A. Farensis,male,sub_adult,True,Moving sideways along sandy bottom.,"['Sea Star', 'Snail', 'Algae', 'Sea Anemone', 'Small Fish']",4.0,36.25,41.508002730852745,49.821468262440135,37.734458878631,38.0,2020-12-12,,,70
A farensis,male,adult,,Mating behavior with antenna touching.,"['Crab (Other Species)', 'Small Fish', 'Jellyfish', 'Mussel']",6.0,31.5,33.058294644032316,48.401428029721515,34.4049988218245,39.0,2020-12-12,,,71
U. olhanensis,male,pre_puberty,,Rapid claw movement while feeding.,"['Sea Sponge', 'Crab (Other Species)', 'Mussel', 'Snail', 'Algae']",11.0,42.75,40.074427431138524,50.64515267320481,44.24302377307788,40.0,2020-12-12,,,72
u. olhanen.,male,adult,,Moving toward warmer water pockets.,"['Jellyfish', 'Small Fish', 'Sea Star', 'Mussel']",10.0,31.5,29.923596541041295,39.973267854900264,33.91205472171707,37.0,2020-12-12,,,73
u. olhanen.,male,sub_adult,,Climbing seaweed stalks.,"['Barnacle', 'Sea Anemone', 'Sea Urchin', 'Shrimp', 'Coral Fragment']",8.0,25.0,22.305658858550807,32.35589847371872,25.890354056955267,40.0,2020-12-12,,,74
u. olhanen.,male,juvenile,,Escaping from aggressive fish.,"['Hermit Crab', 'Mussel', 'Sea Anemone']",7.0,6.0,3.710806540416062,5.0991702366068985,6.321443750337772,40.0,2020-12-12,,,75
U. olhanensis,female,sub_adult,True,Hiding in sandy burrow.,"['Jellyfish', 'Hermit Crab', 'Sea Urchin']",13.0,8.155373578428215,8.389899775433237,10.990337078534107,8.284585873944035,40.0,2020-12-12,,,76
A. Farensis,female,adult,False,Exploring new territory.,"['Polychaete Worm', 'Algae', 'Coral Fragment']",9.0,19.45111917317446,20.14307378435921,26.826610058513964,20.26726830124036,39.0,2020-12-12,,,77
A farensis,male,adult,,Retreating into burrow.,"['Sea Star', 'Mussel']",5.0,15.0,15.226922850548378,19.186369409718633,15.138612767630251,40.0,2020-12-12,,,78
u. olhanen.,-,adult,,Climbing algae-covered rocks.,"['Small Fish', 'Shrimp', 'Sea Urchin', 'Sea Sponge', 'Hermit Crab']",8.0,28.5,28.489026221733532,41.03349456771789,29.720360982601218,41.0,2020-12-12,,,79
U. olhanensis,male,adult,True,Hiding beneath rocks.,"['Polychaete Worm', 'Shrimp', 'Sea Sponge', 'Sea Anemone', 'Sea Star']",8.0,10.5,10.833250528430701,13.150770705402984,11.240189526346763,42.0,2020-12-12,,,80
u. olhanen.,male,adult,,Moving toward warmer water pockets.,['Sea Star'],6.0,19.5,21.176430875303303,26.260268062758986,20.978158768415806,40.0,2020-12-12,,,81
A. Farensis, ,adult,,Sitting still blending with environment.,['Hermit Crab'],8.0,16.5,14.949010886727548,19.636599340368623,17.90493966225419,41.0,2020-12-12,,,82
u. olhanen.,female,pre_puberty,False,Feeding on detritus in shallow water.,['Shrimp'],6.0,21.886957031582924,25.606042125563768,34.563745298782,22.111689760017192,40.0,2020-12-12,,,83
u. olhanen.,female,adult,False,Emerging cautiously from hiding.,"['Polychaete Worm', 'Small Fish']",7.0,11.594905533125651,13.465208176917406,17.48822518243827,11.937632186384144,40.0,2020-12-12,,,84
U. olhanensis,male,sub_adult,,Exploring new territory.,['Jellyfish'],10.0,43.75,47.35207290414711,63.66972547493138,46.3066163909631,40.0,2020-12-12,,,85
u. olhanen.,female,adult,True,Hiding under floating debris.,['Algae'],10.0,22.09932821048664,21.987686369347667,27.981954212002872,22.66646884842388,40.0,2020-12-12,,,86
u. olhanen.,male,sub_adult,,Dragging shell fragment backward.,"['Crab (Other Species)', 'Sea Star', 'Sea Anemone']",9.0,48.75,43.1363876686018,58.29305772627188,49.605548366591044,39.0,2020-12-12,,,87
A farensis,male,juvenile,,Feeding on algae scraped from rocks.,['Barnacle'],6.0,10.0,8.162129208049224,10.074970879239727,10.838189654359635,39.0,2020-12-12,,,88
u. olhanen.,male,pre_puberty,,Moving sideways along sandy bottom.,"['Shrimp', 'Crab (Other Species)', 'Small Fish']",12.0,14.25,17.561480592777205,26.144272225710044,14.652630417372277,39.0,2020-12-12,,,89
U. olhanensis,male,adult,True,Moving toward warmer water pockets.,"['Sea Urchin', 'Jellyfish', 'Small Fish']",5.0,25.5,26.411865113099868,36.29374257056184,26.85698730634615,40.0,2020-12-12,,,90
U. olhanensis,male,adult,,Crab moving quickly across rocks.,"['Shrimp', 'Sea Anemone', 'Polychaete Worm']",5.0,42.0,42.01347822822041,61.80698367503078,45.79034528665966,41.0,2020-12-12,,,91
A farensis,female,pre_puberty,True,Feeding on detritus in shallow water.,"['Sea Anemone', 'Polychaete Worm']",9.0,3.3510084598275185,2.802635097686249,3.498406533331882,3.634005436475552,40.0,2020-12-12,,,92
A. Farensis,male,sub_adult,,Feeding on small mollusks.,"['Sea Anemone', 'Coral Fragment', 'Sea Sponge', 'Polychaete Worm', 'Sea Urchin']",5.0,20.0,22.34042716764375,33.25524438325578,20.530990179344315,40.0,2020-12-12,,,93
A. Farensis,male,sub_adult,,Moving in groups.,"['Sea Urchin', 'Mussel']",7.0,10.0,9.99338118929381,12.455535931109184,10.464574382568196,39.0,2020-12-12,,,94
u. olhanen.,male,adult,,Moving toward warmer water pockets.,"['Polychaete Worm', 'Sea Urchin', 'Sea Anemone', 'Sea Sponge']",8.0,22.5,21.585403137587235,27.235294804291197,23.418787358443954,38.0,2020-12-12,,,95
U. olhanensis,male,sub_adult,,Shaking claws after contact.,"['Snail', 'Mussel']",9.0,23.75,28.059719070849038,36.62456894565618,25.794034248761264,41.0,2020-12-12,,,96
u. olhanen.,female,sub_adult,False,Feeding on small crustaceans.,"['Shrimp', 'Algae']",6.0,20.169307740242463,20.531286534696463,27.467314271933375,20.493624472418013,41.0,2020-12-12,,,97
Ucides alvorensis,female,adult,False,Interacting with small fish nearby.,"['Sea Anemone', 'Barnacle', 'Mussel']",7.0,16.728686150464945,16.518882961509224,20.134447780438354,17.8202415591602,40.0,2020-12-12,,,98
U. olhanensis,female,adult,False,Defensive posture when approached.,['Sea Urchin'],9.0,5.913189184972811,6.500990516623811,8.53094145917063,6.1162928531535,40.0,2020-12-12,,,99
A farensis,male,adult,True,Picking algae from rock surface.,"['Mussel', 'Hermit Crab', 'Jellyfish', 'Small Fish', 'Algae']",10.0,30.0,32.62783939987337,39.895555432548285,32.09675591000393,41.0,2020-12-12,,,100
A farensis,male,sub_adult,,Climbing onto submerged logs.,"['Crab (Other Species)', 'Hermit Crab', 'Algae', 'Sea Sponge']",9.0,23.75,25.90115985145019,32.194794816353856,23.784019677249468,38.0,2020-12-12,,,101
u. olhanen.,female,pre_puberty,False,Territorial display against intruder.,"['Shrimp', 'Algae', 'Sea Anemone', 'Sea Sponge', 'Crab (Other Species)']",7.0,2.3190936294855904,2.6400219457744325,3.4191013566895787,2.5208202791673555,40.0,2020-12-12,,,102
U. olhanensis,male,adult,,Climbing seaweed stalks.,"['Sea Sponge', 'Coral Fragment', 'Small Fish']",11.0,13.5,13.55813292514851,18.678249181046468,13.577138531878253,41.0,2020-12-12,,,103
u. olhanen.,female,adult,True,Escaping from aggressive fish.,"['Barnacle', 'Snail', 'Sea Urchin']",10.0,38.73554931717938,37.7113288353128,47.89494079240056,41.898479916905224,42.0,2020-12-12,,,104
u. olhanen.,female,adult,True,Rapid claw movement while feeding.,"['Polychaete Worm', 'Algae', 'Sea Anemone']",8.0,26.826518893715498,27.678206307992554,41.19204557131965,27.356301590037784,40.0,2020-12-12,,,105
A farensis,-,adult,,Scavenging near tidal pools.,"['Jellyfish', 'Algae', 'Hermit Crab']",10.0,34.5,34.854440280826864,50.20086776677452,37.58999757124441,42.0,2020-12-12,,,106
A. Farensis,female,pre_puberty,False,Exploring new territory.,"['Hermit Crab', 'Sea Sponge']",7.0,8.426372715757703,10.967550704612576,13.509281087727858,9.038898662034212,39.0,2020-12-12,,,107
u. olhanen.,male,sub_adult,,Moving sideways along sandy bottom.,"['Sea Sponge', 'Sea Urchin', 'Coral Fragment', 'Shrimp']",9.0,33.75,39.25756718585174,50.16743499246372,36.60155514048562,40.0,2020-12-12,,,108
A farensis,male,pre_puberty,,Scavenging near tidal pools.,"['Shrimp', 'Hermit Crab', 'Sea Anemone']",8.0,14.25,12.383301440435158,15.295412456711526,15.194208734920325,40.0,2020-12-12,,,109
U. olhanensis,male,juvenile,True,Pausing frequently during exploration.,"['Jellyfish', 'Shrimp', 'Sea Sponge']",9.0,4.5,6.104697779572455,9.13222455915137,4.940930139102183,42.0,2020-12-12,,,110
A. Farensis,female,juvenile,False,Exchanging antenna taps.,"['Polychaete Worm', 'Jellyfish']",6.0,15.342959707483123,9.011528181607273,11.450453371231083,16.086011459347173,40.0,2020-12-12,,,111
U. olhanensis,male,adult,,Rapid crossing of open sand.,['Sea Sponge'],9.0,33.0,34.29612508398057,42.75517252750537,33.41103458754651,40.0,2020-12-12,,,112
A farensis,male,sub_adult,,Displaying dominance by lifting body.,"['Sea Sponge', 'Jellyfish', 'Crab (Other Species)', 'Sea Star', 'Hermit Crab']",9.0,8.75,8.683210393828226,10.548655643129853,9.263680138875339,41.0,2020-12-12,,,113
U. olhanensis,male,sub_adult,,Claw waving directed at nearby crab.,['Sea Sponge'],9.0,8.75,10.490373751785597,13.791898518514765,8.876558095630484,41.0,2020-12-12,,,114
A farensis,female,sub_adult,False,Hiding under seagrass blades.,"['Mussel', 'Crab (Other Species)']",8.0,31.200827634712386,35.660537453336346,45.46868344325129,32.34604770486562,40.0,2020-12-12,,,115
u. olhanen.,female,adult,False,Stillness in cold water.,"['Sea Sponge', 'Shrimp']",11.0,58.455479823104874,53.99906882562859,65.65344396793225,62.477942015267736,40.0,2020-12-12,,,116
A. Farensis,female,adult,True,Inspecting discarded crab shell.,['Algae'],7.0,22.561623995316957,23.547069682877893,34.24399101826833,24.68386164508767,42.0,2020-12-12,,,117
u. olhanen.,male,adult,,Sideways walking along bay edge.,"['Shrimp', 'Sea Sponge', 'Mussel', 'Crab (Other Species)']",8.0,22.5,21.896588641915304,28.063159749925852,24.06759087800826,38.0,2020-12-12,,,118
u. olhanen.,female,sub_adult,False,Defensive posture when approached.,"['Hermit Crab', 'Small Fish']",12.0,14.10266298798407,14.353069007735403,19.108555812770998,14.513257396689449,40.0,2020-12-12,,,119
u. olhanen.,female,sub_adult,False,Guarding a small hole in sediment.,"['Algae', 'Small Fish', 'Shrimp']",7.0,5.962902544889311,5.577491660991986,6.831410252790279,6.117241745773481,41.0,2020-12-12,,,120
U. olhanensis,male,adult,,Guarding a small hole in sediment.,"['Sea Anemone', 'Hermit Crab', 'Coral Fragment', 'Sea Sponge']",4.0,19.5,17.570805331683985,23.176742255172602,20.950270124624108,40.0,2020-12-12,,,121
U. olhanensis,male,juvenile,,Feeding on algae scraped from rocks.,"['Sea Star', 'Small Fish', 'Algae', 'Snail']",12.0,20.0,27.729100647224566,33.49560090020574,20.383929986197185,41.0,2020-12-12,,,122
A farensis,male,adult,,Hiding under floating debris.,"['Small Fish', 'Mussel', 'Crab (Other Species)']",8.0,24.0,25.172494107308133,35.76072657204364,24.813732961012306,41.0,2020-12-12,,,123
u. olhanen.,male,adult,,Swimming short distance to escape.,"['Coral Fragment', 'Hermit Crab', 'Sea Star', 'Snail']",13.0,30.0,27.06873260748826,33.090385444981465,31.755206341058226,40.0,2020-12-12,,,124
U. olhanensis,male,pre_puberty,,Pausing frequently during exploration.,"['Polychaete Worm', 'Shrimp', 'Mussel', 'Sea Anemone', 'Coral Fragment']",6.0,9.0,7.676822308267761,10.092182571565575,9.233141847064235,41.0,2020-12-12,,,125
Ucides alvorensis,nan,juvenile,,Waving claws rhythmically.,"['Sea Urchin', 'Polychaete Worm', 'Shrimp', 'Sea Anemone', 'Crab (Other Species)']",11.0,9.0,6.523090139726315,9.351179832003163,9.071597994216106,42.0,2020-12-12,,,126
U. olhanensis,female,sub_adult,False,Escaping from aggressive fish.,"['Small Fish', 'Mussel']",10.0,23.731598335242545,20.540620379492648,28.768900738766842,23.85465841684561,39.0,2020-12-12,,,127
Ucides alvorensis,female,adult,False,Escaping predator silhouette overhead.,"['Algae', 'Hermit Crab', 'Barnacle']",11.0,24.50440629517663,29.556729627717004,43.47114456175286,26.346737953858607,40.0,2020-12-12,,,128
Ucides alvorensis,male or female,sub_adult,,Escaping from aggressive fish.,['Coral Fragment'],9.0,26.25,28.655654293726265,36.01155878220778,27.070225972987263,42.0,2020-12-12,,,129
U. olhanensis,male,pre_puberty,True,Territorial display against intruder.,"['Jellyfish', 'Hermit Crab', 'Polychaete Worm', 'Small Fish', 'Mussel']",5.0,18.0,15.44496789656184,21.607272355200205,19.17881884400382,40.0,2020-12-12,,,130
