,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
11,u. olhanen.,male,sub_adult,,Climbing onto submerged logs.,"['Jellyfish', 'Shrimp', 'Sea Star']",9.0,73.75,60.04897461109326,83.28813228558433,75.9701772509032,20.0,2022-12-03,,,11
12,U. olhanensis,male,juvenile,,Moving toward bait.,['Jellyfish'],7.0,9.5,10.410303559703811,12.659848976394454,9.968745348506975,20.0,2022-12-03,,,12
13,u. olhanen.,male,adult,,Climbing seaweed stalks.,"['Snail', 'Shrimp', 'Small Fish', 'Sea Sponge']",9.0,88.5,96.65623107894933,143.8885143221271,91.90321788822588,19.0,2022-12-03,,,13
14,u. olhanen.,female,adult,False,Hiding under seagrass blades.,"['Sea Star', 'Mussel', 'Coral Fragment', 'Sea Anemone']",11.0,34.988015186085214,35.089612862460136,49.65185812474218,35.331641781196254,20.0,2022-12-03,,,14
15,u. olhanen.,male,adult,,Exchanging antenna taps.,"['Sea Urchin', 'Hermit Crab']",8.0,94.5,87.98827580981262,126.28735314243258,95.13987755320036,20.0,2022-12-03,,,15
16,U. olhanensis,female,pre_puberty,False,Mating behavior with antenna touching.,"['Hermit Crab', 'Polychaete Worm', 'Small Fish', 'Mussel', 'Jellyfish']",11.0,21.198551629244427,27.16800043244126,37.84145543757175,22.8531492759512,18.0,2022-12-03,,,16
17,A farensis,male,adult,,Picking detritus from seabed.,"['Sea Sponge', 'Crab (Other Species)', 'Coral Fragment', 'Sea Star', 'Snail']",8.0,48.0,50.69457774565596,68.46442118116514,49.54244524239009,20.0,2022-12-03,,,17
18,U. olhanensis,female,pre_puberty,True,Feeding on small crustaceans.,"['Barnacle', 'Crab (Other Species)', 'Sea Anemone', 'Coral Fragment']",9.0,6.283323767440619,4.5821858489952385,5.569426783535203,6.79182053661754,20.0,2022-12-03,,,18
19,U. olhanensis,nan,pre_puberty,,Searching for mates at twilight.,"['Hermit Crab', 'Coral Fragment', 'Sea Sponge']",9.0,20.25,17.235419036218197,24.34911878341041,22.046511231112834,18.0,2022-12-03,,,19
20,Ucides alvorensis,male or female,pre_puberty,True,Vibrating antennae in water currents.,"['Small Fish', 'Algae', 'Jellyfish', 'Coral Fragment', 'Sea Urchin']",7.0,24.0,24.794954471471215,31.157596189609663,24.487336409140163,20.0,2022-12-03,,,20
21,u. olhanen.,male,adult,,Guarding eggs under abdominal flap.,"['Hermit Crab', 'Barnacle', 'Shrimp', 'Snail', 'Sea Anemone']",6.0,42.0,41.3590837207476,56.20257859465855,44.37036274300716,19.0,2022-12-03,,,21
22,u. olhanen.,male,adult,,Burrowing into sandy sediment.,"['Sea Star', 'Crab (Other Species)', 'Coral Fragment', 'Algae']",8.0,13.5,12.981440858057832,17.727735391311338,13.930038338139004,22.0,2022-12-03,,,22
23,A farensis, ,juvenile,,Moving toward warmer water pockets.,"['Sea Sponge', 'Snail', 'Hermit Crab', 'Mussel', 'Barnacle']",10.0,9.0,5.485102286567621,7.893806101827203,9.468585625294807,20.0,2022-12-03,,,23
24,A farensis,male,adult,,Swimming short distance to escape.,"['Mussel', 'Polychaete Worm']",7.0,27.0,25.030134826127494,34.37411361492016,28.23229654479941,21.0,2022-12-03,,,24
25,A farensis,male,pre_puberty,,Climbing algae-covered rocks.,['Sea Sponge'],10.0,12.0,11.18421614587804,15.078556536761173,13.036146742533486,20.0,2022-12-03,,,25
26,A farensis,female,adult,False,Vibrating antennae in water currents.,"['Sea Anemone', 'Sea Urchin', 'Sea Sponge', 'Coral Fragment', 'Hermit Crab']",9.0,25.70881995341076,27.707053226666424,39.44763565669986,26.796538364695607,18.0,2022-12-03,,,26
27,A farensis,female,sub_adult,False,Escaping predator silhouette overhead.,"['Sea Anemone', 'Jellyfish', 'Sea Urchin']",12.0,19.302963909196045,25.577997056311368,35.15259159965316,20.811258284968307,20.0,2022-12-03,,,27
28,A farensis,male,juvenile,,Waving claws rhythmically.,"['Polychaete Worm', 'Sea Sponge']",8.0,4.0,2.930762928310317,3.875343076588521,4.17855354746737,21.0,2022-12-03,,,28
29,U. olhanensis,male,sub_adult,,Climbing seaweed stalks.,"['Snail', 'Sea Star']",9.0,30.0,35.00351667819055,44.52212039449347,32.48829493186862,20.0,2022-12-03,,,29
30,U. olhanensis,female,sub_adult,False,Defensive posture when approached.,"['Algae', 'Shrimp']",7.0,30.883199476247253,31.758722805653463,38.36936506571395,31.21241383182643,19.0,2022-12-03,,,30
31,U. olhanensis,female,adult,False,Hiding beneath rocks.,"['Sea Urchin', 'Polychaete Worm', 'Sea Star', 'Jellyfish']",9.0,48.308971936155324,52.11496263919985,70.1747972794577,52.77979640911177,21.0,2022-12-03,,,31
32,A farensis,male,sub_adult,,Interacting with small fish nearby.,"['Hermit Crab', 'Coral Fragment', 'Crab (Other Species)', 'Small Fish']",8.0,17.5,18.20593819555195,22.8693837419617,19.187383160307935,18.0,2022-12-03,,,32
33,u. olhanen.,male,juvenile,,Interaction with hermit crabs.,"['Hermit Crab', 'Sea Sponge', 'Barnacle']",7.0,23.0,30.521355916974372,37.98099228918429,24.040860170693147,18.0,2022-12-03,,,33
34,A farensis,female,juvenile,True,Escaping from aggressive fish.,"['Sea Sponge', 'Snail', 'Algae', 'Barnacle', 'Sea Star']",9.0,12.276271921736878,10.87060865069202,13.159999473576017,13.209359772786408,20.0,2022-12-03,,,34
35,u. olhanen., ,adult,,Interaction with hermit crabs.,"['Sea Anemone', 'Snail', 'Barnacle', 'Polychaete Worm', 'Hermit Crab']",9.0,49.5,50.07121999838896,71.8955873807458,50.40632992758962,17.0,2022-12-03,,,35
36,U. olhanensis,female,adult,False,Half buried in sand.,"['Hermit Crab', 'Mussel', 'Polychaete Worm', 'Small Fish']",10.0,47.54623300055279,48.17147186520761,65.13230479816299,48.102067592206254,20.0,2022-12-03,,,36
37,u. olhanen.,female,adult,False,Struggling with entangled seaweed.,"['Small Fish', 'Jellyfish']",8.0,28.04042788794868,29.95395016965557,40.371074202326454,28.44401396823574,18.0,2022-12-03,,,37
38,u. olhanen.,male,adult,,Moving sideways along sandy bottom.,"['Polychaete Worm', 'Sea Urchin']",10.0,30.0,27.200572826094433,35.00964579487575,31.511021661833386,21.0,2022-12-03,,,38
39,U. olhanensis,male,adult,,Rapid crossing of open sand.,"['Crab (Other Species)', 'Algae', 'Snail', 'Shrimp']",6.0,46.5,50.078782379802234,66.74432371719051,47.71203324397215,20.0,2022-12-03,,,39
40,u. olhanen.,female,adult,True,Retreating into burrow.,"['Crab (Other Species)', 'Snail', 'Shrimp', 'Polychaete Worm']",6.0,42.31352718382826,55.48950392038973,66.69517222732057,43.37612839680324,18.0,2022-12-03,,,40
41,Ucides alvorensis,-,sub_adult,,Climbing barnacle-covered surfaces.,['Barnacle'],6.0,45.0,41.63925352554063,50.33977073030935,46.41994449105364,19.0,2022-12-03,,,41
42,U. olhanensis,male,pre_puberty,,Moving sideways along sandy bottom.,"['Shrimp', 'Jellyfish', 'Coral Fragment', 'Sea Urchin']",9.0,24.0,17.658952716754662,26.018033758361216,26.301208931872914,20.0,2022-12-03,,,42
43,U. olhanensis,male,pre_puberty,,Picking biofilm on submerged wood.,['Algae'],9.0,18.75,13.673670651177414,19.162251807207646,20.307839594961766,19.0,2022-12-03,,,43
44,U. olhanensis,female,adult,True,Territorial display against intruder.,"['Shrimp', 'Mussel']",8.0,13.060506699178706,13.31153566202439,16.55202191970381,13.801850539066782,18.0,2022-12-03,,,44
45,A farensis,female,pre_puberty,False,Moving sideways along sandy bottom.,['Polychaete Worm'],6.0,16.70227429716517,16.463684671585685,21.244146447002752,18.199435931923272,21.0,2022-12-03,,,45
46,u. olhanen.,female,sub_adult,True,Moving sideways along sandy bottom.,"['Coral Fragment', 'Mussel', 'Barnacle', 'Algae']",8.0,24.07433020028352,29.27037126213713,40.8972880267699,25.57683292542441,20.0,2022-12-03,,,46
47,U. olhanensis,female,pre_puberty,False,Pausing frequently during exploration.,"['Sea Anemone', 'Snail', 'Barnacle']",8.0,8.626836896365907,10.003292430275549,14.997254930820787,9.359531900705946,18.0,2022-12-03,,,47
48,A farensis,male,sub_adult,,Picking detritus from seabed.,"['Sea Urchin', 'Jellyfish', 'Small Fish', 'Barnacle']",8.0,23.75,27.535497776473704,35.318321719103636,24.65042479997435,18.0,2022-12-03,,,48
49,A farensis,female,adult,False,Struggling with entangled seaweed.,"['Small Fish', 'Sea Star', 'Coral Fragment']",9.0,18.00795872684856,18.52744683209987,22.51434342384274,18.028097845250937,20.0,2022-12-03,,,49
50,U. olhanensis,female,adult,False,Feeding on small crustaceans.,"['Sea Star', 'Shrimp', 'Polychaete Worm', 'Barnacle', 'Sea Anemone']",11.0,26.299370803862995,28.641778477430158,39.096366251244035,28.268395559613275,21.0,2022-12-03,,,50
51,u. olhanen.,female,adult,True,Interaction with hermit crabs.,"['Sea Star', 'Algae', 'Coral Fragment', 'Hermit Crab']",3.0,23.664969444419764,20.820919131842903,29.42040990784806,24.15943299811231,19.0,2022-12-03,,,51
52,u. olhanen.,female,adult,False,Guarding eggs under abdominal flap.,"['Small Fish', 'Hermit Crab', 'Coral Fragment', 'Algae', 'Barnacle']",8.0,33.09723197021751,35.79458953212592,52.62143082352507,35.11993473321368,18.0,2022-12-03,,,52
53,u. olhanen.,male,juvenile,,Guarding eggs under abdominal flap.,"['Barnacle', 'Sea Star', 'Small Fish', 'Crab (Other Species)', 'Polychaete Worm']",11.0,15.0,10.431269660414834,12.749513747082387,16.007902964893287,20.0,2022-12-03,,,53
54,u. olhanen.,male,sub_adult,,Searching for mates at twilight.,"['Small Fish', 'Shrimp', 'Jellyfish', 'Sea Sponge']",11.0,43.75,52.459401149354605,69.02392698632642,46.79477856752122,22.0,2022-12-03,,,54
55,u. olhanen.,male,sub_adult,,Territorial display against intruder.,"['Sea Sponge', 'Jellyfish']",9.0,80.0,87.94313478455902,129.35992227458797,82.85725345240076,19.0,2022-12-03,,,55
56,u. olhanen.,female,sub_adult,True,Feeding on small crustaceans.,"['Sea Star', 'Jellyfish', 'Crab (Other Species)', 'Barnacle', 'Snail']",9.0,35.962123532506496,29.397042156135964,40.58511799604414,39.358059725845756,20.0,2022-12-03,,,56
57,A farensis,female,pre_puberty,False,Defensive posture when approached.,"['Barnacle', 'Coral Fragment', 'Mussel', 'Sea Urchin']",8.0,15.09351792896733,13.347312669366733,18.111448934341595,16.39470966281564,19.0,2022-12-03,,,57
58,Ucides alvorensis,-,pre_puberty,,Social contact with other crabs.,"['Sea Star', 'Algae', 'Coral Fragment', 'Polychaete Worm']",5.0,15.0,16.489724781755836,22.916936070683064,15.80692214450224,20.0,2022-12-03,,,58
59,A farensis,male,pre_puberty,,Claw snapping at diver.,"['Crab (Other Species)', 'Sea Anemone', 'Hermit Crab']",8.0,5.25,6.396854328719634,7.937328216515012,5.643086060630247,19.0,2022-12-03,,,59
60,A. Farensis,female,adult,False,Color changes during molting.,"['Shrimp', 'Algae', 'Sea Anemone']",11.0,64.3664530258462,68.27026743425392,82.99690156537513,66.81761536729441,19.0,2022-12-03,,,60
61,U. olhanensis,male,pre_puberty,,Shaking claws after contact.,"['Small Fish', 'Sea Urchin']",7.0,19.5,20.680755353517295,26.8202248263535,19.730878343130403,20.0,2022-12-03,,,61
62,u. olhanen.,male,sub_adult,,Scavenging near tidal pools.,"['Hermit Crab', 'Jellyfish', 'Sea Anemone', 'Polychaete Worm']",7.0,27.5,24.9306193200688,30.98800070123331,27.72152124507667,19.0,2022-12-03,,,62
63,u. olhanen.,male,adult,,Climbing vertical rock face.,['Mussel'],9.0,42.0,38.423569573248685,54.411534584996645,44.23600193873881,19.0,2022-12-03,,,63
64,Ucides alvorensis,male or female,juvenile,,Using claws to dig into sediment.,"['Small Fish', 'Hermit Crab', 'Mussel']",10.0,3.5,2.4886686906978785,3.2348919537815792,3.716271247452564,19.0,2022-12-03,,,64
65,u. olhanen.,female,sub_adult,True,Sitting still blending with environment.,"['Sea Sponge', 'Barnacle', 'Small Fish', 'Crab (Other Species)', 'Algae']",7.0,34.528091558084014,36.13131833853007,51.37400815390125,34.67940008815074,21.0,2022-12-03,,,65
66,u. olhanen.,female,pre_puberty,False,Exchanging antenna taps.,"['Snail', 'Sea Urchin']",8.0,11.384290549663666,14.625340028939073,19.877843244069428,11.715588837991064,19.0,2022-12-03,,,66
67,U. olhanensis,female,adult,False,Feeding on algae scraped from rocks.,"['Small Fish', 'Algae', 'Hermit Crab', 'Sea Sponge']",11.0,51.82112507505865,58.627191519877876,77.21781308898805,54.00954972534496,20.0,2022-12-03,,,67
68,U. olhanensis,male,adult,,Escaping from aggressive fish.,"['Jellyfish', 'Sea Star', 'Sea Sponge', 'Crab (Other Species)']",13.0,63.0,68.31283611781468,88.32721993110631,66.19461589105106,18.0,2022-12-03,,,68
69,Ucides alvorensis,male,sub_adult,,Climbing vertical rock face.,"['Small Fish', 'Coral Fragment', 'Polychaete Worm', 'Sea Sponge', 'Hermit Crab']",8.0,40.0,35.303360823153675,51.70961534800633,40.18910999613064,18.0,2022-12-03,,,69
70,U. olhanensis,male,juvenile,True,Vibrating antennae in water currents.,"['Sea Anemone', 'Jellyfish', 'Barnacle']",8.0,18.0,16.47976527776086,21.25627488567187,18.687671910838162,22.0,2022-12-03,,,70
71,u. olhanen.,male,pre_puberty,,Exchanging antenna taps.,"['Mussel', 'Polychaete Worm', 'Crab (Other Species)', 'Sea Urchin']",9.0,24.75,17.684848607029103,22.444986370152147,27.1108382000699,20.0,2022-12-03,,,71
72,A. Farensis,male,sub_adult,,Territorial display against intruder.,"['Sea Urchin', 'Algae']",6.0,38.75,45.944734518161916,64.68505839629734,40.80539969909723,17.0,2022-12-03,,,72
73,u. olhanen.,male,adult,,Climbing barnacle-covered surfaces.,"['Polychaete Worm', 'Algae', 'Shrimp', 'Hermit Crab']",9.0,91.5,92.4105104408555,114.68235700796843,96.1951210385722,22.0,2022-12-03,,,73
74,Ucides alvorensis,male,adult,,Feeding on small crustaceans.,"['Sea Sponge', 'Sea Star', 'Hermit Crab', 'Jellyfish', 'Mussel']",12.0,60.0,60.46571964455662,90.0414177423755,65.68322449301891,21.0,2022-12-03,,,74
75,Ucides alvorensis,male or female,pre_puberty,,Claw waving directed at nearby crab.,"['Snail', 'Jellyfish']",9.0,9.75,10.689082067378262,15.310278088093511,10.408615845297431,20.0,2022-12-03,,,75
76,U. olhanensis,female,adult,True,Picking biofilm on submerged wood.,['Shrimp'],7.0,19.44815149215758,19.86091654545276,28.748918837379897,20.933288140506463,19.0,2022-12-03,,,76
77,A farensis,male,sub_adult,,Pausing frequently during exploration.,['Sea Sponge'],11.0,22.5,25.705130303043624,35.969996162806666,23.17716494940366,20.0,2022-12-03,,,77
78,A. Farensis,male,pre_puberty,,Color changes during molting.,"['Sea Urchin', 'Barnacle']",10.0,24.0,28.323363094384327,34.40576910903049,24.39058889251429,19.0,2022-12-03,,,78
79,U. olhanensis,male,adult,,Climbing vertical rock face.,"['Sea Sponge', 'Polychaete Worm', 'Jellyfish', 'Barnacle']",7.0,30.0,30.425110213225214,41.096583422207196,30.01772886582181,19.0,2022-12-03,,,79
80,u. olhanen.,female,adult,True,Camouflaging with surrounding mud.,['Jellyfish'],11.0,38.889887705919946,41.02550125405094,52.407861401092376,39.81503482213902,20.0,2022-12-03,,,80
81,u. olhanen.,N/R,sub_adult,,Climbing onto submerged logs.,"['Jellyfish', 'Shrimp', 'Algae', 'Mussel', 'Polychaete Worm']",8.0,46.25,45.90922233465486,59.945110087682195,49.65804769106699,19.0,2022-12-03,,,81
82,u. olhanen.,male,pre_puberty,,Hiding under floating debris.,"['Jellyfish', 'Barnacle', 'Hermit Crab', 'Shrimp']",6.0,15.0,18.26060059741064,25.77978799428823,15.241593227797832,19.0,2022-12-03,,,82
83,A. Farensis,male,sub_adult,,Claw snapping in competition.,"['Polychaete Worm', 'Sea Anemone']",7.0,53.75,61.041329183000876,91.0518827484401,58.42890329724046,19.0,2022-12-03,,,83
84,A farensis,male,pre_puberty,,Climbing algae-covered rocks.,"['Algae', 'Coral Fragment', 'Snail', 'Sea Urchin']",12.0,13.5,12.727913879852517,17.47870805842123,14.831059887027637,18.0,2022-12-03,,,84
85,u. olhanen.,male,adult,,Camouflaging with surrounding mud.,"['Small Fish', 'Algae']",6.0,10.5,11.116023247203835,14.827217779858419,11.142845948757424,20.0,2022-12-03,,,85
86,u. olhanen.,female,adult,True,Rapid claw movement while feeding.,"['Sea Urchin', 'Hermit Crab', 'Small Fish', 'Barnacle']",8.0,21.32993560740641,24.694653108471016,33.70826757190786,22.255373766042002,20.0,2022-12-03,,,86
87,U. olhanensis,-,adult,,Stillness in cold water.,['Sea Urchin'],5.0,40.5,41.60550549761656,61.7594719005515,43.14741164459278,21.0,2022-12-03,,,87
88,U. olhanensis,female,juvenile,True,Territorial display against intruder.,"['Barnacle', 'Sea Star', 'Hermit Crab', 'Polychaete Worm']",4.0,14.371751901325574,19.54135631000591,27.965348176368707,15.00321847923979,19.0,2022-12-03,,,88
89,u. olhanen.,N/R,pre_puberty,,Hiding under floating debris.,['Crab (Other Species)'],10.0,6.75,8.342671331593541,10.233887389747254,7.0077201017680455,17.0,2022-12-03,,,89
90,A. Farensis,male,adult,True,Cleaning claws with rubbing motion.,"['Sea Anemone', 'Barnacle', 'Small Fish', 'Sea Sponge', 'Snail']",5.0,121.5,133.11721480567303,197.04353155652183,127.2915776390032,20.0,2022-12-03,,,90
91,A farensis,female,pre_puberty,True,Hiding beneath rocks.,"['Shrimp', 'Polychaete Worm']",8.0,18.7093819646368,13.777835909700363,18.17997759001092,19.15509301143783,19.0,2022-12-03,,,91
92,U. olhanensis,female,sub_adult,True,Emerging cautiously from hiding.,"['Hermit Crab', 'Sea Urchin', 'Crab (Other Species)']",10.0,13.341927748972772,12.991197958513377,19.382405469525132,13.41783872920253,20.0,2022-12-03,,,92
93,A farensis,male or female,adult,,Foraging among seagrass roots.,"['Barnacle', 'Shrimp', 'Sea Anemone']",6.0,34.5,36.71178563716669,49.84479599579475,36.7944681397156,19.0,2022-12-03,,,93
94,U. olhanensis,male,sub_adult,,Camouflaging with surrounding mud.,"['Hermit Crab', 'Sea Urchin', 'Barnacle']",11.0,17.5,20.595746674181974,26.29330867368118,18.14220836613894,19.0,2022-12-03,,,94
95,A farensis,female,adult,False,Waving claws rhythmically.,"['Jellyfish', 'Algae', 'Sea Sponge', 'Barnacle']",8.0,25.319841345421086,22.301762699149975,28.884884672295573,26.555088028314476,18.0,2022-12-03,,,95
96,u. olhanen.,female,pre_puberty,True,Hiding in sandy burrow.,"['Sea Anemone', 'Polychaete Worm', 'Mussel']",6.0,17.60606429281665,15.50122588034574,19.85524577973816,17.846553388912902,19.0,2022-12-03,,,96
97,U. olhanensis,female,adult,True,Climbing barnacle-covered surfaces.,['Sea Sponge'],9.0,23.92375465405913,26.842169508955106,32.583530979557466,24.350120619353095,19.0,2022-12-03,,,97
98,U. olhanensis,female,adult,False,Displaying dominance by lifting body.,"['Sea Urchin', 'Mussel']",9.0,27.628646509034592,28.592463635116054,40.205411357978555,28.306227782189016,19.0,2022-12-03,,,98
99,u. olhanen.,female,adult,True,Shaking claws after contact.,"['Coral Fragment', 'Hermit Crab', 'Polychaete Worm', 'Crab (Other Species)', 'Small Fish']",10.0,22.92376412806328,23.101932327313325,32.29842380413869,25.190658091262204,20.0,2022-12-03,,,99
100,u. olhanen.,male,juvenile,True,Camouflaging with surrounding mud.,"['Sea Sponge', 'Coral Fragment', 'Polychaete Worm']",5.0,12.0,11.16303474903581,15.023403563477064,12.67792558744804,21.0,2022-12-03,,,100
101,Ucides alvorensis,nan,sub_adult,,Emerging cautiously from hiding.,"['Sea Anemone', 'Snail', 'Hermit Crab']",9.0,48.75,41.201105387505336,55.25518592876144,52.15929687897225,19.0,2022-12-03,,,101
102,A. Farensis,female,adult,False,Claw snapping in competition.,"['Coral Fragment', 'Barnacle', 'Shrimp', 'Mussel']",6.0,32.34270987488851,36.743716563768324,49.84662565504391,35.12103931681229,20.0,2022-12-03,,,102
103,U. olhanensis,female,sub_adult,False,Rapid claw movement while feeding.,"['Polychaete Worm', 'Sea Urchin', 'Crab (Other Species)']",9.0,37.6933589723996,30.58124521207996,38.08012104106197,37.8954649594311,18.0,2022-12-03,,,103
104,u. olhanen.,female,sub_adult,True,Foraging among seagrass roots.,['Coral Fragment'],14.0,43.046855004324506,37.969935043397555,52.22859992105433,43.77665962913102,19.0,2022-12-03,,,104
105,U. olhanensis,female,adult,False,Retreating into burrow.,"['Sea Star', 'Sea Anemone', 'Shrimp', 'Sea Sponge']",5.0,39.44617685078321,41.44475133544694,53.56586003687915,40.29672072046179,22.0,2022-12-03,,,105
106,A. Farensis,female,juvenile,False,Camouflaging with surrounding mud.,"['Shrimp', 'Crab (Other Species)', 'Snail', 'Sea Star', 'Coral Fragment']",9.0,8.380324029212066,7.867075769963793,10.428416987159164,8.899709115880844,20.0,2022-12-03,,,106
107,U. olhanensis,female,adult,True,Sitting still blending with environment.,"['Crab (Other Species)', 'Sea Sponge', 'Small Fish']",5.0,28.689712878147315,33.95947090556165,41.046864994181504,30.55242526631745,19.0,2022-12-03,,,107
108,u. olhanen.,female,juvenile,True,Struggling with entangled seaweed.,"['Mussel', 'Polychaete Worm']",9.0,7.909988569622028,6.6147403150172135,9.501480431568371,8.691711602693978,18.0,2022-12-03,,,108
109,U. olhanensis,female,adult,False,Searching for food in tidal pools.,"['Sea Star', 'Jellyfish', 'Sea Sponge', 'Shrimp', 'Sea Urchin']",12.0,58.12657162869949,68.52254323016567,82.72023943544028,61.616256346117346,20.0,2022-12-03,,,109
110,u. olhanen.,-,adult,True,Territorial display against intruder.,"['Snail', 'Shrimp']",10.0,43.5,44.642304988165,61.06378213134465,43.567983570349405,18.0,2022-12-03,,,110
111,A. Farensis,male,adult,,Climbing submerged rocks.,"['Sea Anemone', 'Jellyfish', 'Snail', 'Sea Sponge', 'Shrimp']",5.0,84.0,87.9609269277554,116.11899213908153,85.59011202474433,20.0,2022-12-03,,,111
112,U. olhanensis,male,adult,,Scavenging near tidal pools.,"['Mussel', 'Sea Sponge']",6.0,51.0,50.913514028527906,76.08815681533507,54.38315694550047,19.0,2022-12-03,,,112
113,A. Farensis,female,adult,False,Dragging shell fragment backward.,"['Jellyfish', 'Barnacle', 'Coral Fragment', 'Algae', 'Sea Star']",6.0,46.250641962070425,45.1043995315076,65.3466182674018,49.65250080499827,20.0,2022-12-03,,,113
114,A. Farensis,male,adult,,Defensive posture when approached.,"['Sea Sponge', 'Jellyfish']",9.0,28.5,28.260684158900226,38.628925340519885,29.15873034343783,19.0,2022-12-03,,,114
115,A farensis,female,adult,False,Moving in groups.,"['Hermit Crab', 'Polychaete Worm', 'Barnacle', 'Sea Anemone', 'Crab (Other Species)']",7.0,31.346322558718903,34.756511556536594,45.208114132424065,34.368001808046344,19.0,2022-12-03,,,115
116,u. olhanen.,male,juvenile,,Feeding on small mollusks.,['Shrimp'],5.0,23.0,14.72810978087811,18.72598028967555,23.075505637291286,20.0,2022-12-03,,,116
117,u. olhanen.,male,pre_puberty,,Picking biofilm on submerged wood.,"['Small Fish', 'Sea Anemone', 'Algae', 'Polychaete Worm', 'Snail']",9.0,42.0,54.41011930489052,78.53352526271422,43.677031292235434,19.0,2022-12-03,,,117
118,A farensis,female,sub_adult,False,Searching for food in tidal pools.,"['Barnacle', 'Hermit Crab', 'Crab (Other Species)', 'Polychaete Worm']",7.0,28.001526342932443,28.568130822763887,41.127762593641926,28.30951247341633,20.0,2022-12-03,,,118
119,u. olhanen.,female,sub_adult,False,Claw snapping in competition.,['Barnacle'],5.0,31.798168740641536,27.103414604066096,40.63004786858835,34.31761350992604,18.0,2022-12-03,,,119
120,A. Farensis,male or female,pre_puberty,True,Cleaning claws with rubbing motion.,"['Snail', 'Mussel', 'Algae', 'Crab (Other Species)', 'Small Fish']",10.0,14.25,15.648320259645727,23.00387378681,15.25257336642142,19.0,2022-12-03,,,120
121,u. olhanen.,female,adult,False,Picking detritus from seabed.,"['Sea Star', 'Hermit Crab', 'Sea Anemone', 'Snail', 'Barnacle']",4.0,52.57423410766997,44.77046262816295,63.776227783555285,55.51952287251324,18.0,2022-12-03,,,121
122,U. olhanensis,female,juvenile,True,Sideways walking along bay edge.,"['Sea Anemone', 'Sea Star', 'Hermit Crab', 'Barnacle']",5.0,10.224207910278096,11.405306601371187,14.067832613648754,10.315982245008534,19.0,2022-12-03,,,122
123,u. olhanen.,female,pre_puberty,False,Exchanging antenna taps.,"['Sea Star', 'Sea Sponge', 'Small Fish', 'Sea Urchin', 'Crab (Other Species)']",8.0,11.326372001982076,14.443818714740637,21.211301519392627,12.42341632838777,19.0,2022-12-03,,,123
124,A farensis,male,juvenile,,Retreating quickly from shadow.,"['Sea Anemone', 'Shrimp', 'Coral Fragment', 'Barnacle', 'Sea Urchin']",10.0,10.0,9.327652212893543,11.85771162129284,10.663664084681017,19.0,2022-12-03,,,124
