species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,male,sub_adult,A farensis,,Inspecting discarded crab shell.,"['Coral Fragment', 'Mussel', 'Algae', 'Snail']",8.0,3.8636363636363638,4.377558963128336,6.156891378817199,4.123007661218068,2.6363636363636362,2021-05-28,,,38
,male,adult,A. Farensis,,Hiding in sandy burrow.,"['Crab (Other Species)', 'Sea Urchin']",5.0,5.454545454545454,5.523082311788246,7.841587999245218,5.565644390896258,2.8181818181818183,2021-05-28,,,39
,female,pre_puberty,u. olhanen.,False,Hiding beneath rocks.,"['Mussel', 'Algae', 'Sea Star', 'Hermit Crab']",3.0,1.3098467290293043,1.16902224562964,1.63151600429432,1.33735929226462,2.6363636363636362,2021-05-28,,,40
,female,pre_puberty,A. Farensis,False,Feeding on small mollusks.,"['Snail', 'Mussel']",8.0,1.9818766373012513,1.6365430941777377,2.3463990288963275,2.0373000117106157,2.8181818181818183,2021-05-28,,,41
,male,pre_puberty,U. olhanensis,,Cleaning claws with rubbing motion.,"['Shrimp', 'Small Fish', 'Sea Urchin', 'Sea Anemone', 'Sea Sponge']",7.0,2.659090909090909,2.952719988932033,4.427063428034584,2.6804496876279376,2.727272727272727,2021-05-28,,,42
,male,juvenile,A farensis,,Scavenging near tidal pools.,"['Mussel', 'Barnacle']",7.0,1.1363636363636365,1.3656480370740276,1.817780297743031,1.2082759594694847,2.727272727272727,2021-05-28,,,43
,male,pre_puberty,Ucides alvorensis,,Feeding on detritus in shallow water.,"['Crab (Other Species)', 'Snail', 'Small Fish', 'Barnacle']",6.0,1.6363636363636365,1.893395509635905,2.6486124826186406,1.651369098916029,2.8181818181818183,2021-05-28,,,44
,male,sub_adult,U. olhanensis,,Struggling with entangled seaweed.,"['Sea Star', 'Hermit Crab']",6.0,1.7045454545454546,1.6597253132444485,2.0049137460075075,1.7138449123980548,2.727272727272727,2021-05-28,,,45
,male,adult,U. olhanensis,,Claw snapping in competition.,"['Coral Fragment', 'Sea Star', 'Snail', 'Barnacle']",4.0,2.0454545454545454,2.0795897604704567,3.0782971906307153,2.146255080321826,2.8181818181818183,2021-05-28,,,46
,female,sub_adult,u. olhanen.,False,Climbing barnacle-covered surfaces.,"['Coral Fragment', 'Sea Anemone', 'Crab (Other Species)', 'Snail']",7.0,1.4987019634686805,1.6963984486311707,2.468639822148035,1.6333170787542448,2.6363636363636362,2021-05-28,,,47
,female,juvenile,U. olhanensis,False,Foraging among seagrass roots.,"['Crab (Other Species)', 'Sea Anemone', 'Hermit Crab', 'Mussel']",7.0,0.6223886000371057,0.8423881925414922,1.1824399859582384,0.6646641845912795,2.727272727272727,2021-05-28,,,48
,male,sub_adult,u. olhanen.,,Waving claws rhythmically.,['Jellyfish'],4.0,2.6136363636363638,2.463278302960839,3.48064750156451,2.763007905527819,2.8181818181818183,2021-05-28,,,49
,female,adult,A farensis,False,Hiding beneath rocks.,['Hermit Crab'],4.0,4.596655708420021,4.817110696358828,5.878704298140835,4.830766064536881,2.727272727272727,2021-05-28,,,50
,female,adult,A. Farensis,False,Waving claws rhythmically.,['Sea Star'],7.0,3.6501349858152476,3.5905225538644014,4.423968887887614,3.77310531073265,2.8181818181818183,2021-05-28,,,51
,female,adult,U. olhanensis,True,Escaping from aggressive fish.,"['Jellyfish', 'Hermit Crab', 'Sea Urchin', 'Barnacle', 'Sea Anemone']",9.0,5.737848167689171,5.605422368010153,8.306146546606797,6.202285768330544,2.6363636363636362,2021-05-28,,,52
,female,pre_puberty,A farensis,False,Hiding under floating debris.,"['Polychaete Worm', 'Sea Sponge', 'Small Fish', 'Shrimp']",8.0,0.9175295006172474,0.7662587357751343,1.1380290891564202,0.9585268136317027,2.8181818181818183,2021-05-28,,,53
,female,pre_puberty,u. olhanen.,False,Dragging shell fragment backward.,"['Hermit Crab', 'Sea Urchin']",8.0,2.709126969042357,3.2492134318728216,4.02692833453796,2.771985040260216,2.6363636363636362,2021-05-28,,,54
,female,sub_adult,Ucides alvorensis,False,Guarding a small hole in sediment.,"['Shrimp', 'Sea Anemone']",4.0,2.0295061284832454,2.2964746784221,3.3561965343150053,2.202817326502894,2.909090909090909,2021-05-28,,,55
,male,pre_puberty,A farensis,,Shaking claws after contact.,['Barnacle'],9.0,1.5,1.1982583110398421,1.6905663505399415,1.5481715293436873,2.8181818181818183,2021-05-28,,,56
,male,adult,A farensis,,Vibrating antennae in water currents.,"['Sea Anemone', 'Shrimp']",3.0,2.0454545454545454,2.1190030752086866,2.842623787982001,2.24931760667987,2.6363636363636362,2021-05-28,,,57
,female,sub_adult,u. olhanen.,False,Displaying dominance by lifting body.,['Barnacle'],7.0,3.5563351067907676,4.07488142067241,5.2929885942718595,3.606883071934246,2.8181818181818183,2021-05-28,,,58
,female,juvenile,A. Farensis,False,Exploring new territory.,"['Sea Anemone', 'Coral Fragment', 'Sea Sponge', 'Sea Star']",7.0,0.5068481509990213,0.3417342432039266,0.4923234518105711,0.5271661865860872,2.5454545454545454,2021-05-28,,,59
,male,adult,A. Farensis,True,Hiding under floating debris.,"['Crab (Other Species)', 'Jellyfish', 'Mussel']",9.0,1.3636363636363635,1.4379585000325599,2.0571445043473853,1.4873925514277426,2.727272727272727,2021-05-28,,,60
,male,sub_adult,A. Farensis,,Picking algae from rock surface.,"['Sea Urchin', 'Algae', 'Barnacle', 'Crab (Other Species)']",7.0,1.0227272727272727,1.1849191292308974,1.4608395828823304,1.0763649742075325,2.727272727272727,2021-05-28,,,61
,male,adult,A farensis,,Crab moving quickly across rocks.,"['Jellyfish', 'Coral Fragment', 'Algae', 'Snail', 'Shrimp']",5.0,6.545454545454546,7.115813457629008,9.669506887045978,6.872930890006651,2.8181818181818183,2021-05-28,,,62
,female,sub_adult,u. olhanen.,False,Waving claws rhythmically.,"['Sea Sponge', 'Crab (Other Species)', 'Shrimp', 'Hermit Crab']",6.0,1.57040842562278,1.3554201995408095,1.6433716893314119,1.6484907308946655,2.6363636363636362,2021-05-28,,,63
,male,adult,A. Farensis,,Rapid claw movement while feeding.,['Coral Fragment'],7.0,1.2272727272727273,1.1458350243269342,1.6888022202100756,1.2851633139130494,2.8181818181818183,2021-05-28,,,64
,female,pre_puberty,U. olhanensis,True,Dragging shell fragment backward.,"['Small Fish', 'Sea Star', 'Sea Anemone', 'Sea Sponge']",9.0,1.661219304856978,1.335135455858258,1.678716257061098,1.674737898981949,2.8181818181818183,2021-05-28,,,65
,male,pre_puberty,u. olhanen.,,Interacting with small fish nearby.,"['Crab (Other Species)', 'Hermit Crab', 'Algae', 'Mussel', 'Sea Urchin']",3.0,1.0909090909090908,1.0432367980538408,1.4126127716191172,1.1886263202007432,2.8181818181818183,2021-05-28,,,66
,female,sub_adult,U. olhanensis,False,Pausing frequently during exploration.,['Jellyfish'],6.0,4.1799062755734315,3.417248041971189,4.4153807056396674,4.564564084832349,2.727272727272727,2021-05-28,,,67
,male,sub_adult,u. olhanen.,,Guarding eggs under abdominal flap.,"['Algae', 'Snail']",4.0,3.1818181818181817,3.7221298407238943,4.813431728702287,3.191169813709146,2.8181818181818183,2021-05-28,,,68
,female,adult,u. olhanen.,False,Picking biofilm on submerged wood.,"['Mussel', 'Snail', 'Sea Anemone', 'Hermit Crab']",4.0,4.1070374644319845,4.333559379961954,5.224999353085776,4.2914037812570545,2.8181818181818183,2021-05-28,,,69
,male,sub_adult,A farensis,True,Interacting with small fish nearby.,['Mussel'],7.0,7.045454545454546,6.941931153397325,9.105906063637752,7.352484126434215,2.8181818181818183,2021-05-28,,,70
,male,adult,U. olhanensis,,Exchanging antenna taps.,['Hermit Crab'],4.0,4.636363636363637,4.868403600210729,6.994703874838612,4.6463396774575925,2.5454545454545454,2021-05-28,,,71
,male,sub_adult,A. Farensis,,Interaction with hermit crabs.,"['Snail', 'Polychaete Worm', 'Hermit Crab', 'Small Fish']",7.0,6.0227272727272725,6.154556259084341,8.203611605968401,6.344939127534028,2.8181818181818183,2021-05-28,,,72
,female,sub_adult,u. olhanen.,False,Escaping from aggressive fish.,"['Algae', 'Sea Sponge', 'Jellyfish', 'Barnacle']",7.0,2.2880557815250215,2.4347858614195648,2.929076358916582,2.329991983540952,2.909090909090909,2021-05-28,,,73
,-,adult,A farensis,,Hiding under floating debris.,"['Jellyfish', 'Sea Sponge', 'Sea Star', 'Polychaete Worm', 'Sea Anemone']",9.0,3.409090909090909,3.409785036017702,4.9720401107520535,3.6484663278203566,2.727272727272727,2021-05-28,,,74
,N/R,juvenile,Ucides alvorensis,,Territorial display against intruder.,"['Crab (Other Species)', 'Hermit Crab', 'Barnacle', 'Algae']",6.0,1.1363636363636365,1.5277394976617857,2.236956240193749,1.2317331560315017,2.909090909090909,2021-05-28,,,75
,male or female,sub_adult,A. Farensis,,Scavenging near tidal pools.,['Sea Urchin'],6.0,3.977272727272727,4.082441608351872,6.078910847817439,4.027585924145109,2.8181818181818183,2021-05-28,,,76
,male,pre_puberty,u. olhanen.,,Moving toward warmer water pockets.,"['Polychaete Worm', 'Barnacle']",4.0,1.2272727272727273,0.8728841925382889,1.1546712354611985,1.2544332365059168,2.909090909090909,2021-05-28,,,77
,female,pre_puberty,A farensis,False,Swimming short distance to escape.,"['Sea Anemone', 'Sea Sponge', 'Hermit Crab', 'Crab (Other Species)']",5.0,1.3889845035628523,1.3657701304343937,1.7783274621046692,1.4873184057035809,2.8181818181818183,2021-05-28,,,78
,female,pre_puberty,A farensis,False,Burrowing into sandy sediment.,"['Polychaete Worm', 'Small Fish', 'Shrimp', 'Sea Star']",4.0,1.269464892632704,1.5854954069579323,2.2434724993663493,1.2809493437470911,2.8181818181818183,2021-05-28,,,79
,male or female,adult,U. olhanensis,True,Escaping from aggressive fish.,"['Snail', 'Sea Star', 'Barnacle']",5.0,4.2272727272727275,4.46928141793213,6.30943794308567,4.6430231560715765,2.6363636363636362,2021-05-28,,,80
,male,sub_adult,Ucides alvorensis,,Guarding eggs under abdominal flap.,"['Barnacle', 'Jellyfish', 'Sea Anemone', 'Shrimp', 'Sea Star']",7.0,1.8181818181818181,1.952094534495719,2.4146375768274586,1.943320638562397,2.6363636363636362,2021-05-28,,,81
,male,sub_adult,A. Farensis,,Crab moving quickly across rocks.,"['Algae', 'Sea Anemone']",7.0,2.159090909090909,2.203279197006264,2.888048570715996,2.324839174529598,2.8181818181818183,2021-05-28,,,82
,female,adult,u. olhanen.,True,Moving in groups.,"['Sea Sponge', 'Jellyfish']",8.0,1.1784005656323702,1.2696556579427505,1.8822400590264379,1.201465500325608,2.727272727272727,2021-05-28,,,83
,male,adult,Ucides alvorensis,,Hiding under seagrass blades.,['Polychaete Worm'],7.0,7.363636363636363,7.556890028979783,10.69340025458795,7.510280863286053,2.6363636363636362,2021-05-28,,,84
,male,juvenile,A. Farensis,,Scavenging near tidal pools.,"['Coral Fragment', 'Algae', 'Mussel']",5.0,0.6363636363636364,0.5639228091495333,0.7847702761702748,0.6844046064919149,2.6363636363636362,2021-05-28,,,85
,female,adult,A farensis,True,Sitting still blending with environment.,"['Sea Anemone', 'Barnacle']",6.0,3.2636745638485123,3.1433869629577766,4.686668266730774,3.5459649213071076,2.6363636363636362,2021-05-28,,,86
,female,adult,U. olhanensis,False,Climbing submerged rocks.,"['Hermit Crab', 'Shrimp', 'Jellyfish', 'Snail', 'Barnacle']",4.0,1.2136658201030643,1.0625788471308366,1.4856779482821019,1.2153078869230476,2.909090909090909,2021-05-28,,,87
,female,sub_adult,u. olhanen.,True,Feeding on small crustaceans.,"['Coral Fragment', 'Sea Star', 'Sea Urchin']",4.0,3.5136405058711477,3.4218887378995038,4.208302026004985,3.6700031199668612,2.909090909090909,2021-05-28,,,88
,female,pre_puberty,U. olhanensis,False,Escaping predator silhouette overhead.,"['Polychaete Worm', 'Shrimp', 'Algae', 'Sea Sponge']",6.0,0.755692260507598,0.9787133520090645,1.3843937924934189,0.7681070135661258,2.8181818181818183,2021-05-28,,,89
,female,juvenile,U. olhanensis,False,Crab moving quickly across rocks.,"['Sea Anemone', 'Crab (Other Species)', 'Sea Sponge', 'Hermit Crab', 'Snail']",7.0,1.311040419584154,1.4152459450594426,2.0450896454222245,1.4155293378864033,2.8181818181818183,2021-05-28,,,90
,male,adult,u. olhanen.,,Escaping from aggressive fish.,"['Shrimp', 'Coral Fragment', 'Barnacle', 'Sea Star']",8.0,5.7272727272727275,6.059248596415046,8.701569213103708,6.284361730024747,2.8181818181818183,2021-05-28,,,91
,male,pre_puberty,U. olhanensis,,Rapid claw movement while feeding.,"['Barnacle', 'Mussel']",5.0,1.9772727272727273,2.1677511504899685,2.7625116631325675,1.996098323925448,2.8181818181818183,2021-05-28,,,92
,male or female,pre_puberty,A. Farensis,,Social contact with other crabs.,"['Mussel', 'Coral Fragment', 'Sea Sponge', 'Hermit Crab', 'Snail']",5.0,1.8409090909090908,2.374400407555409,3.450031995518148,1.8959583267374982,2.909090909090909,2021-05-28,,,93
,male,pre_puberty,u. olhanen.,,Emerging cautiously from hiding.,"['Hermit Crab', 'Sea Anemone', 'Snail', 'Crab (Other Species)', 'Mussel']",6.0,2.25,2.1570276655298586,2.6017537563352002,2.437459048335006,2.6363636363636362,2021-05-28,,,94
,female,sub_adult,A farensis,False,Climbing barnacle-covered surfaces.,"['Algae', 'Mussel', 'Sea Anemone']",6.0,2.2753722331086403,2.8599375653825025,3.473985801154796,2.425911243538473,2.727272727272727,2021-05-28,,,95
,nan,sub_adult,Ucides alvorensis,,Feeding on small mollusks.,"['Mussel', 'Barnacle', 'Algae', 'Sea Star']",9.0,5.454545454545454,4.699196662920304,6.912673100788523,5.6947766509502,2.6363636363636362,2021-05-28,,,96
,male,pre_puberty,A. Farensis,,Territorial display against intruder.,"['Sea Anemone', 'Small Fish', 'Sea Star', 'Shrimp']",7.0,1.3636363636363635,1.7562200717907792,2.2019092820786055,1.4082952770128505,2.6363636363636362,2021-05-28,,,97
,female,juvenile,A farensis,True,Sideways walking along bay edge.,['Mussel'],3.0,1.0585611812717035,1.4462444804448187,1.8616334351934563,1.1555083311701122,2.727272727272727,2021-05-28,,,98
,-,juvenile,Ucides alvorensis,,Picking algae from rock surface.,"['Mussel', 'Crab (Other Species)', 'Small Fish']",4.0,1.6818181818181819,1.9759802602716952,2.8954392917309253,1.8152308430501494,2.8181818181818183,2021-05-28,,,99
,female,adult,A farensis,True,Feeding on small crustaceans.,"['Snail', 'Sea Anemone', 'Sea Sponge', 'Sea Urchin', 'Algae']",9.0,2.153858951782681,2.4612981774212965,3.1219779820036035,2.223526615226415,2.727272727272727,2021-05-28,,,100
,male,sub_adult,U. olhanensis,,Color changes during molting.,"['Sea Star', 'Sea Anemone', 'Jellyfish']",9.0,2.840909090909091,3.049121276488586,4.463168216894622,2.86453477145288,2.727272727272727,2021-05-28,,,101
,male,sub_adult,u. olhanen.,,Crab moving quickly across rocks.,"['Hermit Crab', 'Crab (Other Species)', 'Coral Fragment']",7.0,3.2954545454545454,3.1494046165325345,3.894594748876349,3.5130327047194183,2.727272727272727,2021-05-28,,,102
,female,adult,U. olhanensis,False,Picking algae from rock surface.,"['Mussel', 'Sea Star']",8.0,3.9526236955805305,4.061337310876445,6.018467593740638,4.078099292646741,2.727272727272727,2021-05-28,,,103
,male,adult,A farensis,,Picking biofilm on submerged wood.,"['Snail', 'Shrimp', 'Coral Fragment', 'Small Fish', 'Crab (Other Species)']",11.0,1.3636363636363635,1.4059635302639644,2.096370945883424,1.4994671205686267,2.727272727272727,2021-05-28,,,104
,female,adult,A. Farensis,True,Emerging cautiously from hiding.,"['Sea Sponge', 'Shrimp', 'Sea Star', 'Snail', 'Coral Fragment']",5.0,1.699243275280209,1.9070037803934952,2.779029508166749,1.8589844097619848,2.909090909090909,2021-05-28,,,105
,female,sub_adult,U. olhanensis,True,Using claws to dig into sediment.,"['Barnacle', 'Snail']",8.0,1.2587286754500455,1.4892743171736742,2.2149236283270426,1.3401337504276953,2.6363636363636362,2021-05-28,,,106
,male,juvenile,A farensis,,Waving claws rhythmically.,"['Hermit Crab', 'Coral Fragment']",9.0,0.8636363636363636,1.082284144853312,1.5130951938878974,0.9389999702285882,2.8181818181818183,2021-05-28,,,107
,male,juvenile,A. Farensis,,Climbing onto submerged logs.,"['Sea Anemone', 'Small Fish', 'Shrimp']",10.0,1.3636363636363635,1.2160152551496537,1.7492295099107467,1.399394157678569,3.0,2021-05-28,,,108
,female,pre_puberty,u. olhanen.,False,Claw waving directed at nearby crab.,['Coral Fragment'],5.0,3.5407371958710097,4.703980803899835,6.450225601788051,3.617881214529071,2.727272727272727,2021-05-28,,,109
,male,adult,A farensis,True,Searching for food in tidal pools.,['Sea Urchin'],8.0,2.590909090909091,2.6518156035703586,3.650088705874234,2.808005325238917,2.8181818181818183,2021-05-28,,,110
,female,pre_puberty,A farensis,False,Inspecting discarded crab shell.,"['Barnacle', 'Sea Star', 'Crab (Other Species)', 'Coral Fragment']",3.0,0.6317120706617755,0.6093091535619393,0.7413060859416633,0.6788650320355362,2.8181818181818183,2021-05-28,,,111
,male,adult,u. olhanen.,,Emerging cautiously from hiding.,"['Coral Fragment', 'Sea Sponge', 'Small Fish', 'Polychaete Worm', 'Algae']",5.0,7.909090909090909,8.265890770672122,11.437202554582953,8.557448528784207,2.727272727272727,2021-05-28,,,112
,male,adult,U. olhanensis,,Climbing onto submerged logs.,"['Coral Fragment', 'Sea Sponge', 'Sea Anemone', 'Sea Urchin', 'Barnacle']",5.0,5.181818181818182,4.922573287207395,6.5724868040985,5.631574815060322,2.727272727272727,2021-05-28,,,113
,female,pre_puberty,Ucides alvorensis,True,Moving sideways along sandy bottom.,"['Sea Urchin', 'Sea Sponge']",7.0,0.7789233792766791,0.8919862708610853,1.1125384397837612,0.8376732917993465,2.727272727272727,2021-05-28,,,114
,male,pre_puberty,u. olhanen.,,Using claws to dig into sediment.,"['Shrimp', 'Snail', 'Algae']",7.0,1.0227272727272727,1.098677771316923,1.5032411307548168,1.0627027406430651,2.8181818181818183,2021-05-28,,,115
,-,adult,A. Farensis,,Claw snapping at diver.,"['Jellyfish', 'Mussel', 'Sea Star', 'Sea Urchin', 'Barnacle']",6.0,2.590909090909091,2.548811722364881,3.774962535779845,2.5956275508528077,2.6363636363636362,2021-05-28,,,116
,female,juvenile,Ucides alvorensis,False,Feeding on detritus in shallow water.,['Barnacle'],6.0,2.2711295954754513,2.008746737622356,2.968024643895957,2.489996757057309,2.727272727272727,2021-05-28,,,117
